stage,arm,alpha,fid,inception_score,samples,reused,seconds,full_calls,prefix_calls,samples_sha256
paired_400,native_base,0.78,95.87515696530511,26.61487445831299,400,True,318.9252493083477,100,0,cfdb287e8b0ddf0e25b84cb773a46f66de2154f2fa4d62244d21e28f2ad4b5f1
paired_400,native_half,0.39,96.12640659800195,26.727292633056642,400,True,320.1058510588482,100,0,c578db342895ce948568cfb7c0dca08941c1d672360be0a3c1b867bd37678094
paired_400,context_base,0.78,100.01870534568633,26.911453819274904,400,True,321.177033779677,100,0,685c17fe1026487bce15ea9139471abd4cac1fc3e777b184ec2b0450cc7aefed
paired_400,context_half,0.39,96.55038444645584,26.936909103393553,400,True,321.2202559434809,100,0,8e65603efbb089a5ce61dc26bb1b8b4ead95a9fe118ad5d6f4fe2aaf9134a887
paired_400,context20k_base,0.78,96.6514722237684,27.35505790710449,400,False,322.87905302783474,100,0,fbb69d87bd6ee9f29f435a6bab7cfe59b1e2684237e8bf0ef34f102913b5c63c
paired_400,context20k_half,0.39,96.03592835173839,27.14475917816162,400,False,323.6650002039969,100,0,afcccea95b76fcec9f74db6c0d4b39812b283dd413682a8e604b1062ab58e627
