alpha,native_fid,mlp_3k_fid,mlp_20k_fid,delta_20k_vs_native,delta_20k_vs_3k
0.78,95.87515696530511,100.01870534568633,96.6514722237684,0.7763152584632849,-3.367233121917934
0.39,96.12640659800195,96.55038444645584,96.03592835173839,-0.09047824626355805,-0.5144560947174455
