direction,time_bin,time_low,time_high,samples,A_mean,A_se,B_mean,B_se,AB_mean,B2_mean,gamma_hat_mean,gamma_hat_sample_ls,predicted_reduction_gamma1_mean_residual,predicted_reduction_gamma1_sample_ls,B_positive_fraction,direction_rms,euclidean_B_mean,euclidean_cosine_mean
v180,overall,0.0,1.0,4096,-0.0014058532403282697,0.0005593283932961655,0.00015540980990991216,5.332735211022497e-05,-3.4827509295815174e-05,1.1669539757261223e-05,-9.046103596312316,-2.984480109778468,-4.61118978697536e-07,-8.132455834889145e-05,0.542236328125,7.847998453620958,-13.534363247865258,-0.030454216146397647
v180,high_noise,0.0,0.5,2082,-0.001660548495787431,0.000722696790384558,0.0001607770908122347,6.031463395933109e-05,-4.459808459247894e-06,7.5962256728677515e-06,-10.328265596786553,-0.587108473511716,-5.598055855407166e-07,-1.6515842591363367e-05,0.5393852065321806,5.543600873420876,-8.432723818241291,-0.028456408424789022
v180,low_noise,0.5,1.0,2014,-0.0011425585422816093,0.000857960519260366,0.00014986130999003353,8.875673088253116e-05,-6.622053468892989e-05,1.5880383810740474e-05,-7.6241061976409705,-4.169958073944193,-3.6490905200517887e-07,-0.00014832145318860001,0.5451837140019861,9.669156149238823,-18.80825266816173,-0.03251947715751441
v180,q0,0.0,0.25,994,-0.00246539192615729,0.0014479397182963992,8.92200927194222e-06,0.0001074479165371697,-8.395634918550664e-06,1.1464318987050787e-05,-276.32698543705976,-0.7323274001738549,-4.407210149774329e-08,-2.8255588824151797e-05,0.5110663983903421,3.5134504752730393,-4.939360301304511,-0.023877134091151636
v180,q1,0.25,0.5,1088,-0.000925241170614968,0.0004032408894734581,0.00029951233994003867,6.045379299816114e-05,-8.640258300687078e-07,4.06232424428509e-06,-3.0891587665476425,-0.21269248295091814,-6.439499378158566e-07,-5.790375904422536e-06,0.5652573529411765,6.894206922063025,-11.62427100191331,-0.03264004692445406
v180,q2,0.5,0.75,1017,-0.00023322110424906146,0.00035582844746818055,0.00019366331275146373,8.56722721905026e-05,-3.2377694347586248e-06,7.4946795125459684e-06,-1.2042606363362374,-0.43200905780409327,-1.278382220107267e-07,-1.3970218382063223e-05,0.5663716814159292,9.936142716975663,-18.91528119280158,-0.033114832363441704
v180,q3,0.75,1.0,997,-0.002070137453494349,0.0016946418614993898,0.00010518063114512429,0.00015659287724149016,-0.00013046674558511064,2.443430685112543e-05,-19.681736370625604,-5.339490347732185,-4.4653969299947883e-07,-0.00028536779802134597,0.5235707121364093,9.388995002098834,-18.69907713199451,-0.03191217901866981
v240,overall,0.0,1.0,4096,-0.0014058532403282697,0.0005593283932961655,0.0001339344803055198,4.892578357209571e-05,1.3463059216064623e-05,9.82027220591253e-06,-10.4965744229668,1.370945624904253,-3.9452289127310536e-07,1.7105846226216602e-05,0.5361328125,7.078485099081674,-13.187096007060973,-0.03214640908057684
v240,high_noise,0.0,0.5,2082,-0.001660548495787431,0.000722696790384558,0.00020248116746430324,5.3241906917599695e-05,2.2126312740366115e-07,5.940010680452401e-06,-8.201002180018447,0.03724961777119387,-7.13458219293971e-07,-5.497484425645138e-06,0.5417867435158501,5.002349347244012,-7.95457434988832,-0.028917695993653198
v240,low_noise,0.5,1.0,2014,-0.0011425585422816093,0.000857960519260366,6.307340648993532e-05,8.288024052949745e-05,2.7151946731750868e-05,1.3831545540573899e-05,-18.114742898243943,1.963045030080151,-1.4810837335799646e-07,4.047234792292826e-05,0.5302879841112215,8.719704415400775,-18.596286717206684,-0.03548413532038569
