requested_time,actual_time,future_time,data_odds,weak_defect_rms,strong_defect_rms,depth_gap_rms,revision_to_gap_rms,weak_strong_defect_cosine,weak_defect_depth_gap_cosine,weak_common_strong_energy_fraction,shared_revision_rms,shared_revision_to_gap_rms,shared_revision_depth_gap_cosine,plain_angular_cosine_to_gap,shared_angular_cosine_to_gap
0.95,0.9491525292396545,0.9179025292396545,0.053571444004774094,0.2031293883919716,0.22943389602005482,0.19331024400889874,1.0556006655097008,0.7447395846247673,-0.019242932001361623,0.5579007975757122,0.1522512612864375,0.7930324003100395,0.2043746169656515,0.6898828148841858,0.7908676415681839
0.8,0.7975830435752869,0.7663330435752869,0.25378793478012085,0.08233978785574436,0.08223472908139229,0.25025266595184803,0.3299737647175789,0.7460726425051689,-0.027203521225601435,0.558069858700037,0.06152846897020936,0.24695158936083317,-0.033559521194547415,0.9495011940598488,0.9705502241849899
0.6,0.6037735939025879,0.5725235939025879,0.65625,0.05889280792325735,0.059292527846992016,0.3100745305418968,0.1902687754482031,0.7159306928515434,-0.00547156558604911,0.5134333074092865,0.042170033790171146,0.13635512720793486,-0.1468131709843874,0.9823426082730293,0.990977443754673
0.4,0.41025641560554504,0.37900641560554504,1.4375,0.06498103262856603,0.056926614604890347,0.40022218972444534,0.16247289441525936,0.5455856770277023,-0.033675130107440054,0.29810716584324837,0.03542431956157088,0.08864940423518419,-0.2255067527294159,0.9870571792125702,0.9962803721427917
0.2,0.1983470916748047,0.1670970916748047,4.0416669845581055,0.1520253885537386,0.14103945903480053,0.6492259800434113,0.23434405215084553,0.14017541240900755,-0.5158736370503902,0.020330726401880383,0.021234037820249796,0.03289870428852737,-0.23787145130336285,0.980441227555275,0.999469205737114
0.14,0.14035087823867798,0.10910087823867798,6.125,0.3122621551156044,0.2294533159583807,0.967021644115448,0.3231893703341484,0.06638817116618156,-0.7834307923913002,0.004637272912077606,0.020781627274118364,0.021456542424857616,-0.2905360795557499,0.9803994670510292,0.9997774884104729
