ambient_dim,hidden_dim,time,condition,seeds,rollout_bayes_velocity_mse_mean,state_swd_2d_mean,state_intrinsic_swd_mean,state_off_subspace_rms_mean,true_off_subspace_rms_mean,gate_mean_mean,gate_std_mean,rollout_bayes_velocity_mse_std,state_swd_2d_std,state_intrinsic_swd_std,state_off_subspace_rms_std,true_off_subspace_rms_std,gate_mean_std,gate_std_std
2,128,0.01,S1_xv_consistency_switch,3,0.0019642363768070333,0.02506737595466063,0.02506737595466063,5.308475081733377e-08,5.35774127286004e-08,1.0,0.0,0.0006147300337613359,0.0038198622772603903,0.0038198622772603903,6.151957660687015e-09,4.6281109689918865e-09,0.0,0.0
2,128,0.03,B0_v_ind,3,0.0027351609896868,0.025674733487275735,0.025674733487275735,5.167695723192386e-08,5.250286960745143e-08,,,0.0013075094982669,0.005075809344220642,0.005075809344220642,5.021268198440901e-09,4.417217386727416e-09,0.0,0.0
2,128,0.03,B1_x_ind,3,0.00013740660991361383,0.025567571311330268,0.025567571311330268,5.2617699234739725e-08,5.250286960745143e-08,,,8.529447827528994e-05,0.0050100731072374735,0.0050100731072374735,4.73207404643104e-09,4.417217386727416e-09,0.0,0.0
2,128,0.03,B2_eps_ind,3,1.6656035184860227,0.1518538272242102,0.1518538272242102,4.698526841669567e-08,5.250286960745143e-08,,,0.2746243751181921,0.04312011401123237,0.04312011401123237,5.895680067758432e-09,4.417217386727416e-09,0.0,0.0
2,128,0.03,Bayes_exact,3,0.0,0.025617338953567232,0.025617338953567232,5.164762721202957e-08,5.250286960745143e-08,,,0.0,0.0050954530759601884,0.0050954530759601884,4.539295255984393e-09,4.417217386727416e-09,0.0,0.0
2,128,0.03,D0_eps_shared,3,0.5587497154871622,0.13648585093420162,0.13648585093420162,4.3483088537262425e-08,5.250286960745143e-08,,,0.20964052446080428,0.03290131768699143,0.03290131768699143,3.6787425191705113e-09,4.417217386727416e-09,0.0,0.0
2,128,0.03,D0_fixed_x_eps,3,0.0006125655684930334,0.025645453154807634,0.025645453154807634,5.260267007164051e-08,5.250286960745143e-08,1.0,0.0,0.0004284153067289567,0.005038807532481678,0.005038807532481678,4.462700472907538e-09,4.417217386727416e-09,0.0,0.0
2,128,0.03,D0_safe_schedule,3,0.0015746766778950332,0.0256230547560664,0.0256230547560664,5.122448243355393e-08,5.250286960745143e-08,0.9700000286102296,0.0,0.0008757498219118447,0.005197997200867863,0.005197997200867863,5.015557987400539e-09,4.417217386727416e-09,0.0,0.0
2,128,0.03,D0_x_shared,3,0.0006125655684930334,0.025645453154807634,0.025645453154807634,5.260267007164051e-08,5.250286960745143e-08,,,0.0004284153067289567,0.005038807532481678,0.005038807532481678,4.462700472907538e-09,4.417217386727416e-09,0.0,0.0
2,128,0.03,D1_scaled_gate,3,0.0044556421150142335,0.0258815439676842,0.0258815439676842,5.1764457017119035e-08,5.250286960745143e-08,0.923790176709493,0.052502331634362465,0.003467318945967777,0.005072516153462564,0.005072516153462564,5.1881759028924195e-09,4.417217386727416e-09,0.013033059769979326,0.00700668821193336
2,128,0.03,D2_velocity_gate,3,0.0016937049028152666,0.0258375621078482,0.0258375621078482,5.249547167333427e-08,5.250286960745143e-08,0.9951220154762268,0.004412752886613166,0.0008535853744803083,0.005001499654881611,0.005001499654881611,5.256741402054328e-09,4.417217386727416e-09,0.002522841322603598,0.0019357276464303725
2,128,0.03,D3_oracle_bayes_gate,3,0.0005064909831464999,0.025634280891858634,0.025634280891858634,5.211993917934402e-08,5.250286960745143e-08,0.9921998977661133,0.0193695959945519,0.00041604985734211954,0.00507713223093478,0.00507713223093478,4.328290871995834e-09,4.417217386727416e-09,0.0036791284771455755,0.0033053059962455935
2,128,0.03,D4_safe_velocity_gate,3,0.0005588167890284999,0.025613614147443033,0.025613614147443033,5.188521730777514e-08,5.250286960745143e-08,0.9941376050313314,0.0018408250762149,0.00038429883115312027,0.0050049842486231556,0.0050049842486231556,5.043445324489585e-09,4.417217386727416e-09,0.002307889486094862,0.0006665036722419833
2,128,0.03,S0_xv_switch,3,0.0012368599806601335,0.0256021091984262,0.0256021091984262,5.1500954612038186e-08,5.250286960745143e-08,1.0,0.0,0.00018321715970578365,0.005100254553488357,0.005100254553488357,5.380247986901614e-09,4.417217386727416e-09,0.0,0.0
2,128,0.03,S1_xv_consistency_switch,3,0.001087480263474,0.025584520597728765,0.025584520597728765,5.187503878308538e-08,5.250286960745143e-08,1.0,0.0,0.00015076041146506867,0.0051132903019212445,0.0051132903019212445,4.669109533704221e-09,4.417217386727416e-09,0.0,0.0
2,128,0.1,B0_v_ind,3,0.002172041781401867,0.023573027542766967,0.023573027542766967,4.865100441027911e-08,4.805412482748276e-08,,,0.001538045641428501,0.000687399533812796,0.000687399533812796,4.588137746106381e-09,3.812708329445308e-09,0.0,0.0
2,128,0.1,B1_x_ind,3,9.203082057256492e-05,0.022951416190618665,0.022951416190618665,4.826461127057277e-08,4.805412482748276e-08,,,2.3473631885718944e-05,0.0009832133275262376,0.0009832133275262376,4.335871801952975e-09,3.812708329445308e-09,0.0,0.0
2,128,0.1,B2_eps_ind,3,0.14352903266747788,0.15049412644332266,0.15049412644332266,4.5337589682503676e-08,4.805412482748276e-08,,,0.03326211888617049,0.048075539930027854,0.048075539930027854,6.186477807688695e-09,3.812708329445308e-09,0.0,0.0
2,128,0.1,Bayes_exact,3,0.0,0.023024076847828503,0.023024076847828503,4.857633347417808e-08,4.805412482748276e-08,,,0.0,0.0011871046823345008,0.0011871046823345008,4.6338451556301194e-09,3.812708329445308e-09,0.0,0.0
2,128,0.1,D0_eps_shared,3,0.052504276235898296,0.12253790584135876,0.12253790584135876,4.1479141306884536e-08,4.805412482748276e-08,,,0.028061546374922867,0.033265971732940464,0.033265971732940464,3.0527833498438106e-09,3.812708329445308e-09,0.0,0.0
2,128,0.1,D0_fixed_x_eps,3,0.0005676425159132,0.023155733878364903,0.023155733878364903,4.848976094725307e-08,4.805412482748276e-08,1.0,0.0,0.00033986558830493153,0.0009146825712139379,0.0009146825712139379,4.3473985321383355e-09,3.812708329445308e-09,0.0,0.0
2,128,0.1,D0_safe_schedule,3,0.0014246348291635,0.023102608778556497,0.023102608778556497,4.8289891196873214e-08,4.805412482748276e-08,0.8999999761581421,0.0,0.0006441392733631256,0.0008697063829020514,0.0008697063829020514,4.3121019282378734e-09,3.812708329445308e-09,0.0,0.0
2,128,0.1,D0_x_shared,3,0.0005676425159132,0.023155733878364903,0.023155733878364903,4.848976094725307e-08,4.805412482748276e-08,,,0.00033986558830493153,0.0009146825712139379,0.0009146825712139379,4.3473985321383355e-09,3.812708329445308e-09,0.0,0.0
2,128,0.1,D1_scaled_gate,3,0.0009231536338726,0.023449159231582167,0.023449159231582167,4.90861395974207e-08,4.805412482748276e-08,0.9117375612258911,0.054258247216542536,0.0006010572753531733,0.0005125173099378016,0.0005125173099378016,4.5253995124591225e-09,3.812708329445308e-09,0.011393901077884183,0.0039076823711580305
2,128,0.1,D2_velocity_gate,3,0.0014848799910395667,0.023374850353185234,0.023374850353185234,4.838358336201054e-08,4.805412482748276e-08,0.978016992410024,0.020135137252509535,0.000615062108006389,0.0008905692740425867,0.0008905692740425867,4.328646813931205e-09,3.812708329445308e-09,0.012462610527999171,0.012651805796331714
2,128,0.1,D3_oracle_bayes_gate,3,0.0004925663330746666,0.023132016328247466,0.023132016328247466,4.936387417349882e-08,4.805412482748276e-08,0.9634782671928406,0.09465975811084106,0.00032803413274455384,0.0009661128816839044,0.0009661128816839044,4.8089435836615844e-09,3.812708329445308e-09,0.005074971118265615,0.017909832482652897
2,128,0.1,D4_safe_velocity_gate,3,0.0005400487765048333,0.023102426484131435,0.023102426484131435,4.85918813334744e-08,4.805412482748276e-08,0.9752277731895447,0.007103377642730832,0.00038672963982828843,0.0009221785746941029,0.0009221785746941029,4.9437836917256205e-09,3.812708329445308e-09,0.00913897375281415,0.0016674957768871264
2,128,0.1,S0_xv_switch,3,0.0007703494435796666,0.02303025340454003,0.02303025340454003,4.866810598969096e-08,4.805412482748276e-08,1.0,0.0,0.00023124862345137658,0.0010974514250587637,0.0010974514250587637,4.0588883828780364e-09,3.812708329445308e-09,0.0,0.0
2,128,0.1,S1_xv_consistency_switch,3,0.0007027401200805666,0.023082335756023132,0.023082335756023132,4.824663335512014e-08,4.805412482748276e-08,1.0,0.0,0.00023103325297426394,0.001170576805018629,0.001170576805018629,4.14474175294979e-09,3.812708329445308e-09,0.0,0.0
2,128,0.3,B0_v_ind,3,0.0016856610309332,0.02249838591267103,0.02249838591267103,4.087792386068637e-08,3.995602426698497e-08,,,0.0004410257803807481,0.004213399090594561,0.004213399090594561,3.792198863094533e-09,3.4652177470644297e-09,0.0,0.0
2,128,0.3,B1_x_ind,3,0.0007107142009771999,0.02089875933999333,0.02089875933999333,4.146345607599263e-08,3.995602426698497e-08,,,0.0003906181585662598,0.002452099984734634,0.002452099984734634,4.338656455056426e-09,3.4652177470644297e-09,0.0,0.0
2,128,0.3,B2_eps_ind,3,0.018437614043553634,0.13443508175108657,0.13443508175108657,3.9227266768193665e-08,3.995602426698497e-08,,,0.008834819684968654,0.049686421644622177,0.049686421644622177,4.709931037628944e-09,3.4652177470644297e-09,0.0,0.0
2,128,0.3,Bayes_exact,3,0.0,0.020601899450959332,0.020601899450959332,4.1360636989414466e-08,3.995602426698497e-08,,,0.0,0.0030725978221018686,0.0030725978221018686,4.555699226485993e-09,3.4652177470644297e-09,0.0,0.0
2,128,0.3,D0_eps_shared,3,0.004263756331056333,0.10047655342919555,0.10047655342919555,3.5223961229272995e-08,3.995602426698497e-08,,,0.0025412598409016974,0.035668973718740254,0.035668973718740254,2.61977629573634e-09,3.4652177470644297e-09,0.0,0.0
2,128,0.3,D0_fixed_x_eps,3,0.0009484868884706999,0.021574030939678166,0.021574030939678166,4.1056698781479404e-08,3.995602426698497e-08,1.0,0.0,0.0005235150986103984,0.002708034658522592,0.002708034658522592,3.437024820461648e-09,3.4652177470644297e-09,0.0,0.0
2,128,0.3,D0_safe_schedule,3,0.0010947927172916332,0.02174797066778957,0.02174797066778957,4.1560454633327026e-08,3.995602426698497e-08,0.699999988079071,0.0,0.0003231051598747107,0.003756028326060586,0.003756028326060586,4.083468655144145e-09,3.4652177470644297e-09,0.0,0.0
2,128,0.3,D0_x_shared,3,0.0009484868884706999,0.021574030939678166,0.021574030939678166,4.1056698781479404e-08,3.995602426698497e-08,,,0.0005235150986103984,0.002708034658522592,0.002708034658522592,3.437024820461648e-09,3.4652177470644297e-09,0.0,0.0
2,128,0.3,D1_scaled_gate,3,0.0009532795520499001,0.022115775006852866,0.022115775006852866,4.0810409274172343e-08,3.995602426698497e-08,0.8643760283788046,0.05694226672252014,0.0005659650313447084,0.0037632177606123397,0.0037632177606123397,4.214739126496455e-09,3.4652177470644297e-09,0.010392668406785899,0.007215192144368668
2,128,0.3,D2_velocity_gate,3,0.0017886616988107,0.022280219756699235,0.022280219756699235,4.078128531167143e-08,3.995602426698497e-08,0.9388390779495239,0.035345884660879734,0.0004188136309401131,0.0010443235551097572,0.0010443235551097572,3.693863878772897e-09,3.4652177470644297e-09,0.008832180164484527,0.006783350754123692
2,128,0.3,D3_oracle_bayes_gate,3,0.0005584664953251,0.02142767715115033,0.02142767715115033,4.076538454948301e-08,3.995602426698497e-08,0.7971866925557455,0.268765315413475,0.00041490534452437303,0.002934068188579292,0.002934068188579292,3.956924962275464e-09,3.4652177470644297e-09,0.09711512164752147,0.09995067724805372
2,128,0.3,D4_safe_velocity_gate,3,0.0007187329271496999,0.021185321388003598,0.021185321388003598,4.126610638384894e-08,3.995602426698497e-08,0.8789387742678324,0.025643474422395163,0.0004681487467822817,0.0027552563486136867,0.0027552563486136867,3.471511594839673e-09,3.4652177470644297e-09,0.03232551984287791,0.010030282409940567
2,128,0.3,S0_xv_switch,3,0.0012571178570699333,0.021115136572191467,0.021115136572191467,4.115850534465911e-08,3.995602426698497e-08,1.0,0.0,0.00044721799066923563,0.00272868148966209,0.00272868148966209,3.439347536362027e-09,3.4652177470644297e-09,0.0,0.0
2,128,0.3,S1_xv_consistency_switch,3,0.0010939437973623,0.0211350838209452,0.0211350838209452,4.074714136474237e-08,3.995602426698497e-08,1.0,0.0,0.0004524034664437795,0.002690700653377368,0.002690700653377368,4.137611651158866e-09,3.4652177470644297e-09,0.0,0.0
2,128,0.5,B0_v_ind,3,0.0033586593344807,0.019779264287836634,0.019779264287836634,3.829502759344905e-08,3.6601938073014636e-08,,,0.00048821966287112704,0.0032174573304638732,0.0032174573304638732,3.841622440212471e-09,3.159601818320817e-09,0.0,0.0
2,128,0.5,B1_x_ind,3,0.0020546537125482665,0.01813105213712397,0.01813105213712397,3.867845540147149e-08,3.6601938073014636e-08,,,0.00013794408965966083,0.0016921805524513318,0.0016921805524513318,4.099469892923721e-09,3.159601818320817e-09,0.0,0.0
2,128,0.5,B2_eps_ind,3,0.010045013545701833,0.12938775093376947,0.12938775093376947,3.7353187802106426e-08,3.6601938073014636e-08,,,0.003975797804424452,0.04053984657477801,0.04053984657477801,5.790013543755163e-09,3.159601818320817e-09,0.0,0.0
2,128,0.5,Bayes_exact,3,0.0,0.018365654854549333,0.018365654854549333,3.8216506699958096e-08,3.6601938073014636e-08,,,0.0,0.001668790427317554,0.001668790427317554,4.1334038320555104e-09,3.159601818320817e-09,0.0,0.0
2,128,0.5,D0_eps_shared,3,0.0025383972873289666,0.08702462032814796,0.08702462032814796,3.3572311745426e-08,3.6601938073014636e-08,,,0.0010586634882513626,0.02736308469691957,0.02736308469691957,2.1964791228336462e-09,3.159601818320817e-09,0.0,0.0
2,128,0.5,D0_fixed_x_eps,3,0.0014714814800147666,0.019250535391721297,0.019250535391721297,3.796397625895528e-08,3.6601938073014636e-08,1.0,0.0,0.00012636859766558924,0.0006722389966716443,0.0006722389966716443,3.400167658231178e-09,3.159601818320817e-09,0.0,0.0
2,128,0.5,D0_safe_schedule,3,0.0017033653178562334,0.019404509329487066,0.019404509329487066,3.890819636846269e-08,3.6601938073014636e-08,0.5,0.0,0.00015189241692959823,0.0025695325222277006,0.0025695325222277006,3.854785986788006e-09,3.159601818320817e-09,0.0,0.0
2,128,0.5,D0_x_shared,3,0.0014714814800147666,0.019250535391721297,0.019250535391721297,3.796397625895528e-08,3.6601938073014636e-08,,,0.00012636859766558924,0.0006722389966716443,0.0006722389966716443,3.400167658231178e-09,3.159601818320817e-09,0.0,0.0
2,128,0.5,D1_scaled_gate,3,0.0013017890742047999,0.019472830756162563,0.019472830756162563,3.833149264664826e-08,3.6601938073014636e-08,0.6210312843322754,0.0797653272747993,0.00037714789398103627,0.002044621160180709,0.002044621160180709,3.291464603096645e-09,3.159601818320817e-09,0.011231467964688057,0.013886031097740547
2,128,0.5,D2_velocity_gate,3,0.0016848408849909336,0.02023074540198343,0.02023074540198343,3.851599809460519e-08,3.6601938073014636e-08,0.6769355138142904,0.11966056873401003,0.00038457730957998734,0.0007192201613414039,0.0007192201613414039,3.6342009423158747e-09,3.159601818320817e-09,0.03396576642118471,0.01985054396575618
2,128,0.5,D3_oracle_bayes_gate,3,0.0008859762456267668,0.0189141363264902,0.0189141363264902,3.843187812435645e-08,3.6601938073014636e-08,0.631304939587911,0.3424917757511139,8.272993425070691e-05,0.0013231167571615256,0.0013231167571615256,3.852178124496142e-09,3.159601818320817e-09,0.05414585303596824,0.03901191362843454
2,128,0.5,D4_safe_velocity_gate,3,0.0012876379381243999,0.019145505614743867,0.019145505614743867,3.8299672174465137e-08,3.6601938073014636e-08,0.6698927084604899,0.052755236625671366,0.00035496617593058896,0.0020676159011408578,0.0020676159011408578,3.72037870078583e-09,3.159601818320817e-09,0.05381058529393369,0.012491766526727673
2,128,0.5,S0_xv_switch,3,0.004938099067658133,0.0178471445273896,0.0178471445273896,3.8238102462173635e-08,3.6601938073014636e-08,1.0,0.0,0.002010051486436033,0.0011111585832633418,0.0011111585832633418,3.786085581405822e-09,3.159601818320817e-09,0.0,0.0
2,128,0.5,S1_xv_consistency_switch,3,0.004659617940584767,0.017852803257014865,0.017852803257014865,3.830879317471651e-08,3.6601938073014636e-08,1.0,0.0,0.002444292479067235,0.0011338380086157573,0.0011338380086157573,3.681793581250481e-09,3.159601818320817e-09,0.0,0.0
2,128,0.7,B0_v_ind,3,0.021438512951135597,0.017913325045547632,0.017913325045547632,4.208692179948533e-08,4.139280918025179e-08,,,0.00779694596175218,0.0016210212894607035,0.0016210212894607035,3.934544411698587e-09,4.5355088811510865e-09,0.0,0.0
2,128,0.7,B1_x_ind,3,0.04725781828165051,0.017477096953599,0.017477096953599,4.1643563264415207e-08,4.139280918025179e-08,,,0.004010488510587429,0.002036460611471121,0.002036460611471121,4.145369030655182e-09,4.5355088811510865e-09,0.0,0.0
2,128,0.7,B2_eps_ind,3,0.006397567378977866,0.13370431678655784,0.13370431678655784,4.1524098530013966e-08,4.139280918025179e-08,,,0.00136017607159899,0.0478204861410785,0.0478204861410785,5.91025941802081e-09,4.5355088811510865e-09,0.0,0.0
2,128,0.7,Bayes_exact,3,0.0,0.014703204949601633,0.014703204949601633,4.222147135616675e-08,4.139280918025179e-08,,,0.0,0.0034922018155912078,0.0034922018155912078,3.636885277176984e-09,4.5355088811510865e-09,0.0,0.0
2,128,0.7,D0_eps_shared,3,0.004608975568165333,0.0818359952921842,0.0818359952921842,3.7785613452948987e-08,4.139280918025179e-08,,,0.0009057012678544515,0.020378951890037383,0.020378951890037383,1.8598722187034745e-09,4.5355088811510865e-09,0.0,0.0
2,128,0.7,D0_fixed_x_eps,3,0.0051510056170324,0.0171428948938633,0.0171428948938633,4.204053638545702e-08,4.139280918025179e-08,0.0,0.0,0.0002389449789148234,0.0017223701904994916,0.0017223701904994916,3.627595719839877e-09,4.5355088811510865e-09,0.0,0.0
2,128,0.7,D0_safe_schedule,3,0.004306952003389567,0.017253768164055664,0.017253768164055664,4.279385616238566e-08,4.139280918025179e-08,0.3000000119209289,0.0,0.00021600818498067497,0.001824478388267473,0.001824478388267473,3.4122735283451553e-09,4.5355088811510865e-09,0.0,0.0
2,128,0.7,D0_x_shared,3,0.008940290659666,0.017027748648324268,0.017027748648324268,4.229844918768322e-08,4.139280918025179e-08,,,0.0005373612113132084,0.0011638568989268754,0.0011638568989268754,4.1209158018023246e-09,4.5355088811510865e-09,0.0,0.0
2,128,0.7,D1_scaled_gate,3,0.0041145756064603,0.01722576028346773,0.01722576028346773,4.22752416776954e-08,4.139280918025179e-08,0.2123465736707051,0.0688874783615271,0.0004581949728421786,0.0018257573681714438,0.0018257573681714438,3.887563878862072e-09,4.5355088811510865e-09,0.013745444051071637,0.011430976701926002
2,128,0.7,D2_velocity_gate,3,0.008312609978020134,0.016833950157054165,0.016833950157054165,4.2407396705357314e-08,4.139280918025179e-08,0.16474634905656174,0.12289438148339583,0.0015103707449019093,0.002776124915516799,0.002776124915516799,3.987204042140985e-09,4.5355088811510865e-09,0.0619437971934949,0.007233930520469347
2,128,0.7,D3_oracle_bayes_gate,3,0.0025329591395953665,0.0161161681063815,0.0161161681063815,4.189535355673495e-08,4.139280918025179e-08,0.3823469976584117,0.36427096525828034,0.00023500297401080197,0.0020502769345145644,0.0020502769345145644,3.6228300828494605e-09,4.5355088811510865e-09,0.02587923647101042,0.021482356922205213
2,128,0.7,D4_safe_velocity_gate,3,0.004070626106113167,0.016771233774321898,0.016771233774321898,4.2200273497883245e-08,4.139280918025179e-08,0.2469675044218699,0.06287919109066324,0.00022040233101355947,0.001971143618519801,0.001971143618519801,3.0697769174283766e-09,4.5355088811510865e-09,0.04206896017981765,0.018580826870220214
2,128,0.7,S0_xv_switch,3,0.017766505479812567,0.0171086978975432,0.0171086978975432,4.183759590622079e-08,4.139280918025179e-08,0.0,0.0,0.0018277743673023596,0.004598491130690906,0.004598491130690906,3.314514075973721e-09,4.5355088811510865e-09,0.0,0.0
2,128,0.7,S1_xv_consistency_switch,3,0.02070377767086023,0.01749005207306707,0.01749005207306707,4.14354914823889e-08,4.139280918025179e-08,0.0,0.0,0.0030188815060145776,0.005389739150274525,0.005389739150274525,3.1337230125764143e-09,4.5355088811510865e-09,0.0,0.0
2,128,0.9,B0_v_ind,3,0.8840182026227316,0.03134165361570653,0.03134165361570653,5.0740962838820756e-08,4.9871817490535854e-08,,,0.40641211029917557,0.008625888250444235,0.008625888250444235,5.9252169658726536e-09,4.616027100342432e-09,0.0,0.0
2,128,0.9,B1_x_ind,3,2.691246827443441,0.047636768830275435,0.047636768830275435,5.0622579313615766e-08,4.9871817490535854e-08,,,0.03813446356621029,0.0024878055970794953,0.0024878055970794953,4.284765840323159e-09,4.616027100342432e-09,0.0,0.0
2,128,0.9,B2_eps_ind,3,0.17192345609267545,0.15027170310070992,0.15027170310070992,5.072718186246069e-08,4.9871817490535854e-08,,,0.09793444772128344,0.04635341110110323,0.04635341110110323,7.126209342151455e-09,4.616027100342432e-09,0.0,0.0
2,128,0.9,Bayes_exact,3,0.0,0.0223969224159865,0.0223969224159865,5.013967552258691e-08,4.9871817490535854e-08,,,0.0,0.008310749613135437,0.008310749613135437,4.85821123312623e-09,4.616027100342432e-09,0.0,0.0
2,128,0.9,D0_eps_shared,3,0.1125443279743194,0.087756430359731,0.087756430359731,4.557598269154065e-08,4.9871817490535854e-08,,,0.02113746062574732,0.020770352223376688,0.020770352223376688,2.9492217311601274e-09,4.616027100342432e-09,0.0,0.0
2,128,0.9,D0_fixed_x_eps,3,0.12234662224849059,0.025880729300496803,0.025880729300496803,5.1268746877516e-08,4.9871817490535854e-08,0.0,0.0,0.014985568486707778,0.006646894729419913,0.006646894729419913,4.823829914649733e-09,4.616027100342432e-09,0.0,0.0
2,128,0.9,D0_safe_schedule,3,0.13483334084351853,0.025140433571882902,0.025140433571882902,5.0864419639159074e-08,4.9871817490535854e-08,0.1000000238418579,0.0,0.01192772521976019,0.00670775818561504,0.00670775818561504,5.1256790656677745e-09,4.616027100342432e-09,0.0,0.0
2,128,0.9,D0_x_shared,3,0.23768822848796836,0.03003673251211053,0.03003673251211053,5.054310747709679e-08,4.9871817490535854e-08,,,0.009681275481013187,0.014151805590315909,0.014151805590315909,3.55187221923566e-09,4.616027100342432e-09,0.0,0.0
2,128,0.9,D1_scaled_gate,3,0.14010561754306153,0.025875808703446166,0.025875808703446166,5.1612425740662125e-08,4.9871817490535854e-08,0.010875981844340734,0.0118428493539492,0.019328182156830253,0.0073323856588803265,0.0073323856588803265,4.34412839412851e-09,4.616027100342432e-09,0.0065726377508156875,0.005759920155746029
2,128,0.9,D2_velocity_gate,3,0.2662385702133178,0.029976401721272233,0.029976401721272233,5.083725085341939e-08,4.9871817490535854e-08,0.00019946467303568987,0.0009051007509697,0.012940009724301005,0.009793197338035011,0.009793197338035011,5.544247930674823e-09,4.616027100342432e-09,0.00016783097080082563,0.0009147982422154925
2,128,0.9,D3_oracle_bayes_gate,3,0.09094487130641933,0.024133851315893868,0.024133851315893868,5.072187410822456e-08,4.9871817490535854e-08,0.19029298921426133,0.2862968891859054,0.014955507925559873,0.008758723341594223,0.008758723341594223,5.189793660449925e-09,4.616027100342432e-09,0.042728460327880885,0.04379512909317433
2,128,0.9,D4_safe_velocity_gate,3,0.12270954499642055,0.025187146677162136,0.025187146677162136,5.09442858268964e-08,4.9871817490535854e-08,0.031010060881574902,0.0264693495507041,0.017088530560735442,0.006226535005987268,0.006226535005987268,5.191387899159272e-09,4.616027100342432e-09,0.013714074588009361,0.009897119989650023
2,128,0.9,S0_xv_switch,3,1.0449759761492412,0.029769500762609268,0.029769500762609268,5.130319398934565e-08,4.9871817490535854e-08,0.0,0.0,0.13603247152448694,0.003198139192549308,0.003198139192549308,5.861685188424837e-09,4.616027100342432e-09,0.0,0.0
