ambient_dim,heun_steps,condition,swd_2d,swd_fullD,mmd_2d,intrinsic_nll,intrinsic_swd,ambient_swd,intrinsic_mmd,off_subspace_rms,ridge_distance_mean,ridge_distance_median,ridge_distance_q90,reference_ridge_distance_mean,ridge_distance_excess,signed_ridge_mean,signed_ridge_std,signed_ridge_q10,signed_ridge_q50,signed_ridge_q90,reference_signed_ridge_mean,reference_signed_ridge_std,ridge_width_ratio,ridge_signed_bias_in_ref_std,conditional_ridge_w1,conditional_ridge_w1_worst_bin,conditional_ridge_valid_bins,arc_coverage_w1,arc_hist_tv,arc_hist_js,arc_empty_bin_fraction,ambient_surface_rms,ambient_surface_rms_q50,ambient_surface_rms_q90,ambient_surface_rms_q99,intrinsic_radius_mean,intrinsic_radius_std,intrinsic_radius_q10,intrinsic_radius_q90,reference_intrinsic_radius_mean,intrinsic_radius_mean_ratio
2,50,Reference_resample,0.025350502195499516,0.026491996177405407,-0.00015234947204589844,0.03670932725071907,0.025350502195499516,0.026491996177405407,-0.00015234947204589844,3.9163275289411104e-08,0.01893749088048935,0.01558571308851242,0.03999531641602516,0.01920345611870289,-0.0002659652382135391,-0.0008069273317232728,0.023792672902345657,-0.031372711062431335,-0.00047706873738206923,0.029535342007875443,-0.0008744261576794088,0.023955287411808968,0.9932117487606036,0.002817700617015362,0.002258138267599871,0.004033633889534894,16.0,0.007469290225573399,0.04833984375,0.001973943080243951,0.0,3.9163275289411104e-08,2.107342389479072e-08,9.42432194506182e-08,1.884864389012364e-07,0.9152137041091919,0.38786062598228455,0.3791690766811371,1.4543025493621826,0.9210076332092285,0.9937091410634157
2,50,Bayes_exact,0.017774120550348542,0.02942685760139096,0.00012683868408203125,0.05385373532772064,0.017774120550348542,0.02942685760139096,0.00012683868408203125,5.790462154209308e-08,0.019430601969361305,0.01628490909934044,0.04016596078872681,0.01920345611870289,0.00022714585065841675,-0.0008412629831582308,0.024306757375597954,-0.03191585838794708,-0.0011966647580265999,0.0303108599036932,-0.0008744261576794088,0.023955287411808968,1.01467191596356,0.0013843780616298318,0.0024600171950155568,0.0032646257067198946,16.0,0.0041610088731496705,0.04052734375,0.0013389039345465563,0.0,5.790462154209308e-08,4.243652185209612e-08,1.1920928955078125e-07,1.884864389012364e-07,0.917283296585083,0.3968675136566162,0.378876268863678,1.4679725170135498,0.9210076332092285,0.9959562369628054
2,100,Reference_resample,0.025350502195499516,0.026491996177405407,-0.00015234947204589844,0.03670932725071907,0.025350502195499516,0.026491996177405407,-0.00015234947204589844,3.9163275289411104e-08,0.01893749088048935,0.01558571308851242,0.03999531641602516,0.01920345611870289,-0.0002659652382135391,-0.0008069273317232728,0.023792672902345657,-0.031372711062431335,-0.00047706873738206923,0.029535342007875443,-0.0008744261576794088,0.023955287411808968,0.9932117487606036,0.002817700617015362,0.002258138267599871,0.004033633889534894,16.0,0.007469290225573399,0.04833984375,0.001973943080243951,0.0,3.9163275289411104e-08,2.107342389479072e-08,9.42432194506182e-08,1.884864389012364e-07,0.9152137041091919,0.38786062598228455,0.3791690766811371,1.4543025493621826,0.9210076332092285,0.9937091410634157
2,100,Bayes_exact,0.017790804423125386,0.029448682345261906,0.00012862682342529297,0.03046282008290291,0.017790804423125386,0.029448682345261906,0.00012862682342529297,5.7100827177691826e-08,0.01900343969464302,0.01595781370997429,0.039268702268600464,0.01920345611870289,-0.00020001642405986786,-0.0007839864119887352,0.02375291846692562,-0.031186453998088837,-0.0011153232771903276,0.029742978513240814,-0.0008744261576794088,0.023955287411808968,0.9915522222128053,0.003775356337428093,0.0024360154030336283,0.003547267862326141,16.0,0.004159397902422038,0.040283203125,0.0013310961842767622,0.0,5.7100827177691826e-08,4.214684778958144e-08,1.1920928955078125e-07,1.884864389012364e-07,0.9172286987304688,0.3968593180179596,0.37791305780410767,1.468001127243042,0.9210076332092285,0.9958969563959073
2,200,Reference_resample,0.025350502195499516,0.026491996177405407,-0.00015234947204589844,0.03670932725071907,0.025350502195499516,0.026491996177405407,-0.00015234947204589844,3.9163275289411104e-08,0.01893749088048935,0.01558571308851242,0.03999531641602516,0.01920345611870289,-0.0002659652382135391,-0.0008069273317232728,0.023792672902345657,-0.031372711062431335,-0.00047706873738206923,0.029535342007875443,-0.0008744261576794088,0.023955287411808968,0.9932117487606036,0.002817700617015362,0.002258138267599871,0.004033633889534894,16.0,0.007469290225573399,0.04833984375,0.001973943080243951,0.0,3.9163275289411104e-08,2.107342389479072e-08,9.42432194506182e-08,1.884864389012364e-07,0.9152137041091919,0.38786062598228455,0.3791690766811371,1.4543025493621826,0.9210076332092285,0.9937091410634157
2,200,Bayes_exact,0.01779508496657977,0.029454372288783844,0.0001291036605834961,0.024824095889925957,0.01779508496657977,0.029454372288783844,0.0001291036605834961,5.691393312190485e-08,0.018900346010923386,0.015891671180725098,0.03904540091753006,0.01920345611870289,-0.00030311010777950287,-0.0007702717557549477,0.023617489263415337,-0.031011339277029037,-0.0010955100879073143,0.02960803732275963,-0.0008744261576794088,0.023955287411808968,0.985898806280775,0.004347866866737604,0.0024373805037252233,0.003615428195555774,16.0,0.004158861329644717,0.0400390625,0.0013246221759803225,0.0,5.691392956919117e-08,4.214684778958144e-08,1.1920928955078125e-07,1.884864389012364e-07,0.9172158241271973,0.396858274936676,0.37776780128479004,1.4680633544921875,0.9210076332092285,0.9958829775722718
2,400,Reference_resample,0.025350502195499516,0.026491996177405407,-0.00015234947204589844,0.03670932725071907,0.025350502195499516,0.026491996177405407,-0.00015234947204589844,3.9163275289411104e-08,0.01893749088048935,0.01558571308851242,0.03999531641602516,0.01920345611870289,-0.0002659652382135391,-0.0008069273317232728,0.023792672902345657,-0.031372711062431335,-0.00047706873738206923,0.029535342007875443,-0.0008744261576794088,0.023955287411808968,0.9932117487606036,0.002817700617015362,0.002258138267599871,0.004033633889534894,16.0,0.007469290225573399,0.04833984375,0.001973943080243951,0.0,3.9163275289411104e-08,2.107342389479072e-08,9.42432194506182e-08,1.884864389012364e-07,0.9152137041091919,0.38786062598228455,0.3791690766811371,1.4543025493621826,0.9210076332092285,0.9937091410634157
2,400,Bayes_exact,0.017795983628670756,0.029455623489308993,0.00012969970703125,0.023820605129003525,0.017795983628670756,0.029455623489308993,0.00012969970703125,5.5941718812846375e-08,0.018882572650909424,0.01588149182498455,0.0390051007270813,0.01920345611870289,-0.00032088346779346466,-0.0007673681247979403,0.023593362420797348,-0.03098112903535366,-0.0010914152953773737,0.0295864250510931,-0.0008744261576794088,0.023955287411808968,0.9848916448051797,0.004469077568501234,0.0024378324916249647,0.003626914317299948,16.0,0.0041587420912513355,0.0400390625,0.0013246221759803225,0.0,5.5941718812846375e-08,4.214684778958144e-08,1.1920928955078125e-07,1.8966173342960246e-07,0.9172130227088928,0.39685866236686707,0.37775108218193054,1.468076467514038,0.9210076332092285,0.9958799358837956
2,800,Reference_resample,0.025350502195499516,0.026491996177405407,-0.00015234947204589844,0.03670932725071907,0.025350502195499516,0.026491996177405407,-0.00015234947204589844,3.9163275289411104e-08,0.01893749088048935,0.01558571308851242,0.03999531641602516,0.01920345611870289,-0.0002659652382135391,-0.0008069273317232728,0.023792672902345657,-0.031372711062431335,-0.00047706873738206923,0.029535342007875443,-0.0008744261576794088,0.023955287411808968,0.9932117487606036,0.002817700617015362,0.002258138267599871,0.004033633889534894,16.0,0.007469290225573399,0.04833984375,0.001973943080243951,0.0,3.9163275289411104e-08,2.107342389479072e-08,9.42432194506182e-08,1.884864389012364e-07,0.9152137041091919,0.38786062598228455,0.3791690766811371,1.4543025493621826,0.9210076332092285,0.9937091410634157
2,800,Bayes_exact,0.01779610387945242,0.029455813627317407,0.00012934207916259766,0.02381754294037819,0.01779610387945242,0.029455813627317407,0.00012934207916259766,5.601382468967131e-08,0.018882952630519867,0.015882983803749084,0.03900529444217682,0.01920345611870289,-0.00032050348818302155,-0.0007668999023735523,0.023593338206410408,-0.03098190575838089,-0.0010906921233981848,0.02958860620856285,-0.0008744261576794088,0.023955287411808968,0.9848906339892155,0.004488623235374689,0.0024378752502217426,0.00362642681103217,16.0,0.0041587420912513355,0.0400390625,0.0013246221759803225,0.0,5.601382468967131e-08,4.214684778958144e-08,1.1920928955078125e-07,1.884864389012364e-07,0.9172126054763794,0.3968590497970581,0.3777509927749634,1.468075156211853,0.9210076332092285,0.995879482866363
