seed,ambient_dim,reference_fullD_swd,reference_2d_swd,best_shared_fullD_swd,best_shared_2d_swd,oracle_fullD_swd,oracle_2d_swd,oracle_over_best_shared_fullD,oracle_over_best_shared_2d,D1_gate_on_D0_swd_2d,D1_gate_on_D0_swd_fullD,D2_gate_on_D0_swd_2d,D2_gate_on_D0_swd_fullD,D4_gate_on_D0_swd_2d,D4_gate_on_D0_swd_fullD
20260831,2,0.0264919961774054,0.0253505021954995,0.098356076347051,0.0709531153488932,0.0279521824622834,0.0164218944645829,0.28419375294774546,0.2314471236933371,0.0207081086596632,0.0355305795525383,0.0208593625169009,0.0343862640369193,0.0202879150416855,0.03391320308426
20260831,512,0.0415603348798422,0.0225932503480383,0.2867714623038742,0.1893053404932731,0.1612219491289934,0.1069333491683806,0.5621966280527466,0.5648723321262056,0.1402332147923541,0.2113971370694841,0.1083428228502138,0.1625611019198897,0.0933613063554521,0.1415661114728825
20260901,2,0.0331010221052033,0.0250238618647795,0.1320861871262986,0.0935697780978408,0.035891276066779,0.024016492270083,0.2717261876327792,0.2566693301866151,0.0266101017973191,0.0412160871872009,0.026481883559404,0.0406957820680848,0.026822947234844,0.0408511958438841
20260901,512,0.0377588533191651,0.0209701252938492,0.1993815170529632,0.1409934010109233,0.1280862522923607,0.0929595234713324,0.6424178839924074,0.6593182574844795,0.1138166509028352,0.1589342099876212,0.0934392441121232,0.1282657056789674,0.0819305122456688,0.1124686342025207
20260902,2,0.0325547033853873,0.02326422018589,0.0945907630510529,0.0751172253117973,0.0299757981219975,0.0254323648496629,0.316899844711252,0.3385690132203099,0.0230687238440617,0.0284361604429236,0.0238476173935622,0.0288167664385769,0.0240513773492636,0.0288184345304195
20260902,512,0.0347844825641349,0.0282338368420433,0.1777801127169829,0.1330801516499409,0.1395320195334925,0.1046567645719837,0.7848573015341741,0.7864190360052854,0.1182386101725491,0.157416465383711,0.1078054851692462,0.1439149425107865,0.0945861868724906,0.1268240781331158
