step_index,time,next_time,cohort_second_moment_before,target_second_moment,lambda_ideal_fp64,lambda_applied_fp32,active,cohort_second_moment_after,cohort_correction_rms,energy_bound_excess_after,lambda_roundoff
0,1.0,0.9987389445304871,0.997497264053078,0.9974810660816975,0.9999918806608685,0.9999918937683105,True,0.9974810923851143,8.096043784412622e-06,2.6303416778006294e-08,1.3107442020654503e-08
1,0.9987389445304871,0.9974554777145386,0.9949399745280281,0.9949238903621273,0.9999919169842819,0.9999918937683105,True,0.9949238443180474,8.085659901798343e-06,0.0,-2.3215971367562815e-08
2,0.9974554777145386,0.996148943901062,0.992343216224649,0.9923275164175989,0.9999920894964108,0.9999920725822449,True,0.9923274823658076,7.897292866931767e-06,0.0,-1.6914165956727345e-08
3,0.996148943901062,0.9948186874389648,0.9897064999897679,0.9896910077742873,0.999992173297787,0.9999921917915344,True,0.9896910438837023,7.768208388561348e-06,3.6109415013640955e-08,1.8493747422354545e-08
4,0.9948186874389648,0.9934640526771545,0.9870288004795649,0.987013448521111,0.9999922231154036,0.9999922513961792,True,0.9870135045114513,7.698144670673183e-06,5.599034036407602e-08,2.8280775610234343e-08
5,0.9934640526771545,0.9920844435691833,0.9843093384272499,0.9842940612639305,0.9999922396232559,0.9999922513961792,True,0.9842940846037047,7.687531834798419e-06,2.333977422441791e-08,1.1772923302899585e-08
6,0.9920844435691833,0.9906790852546692,0.9815469403390066,0.9815317381415078,0.9999922559707859,0.9999922513961792,True,0.9815317293240718,7.676737098737508e-06,0.0,-4.574606693452665e-09
7,0.9906790852546692,0.9892473220825195,0.9787407029610473,0.9787256297841077,0.9999922996791037,0.999992311000824,True,0.9787256514438828,7.607123860921674e-06,2.1659775084614807e-08,1.1321720227996934e-08
8,0.9892473220825195,0.9877883195877075,0.9758895742247085,0.9758745611429411,0.9999923079721802,0.999992311000824,True,0.9758745665602578,7.5960323596120075e-06,5.4173167063353844e-09,3.028643780211837e-09
9,0.9877883195877075,0.9863013625144958,0.97299234167202,0.9729776172363903,0.9999924333981337,0.9999924302101135,True,0.972977610536758,7.467162281875986e-06,0.0,-3.1880201811773645e-09
10,0.9863013625144958,0.9847856163978577,0.9700482051004308,0.9700336781186101,0.9999925122091191,0.9999924898147583,True,0.970033634833962,7.3968182134757385e-06,0.0,-2.239436081019619e-08
11,0.9847856163978577,0.9832402467727661,0.967055880233965,0.9670416538044392,0.9999926444365116,0.9999926686286926,True,0.96704170007832,7.209902710815866e-06,4.627388083822126e-08,2.4192181036220006e-08
12,0.9832402467727661,0.9816642999649048,0.964014297611741,0.964000255558102,0.999992716858656,0.9999927282333374,True,0.9640002776534143,7.13968756163235e-06,2.2095312357528485e-08,1.1374681418985233e-08
13,0.9816642999649048,0.9800570011138916,0.9609221925896738,0.9609085730213792,0.999992913257359,0.9999929070472717,True,0.9609085605510855,6.953300724483429e-06,0.0,-6.210087222235927e-09
14,0.9800570011138916,0.9784172773361206,0.9577783155869299,0.9577651569853832,0.9999931306407087,0.9999931454658508,True,0.9577651848293932,6.7085976199237135e-06,2.784400998656622e-08,1.4825142113927825e-08
