family,component,fid,sfid,inception_score,num_samples,noise_fingerprint,label_fingerprint,total_nfe,fid_gain_vs_v400
baseline,baseline,67.47350547403562,68.87111998497335,26.670499801635742,5000,bb460ea94ef337bca3b15f07d0d136d2fe286168c5afef96aeda2e4757f5c143,dd55c4ee2ce9e86812f5dd9dbf7262467ac6fda3d319e21ec8716ce7292f6e46,,0.0
x400,full,59.076602729976855,67.6015793185976,27.343564987182617,5000,bb460ea94ef337bca3b15f07d0d136d2fe286168c5afef96aeda2e4757f5c143,dd55c4ee2ce9e86812f5dd9dbf7262467ac6fda3d319e21ec8716ce7292f6e46,,8.396902744058764
x400,parallel,64.36881055792338,67.72495864741745,26.733449935913086,5000,bb460ea94ef337bca3b15f07d0d136d2fe286168c5afef96aeda2e4757f5c143,dd55c4ee2ce9e86812f5dd9dbf7262467ac6fda3d319e21ec8716ce7292f6e46,38696.0,3.104694916112237
x400,orthogonal,61.81033541044951,68.53595130540862,27.369190216064453,5000,bb460ea94ef337bca3b15f07d0d136d2fe286168c5afef96aeda2e4757f5c143,dd55c4ee2ce9e86812f5dd9dbf7262467ac6fda3d319e21ec8716ce7292f6e46,40598.0,5.663170063586108
v270,full,58.606222316533206,68.01288403291926,29.86517333984375,5000,bb460ea94ef337bca3b15f07d0d136d2fe286168c5afef96aeda2e4757f5c143,dd55c4ee2ce9e86812f5dd9dbf7262467ac6fda3d319e21ec8716ce7292f6e46,35402.0,8.867283157502413
v270,parallel,66.7991252875492,68.36883716290038,26.881271362304688,5000,bb460ea94ef337bca3b15f07d0d136d2fe286168c5afef96aeda2e4757f5c143,dd55c4ee2ce9e86812f5dd9dbf7262467ac6fda3d319e21ec8716ce7292f6e46,33764.0,0.6743801864864167
v270,orthogonal,59.3665983776512,68.59589844202037,29.590795516967773,5000,bb460ea94ef337bca3b15f07d0d136d2fe286168c5afef96aeda2e4757f5c143,dd55c4ee2ce9e86812f5dd9dbf7262467ac6fda3d319e21ec8716ce7292f6e46,34970.0,8.106907096384418
