context,time,samples,full_cosine_mean,full_cosine_median,full_cosine_q10,full_cosine_q90,orthogonal_cosine_mean,orthogonal_cosine_median,orthogonal_cosine_q10,orthogonal_cosine_q90,orthogonal_overlap_cos2_mean,orthogonal_overlap_cos2_median,orthogonal_overlap_cos2_q10,orthogonal_overlap_cos2_q90,x_full_rms_mean,x_full_rms_median,x_full_rms_q10,x_full_rms_q90,v270_full_rms_mean,v270_full_rms_median,v270_full_rms_q10,v270_full_rms_q90,x_parallel_rms_mean,x_parallel_rms_median,x_parallel_rms_q10,x_parallel_rms_q90,v270_parallel_rms_mean,v270_parallel_rms_median,v270_parallel_rms_q10,v270_parallel_rms_q90,x_orthogonal_rms_mean,x_orthogonal_rms_median,x_orthogonal_rms_q10,x_orthogonal_rms_q90,v270_orthogonal_rms_mean,v270_orthogonal_rms_median,v270_orthogonal_rms_q10,v270_orthogonal_rms_q90,v270_over_x_orthogonal_rms_mean,v270_over_x_orthogonal_rms_median,v270_over_x_orthogonal_rms_q10,v270_over_x_orthogonal_rms_q90,x_orthogonal_energy_fraction_mean,x_orthogonal_energy_fraction_median,x_orthogonal_energy_fraction_q10,x_orthogonal_energy_fraction_q90,v270_orthogonal_energy_fraction_mean,v270_orthogonal_energy_fraction_median,v270_orthogonal_energy_fraction_q10,v270_orthogonal_energy_fraction_q90,x_parallel_coefficient_mean,x_parallel_coefficient_median,x_parallel_coefficient_q10,x_parallel_coefficient_q90,v270_parallel_coefficient_mean,v270_parallel_coefficient_median,v270_parallel_coefficient_q10,v270_parallel_coefficient_q90,parallel_coefficient_correlation
teacher,0.99,512,0.02873111395363503,0.028143640570125958,-0.035194214453399354,0.09487519294563261,0.15516411472149183,0.1511816146919882,0.0920056017540493,0.22479761065705398,0.02683625871564853,0.022855891450775163,0.008465063971439816,0.0505339731193327,0.6434372342871109,0.6253855008805831,0.5467483883801476,0.7588605154090569,0.02768665812031155,0.02481170610749154,0.019099045929185782,0.035989257270708355,0.6430457745660588,0.6251068676337532,0.54639952613851,0.758587198697655,0.0012765674276580367,0.0009275154224116552,0.00015857403721509632,0.002635632579337403,0.022130033755291885,0.02082676052472074,0.01772816113366123,0.02632142911167943,0.027639398382337973,0.02479580258636054,0.019058916311911544,0.03597714381379746,1.2175705393167169,1.189589644404399,1.0405752726509827,1.416757150689887,0.001210087523779642,0.0010894268263368554,0.0008281811465484182,0.0017479873990500275,0.9968274602707019,0.9986726346494459,0.9914123381085086,0.9999550602339324,0.8079037019858331,0.807838230167037,0.8031847321965988,0.8123655552420851,0.000908418936784711,0.0007408533639073273,-0.0012316940021890378,0.0032053201667693533,0.1987531550479327
v400_rollout,0.02,512,0.2936419324344992,0.30482697295688754,0.030071174896995925,0.5464078465954145,0.2937714930152389,0.30809258631206393,0.03352005221868196,0.5421482102731425,0.13181717941369364,0.09793962898719688,0.010076573283319063,0.3045501137756479,0.021626032514239196,0.02044465880009829,0.015944429671183466,0.027271160251103616,0.0156588092796014,0.014514189994035472,0.010732401224514547,0.02115055439698116,0.0016377976385954511,0.0010850497051694786,0.0001829686338280088,0.003189303322175575,0.0014864377437695565,0.0009875499406624734,0.00016301111852684374,0.002742147331320279,0.02150995752688495,0.020402936998509213,0.01593646246657383,0.02709716904715925,0.01552078560035006,0.014461618112162813,0.010686051796622173,0.02097540990994281,0.7287170573465234,0.6941218427936793,0.5587885922205927,0.9396796740819973,0.9916878571696077,0.9969993818099747,0.9788535439516064,0.9998935536378867,0.9882684225818097,0.9952672813584372,0.9737292406829399,0.9998208233282222,6.81055094748977e-05,0.00014498984109857993,-0.0021385239660444166,0.002481577097069152,0.0007767495619806246,0.0005697958427362655,-0.0011658332973857595,0.002467769613652905,-0.049745689226290316
v400_rollout,0.05,512,0.2999469851303536,0.30240874511203275,0.07477478883128236,0.5221079925253499,0.30102117496049474,0.30318529195741406,0.0793677993584553,0.5163330836822395,0.12241238874512067,0.09320632120816828,0.009270161753039402,0.26660020770330417,0.026941178372811875,0.0246441582006302,0.01769003803060245,0.03815404126087392,0.018525742946902738,0.016615699644456756,0.011907505741884964,0.02735792087358339,0.002420856445546453,0.001659276731117466,0.0002791402102035061,0.004986024310554445,0.001908896208885731,0.0010368401117321257,0.00018783726887135782,0.004012449798484815,0.026751704230642943,0.0246101931001185,0.01765655611706713,0.037760747115839474,0.01833015280877598,0.016564022118353325,0.011847307691817004,0.026972556355131207,0.6925151105468164,0.6749068985034983,0.5314453810117973,0.8654226578440388,0.9887038013970858,0.9951282037548153,0.9736666105002245,0.9998616182134747,0.9859567384888346,0.9954431763419945,0.9656005864983926,0.9998177727301422,-0.0005333175088499486,-0.0005825141121955149,-0.0036122990775601556,0.0028920292214489,0.0005912629537788162,0.0002841767876451773,-0.0018370882605201957,0.0027365656349592595,0.3642963479237525
v400_rollout,0.1,512,0.3279261873254412,0.3230805972337365,0.10385126682863162,0.584654714126425,0.3273729584893411,0.3194813483149546,0.10491701379572325,0.581606606105607,0.14371926877161179,0.10206834323061473,0.014495492038508546,0.33826670516972307,0.03840234704380248,0.033884539753539736,0.022048922191852904,0.061248242833827904,0.024860108180527217,0.02162705419506279,0.013776037856791733,0.04046855501764766,0.0036737627798875136,0.00214323193577724,0.00046611712384437117,0.008677250404325376,0.0025132893910587853,0.0014581336493365332,0.00027763317979877987,0.00605072099834997,0.03810107167541963,0.033676906752343874,0.021995560877800267,0.05867169194200123,0.024640063461017558,0.0214701896237339,0.013713306823748932,0.03997204797334845,0.6525373104296498,0.6358979773666789,0.5136039413005568,0.8126195497147577,0.9877749964699389,0.9957373222201032,0.966571133932013,0.9997716097533573,0.9863266208764261,0.9947675030342565,0.9587462527492938,0.9998003070434922,0.0006583527885001807,0.0002860780056176805,-0.004478675428707935,0.006296669801004661,0.0008582589239400756,0.0006217730160489761,-0.002542948593860591,0.004234479403684694,0.5701139679397763
v400_rollout,0.2,512,0.3260154737916502,0.3289784924856321,0.14314166989947472,0.5030118839741583,0.3253485266568075,0.3315852019586442,0.14367252041691075,0.5022018610342487,0.12723914414628834,0.11039613903255702,0.022939566819250773,0.25220682818576134,0.05765094952083273,0.05350414811232343,0.033258839936322074,0.089553669718598,0.03381633387168082,0.030133767085814535,0.018981745114219663,0.053525893725935615,0.004619409888906065,0.0033529132433989936,0.0006063355229039063,0.010126310263916102,0.002805966962812846,0.002077404057713386,0.00030954429481367497,0.00603798894760302,0.057369355857960776,0.053396532881797444,0.03322014387044507,0.08906499953118323,0.033634301032842595,0.02994679607307826,0.01892124677420571,0.053210011211534416,0.5905865599869135,0.5815868072089352,0.48263444363650077,0.7119461419050673,0.9911713402095812,0.995651995505688,0.9758528325513184,0.9998366736312314,0.9900870716931407,0.9953303637249546,0.9738112695166622,0.9998655014739359,0.0010970510964467056,0.0006903023883984401,-0.005625118930870046,0.008575270387814134,0.0010491172316693304,0.000632666530892367,-0.002805129953535792,0.005143063165157288,0.46513056166440564
v400_rollout,0.4,512,0.3109570091825867,0.3116585685193024,0.1949471521258608,0.42167009906640956,0.30972196962588033,0.3107918750813265,0.19390188376933137,0.42127973514164085,0.10396322876077899,0.09659159334401471,0.03759794782247376,0.17747661608354875,0.09824238191982027,0.09739488585424473,0.06963205094044715,0.12585666231720188,0.053505370177076766,0.05221481717004395,0.03859073645969851,0.06926080545202391,0.007260822835280985,0.005593579711378612,0.0010194679423641661,0.015036624377201553,0.003197011060920284,0.00260293358286197,0.0003955919534952,0.0071157058101453076,0.09783363852395122,0.09718884919866402,0.06945589424730314,0.12508681340435848,0.053349391953210965,0.05213814887193459,0.0384593816639388,0.06920720028081875,0.5465544057758658,0.5427375707767673,0.48447302135754255,0.6119702775766961,0.9920476579190323,0.9962713850136644,0.9787907589554687,0.99987331327878,0.99426292357855,0.9977642170173273,0.9849397356588242,0.9999404059656715,0.006244403016251472,0.005315780904795411,-0.0025652630031325397,0.016035559748195347,0.0020708685849020582,0.0016754839734112353,-0.0024783726375255965,0.006894725087227033,0.3914782644779607
v400_rollout,0.6,512,0.2830652552501328,0.28113908281295835,0.22303265676073422,0.3445898430061113,0.2799597415888399,0.278342948763476,0.2210082091129195,0.3394224074695118,0.08065636568616193,0.07747479720084188,0.04884472652643257,0.11520757493690517,0.14096517685783266,0.14019472111654457,0.11385753605117463,0.16626860073266275,0.07121512724088266,0.07048488930764457,0.05737046617081556,0.0846401173753399,0.01377987071412775,0.01331090336137561,0.005370337138970766,0.022802029802848938,0.0038741924245202877,0.0035949257303870092,0.0007075287813867694,0.007642933210635443,0.14015282676408952,0.13934153337199578,0.11320222907195834,0.16478700712221633,0.07106612467712128,0.0702709506339744,0.057266114123576455,0.08444109286655445,0.507262010835696,0.5054293646887658,0.474621191960262,0.5399500792396467,0.9888518729252869,0.9907476332929226,0.9769178084431491,0.998273910542595,0.995890383066381,0.9975049389399604,0.9898744056850258,0.9998792904221341,0.01584065798781054,0.015105232964985612,0.005460159214842312,0.027391026741826873,0.004124306791630461,0.0038301204167261087,-4.128885960954092e-05,0.008780265904614495,0.45425801689253514
v400_rollout,0.8,512,0.2665294261908602,0.2669541962020226,0.2355855917653701,0.29640203943998167,0.2611898683012173,0.2621220733674009,0.2305402482569105,0.28993143710804514,0.06880846588120193,0.06870798144687526,0.053148809193480466,0.08406024498521818,0.16870900151449805,0.1680247252552291,0.14361110069462124,0.1938907040519206,0.0816367174598211,0.08106260404986643,0.0696174439620925,0.09299241109795356,0.021433981912069664,0.021142777897156358,0.013030541308581568,0.030173551555125782,0.005082322682161241,0.005016423488116147,0.0016058645171480356,0.008208670693509461,0.16723365555643654,0.16645105765782606,0.14238359647707072,0.19169222928883392,0.08144618835847156,0.08091038390678357,0.06942314910781917,0.09284354343481975,0.4871512292465109,0.486288819427117,0.47103338696370745,0.5041893431185314,0.9828286221432021,0.9837314266203618,0.9709928941129125,0.9930240102711714,0.9953858786256269,0.9961369422019339,0.990178955939939,0.9995379889881383,0.026412674839646516,0.02601770797356525,0.014013523536651633,0.039160896708811836,0.006253374681455138,0.006144480418157643,0.001883103196402379,0.01065914676734799,0.622494317416313
v400_rollout,0.9,512,0.26351184417929957,0.2636839121150859,0.23573092349560446,0.2904788730042322,0.2587607515024341,0.2585303861640118,0.23087351009532017,0.28445639347712187,0.06738605320829098,0.06683796061458744,0.05330257857196538,0.08091544004536766,0.15151682411165748,0.15080206142670358,0.1226382608034876,0.1795029945170868,0.0731387379664287,0.07255683756324267,0.05919400314293614,0.08716986835667888,0.017519041673858125,0.01731828600922499,0.010799770944197732,0.025206972503956572,0.0043466213600014195,0.004171107219254684,0.0019275709197401605,0.006809697145575063,0.1504166723724789,0.14964458282076984,0.12151673526056228,0.17838605474735694,0.07298581295249243,0.07250970194983117,0.059144967215465666,0.08705320240794877,0.4851592739809233,0.48495604797282665,0.47196691137778213,0.49954616931546486,0.9857327715475084,0.9864464325378604,0.9765697673680067,0.9943814089772842,0.9958401797566712,0.9963105317973127,0.9915434500010145,0.9992763442686258,0.022348893649824328,0.021984927128088513,0.012635314899063681,0.03362982249059889,0.00554253612864654,0.0052567423344742695,0.002072273947939629,0.009263702067309526,0.6309989612541218
v400_rollout,0.95,512,0.2651191069224096,0.2652244556730693,0.23668517700667235,0.29371512248109305,0.26218943395323047,0.26224671515793774,0.23397367848149414,0.29125327682272084,0.0692423337785279,0.06877334044278666,0.054743684853715696,0.08482848225378957,0.11397655262854643,0.11288454687063816,0.08356218698703942,0.14643770663137248,0.05492644024088977,0.054457218875421806,0.040024824633284196,0.07137546158300351,0.011846108856769635,0.011389916351197672,0.005234160824234094,0.018447584091449584,0.002526854718660085,0.0024188138614703687,0.0006423797219757332,0.004625195301882835,0.11327405933688138,0.11229729794980706,0.08301540613454737,0.14559965699071278,0.05485156260504996,0.05437960330388255,0.03994927973284517,0.07126851850199459,0.48392737518418383,0.4831223745913315,0.46862878814063263,0.4989545655185578,0.9880703873943233,0.9892306245883074,0.9784828163936722,0.9974454039955296,0.9973406438676515,0.998013553230571,0.9938014224632166,0.9998530843585911,0.015050966292255878,0.014636968514391316,0.006413834121012921,0.022923161646870367,0.00317934219243772,0.00308589904035396,0.0006706952219044386,0.00571860368987592,0.5332497671123281
v400_rollout,0.975,512,0.05773275665344143,0.058406761301615845,0.014479825563785078,0.10184320391856416,0.2465558061618287,0.24695642293671927,0.21446680513818425,0.28224445397154113,0.06156634469898047,0.06098747618086914,0.045996013663159044,0.07966194155989396,0.40502211664806914,0.39423437531113337,0.3350793853123048,0.4869263853761054,0.03861299774136188,0.03676103227475828,0.026723999472479682,0.0511081411836209,0.40249320860159415,0.3918223786777039,0.33239107728596823,0.4846585130746973,0.0014805843110570413,0.0012215453500073869,0.00025477798544840726,0.0030332396953908825,0.04447347156451311,0.04253061871850373,0.03326887817582249,0.055404642422494876,0.038571267034275485,0.0367422913162004,0.02668964202440533,0.05110077999239422,0.8613925247258505,0.8656577151200674,0.7987077757713925,0.9172606509478972,0.012423308383860781,0.011537553991234278,0.0075578367623211785,0.018631103562285218,0.9978882961767401,0.9988602198919446,0.9944575023889333,0.9999487570940849,0.5055945962962483,0.5054221562221106,0.5007367905776399,0.5105017598211092,0.001536628430590836,0.0014830380751705723,-0.0004559871447317402,0.00372735089557233,0.2693844892781174
v400_rollout,0.99,512,0.021999417672526424,0.022366963596140668,-0.045619094637967275,0.08975268522247037,0.13665562292450315,0.13403547162014812,0.08695863181536802,0.19018648099782778,0.020437931088221284,0.017965508825160785,0.007561805017203475,0.03617105947246566,0.6481724347632334,0.633232231477345,0.5396847158377642,0.7750941888876879,0.025364745914328413,0.02266447224130194,0.01819098199483992,0.030950083329343528,0.6478058378117462,0.6328967853225711,0.5393303282525463,0.7746931841431574,0.0011630326568739108,0.0008600901307519123,0.00017421565063006374,0.0023534595421395074,0.021454118283328716,0.020104402772984857,0.017322869212622567,0.02487534439650246,0.025321732705478047,0.022647548456029627,0.01816030241635653,0.03089924197588524,1.1550637923746945,1.1351452897201884,0.9991153645828966,1.3129430256263719,0.001118664153571907,0.0010110558009265155,0.0007849300790264921,0.001484370103395327,0.9967336911364466,0.9986897520608586,0.9914709939880756,0.9999396480983922,0.8067768147457058,0.8066510470102081,0.8026061173151108,0.8105761072573979,0.0005624349942769283,0.0005273803822004725,-0.0014168073844738622,0.002715678866731819,0.15037191085529286
