branch,sample_path,sample_sha256,fid_reference,evaluator_root,evaluator_commit,inception_score,fid
foresight_directional_ig,/data/users/zhoushunyu/eqvae/experiments/raev2_foresight_directional_ig_v1/fid1k_seed20260903/foresight_directional_ig/samples.npz,250779fbbcd5881a91378a9cf300c0cc38c823aeb8902f829183c4b7e354169f,imagenet_256_fid_stats,/data/users/zhoushunyu/eqvae/external_sources/nanogen-evals,19dfb4c2705333eb8b97e454fb354d47d1fe135b,54.104651641845706,40.148610278347405
