metric,mean,std,median,q05,q95
low_fraction,0.6781503226379338,0.13350430074531175,0.683578564756123,0.4390264497725419,0.8864589805251004
mid_fraction,0.16116824560053936,0.05650243409925694,0.16033649755289758,0.07207299139088115,0.2539904705304498
high_fraction,0.16068143176151056,0.08887128593873467,0.14907736307572336,0.03664332227001141,0.3185476432847787
spectral_centroid_cpp,0.11041445135660534,0.03953684955072637,0.1081854155152207,0.04909017362939095,0.1805852417273739
high_to_low_ratio,0.27808694756648006,0.22879651999358466,0.22160626479498385,0.04077180935662349,0.7253040022890747
rms_contrast,0.18593458019942044,0.03902922056549248,0.18039575964212418,0.1309976853430271,0.2588806465268135
gradient_rms,0.11452427796274424,0.0372840468613895,0.11107948794960976,0.058496331237256526,0.17837559729814528
laplacian_rms,0.28941025768965484,0.10878819653540472,0.28009824454784393,0.12311562299728393,0.4835899129509924
