time,metric,strong_mean,weak_mean,weak_minus_strong,weak_over_strong,paired_ci95_low,paired_ci95_high
0.8,rms_contrast,0.41628443042282015,0.4174923135433346,0.0012078831205144525,1.002901581304128,1.9216549117118123e-05,0.0023930186987854538
0.8,gradient_rms,0.09938854510255624,0.0952008047606796,-0.0041877403418766335,0.9578649598144794,-0.00519400377816055,-0.0032208393949986207
0.8,laplacian_rms,0.22058846571599133,0.21564701464376412,-0.00494145107222721,0.9775987785390857,-0.007833068136096698,-0.002086282218806446
0.95,low_fraction,0.9226257611012554,0.9240952482466733,0.0014694871454179192,1.0015927228648633,0.0012300184957031062,0.001713557633074173
0.95,mid_fraction,0.04960337462731214,0.04811099111586126,-0.0014923835114508872,0.9699136697318742,-0.0017202208028697318,-0.0012777178109869378
0.95,high_fraction,0.027770864271424923,0.027793760637456456,2.2896366031530544e-05,1.0008244743774537,-0.00010478830678248562,0.00016694860291150679
0.95,spectral_centroid_cpp,0.03785145287784543,0.037517730254628553,-0.0003337226232168707,0.9911833602716951,-0.00040072365122061326,-0.000269375737924822
0.95,high_to_low_ratio,0.0319597715571596,0.031949141840434916,-1.0629716724687415e-05,0.999667403232039,-0.00019650536323404584,0.00017805292409271047
0.95,rms_contrast,0.4277929817326367,0.4279014935018495,0.00010851176921278238,1.0002536548607537,-9.31253278395161e-05,0.00030343275575432893
0.95,gradient_rms,0.10476426259265281,0.10429777488752734,-0.00046648770512547344,0.9955472630305309,-0.0006168881980556761,-0.00031917913656798197
0.95,laplacian_rms,0.21766888129059225,0.21875690412707627,0.001088022836484015,1.0049985226644844,0.0006509798658953514,0.001482487052999204
