frequency_cycles_per_pixel,strong_mean_psd,weak_mean_psd,difference_mean_psd,weak_over_strong_db,strong_energy_fraction,weak_energy_fraction,difference_energy_fraction
0.00390625,459.864286683026,515.8318240892781,27.677692094702273,0.498784489639906,0.2876237240271786,0.31043033661809194,0.10433381537717794
0.01171875,97.4804235037318,115.43365653698996,10.298703008160588,0.7341504550693478,0.2536276647591634,0.28937805717570064,0.15082771386858548
0.01953125,22.088348095779217,24.762700671863886,3.3141318242484776,0.4963477015451302,0.11143477732553583,0.12178359177991188,0.08691071804474397
0.02734375,9.163551591623442,9.384802279961965,1.6937197348740392,0.10361297978486506,0.06315334775175478,0.06347475842844492,0.0582757764052813
0.03515625,4.769263639850646,4.509762547102916,0.9974116526951338,-0.24297654900157228,0.04465586731975622,0.041397673928539644,0.04572818205713762
0.04296875,2.8336981486681267,2.4897610957254743,0.6731281337918329,-0.5619590993831346,0.03191046828979762,0.027562527152900508,0.036457829227584934
0.05078125,1.7907489284953093,1.497048801718502,0.45824259499107717,-0.7779874199548265,0.026631350804624226,0.021737362706339084,0.03195609876287626
0.05859375,1.2484117911004833,0.9980330227191655,0.34893012958706626,-0.9721295049726528,0.01993334993853381,0.015502727866182318,0.02599196519891295
0.06640625,0.8704313463598758,0.6887281311571246,0.26545618946420024,-1.0168670049990793,0.016308013893232932,0.012527069301024369,0.023016416638221873
0.07421875,0.6459220633659208,0.4995572059317547,0.2077769163903115,-1.1159489150737048,0.013814620655720975,0.01028138800229936,0.020357149133593863
0.08203125,0.4954897302251961,0.37359540863808516,0.16871693986559894,-1.2263312724619755,0.012047950938087387,0.008677693792910206,0.018438598299906888
0.08984375,0.3924483452868291,0.2865888026431844,0.14537893269893556,-1.3652328426676474,0.009869162001555732,0.006837446258377898,0.016236875148996324
0.09765625,0.3128621429292395,0.22274769458720814,0.12462950065867967,-1.4753979781519027,0.009174668183785404,0.006151379184028237,0.01610882295987533
0.10546875,0.25517280529490505,0.17706505625239496,0.11029383095705396,-1.5870152642247473,0.007980195000700078,0.0052385836805882305,0.01506670958192363
0.11328125,0.20551345826854864,0.14025290594676793,0.09864219791574833,-1.6592839906810464,0.006861724298144248,0.004381590618665925,0.014329964211141334
0.12109375,0.17019345359926935,0.1138578370810748,0.088232446448715,-1.7457992175531412,0.006306075234376743,0.003917733063585342,0.014113687721971892
0.12890625,0.1431480277495988,0.09538957296609266,0.07945466717473171,-1.7628446425016326,0.005513921942950025,0.003402540353772739,0.013117227405732712
0.13671875,0.12121036967784839,0.08100854826651227,0.0712743048445821,-1.7500892641966739,0.004993818446245414,0.003079534242141444,0.012578972154225784
0.14453125,0.10343482688278227,0.06924338380052976,0.06385279196611254,-1.7428850899664028,0.004530115358309237,0.00277374926457927,0.01191533738728283
0.15234375,0.08817822842720296,0.05816396606373261,0.05826347975159068,-1.8070735686867267,0.0042318625879183645,0.002560905341282714,0.011867232295139153
0.16015625,0.07739720788449168,0.05122043445621116,0.05402896397546092,-1.7928203585714737,0.003737317729638228,0.0022852886890427277,0.011023974608148352
0.16796875,0.06713495728513277,0.044244343549496246,0.04975535690810058,-1.8109096104491638,0.0035334479020419714,0.002141231406238164,0.011005160167310573
0.17578125,0.06013128285042481,0.03915653647981719,0.04611964711811415,-1.8629619915058684,0.0031542391770036124,0.0018837423868739464,0.01009388421845259
0.18359375,0.05128707223740734,0.033974752576359186,0.041663006345604506,-1.7885160509905988,0.002903333024734207,0.0017535767115935779,0.009880275595300355
0.19140625,0.045287270520303756,0.0302773170342278,0.03888350926474908,-1.7485875802162183,0.002689051818001166,0.0016363717012507146,0.00962755031903205
0.19921875,0.04066286074299394,0.02697597291404896,0.03593851195090252,-1.782208122965815,0.0026009691875040703,0.0015698257431564352,0.009518326599364524
0.20703125,0.0370167697923018,0.024090680828000758,0.034033037125014494,-1.8654944428371678,0.0023609060204165316,0.0013943707858271512,0.008927522844356465
0.21484375,0.03326075640688333,0.02170620589757794,0.03179772419045946,-1.853482033391314,0.002265563224132428,0.0013368753252615926,0.00892906548669502
0.22265625,0.030562439069264202,0.019678112743976982,0.03000281332217538,-1.9120456614564514,0.0021091930737238327,0.001222084592733113,0.008464140591987655
0.23046875,0.02778927279697371,0.01796054240587966,0.028167046552754513,-1.8955773393744142,0.00200442723570871,0.0011583620798757055,0.008243062499704787
0.23828125,0.02504997868967785,0.016297290076016133,0.026130278639825123,-1.866919651052183,0.0019222968055372573,0.0011247518191071955,0.008180938377683992
0.24609375,0.02265463722855054,0.014891712120028962,0.02451435373841467,-1.8221248012147029,0.001769771716042808,0.001046263154809373,0.007795575050120078
0.25390625,0.020871182887463955,0.013657717397463296,0.023197134065858074,-1.8416894152907572,0.001695663895060312,0.0009940453523581943,0.0076047958105371054
0.26171875,0.019213692348747913,0.012526398354535569,0.02171330311480847,-1.8578461378984488,0.00157183700244865,0.0009178625067382395,0.007157545222533212
0.26953125,0.017678588366495464,0.011562828350020635,0.02050709782086838,-1.8438350509375259,0.001527730828311685,0.000894887890432136,0.0071162503040593395
0.27734375,0.016407548042320485,0.010694721697154685,0.019487532776518404,-1.8587419692328861,0.001434089598764849,0.0008370929789115741,0.006826564183404982
0.28515625,0.01507875409875433,0.009862268240231977,0.018285009919325617,-1.8438864830917645,0.0014156394176957803,0.0008314491511912066,0.006883583050874124
0.29296875,0.013947891480806923,0.009138865358865107,0.017259945635440553,-1.8361628076563608,0.0013080880666700037,0.0007687362101663896,0.006467597424936693
0.30078125,0.012759658770727446,0.00850230628506035,0.01611775667687171,-1.7630231444670392,0.0012493085807051558,0.0007441109757019677,0.006276064943782104
0.30859375,0.0118733976244992,0.008011246042025452,0.015244337308730786,-1.7087494197050477,0.0011642541006722748,0.0006983973064104578,0.005925319868280222
0.31640625,0.010962623701258821,0.007615626041753881,0.014350787723905245,-1.5820889666890634,0.0011260614106052397,0.0006971449897389854,0.005853664499337856
0.32421875,0.010112963849045269,0.007175106669223696,0.013553204100351707,-1.4905009284156323,0.0010591892005292426,0.0006717683678850432,0.005644442784922597
0.33203125,0.009434032974430611,0.006793341502975198,0.012894398577021763,-1.4261394265431837,0.0010365956058763853,0.0006651906280459944,0.005593244866640751
0.33984375,0.00880507498532051,0.006501759653670542,0.012338739334858576,-1.317021476604874,0.0009831233042999843,0.0006460520819089108,0.005410361013922636
