metric,strong_mean,weak_mean,weak_minus_strong,weak_over_strong,paired_ci95_low,paired_ci95_high
low_fraction,0.9213329604219505,0.9492799195575927,0.027946959135642258,1.030333180659078,0.02525166628666668,0.030739697768792887
mid_fraction,0.050320235249908536,0.0303694735975463,-0.01995076165236223,0.6035240782703117,-0.021679315073834703,-0.01823195437655193
high_fraction,0.02834680432813265,0.02035060684485417,-0.007996197483278481,0.7179153815464591,-0.009351086952197477,-0.006659044314201656
spectral_centroid_cpp,0.038672916767102335,0.03035534885259682,-0.008317567914505514,0.7849252497659817,-0.009135999729000656,-0.007576605658207709
high_to_low_ratio,0.034544020998279606,0.022398937586521263,-0.012145083411758345,0.6484172061971823,-0.015050924035099372,-0.00967054015244226
rms_contrast,0.42410410795360803,0.4458396675139666,0.021735559560358525,1.0512505282376001,0.01827366736549884,0.025351959296129645
gradient_rms,0.10796823910530656,0.09935775334201753,-0.008610485763289034,0.9202498268505536,-0.010258150644390843,-0.006908422431559303
laplacian_rms,0.22926755986362696,0.22517965871840714,-0.004087901145219803,0.9821697358856553,-0.008583917539473624,0.00031367106763645895
