time,metric,mean,std,median,q05,q95
0.8,rms_contrast,0.06119664286961779,0.019500878213641375,0.0594640988856554,0.030807558447122574,0.0947905734181404
0.8,gradient_rms,0.0660866848193109,0.026060426359172193,0.06298203021287918,0.022580315452069046,0.10655438117682933
0.8,laplacian_rms,0.1863284659339115,0.07784663507685223,0.18255940079689026,0.059270874597132206,0.3087927132844924
0.95,low_fraction,0.2578959678424751,0.11551320564797148,0.23813375132195178,0.10489312668355139,0.49233814141000476
0.95,mid_fraction,0.23990310692825229,0.05274182748593972,0.2386441142900328,0.1560121431653014,0.32737609437880943
0.95,high_fraction,0.5022009252292544,0.14200041756342965,0.5076441729648722,0.23396082525117237,0.7212310010350248
0.95,spectral_centroid_cpp,0.24685238295580983,0.0459980938632257,0.2504177881813522,0.15082846884581944,0.3165942668829198
0.95,high_to_low_ratio,2.6265829119240296,1.9630329513825253,2.119000394772983,0.41371705077024545,6.940324205231027
0.95,rms_contrast,0.012319803423451958,0.003931264440797172,0.012227009516209364,0.005886163352988661,0.01832952508702874
0.95,gradient_rms,0.013854739519956638,0.0054271655727310955,0.013456925749778748,0.004886470059864223,0.022268765978515147
0.95,laplacian_rms,0.039124667786381906,0.016252260637354483,0.038443826138973236,0.01271014865487814,0.0654419794678688
