noisy_state,conditional_mean,null_mean,linear_guidance,probability_guidance
-9.450000000000000622e-01,-8.718388018814328122e-01,-9.553731226019354095e-01,-7.674209009808046211e-01,-5.743975751068108870e-01
-9.399999999999999467e-01,-8.694188131107438711e-01,-9.544921130743918569e-01,-7.630771881561837500e-01,-5.676584159198866386e-01
-9.350000000000000533e-01,-8.669563770348031051e-01,-9.535941237087116606e-01,-7.586591936924174107e-01,-5.608423117042746764e-01
-9.299999999999999378e-01,-8.644508725166798468e-01,-9.526788436890776257e-01,-7.541659085511827065e-01,-5.539493236615039562e-01
-9.250000000000000444e-01,-8.619016740307915425e-01,-9.517459571646615935e-01,-7.495963201134541176e-01,-5.469795454786406941e-01
-9.199999999999999289e-01,-8.593081518266321162e-01,-9.507951431945210752e-01,-7.449494126167708341e-01,-5.399331039965868939e-01
-9.150000000000000355e-01,-8.566696721019685379e-01,-9.498260756930404503e-01,-7.402241676131287029e-01,-5.328101598610223144e-01
-9.099999999999999201e-01,-8.539855971857451822e-01,-9.488384233759846742e-01,-7.354195644479457616e-01,-5.256109081544636519e-01
-9.050000000000000266e-01,-8.512552857309451104e-01,-9.478318497072341087e-01,-7.305345807605838626e-01,-5.183355790079304803e-01
-8.999999999999999112e-01,-8.484780929176521935e-01,-9.468060128462681968e-01,-7.255681930068822449e-01,-5.109844381906599731e-01
-8.950000000000000178e-01,-8.456533706665584349e-01,-9.457605655964739233e-01,-7.205193770041640189e-01,-5.035577876763497329e-01
-8.899999999999999023e-01,-8.427804678631507507e-01,-9.446951553543537772e-01,-7.153871084991467733e-01,-4.960559661843534363e-01
-8.850000000000000089e-01,-8.398587305928235658e-01,-9.436094240597148186e-01,-7.101703637592093887e-01,-4.884793496942900215e-01
-8.799999999999998934e-01,-8.368875023871420460e-01,-9.425030081469198961e-01,-7.048681201874198443e-01,-4.808283519325144972e-01
-8.750000000000000000e-01,-8.338661244814931095e-01,-9.413755384972872786e-01,-6.994793569617503426e-01,-4.731034248289087696e-01
-8.699999999999998845e-01,-8.307939360843442644e-01,-9.402266403927274085e-01,-6.940030556988652233e-01,-4.653050589424645445e-01
-8.649999999999999911e-01,-8.276702746583315395e-01,-9.390559334707117012e-01,-6.884382011428562542e-01,-4.574337838541360779e-01
-8.599999999999998757e-01,-8.244944762133922245e-01,-9.378630316806650935e-01,-6.827837818793009994e-01,-4.494901685254874546e-01
-8.549999999999999822e-01,-8.212658756121424819e-01,-9.366475432418872593e-01,-6.770387910749613436e-01,-4.414748216216414223e-01
-8.499999999999998668e-01,-8.179838068877056667e-01,-9.354090706030988578e-01,-6.712022272434643444e-01,-4.333883917971201871e-01
-8.449999999999999734e-01,-8.146476035741770927e-01,-9.341472104037272794e-01,-6.652730950372394148e-01,-4.252315679431588613e-01
-8.400000000000000799e-01,-8.112565990499051027e-01,-9.328615534370350293e-01,-6.592504060659927223e-01,-4.170050793951300405e-01
-8.349999999999999645e-01,-8.078101268937634138e-01,-9.315516846152082087e-01,-6.531331797419572815e-01,-4.087096960987756100e-01
-8.300000000000000711e-01,-8.043075212545691688e-01,-9.302171829365262212e-01,-6.469204441521227977e-01,-4.003462287339641379e-01
-8.249999999999999556e-01,-8.007481172337945763e-01,-9.288576214547277221e-01,-6.406112369576282273e-01,-3.919155287947745370e-01
-8.200000000000000622e-01,-7.971312512817098073e-01,-9.274725672507033725e-01,-6.342046063204678230e-01,-3.834184886247495871e-01
-8.149999999999999467e-01,-7.934562616070702790e-01,-9.260615814066458507e-01,-6.276996118576008143e-01,-3.748560414062318547e-01
-8.100000000000000533e-01,-7.897224886004604594e-01,-9.246242189827882374e-01,-6.210953256225508756e-01,-3.662291611027768679e-01
-8.049999999999999378e-01,-7.859292752713744612e-01,-9.231600289968692197e-01,-6.143908331145060409e-01,-3.575388623536848720e-01
-8.000000000000000444e-01,-7.820759676991131393e-01,-9.216685544064713298e-01,-6.075852343149152901e-01,-3.487862003198116123e-01
-7.949999999999999289e-01,-7.781619154975433217e-01,-9.201493320943722187e-01,-6.006776447515072004e-01,-3.399722704798618933e-01
-7.900000000000000355e-01,-7.741864722937573662e-01,-9.186018928570670594e-01,-5.936671965896203051e-01,-3.310982083764951178e-01
-7.849999999999999201e-01,-7.701489962206422568e-01,-9.170257613966082966e-01,-5.865530397506848459e-01,-3.221651893116357912e-01
-7.800000000000000266e-01,-7.660488504233530227e-01,-9.154204563159324959e-01,-5.793343430576285424e-01,-3.131744279904933870e-01
-7.749999999999999112e-01,-7.618854035796545077e-01,-9.137854901178277256e-01,-5.720102954069379297e-01,-3.041271781139004426e-01
-7.700000000000000178e-01,-7.576580304340796435e-01,-9.121203692077174408e-01,-5.645801069670324246e-01,-2.950247319186737327e-01
-7.649999999999999023e-01,-7.533661123458192943e-01,-9.104245939004264043e-01,-5.570430104025605456e-01,-2.858684196658060617e-01
-7.600000000000000089e-01,-7.490090378502388679e-01,-9.086976584311124983e-01,-5.493982621241466635e-01,-2.766596090764334437e-01
-7.549999999999998934e-01,-7.445862032338841363e-01,-9.069390509705370640e-01,-5.416451435630678102e-01,-2.673997047155918239e-01
-7.500000000000000000e-01,-7.400970131228156168e-01,-9.051482536448666183e-01,-5.337829624702516984e-01,-2.580901473239473054e-01
-7.449999999999998845e-01,-7.355408810840713407e-01,-9.033247425601896863e-01,-5.258110542389236031e-01,-2.487324130977477954e-01
-7.399999999999999911e-01,-7.309172302400417376e-01,-9.014679878319465933e-01,-5.177287832501606957e-01,-2.393280129174129023e-01
-7.349999999999998757e-01,-7.262254938954884054e-01,-8.995774536194668380e-01,-5.095355442405153923e-01,-2.298784915252507499e-01
-7.299999999999999822e-01,-7.214651161769275456e-01,-8.976525981658167730e-01,-5.012307636908162056e-01,-2.203854266529687855e-01
-7.249999999999998668e-01,-7.166355526840409995e-01,-8.956928738431643167e-01,-4.928139012351369086e-01,-2.108504280997019475e-01
-7.199999999999999734e-01,-7.117362711527651653e-01,-8.936977272038725273e-01,-4.842844510888810738e-01,-2.012751367614720177e-01
-7.150000000000000799e-01,-7.067667521296501221e-01,-8.916665990375278739e-01,-4.756419434948029323e-01,-1.916612236130533775e-01
-7.099999999999999645e-01,-7.017264896570618582e-01,-8.895989244341313551e-01,-4.668859461857250981e-01,-1.820103886433846463e-01
-7.050000000000000711e-01,-6.966149919687494307e-01,-8.874941328536652962e-01,-4.580160658626044601e-01,-1.723243597457622678e-01
-6.999999999999999556e-01,-6.914317821952656873e-01,-8.853516482022625311e-01,-4.490319496865196047e-01,-1.626048915641787884e-01
-6.950000000000000622e-01,-6.861763990786879930e-01,-8.831708889152074526e-01,-4.399332867830385574e-01,-1.528537642972745414e-01
-6.899999999999999467e-01,-6.808483976960457706e-01,-8.809512680469968604e-01,-4.307198097573570195e-01,-1.430727824615062871e-01
-6.850000000000000533e-01,-6.754473501908169197e-01,-8.786921933686957509e-01,-4.213912962184682698e-01,-1.332637736152122443e-01
-6.799999999999999378e-01,-6.699728465118184317e-01,-8.763930674728228620e-01,-4.119475703105628384e-01,-1.234285870453953882e-01
-6.750000000000000444e-01,-6.644244951587676695e-01,-8.740532878860070021e-01,-4.023885042497186149e-01,-1.135690924191190554e-01
-6.699999999999999289e-01,-6.588019239337519206e-01,-8.716722471896520830e-01,-3.927140198638767732e-01,-1.036871784015221398e-01
-6.650000000000000355e-01,-6.531047806978009795e-01,-8.692493331488546637e-01,-3.829240901339838743e-01,-9.378475124256180351e-02
-6.599999999999999201e-01,-6.473327341317064443e-01,-8.667839288498186967e-01,-3.730187407340661565e-01,-8.386373333464430813e-02
-6.550000000000000266e-01,-6.414854745002014358e-01,-8.642754128460110596e-01,-3.629980515679394060e-01,-7.392606174344146241e-02
-6.499999999999999112e-01,-6.355627144185553856e-01,-8.617231593133062306e-01,-3.528621583001168016e-01,-6.397368671420355923e-02
-6.450000000000000178e-01,-6.295641896206092269e-01,-8.591265382143659091e-01,-3.426112538784134021e-01,-5.400857015601223665e-02
-6.399999999999999023e-01,-6.234896597272189256e-01,-8.564849154724972768e-01,-3.322455900456209310e-01,-4.403268410641675290e-02
-6.350000000000000089e-01,-6.173389090140513069e-01,-8.537976531552435855e-01,-3.217654788375610142e-01,-3.404800917902184310e-02
-6.299999999999998934e-01,-6.111117471776114085e-01,-8.510641096679438800e-01,-3.111712940646957914e-01,-2.405653299657012356e-02
-6.250000000000000000e-01,-6.048080100983623808e-01,-8.482836399575129915e-01,-3.004634727744242007e-01,-1.406024861217552990e-02
-6.199999999999998845e-01,-5.984275605997377845e-01,-8.454555957266802757e-01,-2.896425166910598925e-01,-4.061152921340238642e-03
-6.149999999999999911e-01,-5.919702892018285922e-01,-8.425793256589296787e-01,-2.787089936304523174e-01,5.938754932539147546e-03
-6.099999999999998757e-01,-5.854361148684663618e-01,-8.396541756543752788e-01,-2.676635388860801879e-01,1.593747515649551749e-02
-6.049999999999999822e-01,-5.788249857464100590e-01,-8.366794890768107784e-01,-2.565068565834089931e-01,2.593300890740579678e-02
-5.999999999999998668e-01,-5.721368798952889412e-01,-8.336546070121552132e-01,-2.452397209992061011e-01,3.592335988980716044e-02
-5.949999999999999734e-01,-5.653718060069446993e-01,-8.305788685385284698e-01,-2.338629778424650141e-01,4.590653594936733306e-02
-5.900000000000000799e-01,-5.585298041127535473e-01,-8.274516110081666653e-01,-2.223775454934870943e-01,5.588055065934965926e-02
-5.849999999999999645e-01,-5.516109462775187211e-01,-8.242721703413975476e-01,-2.107844161976701880e-01,6.584342489735045545e-02
-5.800000000000000711e-01,-5.446153372784652280e-01,-8.210398813328771972e-01,-1.990846572104501000e-01,7.579318840968962689e-02
-5.749999999999999556e-01,-5.375431152678601388e-01,-8.177540779702876517e-01,-1.872794118898257754e-01,8.572788136082676314e-02
-5.700000000000000622e-01,-5.303944524177677255e-01,-8.144140937656860757e-01,-1.753699007328697324e-01,9.564555586522116570e-02
-5.649999999999999467e-01,-5.231695555454094482e-01,-8.110192620996814483e-01,-1.633574223525695590e-01,1.055442774991351418e-01
-5.600000000000000533e-01,-5.158686667176126672e-01,-8.075689165786144041e-01,-1.512433543913604961e-01,1.154221267898920544e-01
-5.549999999999999378e-01,-5.084920638327953268e-01,-8.040623914048919962e-01,-1.390291543676744901e-01,1.252772006802113647e-01
-5.500000000000000444e-01,-5.010400611789458392e-01,-8.004990217606297032e-01,-1.267163604518410924e-01,1.351076139652719887e-01
-5.449999999999999289e-01,-4.935130099660400282e-01,-7.968781442047265795e-01,-1.143065921676817975e-01,1.449115007002684252e-01
-5.400000000000000355e-01,-4.859112988313497028e-01,-7.931990970835007815e-01,-1.018015510161609516e-01,1.546870155762848920e-01
-5.349999999999999201e-01,-4.782353543160889897e-01,-7.894612209549805026e-01,-8.920302101747457080e-02,1.644323352624011969e-01
-5.300000000000000266e-01,-4.704856413118677638e-01,-7.856638590269436895e-01,-7.651286916802280125e-02,1.741456597120558669e-01
-5.249999999999999112e-01,-4.626626634754202327e-01,-7.818063576087741495e-01,-6.373304580872773961e-02,1.838252134317678865e-01
-5.200000000000000178e-01,-4.547669636101060453e-01,-7.778880665771847891e-01,-5.086558490125758780e-02,1.934692467104446867e-01
-5.149999999999999023e-01,-4.467991240126975572e-01,-7.739083398558420646e-01,-3.791260420876696458e-02,2.030760368075822941e-01
-5.100000000000000089e-01,-4.387597667839966409e-01,-7.698665359089003069e-01,-2.487630537786700291e-02,2.126438890988024966e-01
-5.049999999999998934e-01,-4.306495541018503515e-01,-7.657620182484389249e-01,-1.175897391861469021e-02,2.221711381772759619e-01
-5.000000000000000000e-01,-4.224691884551877719e-01,-7.615941559557647400e-01,1.437020920533438328e-03,2.316561489096685134e-01
-4.949999999999998845e-01,-4.142194128377141848e-01,-7.573623242165261615e-01,1.470922638580074437e-02,2.410973174454303369e-01
-4.899999999999999911e-01,-4.059010108999826505e-01,-7.530659048695519386e-01,2.805510656197895969e-02,2.504930721782850922e-01
-4.849999999999998757e-01,-3.975148070585748372e-01,-7.487042869693084635e-01,4.147204282984218171e-02,2.598418746589743478e-01
-4.799999999999999822e-01,-3.890616665612161018e-01,-7.442768673618374020e-01,5.495733443956063446e-02,2.691422204583767686e-01
-4.749999999999998668e-01,-3.805424955066833426e-01,-7.397830512740042330e-01,6.850819920246775663e-02,2.783926399802792440e-01
-4.699999999999999734e-01,-3.719582408184521904e-01,-7.352222529158691788e-01,8.212177430331901729e-02,2.875916992231833391e-01
-4.649999999999998579e-01,-3.633098901710847262e-01,-7.305938960959437178e-01,9.579511723498912446e-02,2.967380004906555735e-01
-4.599999999999999645e-01,-3.545984718684528358e-01,-7.258974148490807687e-01,1.095252068573320248e-01,3.058301830498452167e-01
-4.550000000000000711e-01,-3.458250546729517150e-01,-7.211322540767000078e-01,1.233089445817336927e-01,3.148669237379321806e-01
-4.499999999999999556e-01,-3.369907475849699408e-01,-7.162978701990244668e-01,1.371431556825981612e-01,3.238469375163578468e-01
-4.450000000000000622e-01,-3.280966995719498680e-01,-7.113937318189624825e-01,1.510245907368158447e-01,3.327689779728221220e-01
-4.399999999999999467e-01,-3.191440992464772974e-01,-7.064193203972353174e-01,1.649499271919702137e-01,3.416318377711513588e-01
-4.350000000000000533e-01,-3.101341744929415611e-01,-7.013741309383125788e-01,1.789157710637722110e-01,3.504343490492258795e-01
-4.299999999999999378e-01,-3.010681920423931013e-01,-6.962576726866813726e-01,1.929186587629673211e-01,3.591753837653020587e-01
-4.250000000000000444e-01,-2.919474569953577348e-01,-6.910694698329306052e-01,2.069550590516083810e-01,3.678538539931144324e-01
-4.199999999999999289e-01,-2.827733122924415698e-01,-6.858090622290944349e-01,2.210213751283746086e-01,3.764687121663079505e-01
-4.150000000000000355e-01,-2.735471381327092000e-01,-6.804760061126619020e-01,2.351139468422317469e-01,3.850189512727849039e-01
-4.099999999999999201e-01,-2.642703513398975135e-01,-6.750698748386076975e-01,2.492290530334901888e-01,3.935036049996890606e-01
-4.050000000000000266e-01,-2.549444046766746186e-01,-6.695902596187708333e-01,2.633629140009456915e-01,4.019217478298101054e-01
-3.999999999999999112e-01,-2.455707861072445319e-01,-6.640367702678489081e-01,2.775116940935109522e-01,4.102724950902925660e-01
-3.950000000000000178e-01,-2.361510180087458277e-01,-6.584090359552509097e-01,2.916715044243854971e-01,4.185550029545900275e-01
-3.899999999999999023e-01,-2.266866563319829275e-01,-6.527067059619898748e-01,3.058384057055257843e-01,4.267684683987185701e-01
-3.850000000000000089e-01,-2.171792897121851418e-01,-6.469294504417666403e-01,3.200084111997917313e-01,4.349121291128758560e-01
-3.799999999999998934e-01,-2.076305385305754481e-01,-6.410769611853461836e-01,3.341774897878880268e-01,4.429852633696175768e-01
-3.750000000000000000e-01,-1.980420539276852576e-01,-6.351489523872873022e-01,3.483415691468172981e-01,4.509871898497938569e-01
-3.699999999999998845e-01,-1.884155167694465671e-01,-6.291451614140353144e-01,3.624965390362893669e-01,4.589172674275298625e-01
-3.649999999999999911e-01,-1.787526365672334472e-01,-6.230653495723610380e-01,3.766382546891759997e-01,4.667748949155751670e-01
-3.599999999999998757e-01,-1.690551503531274591e-01,-6.169093028770649134e-01,3.907625403017943588e-01,4.745595107723906136e-01
-3.549999999999999822e-01,-1.593248215118168720e-01,-6.106768328168441506e-01,4.048651926194672401e-01,4.822705927723772157e-01
-3.499999999999998668e-01,-1.495634385706284264e-01,-6.043677771171633850e-01,4.189419846125402858e-01,4.899076576407047634e-01
-3.449999999999999734e-01,-1.397728139493364941e-01,-5.979820004989413462e-01,4.329886692376695434e-01,4.974702606541882011e-01
-3.399999999999998579e-01,-1.299547826714653742e-01,-5.915193954318163083e-01,4.470009832789732518e-01,5.049579952097362767e-01
-3.349999999999999645e-01,-1.201112010389401297e-01,-5.849798828807288853e-01,4.609746512632958426e-01,5.123704923618682683e-01
-3.300000000000000711e-01,-1.102439452720121449e-01,-5.783634130445058918e-01,4.749053894436049972e-01,5.197074203308424956e-01
-3.249999999999999556e-01,-1.003549101165062685e-01,-5.716699660851172204e-01,4.887889098442574354e-01,5.269684839829366085e-01
-3.200000000000000622e-01,-9.044600742051178699e-02,-5.648995528462249505e-01,5.026209243616296396e-01,5.341534242844285796e-01
-3.149999999999999467e-01,-8.051916468272751759e-02,-5.580522155596243650e-01,5.163971489133936110e-01,5.412620177308332670e-01
-3.100000000000000533e-01,-7.057632357476117946e-02,-5.511280285381471300e-01,5.301133076294712865e-01,5.482940757529428666e-01
-3.049999999999999378e-01,-6.061943843974199053e-02,-5.441270988535673592e-01,5.437651370775398174e-01,5.552494441012189030e-01
-3.000000000000000444e-01,-5.065047476968842499e-02,-5.370495669980355213e-01,5.573483905157454732e-01,5.621280022100680895e-01
-2.949999999999999289e-01,-4.067140766411814212e-02,-5.298956075275293998e-01,5.708588421651459299e-01,5.689296625435324994e-01
-2.900000000000000355e-01,-3.068422027246092698e-02,-5.226654296858208593e-01,5.842922914942390022e-01,5.756543699238889644e-01
-2.849999999999999201e-01,-2.069090222285613345e-02,-5.153592780074096602e-01,5.976445675078357889e-01,5.823021008446647162e-01
-2.800000000000000266e-01,-1.069344803998567572e-02,-5.079774328978962084e-01,6.109115330324024207e-01,5.888728627695160034e-01
-2.749999999999999112e-01,-6.938555545961122561e-04,-5.005202111902350426e-01,6.240890889899525229e-01,5.953666934184282944e-01
-2.700000000000000178e-01,9.305875692586396131e-03,-4.929879666753243517e-01,6.371731786524748031e-01,6.017836600426386129e-01
-2.649999999999999023e-01,1.930374604985174436e-02,-4.853810906053714347e-01,6.501597918688806210e-01,6.081238586896775544e-01
-2.600000000000000089e-01,2.929775735368428391e-02,-4.777000121684978895e-01,6.630449692564119868e-01,6.143874134598741321e-01
-2.549999999999998934e-01,3.928591452541990714e-02,-4.699451989330375445e-01,6.758248063484917356e-01,6.205744757556520552e-01
-2.500000000000000000e-01,4.926622716265666169e-02,-4.621171572600097921e-01,6.884954576909896318e-01,6.266852235248898673e-01
-2.449999999999998845e-01,5.923671112274164763e-02,-4.542164326822589193e-01,7.010531408789923979e-01,6.327198604996068232e-01
-2.399999999999999911e-01,6.919539009564751320e-02,-4.462436102487796208e-01,7.134941405261814307e-01,6.386786154311694386e-01
-2.349999999999998757e-01,7.914029716361020705e-02,-4.381993148327675835e-01,7.258148121590823898e-01,6.445617413231985449e-01
-2.299999999999999822e-01,8.906947634491579890e-02,-4.300842114019794438e-01,7.380115860285348939e-01,6.503695146632955115e-01
-2.249999999999998668e-01,9.898098411929001639e-02,-4.218990052500077859e-01,7.500809708309122970e-01,6.561022346546845352e-01
-2.199999999999999734e-01,1.088728909323768423e-01,-4.136444421871351973e-01,7.620195573317669613e-01,6.617602224488061680e-01
-2.149999999999998579e-01,1.187432826768739513e-01,-4.053213086894627559e-01,7.738240218847949325e-01,6.673438203798718327e-01
-2.099999999999999645e-01,1.285902621479356189e-01,-3.969304320050775492e-01,7.854911298392019958e-01,6.728533912023301200e-01
-2.050000000000000711e-01,1.384119504705531578e-01,-3.884726802160611836e-01,7.970177388288210985e-01,6.782893173321679070e-01
-1.999999999999999556e-01,1.482064884966767804e-01,-3.799489622552248980e-01,8.084008019365538367e-01,6.836520000929094953e-01
-1.950000000000000622e-01,1.579720381699460385e-01,-3.713602278765078535e-01,8.196373707280133480e-01,6.889418589671496562e-01
-1.899999999999999467e-01,1.677067838559800905e-01,-3.627074675780510571e-01,8.307245981485189557e-01,6.941593308543974050e-01
-1.850000000000000533e-01,1.774089336362686953e-01,-3.539917124770461387e-01,8.416597412779123211e-01,6.993048693359766865e-01
-1.799999999999999378e-01,1.870767205638190211e-01,-3.452140341355207642e-01,8.524401639379937112e-01,7.043789439476803027e-01
-1.750000000000000444e-01,1.967084038787986211e-01,-3.363755443363322661e-01,8.630633391477122718e-01,7.093820394608326696e-01
-1.699999999999999289e-01,2.063022701825456551e-01,-3.274773948087051911e-01,8.735268514216092406e-01,7.143146551723758009e-01
-1.650000000000000355e-01,2.158566345684014842e-01,-3.185207769027709190e-01,8.838283989073669744e-01,7.191773042045487285e-01
-1.599999999999999201e-01,2.253698417079680882e-01,-3.095069212126382308e-01,8.939657953587258898e-01,7.239705128146969315e-01
-1.550000000000000266e-01,2.348402668914730262e-01,-3.004370971476541530e-01,9.039369719403820280e-01,7.286948197156999374e-01
-1.499999999999999112e-01,2.442663170210787604e-01,-2.913126124515907356e-01,9.137399788619156027e-01,7.333507754074727325e-01
-1.450000000000000178e-01,2.536464315560610361e-01,-2.821348126696341385e-01,9.233729868381799211e-01,7.379389415199513191e-01
-1.399999999999999023e-01,2.629790834089344442e-01,-2.729050805631323962e-01,9.328342883740179392e-01,7.424598901679521079e-01
-1.350000000000000089e-01,2.722627797916914449e-01,-2.636248354722033338e-01,9.421222988715598490e-01,7.469142033182318841e-01
-1.299999999999998934e-01,2.814960630114768936e-01,-2.542955326263909854e-01,9.512355575588116174e-01,7.513024721690669816e-01
-1.250000000000000000e-01,2.906775112151132601e-01,-2.449186624037092974e-01,9.601727282386415263e-01,7.556252965426222268e-01
-1.199999999999998845e-01,2.998057390820359491e-01,-2.354957495384978339e-01,9.689325998577031918e-01,7.598832842903466833e-01
-1.149999999999999911e-01,3.088793984652982161e-01,-2.260283522786709631e-01,9.775140868952596485e-01,7.640770507116081411e-01
-1.099999999999998757e-01,3.178971789804455605e-01,-2.165180614930286573e-01,9.859162295722883051e-01,7.682072179857446503e-01
-1.049999999999999822e-01,3.268578085421517954e-01,-2.069664997294525244e-01,9.941381938816571395e-01,7.722744146176768743e-01
-9.999999999999986677e-02,3.357600538486504305e-01,-1.973753202249037275e-01,1.002179271440593045e+00,7.762792748972136003e-01
-9.499999999999997335e-02,3.446027208140803322e-01,-1.877462058682853874e-01,1.010038879167037607e+00,7.802224383721265699e-01
-8.999999999999985789e-02,3.533846549490006761e-01,-1.780808681173300378e-01,1.017716558781914138e+00,7.841045493350821127e-01
-8.499999999999996447e-02,3.621047416894070392e-01,-1.683810458708146496e-01,1.025211976139684289e+00,7.879262563244523454e-01
-8.000000000000007105e-02,3.707619066747174230e-01,-1.586485042974990489e-01,1.032524920389987999e+00,7.916882116390483448e-01
-7.499999999999995559e-02,3.793551159752592272e-01,-1.488850336233178417e-01,1.039655302973480522e+00,7.953910708667486507e-01
-7.000000000000006217e-02,3.878833762699134824e-01,-1.390924478784581475e-01,1.046603156455377936e+00,7.990354924270191006e-01
-6.499999999999994671e-02,3.963457349746492553e-01,-1.292725836060582001e-01,1.053368633200533644e+00,8.026221371272697080e-01
-6.000000000000005329e-02,4.047412803227620759e-01,-1.194272985343859395e-01,1.059952003894196970e+00,8.061516677329880753e-01
-5.499999999999993783e-02,4.130691413977322646e-01,-1.095584702144293265e-01,1.066353655912934295e+00,8.096247485515718489e-01
-5.000000000000004441e-02,4.213284881196702747e-01,-9.966799462495590234e-02,1.072574091550452913e+00,8.130420450297580759e-01
-4.499999999999992895e-02,4.295185311864133104e-01,-8.975778474716000765e-02,1.078613926103380027e+00,8.164042233645415481e-01
-4.000000000000003553e-02,4.376385219703848861e-01,-7.982976911113143226e-02,1.084473885822280215e+00,8.197119501274533482e-01
-3.499999999999992006e-02,4.456877523724082080e-01,-6.988589031642883365e-02,1.090154805733454468e+00,8.229658919020567120e-01
-3.000000000000002665e-02,4.536655546337038936e-01,-5.992810352914357264e-02,1.095657627337263129e+00,8.261667149345079952e-01
-2.499999999999991118e-02,4.615713011073796501e-01,-4.995837495787980309e-02,1.100983396188954133e+00,8.293150847970218731e-01
-2.000000000000001776e-02,4.694044039907354082e-01,-3.997868031116363907e-02,1.106133259368109245e+00,8.324116660640548115e-01
-1.499999999999990230e-02,4.771643150197839023e-01,-2.999100323881997987e-02,1.111108462843038769e+00,8.354571220010340582e-01
-1.000000000000000888e-02,4.848505251273941830e-01,-1.999733375993095752e-02,1.115910348736550706e+00,8.384521142654252079e-01
-4.999999999999893419e-03,4.924625640665222792e-01,-9.999666679999297259e-03,1.120540352499674430e+00,8.413973026199457195e-01
0.000000000000000000e+00,4.999999999999998890e-01,0.000000000000000000e+00,1.124999999999999778e+00,8.442933446577047807e-01
4.999999999999893419e-03,5.074624390583976075e-01,9.999666679999297259e-03,1.129290904531395690e+00,8.471408955390649087e-01
1.000000000000023093e-02,5.148495248674729297e-01,1.999733375993145712e-02,1.133414763751899867e+00,8.499406077399884740e-01
1.500000000000012434e-02,5.221609380467477912e-01,2.999100323882042396e-02,1.137373356556656834e+00,8.526931308116534325e-01
2.000000000000001776e-02,5.293963956807619109e-01,3.997868031116363907e-02,1.141168539892759792e+00,8.553991111511005663e-01
2.499999999999991118e-02,5.365556507645474760e-01,4.995837495787980309e-02,1.144802245522882123e+00,8.580591917826778658e-01
3.000000000000024869e-02,5.436384916248822030e-01,5.992810352914407224e-02,1.148276476744555019e+00,8.606740121500421337e-01
3.500000000000014211e-02,5.506447413188648721e-01,6.988589031642938876e-02,1.151593305071909379e+00,8.632442079184761141e-01
4.000000000000003553e-02,5.575742570113673136e-01,7.982976911113143226e-02,1.154754866886662290e+00,8.657704107872817856e-01
4.499999999999992895e-02,5.644269293328794124e-01,8.975778474716000765e-02,1.157763360065028557e+00,8.682532483119980160e-01
4.999999999999982236e-02,5.712026817192769057e-01,9.966799462495545825e-02,1.160621040587178854e+00,8.706933437362001094e-01
5.500000000000015987e-02,5.779014697350106644e-01,1.095584702144298817e-01,1.163330219135736643e+00,8.730913158326363277e-01
6.000000000000005329e-02,5.845232803811942768e-01,1.194272985343859395e-01,1.165893257689704754e+00,8.754477787534500344e-01
6.499999999999994671e-02,5.910681313900592038e-01,1.292725836060582001e-01,1.168312566120060625e+00,8.777633418892453188e-01
6.999999999999984013e-02,5.975360705071973699e-01,1.390924478784577589e-01,1.170590598793121773e+00,8.800386097367483007e-01
7.500000000000017764e-02,6.039271747630055032e-01,1.488850336233182858e-01,1.172729851187614525e+00,8.822741817748198656e-01
8.000000000000007105e-02,6.102415497347000173e-01,1.586485042974990489e-01,1.174732856531201186e+00,8.844706523485753591e-01
8.499999999999996447e-02,6.164793288002523575e-01,1.683810458708146496e-01,1.176602182462049617e+00,8.866286105613729873e-01
8.999999999999985789e-02,6.226406723855423264e-01,1.780808681173300378e-01,1.178340427720807604e+00,8.887486401744285613e-01
9.500000000000019540e-02,6.287257672060082569e-01,1.877462058682859425e-01,1.179950218878161206e+00,8.908313195138197749e-01
1.000000000000000888e-01,6.347348255040262677e-01,1.973753202249041716e-01,1.181434207102928902e+00,8.928772213846464245e-01
1.049999999999999822e-01,6.406680842832167544e-01,2.069664997294525244e-01,1.182795064975421973e+00,8.948869129921137588e-01
1.099999999999998757e-01,6.465258045408281973e-01,2.165180614930286573e-01,1.184035483350577511e+00,8.968609558693126926e-01
1.150000000000002132e-01,6.523082704993161673e-01,2.260283522786713517e-01,1.185158168275122215e+00,8.987999058114657380e-01
1.200000000000001066e-01,6.580157888381903408e-01,2.354957495384981114e-01,1.186165837962805503e+00,9.007043128164217149e-01
1.250000000000000000e-01,6.636486879271608075e-01,2.449186624037092974e-01,1.187061219831475167e+00,9.025747210311781954e-01
1.299999999999998934e-01,6.692073170615664424e-01,2.542955326263909854e-01,1.187847047605535833e+00,9.044116687042167424e-01
1.350000000000002309e-01,6.746920457010340266e-01,2.636248354722035558e-01,1.188526058487072268e+00,9.062156881434391131e-01
1.400000000000001243e-01,6.801032627122631791e-01,2.729050805631331178e-01,1.189100990398675783e+00,9.079873056794962594e-01
1.450000000000000178e-01,6.854413756168027394e-01,2.821348126696341385e-01,1.189574579300763491e+00,9.097270416343111732e-01
1.499999999999999112e-01,6.907068098446205173e-01,2.913126124515907356e-01,1.189949556585907731e+00,9.114354102945884106e-01
1.550000000000002487e-01,6.959000079942443406e-01,3.004370971476544860e-01,1.190228646552481617e+00,9.131129198901212218e-01
