candidate_fid,best_control,best_control_fid,delta,native_delta,adg_delta,native66_delta,passes_frozen_5k_gate,wall_time_control_covers_capture,statistical_significance_established,cross_model_success,novelty_established,goal_complete
37.234254676065405,adg,39.57750158085156,-2.343246904786156,-3.0474760548090103,-2.343246904786156,-3.0391757542403752,True,True,False,False,False,False
