condition,fid,sfid,inception_score,fid_delta_vs_baseline
ig_depth4_best_global,64.85216325274007,208.90680237952802,35.70849609375,0.0
combined,63.27067430258529,207.89519693330953,35.56282043457031,-1.5814889501547782
gap_change,66.86920197694735,211.08411790396576,34.79215621948242,2.017038724207282
gap_change_rms_matched,66.62606922036957,211.13761042927024,34.228580474853516,1.7739059676295028
strong_curvature,65.98814408780481,209.60258705678496,35.34035110473633,1.1359808350647427
strong_curvature_rms_matched,65.87406812481709,209.22311726565806,36.408016204833984,1.021904872077016
