scale,paired_nmse_equal_call,paired_nrmse_equal_call,paired_nmse_delta_t,paired_nrmse_delta_t
0.85,0.3720076364837117,0.6099242875010895,0.17073465501686777,0.41320050219822796
0.92,0.3715514469389699,0.6095502005076939,0.17036667664425087,0.41275498379092995
1.0,0.371534389681949,0.6095362086717646,0.17039086225447997,0.4127842805321927
1.2,0.37384515691192144,0.6114287831889511,0.17252674378174504,0.41536338762792396
1.4,0.37951793895978647,0.6160502730782501,0.17762750745428493,0.42145878500072215
1.5,0.3836150855404286,0.6193666810060326,0.18128972009503297,0.4257813054785672
1.6,0.38855273582554406,0.6233399841383064,0.18569315327209965,0.4309212843108352
1.78,0.399558575674024,0.6321064591301246,0.1954872087423429,0.44213935443742497
1.85,0.40457406524540224,0.6360613690874507,0.19994457606116076,0.44715162535896114
