branch,sample_path,sample_sha256,fid_reference,evaluator_root,evaluator_commit,inception_score,fid
ig_e1p00_m1p40,/data/users/zhoushunyu/eqvae/experiments/raev2_piecewise_ig_v1/grid_seed20260903_worker2/ig_e1p00_m1p40/samples.npz,5b84a901eac2e2e0521ede19cd5d44da28031965d998762ff813be95e25e1bc6,imagenet_256_fid_stats,/data/users/zhoushunyu/eqvae/external_sources/nanogen-evals,19dfb4c2705333eb8b97e454fb354d47d1fe135b,55.06364784240723,38.72620327340934
ig_e1p40_m1p00,/data/users/zhoushunyu/eqvae/experiments/raev2_piecewise_ig_v1/grid_seed20260903_worker2/ig_e1p40_m1p00/samples.npz,c730ac7c8a1e6d4522c4cfb62a763fac99ab0949afb2c86b45017aaab92ddc48,imagenet_256_fid_stats,/data/users/zhoushunyu/eqvae/external_sources/nanogen-evals,19dfb4c2705333eb8b97e454fb354d47d1fe135b,57.511461639404295,38.39522151183064
ig_e1p40_m2p00,/data/users/zhoushunyu/eqvae/experiments/raev2_piecewise_ig_v1/grid_seed20260903_worker2/ig_e1p40_m2p00/samples.npz,93cb4ceda92fe42056cd2970a2e3b3def34aa0bbc248c8632ff23d4d467a0d1f,imagenet_256_fid_stats,/data/users/zhoushunyu/eqvae/external_sources/nanogen-evals,19dfb4c2705333eb8b97e454fb354d47d1fe135b,57.34367980957031,38.496588272278814
ig_e1p60_m1p78,/data/users/zhoushunyu/eqvae/experiments/raev2_piecewise_ig_v1/grid_seed20260903_worker2/ig_e1p60_m1p78/samples.npz,dc13accef634b9e2b7d9a97a290cb25801c498ee51fabaa4e4b5982fb12460f9,imagenet_256_fid_stats,/data/users/zhoushunyu/eqvae/external_sources/nanogen-evals,19dfb4c2705333eb8b97e454fb354d47d1fe135b,58.981529998779294,38.24259437347047
ig_e1p78_m1p60,/data/users/zhoushunyu/eqvae/experiments/raev2_piecewise_ig_v1/grid_seed20260903_worker2/ig_e1p78_m1p60/samples.npz,a66bfd3a08839363048b4f71074b190d4d8f637c2e98266f121769e7a70e3af5,imagenet_256_fid_stats,/data/users/zhoushunyu/eqvae/external_sources/nanogen-evals,19dfb4c2705333eb8b97e454fb354d47d1fe135b,59.23082733154297,38.227982047133935
ig_e2p00_m1p40,/data/users/zhoushunyu/eqvae/experiments/raev2_piecewise_ig_v1/grid_seed20260903_worker2/ig_e2p00_m1p40/samples.npz,5b248d9b397f178ee5b7a8c407e0f33de2d5e67df4de5052c8681988a1ef69a1,imagenet_256_fid_stats,/data/users/zhoushunyu/eqvae/external_sources/nanogen-evals,19dfb4c2705333eb8b97e454fb354d47d1fe135b,59.18331680297852,38.37835706185922
