arm,idea,key,source,strength,theta,solver,cutoff,role,fid,sfid,inception_score,full_calls_per_image,prefix_calls_per_image,auxiliary_full_calls_per_image,sum_batch_gpu_seconds
i28_ig_cross_band_response_g1_p2,28,ig_cross_band_response,ig,0.65,0.1,heun64,0.5,candidate,65.6445858308391,208.8954606190465,35.29299545288086,192.0,0.0,64.0,147.33365036081523
i28_ig_cross_band_response_g2_p0,28,ig_cross_band_response,ig,0.8,0.02,heun64,0.5,candidate,66.21090115031177,209.60421717700422,34.50931930541992,192.0,0.0,64.0,147.47574736410752
i28_ig_cross_band_response_g2_p1,28,ig_cross_band_response,ig,0.8,0.05,heun64,0.5,candidate,66.1893961648193,209.60010915677185,34.46664047241211,192.0,0.0,64.0,150.03208018746227
i28_ig_cross_band_response_g2_p2,28,ig_cross_band_response,ig,0.8,0.1,heun64,0.5,candidate,66.16014663203151,209.60249632154546,34.480567932128906,192.0,0.0,64.0,147.0999586689286
i28_ig_cross_band_response_g3_p0,28,ig_cross_band_response,ig,0.95,0.02,heun64,0.5,candidate,67.77257095900438,211.63240622425826,34.78414535522461,192.0,0.0,64.0,146.45794827351347
i28_ig_cross_band_response_g3_p1,28,ig_cross_band_response,ig,0.95,0.05,heun64,0.5,candidate,67.76432357239298,211.6447928119402,34.77812957763672,192.0,0.0,64.0,146.40476031322032
i28_ig_cross_band_response_g3_p2,28,ig_cross_band_response,ig,0.95,0.1,heun64,0.5,candidate,67.75556180253704,211.66489691372612,34.75521469116211,192.0,0.0,64.0,147.11555092362687
i29_ig_tv_resolvent_g0_p0,29,ig_tv_resolvent,ig,0.5,0.025,heun64,0.5,candidate,67.22216528411025,209.5635419105015,34.95039749145508,128.0,0.0,0.0,115.49599193036556
i29_ig_tv_resolvent_g0_p1,29,ig_tv_resolvent,ig,0.5,0.075,heun64,0.5,candidate,68.09702077790723,209.68558069949393,34.18605041503906,128.0,0.0,0.0,116.62106580892578
i29_ig_tv_resolvent_g0_p2,29,ig_tv_resolvent,ig,0.5,0.2,heun64,0.5,candidate,70.50277562488856,210.7591294836252,33.36305236816406,128.0,0.0,0.0,115.575453533791
i29_ig_tv_resolvent_g1_p0,29,ig_tv_resolvent,ig,0.65,0.025,heun64,0.5,candidate,65.53963161118469,208.79512740377777,34.905982971191406,128.0,0.0,0.0,115.69972507562488
i29_ig_tv_resolvent_g1_p1,29,ig_tv_resolvent,ig,0.65,0.075,heun64,0.5,candidate,66.03516117394463,208.43619623160328,34.78755187988281,128.0,0.0,0.0,115.84898207848892
i29_ig_tv_resolvent_g1_p2,29,ig_tv_resolvent,ig,0.65,0.2,heun64,0.5,candidate,68.22056459673831,208.85633676585883,34.17021942138672,128.0,0.0,0.0,115.71793075092137
i29_ig_tv_resolvent_g2_p0,29,ig_tv_resolvent,ig,0.8,0.025,heun64,0.5,candidate,65.31146957451165,208.75763926505192,35.179874420166016,128.0,0.0,0.0,115.77116263192147
i29_ig_tv_resolvent_g2_p1,29,ig_tv_resolvent,ig,0.8,0.075,heun64,0.5,candidate,65.27174219645133,207.94818462365606,35.19771194458008,128.0,0.0,0.0,117.59483874915168
i29_ig_tv_resolvent_g2_p2,29,ig_tv_resolvent,ig,0.8,0.2,heun64,0.5,candidate,66.81175243231678,207.41769723081302,35.4138298034668,128.0,0.0,0.0,116.19147733272985
i29_ig_tv_resolvent_g3_p0,29,ig_tv_resolvent,ig,0.95,0.025,heun64,0.5,candidate,66.64311328316268,210.0522953588345,35.39752197265625,128.0,0.0,0.0,116.1530846063979
i29_ig_tv_resolvent_g3_p1,29,ig_tv_resolvent,ig,0.95,0.075,heun64,0.5,candidate,65.97302313197628,208.3050648992139,35.285552978515625,128.0,0.0,0.0,115.52371051022783
i29_ig_tv_resolvent_g3_p2,29,ig_tv_resolvent,ig,0.95,0.2,heun64,0.5,candidate,66.4912337601379,206.60847460128412,35.809234619140625,128.0,0.0,0.0,115.44928855774924
i30_ig_commutator_g0_p0,30,ig_commutator,ig,0.5,-1.0,heun64,0.5,candidate,66.85061687114734,209.88274474952016,34.701656341552734,256.0,0.0,128.0,180.77161114802584
i30_ig_commutator_g0_p1,30,ig_commutator,ig,0.5,0.5,heun64,0.5,candidate,66.74236417314694,209.3126364127378,35.0504150390625,256.0,0.0,128.0,183.84434881759807
i30_ig_commutator_g0_p2,30,ig_commutator,ig,0.5,1.0,heun64,0.5,candidate,66.68544842811644,209.093540268688,34.8569450378418,256.0,0.0,128.0,185.13818873418495
i30_ig_commutator_g1_p0,30,ig_commutator,ig,0.65,-1.0,heun64,0.5,candidate,65.61305861197684,209.42724151415234,34.83399963378906,256.0,0.0,128.0,186.558050586842
i30_ig_commutator_g1_p1,30,ig_commutator,ig,0.65,0.5,heun64,0.5,candidate,65.34949739926503,208.7162601343532,35.49050521850586,256.0,0.0,128.0,190.0387355191633
i30_ig_commutator_g1_p2,30,ig_commutator,ig,0.65,1.0,heun64,0.5,candidate,65.34231088108248,208.6588508904763,35.80787658691406,256.0,0.0,128.0,189.8263838896528
i30_ig_commutator_g2_p0,30,ig_commutator,ig,0.8,-1.0,heun64,0.5,candidate,65.85766876420416,209.71971196830316,35.14227294921875,256.0,0.0,128.0,189.11024721246213
i30_ig_commutator_g2_p1,30,ig_commutator,ig,0.8,0.5,heun64,0.5,candidate,65.97241269151027,209.25536866804384,34.96052169799805,256.0,0.0,128.0,187.70325362868607
i30_ig_commutator_g2_p2,30,ig_commutator,ig,0.8,1.0,heun64,0.5,candidate,66.07583242301894,209.2292249081928,35.001338958740234,256.0,0.0,128.0,209.25014667538926
i30_ig_commutator_g3_p0,30,ig_commutator,ig,0.95,-1.0,heun64,0.5,candidate,67.23965344258647,211.23322779624175,34.7733039855957,256.0,0.0,128.0,205.68125890009105
i30_ig_commutator_g3_p1,30,ig_commutator,ig,0.95,0.5,heun64,0.5,candidate,67.31001626445607,211.31040895680349,35.371337890625,256.0,0.0,128.0,206.69622569251806
i30_ig_commutator_g3_p2,30,ig_commutator,ig,0.95,1.0,heun64,0.5,candidate,67.43237305314676,211.21627419474987,35.56008529663086,256.0,0.0,128.0,206.03736441023648
i31_ig_condition_interaction_g0_p0,31,ig_condition_interaction,ig,0.5,0.5,heun64,0.5,candidate,61.19368316775768,208.8941257648538,39.07368087768555,192.0,0.0,64.0,152.27155461581424
i31_ig_condition_interaction_g0_p1,31,ig_condition_interaction,ig,0.5,1.0,heun64,0.5,candidate,59.64279866852587,213.07806379757642,44.282257080078125,192.0,0.0,64.0,149.16254903096706
i31_ig_condition_interaction_g0_p2,31,ig_condition_interaction,ig,0.5,1.5,heun64,0.5,candidate,70.24580085364244,225.11668118274292,38.974281311035156,192.0,0.0,64.0,148.8497397629544
i31_ig_condition_interaction_g1_p0,31,ig_condition_interaction,ig,0.65,0.5,heun64,0.5,candidate,59.19948619946405,208.28009285122585,40.72383499145508,192.0,0.0,64.0,150.93468685168773
i31_ig_condition_interaction_g1_p1,31,ig_condition_interaction,ig,0.65,1.0,heun64,0.5,candidate,55.54449319204747,211.00016919045572,47.56957244873047,192.0,0.0,64.0,151.4920639959164
i31_ig_condition_interaction_g1_p2,31,ig_condition_interaction,ig,0.65,1.5,heun64,0.5,candidate,68.29595546842245,225.36512622565783,40.463924407958984,192.0,0.0,64.0,167.83507587341592
i31_ig_condition_interaction_g2_p0,31,ig_condition_interaction,ig,0.8,0.5,heun64,0.5,candidate,58.29594765396672,208.362440152256,41.4752197265625,192.0,0.0,64.0,166.44059924874455
i31_ig_condition_interaction_g2_p1,31,ig_condition_interaction,ig,0.8,1.0,heun64,0.5,candidate,53.03363957906089,209.6213634680514,50.02397918701172,192.0,0.0,64.0,169.14719066256657
i31_ig_condition_interaction_g2_p2,31,ig_condition_interaction,ig,0.8,1.5,heun64,0.5,candidate,66.7820687344074,225.84019520372385,42.7177734375,192.0,0.0,64.0,168.5767971626483
i31_ig_condition_interaction_g3_p0,31,ig_condition_interaction,ig,0.95,0.5,heun64,0.5,candidate,58.14755747562282,209.76828055995156,42.262821197509766,192.0,0.0,64.0,167.44914176221937
i31_ig_condition_interaction_g3_p1,31,ig_condition_interaction,ig,0.95,1.0,heun64,0.5,candidate,51.14513045841886,208.55028632533367,52.285640716552734,192.0,0.0,64.0,166.79225905099884
i31_ig_condition_interaction_g3_p2,31,ig_condition_interaction,ig,0.95,1.5,heun64,0.5,candidate,65.75476190348803,226.24210688564483,44.136653900146484,192.0,0.0,64.0,167.50928651774302
i32_ig_remove_condition_overlap_g0_p0,32,ig_remove_condition_overlap,ig,0.5,0.25,heun64,0.5,candidate,68.93391089006792,209.65102434175196,33.21290588378906,192.0,0.0,64.0,166.45405254373327
i32_ig_remove_condition_overlap_g0_p1,32,ig_remove_condition_overlap,ig,0.5,0.5,heun64,0.5,candidate,71.53788135464436,209.80897268282467,31.697086334228516,192.0,0.0,64.0,168.0438255588524
i32_ig_remove_condition_overlap_g0_p2,32,ig_remove_condition_overlap,ig,0.5,1.0,heun64,0.5,candidate,78.19657003594148,210.38056384197978,29.182117462158203,192.0,0.0,64.0,168.83348274230957
i32_ig_remove_condition_overlap_g1_p0,32,ig_remove_condition_overlap,ig,0.65,0.25,heun64,0.5,candidate,67.89274947709578,208.9060255118527,34.18473815917969,192.0,0.0,64.0,165.82566066132858
i32_ig_remove_condition_overlap_g1_p1,32,ig_remove_condition_overlap,ig,0.65,0.5,heun64,0.5,candidate,70.94641930938724,208.91057124061308,31.953351974487305,192.0,0.0,64.0,167.8310859054327
i32_ig_remove_condition_overlap_g1_p2,32,ig_remove_condition_overlap,ig,0.65,1.0,heun64,0.5,candidate,78.17823115835625,209.37368518475625,28.1750431060791,192.0,0.0,64.0,166.09183142939582
i32_ig_remove_condition_overlap_g2_p0,32,ig_remove_condition_overlap,ig,0.8,0.25,heun64,0.5,candidate,68.67579153383468,209.30582353268983,33.556819915771484,192.0,0.0,64.0,147.73799537448213
i32_ig_remove_condition_overlap_g2_p1,32,ig_remove_condition_overlap,ig,0.8,0.5,heun64,0.5,candidate,71.59478157366618,209.2039890584308,31.677156448364258,192.0,0.0,64.0,145.38010004581884
i32_ig_remove_condition_overlap_g2_p2,32,ig_remove_condition_overlap,ig,0.8,1.0,heun64,0.5,candidate,79.10735373197781,209.29440365970754,27.09810447692871,192.0,0.0,64.0,146.54687147634104
i32_ig_remove_condition_overlap_g3_p0,32,ig_remove_condition_overlap,ig,0.95,0.25,heun64,0.5,candidate,69.94529454758373,210.9326234162438,32.967140197753906,192.0,0.0,64.0,169.73868565727025
i32_ig_remove_condition_overlap_g3_p1,32,ig_remove_condition_overlap,ig,0.95,0.5,heun64,0.5,candidate,73.09130466756255,210.79574240220563,31.403026580810547,192.0,0.0,64.0,169.50018794927746
i32_ig_remove_condition_overlap_g3_p2,32,ig_remove_condition_overlap,ig,0.95,1.0,heun64,0.5,candidate,81.39399095851718,210.4805637705232,26.909042358398438,192.0,0.0,64.0,169.97202948341146
i33_cfg_remove_capacity_overlap_g0_p0,33,cfg_remove_capacity_overlap,cfg,0.5,0.25,heun64,0.75,candidate,55.01406056433353,215.85075585265452,48.61039352416992,224.0,0.0,0.0,198.69158508908004
i33_cfg_remove_capacity_overlap_g0_p1,33,cfg_remove_capacity_overlap,cfg,0.5,0.5,heun64,0.75,candidate,55.241935811365806,216.44577340766466,48.602779388427734,224.0,0.0,0.0,198.28904991969466
i33_cfg_remove_capacity_overlap_g0_p2,33,cfg_remove_capacity_overlap,cfg,0.5,1.0,heun64,0.75,candidate,56.415922520143454,218.3559509883662,48.30623245239258,224.0,0.0,0.0,197.3891009357758
i33_cfg_remove_capacity_overlap_g1_p0,33,cfg_remove_capacity_overlap,cfg,1.0,0.25,heun64,0.75,candidate,47.20480536741263,211.381543005009,57.74456787109375,224.0,0.0,0.0,198.01439588563517
i33_cfg_remove_capacity_overlap_g1_p1,33,cfg_remove_capacity_overlap,cfg,1.0,0.5,heun64,0.75,candidate,47.29939825021961,212.2544183654818,57.582698822021484,224.0,0.0,0.0,198.1874740505591
i33_cfg_remove_capacity_overlap_g1_p2,33,cfg_remove_capacity_overlap,cfg,1.0,1.0,heun64,0.75,candidate,47.84378263426498,214.96573846303238,56.029991149902344,224.0,0.0,0.0,195.42285130219534
i33_cfg_remove_capacity_overlap_g2_p0,33,cfg_remove_capacity_overlap,cfg,1.5,0.25,heun64,0.75,candidate,46.90141843718419,209.0658410325576,62.243160247802734,224.0,0.0,0.0,199.51778516778722
i33_cfg_remove_capacity_overlap_g2_p1,33,cfg_remove_capacity_overlap,cfg,1.5,0.5,heun64,0.75,candidate,46.735752005293875,209.92220792823127,62.13815689086914,224.0,0.0,0.0,197.48749862564728
i33_cfg_remove_capacity_overlap_g2_p2,33,cfg_remove_capacity_overlap,cfg,1.5,1.0,heun64,0.75,candidate,46.67778461061573,212.65270092944945,61.49099349975586,224.0,0.0,0.0,198.23935925588012
i33_cfg_remove_capacity_overlap_g3_p0,33,cfg_remove_capacity_overlap,cfg,2.0,0.25,heun64,0.75,candidate,49.312053234325106,208.36167374952117,65.47128295898438,224.0,0.0,0.0,197.82834589621052
i33_cfg_remove_capacity_overlap_g3_p1,33,cfg_remove_capacity_overlap,cfg,2.0,0.5,heun64,0.75,candidate,49.30567416125086,208.8817801287538,65.59183502197266,224.0,0.0,0.0,197.30858618952334
i33_cfg_remove_capacity_overlap_g3_p2,33,cfg_remove_capacity_overlap,cfg,2.0,1.0,heun64,0.75,candidate,48.769139238879575,211.4472141496517,66.05522918701172,224.0,0.0,0.0,197.98207868356258
i34_ig_condition_guard_g0_p0,34,ig_condition_guard,ig,0.5,0.0,heun64,0.5,candidate,66.63899163107669,209.44737928816267,35.373939514160156,192.0,0.0,64.0,178.55565195390955
i34_ig_condition_guard_g0_p1,34,ig_condition_guard,ig,0.5,0.25,heun64,0.5,candidate,64.27351023153574,209.3690778928401,37.15238571166992,192.0,0.0,64.0,173.1278872252442
i34_ig_condition_guard_g0_p2,34,ig_condition_guard,ig,0.5,0.5,heun64,0.5,candidate,58.06075193639521,208.98115018825195,41.05876922607422,192.0,0.0,64.0,173.472949820105
i34_ig_condition_guard_g1_p0,34,ig_condition_guard,ig,0.65,0.0,heun64,0.5,candidate,65.05755593012844,209.01798624658045,35.35651397705078,192.0,0.0,64.0,174.45592086948454
i34_ig_condition_guard_g1_p1,34,ig_condition_guard,ig,0.65,0.25,heun64,0.5,candidate,61.76439103133407,208.9336825411891,38.110679626464844,192.0,0.0,64.0,170.7847190555185
i34_ig_condition_guard_g1_p2,34,ig_condition_guard,ig,0.65,0.5,heun64,0.5,candidate,55.40123473846114,208.88524636304032,42.713645935058594,192.0,0.0,64.0,169.27635981189087
i34_ig_condition_guard_g2_p0,34,ig_condition_guard,ig,0.8,0.0,heun64,0.5,candidate,65.36548651889063,209.49015721029764,35.35881423950195,192.0,0.0,64.0,172.12056815670803
i34_ig_condition_guard_g2_p1,34,ig_condition_guard,ig,0.8,0.25,heun64,0.5,candidate,61.305141117237554,209.6311651776989,38.62430953979492,192.0,0.0,64.0,170.36020289175212
i34_ig_condition_guard_g2_p2,34,ig_condition_guard,ig,0.8,0.5,heun64,0.5,candidate,54.301226163063575,209.92387107809202,44.3740234375,192.0,0.0,64.0,172.63969456776977
i34_ig_condition_guard_g3_p0,34,ig_condition_guard,ig,0.95,0.0,heun64,0.5,candidate,66.52101030610567,211.2749178415661,35.07337951660156,192.0,0.0,64.0,169.94327568542212
i34_ig_condition_guard_g3_p1,34,ig_condition_guard,ig,0.95,0.25,heun64,0.5,candidate,61.2283662470835,211.10142563437284,39.157100677490234,192.0,0.0,64.0,172.9409479596652
i34_ig_condition_guard_g3_p2,34,ig_condition_guard,ig,0.95,0.5,heun64,0.5,candidate,54.0039439444908,211.89473345582746,46.41344451904297,192.0,0.0,64.0,150.4385146643035
i35_ig_cfg_pcgrad_g0_p0,35,ig_cfg_pcgrad,ig,0.5,0.25,heun64,0.5,candidate,62.12168214374714,208.94504610847923,37.93844985961914,192.0,0.0,64.0,148.2249053902924
i35_ig_cfg_pcgrad_g0_p1,35,ig_cfg_pcgrad,ig,0.5,0.5,heun64,0.5,candidate,58.38015493238311,208.54394880977418,39.777015686035156,192.0,0.0,64.0,149.77020487375557
i35_ig_cfg_pcgrad_g0_p2,35,ig_cfg_pcgrad,ig,0.5,1.0,heun64,0.5,candidate,54.61834479029528,208.2832712801344,44.935150146484375,192.0,0.0,64.0,147.6165717933327
i35_ig_cfg_pcgrad_g1_p0,35,ig_cfg_pcgrad,ig,0.65,0.25,heun64,0.5,candidate,60.33791401805115,208.72110142432382,39.42531967163086,192.0,0.0,64.0,146.5703330305405
i35_ig_cfg_pcgrad_g1_p1,35,ig_cfg_pcgrad,ig,0.65,0.5,heun64,0.5,candidate,57.207139933311,208.81810892312683,40.984066009521484,192.0,0.0,64.0,147.9915969944559
i35_ig_cfg_pcgrad_g1_p2,35,ig_cfg_pcgrad,ig,0.65,1.0,heun64,0.5,candidate,53.17209218243522,209.11064719153433,47.13692092895508,192.0,0.0,64.0,145.59637403814122
i35_ig_cfg_pcgrad_g2_p0,35,ig_cfg_pcgrad,ig,0.8,0.25,heun64,0.5,candidate,60.250544968077975,209.75060917257213,40.06669235229492,192.0,0.0,64.0,147.69402264198288
i35_ig_cfg_pcgrad_g2_p1,35,ig_cfg_pcgrad,ig,0.8,0.5,heun64,0.5,candidate,57.134521765832005,210.60757760492424,41.650489807128906,192.0,0.0,64.0,146.51273186784238
i35_ig_cfg_pcgrad_g2_p2,35,ig_cfg_pcgrad,ig,0.8,1.0,heun64,0.5,candidate,53.27213526916711,211.334019817966,48.255802154541016,192.0,0.0,64.0,148.80031106760725
i35_ig_cfg_pcgrad_g3_p0,35,ig_cfg_pcgrad,ig,0.95,0.25,heun64,0.5,candidate,60.59870146091555,211.95955660391598,39.69878005981445,192.0,0.0,64.0,148.6487033655867
i35_ig_cfg_pcgrad_g3_p1,35,ig_cfg_pcgrad,ig,0.95,0.5,heun64,0.5,candidate,57.821253991788694,212.83399594440561,43.240806579589844,192.0,0.0,64.0,150.4654331188649
i35_ig_cfg_pcgrad_g3_p2,35,ig_cfg_pcgrad,ig,0.95,1.0,heun64,0.5,candidate,54.76183728589319,214.70290325874305,48.22991180419922,192.0,0.0,64.0,148.91113844746724
i36_cfg_alt_class_reference_g0_p0,36,cfg_alt_class_reference,cfg,0.5,1.0,heun64,0.75,candidate,55.027778157283365,210.82995372009339,44.876853942871094,224.0,0.0,0.0,165.20458849798888
i36_cfg_alt_class_reference_g0_p1,36,cfg_alt_class_reference,cfg,0.5,2.0,heun64,0.75,candidate,53.78129075797199,210.59884419401817,46.33216094970703,320.0,0.0,96.0,224.7757677794434
i36_cfg_alt_class_reference_g0_p2,36,cfg_alt_class_reference,cfg,0.5,4.0,heun64,0.75,candidate,53.17802543321034,211.01932648520688,46.45813751220703,512.0,0.0,288.0,337.6008211178705
i36_cfg_alt_class_reference_g1_p0,36,cfg_alt_class_reference,cfg,1.0,1.0,heun64,0.75,candidate,48.338938233902525,206.4623568026127,52.38161087036133,224.0,0.0,0.0,167.27612267900258
i36_cfg_alt_class_reference_g1_p1,36,cfg_alt_class_reference,cfg,1.0,2.0,heun64,0.75,candidate,47.96189968593217,207.09632242351552,55.80849075317383,320.0,0.0,96.0,220.7703209160827
i36_cfg_alt_class_reference_g1_p2,36,cfg_alt_class_reference,cfg,1.0,4.0,heun64,0.75,candidate,47.62111795145063,207.28979317666767,54.1456413269043,512.0,0.0,288.0,335.95019813161343
i36_cfg_alt_class_reference_g2_p0,36,cfg_alt_class_reference,cfg,1.5,1.0,heun64,0.75,candidate,49.145525711374944,207.09615604272085,56.282012939453125,224.0,0.0,0.0,164.0104846097529
i36_cfg_alt_class_reference_g2_p1,36,cfg_alt_class_reference,cfg,1.5,2.0,heun64,0.75,candidate,48.75613216063692,207.77788699093549,60.51094436645508,320.0,0.0,96.0,240.2055003219284
i36_cfg_alt_class_reference_g2_p2,36,cfg_alt_class_reference,cfg,1.5,4.0,heun64,0.75,candidate,48.78321242537572,207.8372858815378,59.234737396240234,512.0,0.0,288.0,397.2076539392583
i36_cfg_alt_class_reference_g3_p0,36,cfg_alt_class_reference,cfg,2.0,1.0,heun64,0.75,candidate,51.20760787520305,209.1595323376979,57.18935012817383,224.0,0.0,0.0,189.12767584389076
i36_cfg_alt_class_reference_g3_p1,36,cfg_alt_class_reference,cfg,2.0,2.0,heun64,0.75,candidate,51.30055160375832,209.08078168404904,59.97134017944336,320.0,0.0,96.0,261.10827627871186
i36_cfg_alt_class_reference_g3_p2,36,cfg_alt_class_reference,cfg,2.0,4.0,heun64,0.75,candidate,51.88816893029184,209.2410186678104,62.605804443359375,512.0,0.0,288.0,399.1273279036395
i37_cfg_symmetric_condition_response_g0_p0,37,cfg_symmetric_condition_response,cfg,0.5,0.25,heun64,0.75,candidate,60.890308445726134,214.79317817453568,40.58950424194336,416.0,0.0,192.0,333.4855243009515
i37_cfg_symmetric_condition_response_g0_p1,37,cfg_symmetric_condition_response,cfg,0.5,0.5,heun64,0.75,candidate,60.01866012063772,214.34888715357226,41.3589973449707,416.0,0.0,192.0,335.10855308175087
i37_cfg_symmetric_condition_response_g0_p2,37,cfg_symmetric_condition_response,cfg,0.5,0.75,heun64,0.75,candidate,59.2825532319556,213.90902434719396,41.915443420410156,416.0,0.0,192.0,333.4735922431573
i37_cfg_symmetric_condition_response_g1_p0,37,cfg_symmetric_condition_response,cfg,1.0,0.25,heun64,0.75,candidate,52.600534980995405,210.5821715001132,48.76677322387695,416.0,0.0,192.0,333.78890062496066
i37_cfg_symmetric_condition_response_g1_p1,37,cfg_symmetric_condition_response,cfg,1.0,0.5,heun64,0.75,candidate,51.867541047893326,210.30655821731193,50.067344665527344,416.0,0.0,192.0,337.03688540961593
i37_cfg_symmetric_condition_response_g1_p2,37,cfg_symmetric_condition_response,cfg,1.0,0.75,heun64,0.75,candidate,51.09969441814758,210.12766973298665,49.608829498291016,416.0,0.0,192.0,336.72620673291385
i37_cfg_symmetric_condition_response_g2_p0,37,cfg_symmetric_condition_response,cfg,1.5,0.25,heun64,0.75,candidate,48.54607925282363,209.32320941231114,52.80179214477539,416.0,0.0,192.0,333.9533050879836
i37_cfg_symmetric_condition_response_g2_p1,37,cfg_symmetric_condition_response,cfg,1.5,0.5,heun64,0.75,candidate,48.166980294499126,209.3394185714144,53.58485412597656,416.0,0.0,192.0,333.4151482442394
i37_cfg_symmetric_condition_response_g2_p2,37,cfg_symmetric_condition_response,cfg,1.5,0.75,heun64,0.75,candidate,47.792209473198625,209.25454831236084,53.875465393066406,416.0,0.0,192.0,334.22116175526753
i37_cfg_symmetric_condition_response_g3_p0,37,cfg_symmetric_condition_response,cfg,2.0,0.25,heun64,0.75,candidate,47.94529673974188,210.29244547014434,56.76591491699219,416.0,0.0,192.0,334.33750526607037
i37_cfg_symmetric_condition_response_g3_p1,37,cfg_symmetric_condition_response,cfg,2.0,0.5,heun64,0.75,candidate,47.637898237206514,210.50593398130195,57.35320281982422,416.0,0.0,192.0,333.638664111495
i37_cfg_symmetric_condition_response_g3_p2,37,cfg_symmetric_condition_response,cfg,2.0,0.75,heun64,0.75,candidate,47.80604742854365,210.0856278276583,57.985782623291016,416.0,0.0,192.0,337.1830618157983
i38_cfg_condition_secant_g0_p0,38,cfg_condition_secant,cfg,0.5,0.5,heun64,0.75,candidate,57.39124668330078,214.49840363217515,44.74834442138672,320.0,0.0,96.0,262.50425063911825
i38_cfg_condition_secant_g0_p1,38,cfg_condition_secant,cfg,0.5,1.5,heun64,0.75,candidate,56.12493087912611,217.32589303764905,47.53030014038086,320.0,0.0,96.0,261.62923420080915
i38_cfg_condition_secant_g0_p2,38,cfg_condition_secant,cfg,0.5,2.0,heun64,0.75,candidate,62.75488113837355,221.4877158533734,44.55181121826172,320.0,0.0,96.0,264.0828891978599
i38_cfg_condition_secant_g1_p0,38,cfg_condition_secant,cfg,1.0,0.5,heun64,0.75,candidate,48.79422912935826,210.54340245807578,53.633216857910156,320.0,0.0,96.0,264.5098188868724
i38_cfg_condition_secant_g1_p1,38,cfg_condition_secant,cfg,1.0,1.5,heun64,0.75,candidate,48.24261518311852,212.24033322299226,57.749114990234375,320.0,0.0,96.0,261.4398392736912
i38_cfg_condition_secant_g1_p2,38,cfg_condition_secant,cfg,1.0,2.0,heun64,0.75,candidate,53.38035646307537,219.30408371985766,53.7693977355957,320.0,0.0,96.0,261.5951794194989
i38_cfg_condition_secant_g2_p0,38,cfg_condition_secant,cfg,1.5,0.5,heun64,0.75,candidate,46.071716098886895,208.84740000131671,58.32244873046875,320.0,0.0,96.0,265.9451556010172
i38_cfg_condition_secant_g2_p1,38,cfg_condition_secant,cfg,1.5,1.5,heun64,0.75,candidate,48.227843841625656,209.19297893448447,64.65253448486328,320.0,0.0,96.0,264.1965725538321
i38_cfg_condition_secant_g2_p2,38,cfg_condition_secant,cfg,1.5,2.0,heun64,0.75,candidate,50.95870176558185,216.37427001483252,62.10311508178711,320.0,0.0,96.0,262.5177158336155
i38_cfg_condition_secant_g3_p0,38,cfg_condition_secant,cfg,2.0,0.5,heun64,0.75,candidate,46.94801746099165,208.8575163470539,63.15944290161133,320.0,0.0,96.0,262.57362101227045
i38_cfg_condition_secant_g3_p1,38,cfg_condition_secant,cfg,2.0,1.5,heun64,0.75,candidate,51.3430911085469,207.65543389696063,68.28802490234375,320.0,0.0,96.0,265.212386705447
i38_cfg_condition_secant_g3_p2,38,cfg_condition_secant,cfg,2.0,2.0,heun64,0.75,candidate,52.21010766693769,213.80476635878063,64.99787139892578,320.0,0.0,96.0,262.6642385958694
i39_ig_soft_pag_g0_p0,39,ig_soft_pag,ig,0.5,0.1,heun64,0.5,candidate,69.02148776483318,205.7927967171944,32.425357818603516,128.0,64.0,0.0,140.96987470751628
i39_ig_soft_pag_g0_p1,39,ig_soft_pag,ig,0.5,0.3,heun64,0.5,candidate,73.01482602164577,204.3889366632202,31.052688598632812,128.0,64.0,0.0,140.620984619949
i39_ig_soft_pag_g0_p2,39,ig_soft_pag,ig,0.5,0.5,heun64,0.5,candidate,75.23502123793833,204.03385567555222,30.16084098815918,128.0,64.0,0.0,141.26557306572795
i39_ig_soft_pag_g1_p0,39,ig_soft_pag,ig,0.65,0.1,heun64,0.5,candidate,68.707760084126,205.83701257579332,32.28150939941406,128.0,64.0,0.0,141.62901627412066
i39_ig_soft_pag_g1_p1,39,ig_soft_pag,ig,0.65,0.3,heun64,0.5,candidate,73.95160183227767,204.2099464372336,30.857717514038086,128.0,64.0,0.0,141.67392158089206
i39_ig_soft_pag_g1_p2,39,ig_soft_pag,ig,0.65,0.5,heun64,0.5,candidate,77.02822275587909,203.75377314899924,30.225046157836914,128.0,64.0,0.0,141.04221458127722
i39_ig_soft_pag_g2_p0,39,ig_soft_pag,ig,0.8,0.1,heun64,0.5,candidate,70.007887972655,207.46200973120915,33.9469108581543,128.0,64.0,0.0,140.9652921659872
i39_ig_soft_pag_g2_p1,39,ig_soft_pag,ig,0.8,0.3,heun64,0.5,candidate,74.73934198763561,205.7155809551225,31.443561553955078,128.0,64.0,0.0,140.73086649971083
i39_ig_soft_pag_g2_p2,39,ig_soft_pag,ig,0.8,0.5,heun64,0.5,candidate,78.4297162412322,205.04437358952464,30.34342384338379,128.0,64.0,0.0,141.17566919978708
i39_ig_soft_pag_g3_p0,39,ig_soft_pag,ig,0.95,0.1,heun64,0.5,candidate,71.36530396714653,210.02036842361986,33.097530364990234,128.0,64.0,0.0,141.03895283397287
i39_ig_soft_pag_g3_p1,39,ig_soft_pag,ig,0.95,0.3,heun64,0.5,candidate,77.15863753380643,208.22292275261498,30.894624710083008,128.0,64.0,0.0,141.00892587611452
