arm,idea,key,source,strength,theta,solver,cutoff,role,fid,sfid,inception_score,full_calls_per_image,prefix_calls_per_image,auxiliary_full_calls_per_image,sum_batch_gpu_seconds
i39_ig_soft_pag_g3_p2,39,ig_soft_pag,ig,0.95,0.5,heun64,0.5,candidate,81.22194181305639,207.55619314362616,29.145336151123047,128.0,64.0,0.0,140.88811979582533
i40_ig_local_attention_g0_p0,40,ig_local_attention,ig,0.5,0.5,heun64,0.5,candidate,66.51455316716613,209.42462365354413,34.890235900878906,128.0,64.0,0.0,142.7822684776038
i40_ig_local_attention_g0_p1,40,ig_local_attention,ig,0.5,2.0,heun64,0.5,candidate,66.07241681422579,209.1887150947116,34.964698791503906,128.0,64.0,0.0,141.69563181046396
i40_ig_local_attention_g0_p2,40,ig_local_attention,ig,0.5,8.0,heun64,0.5,candidate,66.23334837616449,208.83026786822643,34.549835205078125,128.0,64.0,0.0,142.0029223151505
i40_ig_local_attention_g1_p0,40,ig_local_attention,ig,0.65,0.5,heun64,0.5,candidate,64.89623308582782,209.00141094625167,35.3499641418457,128.0,64.0,0.0,141.80696629919112
i40_ig_local_attention_g1_p1,40,ig_local_attention,ig,0.65,2.0,heun64,0.5,candidate,64.59766465810253,208.73038574329223,35.755958557128906,128.0,64.0,0.0,142.44129004888237
i40_ig_local_attention_g1_p2,40,ig_local_attention,ig,0.65,8.0,heun64,0.5,candidate,64.82415201418053,208.2380380450071,34.72911071777344,128.0,64.0,0.0,142.62261169217527
i40_ig_local_attention_g2_p0,40,ig_local_attention,ig,0.8,0.5,heun64,0.5,candidate,65.40332258750743,209.231463277662,35.295997619628906,128.0,64.0,0.0,142.59298011567444
i40_ig_local_attention_g2_p1,40,ig_local_attention,ig,0.8,2.0,heun64,0.5,candidate,63.88701978737396,209.58321406523203,35.416378021240234,128.0,64.0,0.0,140.46468422329053
i40_ig_local_attention_g2_p2,40,ig_local_attention,ig,0.8,8.0,heun64,0.5,candidate,64.80570609276077,209.3973118336969,33.96958923339844,128.0,64.0,0.0,142.22358243074268
i40_ig_local_attention_g3_p0,40,ig_local_attention,ig,0.95,0.5,heun64,0.5,candidate,66.39208009253741,211.18096199538877,34.82819366455078,128.0,64.0,0.0,140.65784443821758
i40_ig_local_attention_g3_p1,40,ig_local_attention,ig,0.95,2.0,heun64,0.5,candidate,65.19303644071857,211.89034075949553,35.519351959228516,128.0,64.0,0.0,142.37923532677814
i40_ig_local_attention_g3_p2,40,ig_local_attention,ig,0.95,8.0,heun64,0.5,candidate,65.6424773589132,211.16968526091046,33.870079040527344,128.0,64.0,0.0,140.4461904852651
i41_ig_entropy_reference_g0_p0,41,ig_entropy_reference,ig,0.5,0.8,heun64,0.5,candidate,68.86470982013827,211.18568446249265,34.8880729675293,128.0,64.0,0.0,139.15664780605584
i41_ig_entropy_reference_g0_p1,41,ig_entropy_reference,ig,0.5,0.6,heun64,0.5,candidate,72.23073002057845,212.56523656039587,33.110328674316406,128.0,64.0,0.0,137.3986029215157
i41_ig_entropy_reference_g0_p2,41,ig_entropy_reference,ig,0.5,0.4,heun64,0.5,candidate,74.46857785644363,213.46689104919744,31.074005126953125,128.0,64.0,0.0,139.22505823802203
i41_ig_entropy_reference_g1_p0,41,ig_entropy_reference,ig,0.65,0.8,heun64,0.5,candidate,67.78358249301618,210.68899279162918,34.96305465698242,128.0,64.0,0.0,137.36652108607814
i41_ig_entropy_reference_g1_p1,41,ig_entropy_reference,ig,0.65,0.6,heun64,0.5,candidate,71.24960368221457,211.58236624500103,32.83081817626953,128.0,64.0,0.0,140.11041548056528
i41_ig_entropy_reference_g1_p2,41,ig_entropy_reference,ig,0.65,0.4,heun64,0.5,candidate,73.75209838481851,212.40501130538223,30.350622177124023,128.0,64.0,0.0,137.07888711616397
i41_ig_entropy_reference_g2_p0,41,ig_entropy_reference,ig,0.8,0.8,heun64,0.5,candidate,68.1566698783979,211.21561992873728,34.192169189453125,128.0,64.0,0.0,138.96363847330213
i41_ig_entropy_reference_g2_p1,41,ig_entropy_reference,ig,0.8,0.6,heun64,0.5,candidate,71.78450173416911,211.66486295236393,31.82309913635254,128.0,64.0,0.0,136.9475676030852
i41_ig_entropy_reference_g2_p2,41,ig_entropy_reference,ig,0.8,0.4,heun64,0.5,candidate,75.1609390292491,212.27175543460078,30.644506454467773,128.0,64.0,0.0,139.41636441089213
i41_ig_entropy_reference_g3_p0,41,ig_entropy_reference,ig,0.95,0.8,heun64,0.5,candidate,69.06723288580838,212.58364568498064,32.40810775756836,128.0,64.0,0.0,136.48925851657987
i41_ig_entropy_reference_g3_p1,41,ig_entropy_reference,ig,0.95,0.6,heun64,0.5,candidate,72.82718726375475,212.59284162920187,31.50513458251953,128.0,64.0,0.0,139.12941964017227
i41_ig_entropy_reference_g3_p2,41,ig_entropy_reference,ig,0.95,0.4,heun64,0.5,candidate,77.25173759213169,212.77103283396468,30.06087303161621,128.0,64.0,0.0,138.6362210251391
i42_ig_query_contrast_g0_p0,42,ig_query_contrast,ig,0.5,0.1,heun64,0.5,candidate,67.26458220298014,210.43817818276682,34.99831008911133,128.0,64.0,0.0,140.4968061838299
i42_ig_query_contrast_g0_p1,42,ig_query_contrast,ig,0.5,0.3,heun64,0.5,candidate,70.44282781678078,211.59080677871452,33.8663330078125,128.0,64.0,0.0,141.06331196799874
i42_ig_query_contrast_g0_p2,42,ig_query_contrast,ig,0.5,0.5,heun64,0.5,candidate,73.08174162963712,212.69758656061265,31.8218936920166,128.0,64.0,0.0,141.03877715812996
i42_ig_query_contrast_g1_p0,42,ig_query_contrast,ig,0.65,0.1,heun64,0.5,candidate,65.84929451687617,209.9942389545006,35.271366119384766,128.0,64.0,0.0,140.67813572334126
i42_ig_query_contrast_g1_p1,42,ig_query_contrast,ig,0.65,0.3,heun64,0.5,candidate,69.6042996873577,210.96120644655286,33.85151290893555,128.0,64.0,0.0,141.4522267067805
i42_ig_query_contrast_g1_p2,42,ig_query_contrast,ig,0.65,0.5,heun64,0.5,candidate,72.68479454647007,211.8133632303692,32.05593490600586,128.0,64.0,0.0,141.23401129385456
i42_ig_query_contrast_g2_p0,42,ig_query_contrast,ig,0.8,0.1,heun64,0.5,candidate,66.44357345064208,210.6752793409703,34.689449310302734,128.0,64.0,0.0,141.07889276882634
i42_ig_query_contrast_g2_p1,42,ig_query_contrast,ig,0.8,0.3,heun64,0.5,candidate,70.20099433530362,211.32140954990382,32.6531982421875,128.0,64.0,0.0,141.09527745423838
i42_ig_query_contrast_g2_p2,42,ig_query_contrast,ig,0.8,0.5,heun64,0.5,candidate,73.4756262567243,211.8462943474517,31.63851547241211,128.0,64.0,0.0,140.81850152136758
i42_ig_query_contrast_g3_p0,42,ig_query_contrast,ig,0.95,0.1,heun64,0.5,candidate,68.1525411902129,212.24517725697024,34.32585906982422,128.0,64.0,0.0,140.75159398792312
i42_ig_query_contrast_g3_p1,42,ig_query_contrast,ig,0.95,0.3,heun64,0.5,candidate,71.13033320398131,212.5536051055841,31.75580406188965,128.0,64.0,0.0,140.82220077654347
i42_ig_query_contrast_g3_p2,42,ig_query_contrast,ig,0.95,0.5,heun64,0.5,candidate,75.20440233807687,212.77085191116726,30.850543975830078,128.0,64.0,0.0,140.90736124990508
i43_ig_value_contrast_g0_p0,43,ig_value_contrast,ig,0.5,0.1,heun64,0.5,candidate,67.66153888362328,210.92849205993662,35.192691802978516,128.0,64.0,0.0,140.14171564532444
i43_ig_value_contrast_g0_p1,43,ig_value_contrast,ig,0.5,0.3,heun64,0.5,candidate,71.79089126221004,212.99861163835715,33.15353775024414,128.0,64.0,0.0,141.38725917367265
i43_ig_value_contrast_g0_p2,43,ig_value_contrast,ig,0.5,0.5,heun64,0.5,candidate,74.96610265341667,214.10599087181492,30.79582405090332,128.0,64.0,0.0,140.2598857609555
i43_ig_value_contrast_g1_p0,43,ig_value_contrast,ig,0.65,0.1,heun64,0.5,candidate,66.4494207446835,210.44920658420983,35.302005767822266,128.0,64.0,0.0,140.60819497937337
i43_ig_value_contrast_g1_p1,43,ig_value_contrast,ig,0.65,0.3,heun64,0.5,candidate,70.74015275511897,211.8517035815048,32.87102127075195,128.0,64.0,0.0,140.4733160259202
i43_ig_value_contrast_g1_p2,43,ig_value_contrast,ig,0.65,0.5,heun64,0.5,candidate,74.35951651460414,213.15969017136047,30.42203140258789,128.0,64.0,0.0,141.40417496534064
i43_ig_value_contrast_g2_p0,43,ig_value_contrast,ig,0.8,0.1,heun64,0.5,candidate,66.47240674287389,211.09994896329158,35.18568801879883,128.0,64.0,0.0,139.41673660976812
i43_ig_value_contrast_g2_p1,43,ig_value_contrast,ig,0.8,0.3,heun64,0.5,candidate,71.05276325906289,211.94319211700906,32.07515335083008,128.0,64.0,0.0,140.89355729473755
i43_ig_value_contrast_g2_p2,43,ig_value_contrast,ig,0.8,0.5,heun64,0.5,candidate,75.33564384037305,212.86738714367152,31.265844345092773,128.0,64.0,0.0,138.3832583320327
i43_ig_value_contrast_g3_p0,43,ig_value_contrast,ig,0.95,0.1,heun64,0.5,candidate,68.10120074331013,212.65285582996898,33.24069595336914,128.0,64.0,0.0,141.37826723372564
i43_ig_value_contrast_g3_p1,43,ig_value_contrast,ig,0.95,0.3,heun64,0.5,candidate,72.65375081784703,213.14915398718654,31.930116653442383,128.0,64.0,0.0,138.946820480749
i43_ig_value_contrast_g3_p2,43,ig_value_contrast,ig,0.95,0.5,heun64,0.5,candidate,77.19173788354095,213.2281247021756,30.438907623291016,128.0,64.0,0.0,141.20432496303692
i44_ig_attention_head_dropout_g0_p0,44,ig_attention_head_dropout,ig,0.5,1.0,heun64,0.5,candidate,69.06055785368301,210.2029821047514,33.802040100097656,128.0,64.0,0.0,138.74144020164385
i44_ig_attention_head_dropout_g0_p1,44,ig_attention_head_dropout,ig,0.5,2.0,heun64,0.5,candidate,71.4866945643804,210.89026292881886,32.71692657470703,128.0,64.0,0.0,140.3104132139124
i44_ig_attention_head_dropout_g0_p2,44,ig_attention_head_dropout,ig,0.5,3.0,heun64,0.5,candidate,74.41686195721991,211.57827735782382,32.04892349243164,128.0,64.0,0.0,139.07870376389474
i44_ig_attention_head_dropout_g1_p0,44,ig_attention_head_dropout,ig,0.65,1.0,heun64,0.5,candidate,68.19382493156286,209.3167433881797,35.24611282348633,128.0,64.0,0.0,140.57156797870994
i44_ig_attention_head_dropout_g1_p1,44,ig_attention_head_dropout,ig,0.65,2.0,heun64,0.5,candidate,71.15295659898766,210.00964456547229,33.170223236083984,128.0,64.0,0.0,138.23175636027008
i44_ig_attention_head_dropout_g1_p2,44,ig_attention_head_dropout,ig,0.65,3.0,heun64,0.5,candidate,74.11382562521317,210.5267930823735,31.995826721191406,128.0,64.0,0.0,141.1110486765392
i44_ig_attention_head_dropout_g2_p0,44,ig_attention_head_dropout,ig,0.8,1.0,heun64,0.5,candidate,68.55606623702272,209.74554028898433,34.5920524597168,128.0,64.0,0.0,138.98104271525517
i44_ig_attention_head_dropout_g2_p1,44,ig_attention_head_dropout,ig,0.8,2.0,heun64,0.5,candidate,71.79062928102695,209.86295250040098,33.33622741699219,128.0,64.0,0.0,141.53080496331677
i44_ig_attention_head_dropout_g2_p2,44,ig_attention_head_dropout,ig,0.8,3.0,heun64,0.5,candidate,74.70743046379295,209.98088460447684,32.4325065612793,128.0,64.0,0.0,139.14803055720404
i44_ig_attention_head_dropout_g3_p0,44,ig_attention_head_dropout,ig,0.95,1.0,heun64,0.5,candidate,69.58002309679455,211.2346835915905,33.80879592895508,128.0,64.0,0.0,140.85709682665765
i44_ig_attention_head_dropout_g3_p1,44,ig_attention_head_dropout,ig,0.95,2.0,heun64,0.5,candidate,72.57163871229159,210.99625527110595,33.31808090209961,128.0,64.0,0.0,139.48426298238337
i44_ig_attention_head_dropout_g3_p2,44,ig_attention_head_dropout,ig,0.95,3.0,heun64,0.5,candidate,76.55707391281868,210.5246122815895,31.891183853149414,128.0,64.0,0.0,128.2933899499476
i45_ig_mlp_contraction_g0_p0,45,ig_mlp_contraction,ig,0.5,0.05,heun64,0.5,candidate,66.75401644254555,208.982833684948,34.957847595214844,128.0,64.0,0.0,127.57214933866635
i45_ig_mlp_contraction_g0_p1,45,ig_mlp_contraction,ig,0.5,0.15,heun64,0.5,candidate,66.57989332014262,208.10371977876082,34.74912643432617,128.0,64.0,0.0,124.31253688037395
i45_ig_mlp_contraction_g0_p2,45,ig_mlp_contraction,ig,0.5,0.3,heun64,0.5,candidate,67.14121554979909,207.5179300555344,33.897850036621094,128.0,64.0,0.0,132.7387543208897
i45_ig_mlp_contraction_g1_p0,45,ig_mlp_contraction,ig,0.65,0.05,heun64,0.5,candidate,65.1859605271701,208.47788229677928,35.04025650024414,128.0,64.0,0.0,138.6723459251225
i45_ig_mlp_contraction_g1_p1,45,ig_mlp_contraction,ig,0.65,0.15,heun64,0.5,candidate,65.51536330069439,207.5442137331188,35.99128341674805,128.0,64.0,0.0,139.79395834775642
i45_ig_mlp_contraction_g1_p2,45,ig_mlp_contraction,ig,0.65,0.3,heun64,0.5,candidate,65.81883315319175,207.2427661686462,34.6306266784668,128.0,64.0,0.0,141.14649302745238
i45_ig_mlp_contraction_g2_p0,45,ig_mlp_contraction,ig,0.8,0.05,heun64,0.5,candidate,65.56319653147943,208.97525761167128,35.06037902832031,128.0,64.0,0.0,141.30574811343104
i45_ig_mlp_contraction_g2_p1,45,ig_mlp_contraction,ig,0.8,0.15,heun64,0.5,candidate,65.79798413118175,208.7960280202866,35.87437057495117,128.0,64.0,0.0,140.96277457941324
i45_ig_mlp_contraction_g2_p2,45,ig_mlp_contraction,ig,0.8,0.3,heun64,0.5,candidate,66.78602003457934,208.750684371788,34.83371353149414,128.0,64.0,0.0,139.99464078387246
i45_ig_mlp_contraction_g3_p0,45,ig_mlp_contraction,ig,0.95,0.05,heun64,0.5,candidate,66.715009223523,211.11775044079377,34.6536750793457,128.0,64.0,0.0,140.08292193897069
i45_ig_mlp_contraction_g3_p1,45,ig_mlp_contraction,ig,0.95,0.15,heun64,0.5,candidate,67.0806097482972,211.0836477775041,34.8139533996582,128.0,64.0,0.0,142.5140796881169
i45_ig_mlp_contraction_g3_p2,45,ig_mlp_contraction,ig,0.95,0.3,heun64,0.5,candidate,68.69220522721923,211.23115038313733,34.4217414855957,128.0,64.0,0.0,142.2420565164648
i46_ig_value_permutation_g0_p0,46,ig_value_permutation,ig,0.5,0.05,heun64,0.5,candidate,67.07172765724431,210.30416292113978,35.114959716796875,128.0,64.0,0.0,144.0607395763509
i46_ig_value_permutation_g0_p1,46,ig_value_permutation,ig,0.5,0.15,heun64,0.5,candidate,68.64793152923698,211.26613585218684,34.68815231323242,128.0,64.0,0.0,144.19861312722787
i46_ig_value_permutation_g0_p2,46,ig_value_permutation,ig,0.5,0.3,heun64,0.5,candidate,71.43328011805909,212.3567325691106,33.19620132446289,128.0,64.0,0.0,144.67082574451342
i46_ig_value_permutation_g1_p0,46,ig_value_permutation,ig,0.65,0.05,heun64,0.5,candidate,65.55255733105395,209.81987208475107,35.266056060791016,128.0,64.0,0.0,142.30084274942055
i46_ig_value_permutation_g1_p1,46,ig_value_permutation,ig,0.65,0.15,heun64,0.5,candidate,67.85395469506227,210.5934336593058,35.337467193603516,128.0,64.0,0.0,143.21779637085274
i46_ig_value_permutation_g1_p2,46,ig_value_permutation,ig,0.65,0.3,heun64,0.5,candidate,70.67644712680953,211.24472414034744,33.45772933959961,128.0,64.0,0.0,145.4967766199261
i46_ig_value_permutation_g2_p0,46,ig_value_permutation,ig,0.8,0.05,heun64,0.5,candidate,65.9029405041934,210.41086658293898,34.630035400390625,128.0,64.0,0.0,143.22028454160318
i46_ig_value_permutation_g2_p1,46,ig_value_permutation,ig,0.8,0.15,heun64,0.5,candidate,68.09436349830969,211.27447444686698,34.526405334472656,128.0,64.0,0.0,143.27405684394762
i46_ig_value_permutation_g2_p2,46,ig_value_permutation,ig,0.8,0.3,heun64,0.5,candidate,71.05871889581579,211.36953819214978,32.58070755004883,128.0,64.0,0.0,145.0433999109082
i46_ig_value_permutation_g3_p0,46,ig_value_permutation,ig,0.95,0.05,heun64,0.5,candidate,67.45671506608824,211.82265403659994,34.19729232788086,128.0,64.0,0.0,143.10823497641832
i46_ig_value_permutation_g3_p1,46,ig_value_permutation,ig,0.95,0.15,heun64,0.5,candidate,69.16579476043444,212.65424099402742,32.279449462890625,128.0,64.0,0.0,144.54675978748128
i46_ig_value_permutation_g3_p2,46,ig_value_permutation,ig,0.95,0.3,heun64,0.5,candidate,72.2326670875998,212.28084548192624,32.37305450439453,128.0,64.0,0.0,143.5257214247249
i47_ig_response_metric_g0_p0,47,ig_response_metric,ig,0.5,0.1,heun64,0.5,candidate,67.97317864629633,210.13579646210133,34.26724624633789,256.0,0.0,128.0,221.77393580693752
i47_ig_response_metric_g0_p1,47,ig_response_metric,ig,0.5,0.5,heun64,0.5,candidate,71.86423425787359,212.625000249707,32.68330383300781,256.0,0.0,128.0,220.38328713318333
i47_ig_response_metric_g0_p2,47,ig_response_metric,ig,0.5,2.0,heun64,0.5,candidate,78.21425063130965,217.31148758252698,30.69496726989746,256.0,0.0,128.0,221.6823417255655
i47_ig_response_metric_g1_p0,47,ig_response_metric,ig,0.65,0.1,heun64,0.5,candidate,65.89976021531982,209.00043183102207,35.339111328125,256.0,0.0,128.0,219.39830822031945
i47_ig_response_metric_g1_p1,47,ig_response_metric,ig,0.65,0.5,heun64,0.5,candidate,69.37260121467796,210.8430034997058,33.53730392456055,256.0,0.0,128.0,222.03272493137047
i47_ig_response_metric_g1_p2,47,ig_response_metric,ig,0.65,2.0,heun64,0.5,candidate,76.69623729175669,215.98895839275986,31.01709747314453,256.0,0.0,128.0,223.0454303091392
i47_ig_response_metric_g2_p0,47,ig_response_metric,ig,0.8,0.1,heun64,0.5,candidate,65.29610145954479,208.91285643603658,35.094825744628906,256.0,0.0,128.0,222.26080489251763
i47_ig_response_metric_g2_p1,47,ig_response_metric,ig,0.8,0.5,heun64,0.5,candidate,67.7335192109673,209.83486154184084,34.278594970703125,256.0,0.0,128.0,222.62078872602433
i47_ig_response_metric_g2_p2,47,ig_response_metric,ig,0.8,2.0,heun64,0.5,candidate,75.07667894716337,214.73012177583962,31.472902297973633,256.0,0.0,128.0,222.03351224260405
i47_ig_response_metric_g3_p0,47,ig_response_metric,ig,0.95,0.1,heun64,0.5,candidate,65.80247926045081,209.42650834363633,35.32164764404297,256.0,0.0,128.0,221.21243690466508
i47_ig_response_metric_g3_p1,47,ig_response_metric,ig,0.95,0.5,heun64,0.5,candidate,66.58349960503642,209.1517816869149,35.31059265136719,256.0,0.0,128.0,221.07290431903675
i47_ig_response_metric_g3_p2,47,ig_response_metric,ig,0.95,2.0,heun64,0.5,candidate,73.67638480813105,213.5513852219152,31.801921844482422,256.0,0.0,128.0,219.18854667665437
i48_ig_inverse_response_g0_p0,48,ig_inverse_response,ig,0.5,0.1,heun64,0.5,candidate,80.11237400188122,218.85618247632635,30.418224334716797,256.0,0.0,128.0,221.3307056860067
i48_ig_inverse_response_g0_p1,48,ig_inverse_response,ig,0.5,0.5,heun64,0.5,candidate,80.42055697863418,219.10563931398997,30.390220642089844,256.0,0.0,128.0,223.77008832385764
i48_ig_inverse_response_g0_p2,48,ig_inverse_response,ig,0.5,2.0,heun64,0.5,candidate,81.19532383599301,219.68174178916024,30.214157104492188,256.0,0.0,128.0,223.8133813496679
i48_ig_inverse_response_g1_p0,48,ig_inverse_response,ig,0.65,0.1,heun64,0.5,candidate,78.7628214814336,217.81902716499508,30.75572395324707,256.0,0.0,128.0,223.94529096921906
i48_ig_inverse_response_g1_p1,48,ig_inverse_response,ig,0.65,0.5,heun64,0.5,candidate,79.13567885302223,218.11475309044624,30.617515563964844,256.0,0.0,128.0,224.05205324059352
i48_ig_inverse_response_g1_p2,48,ig_inverse_response,ig,0.65,2.0,heun64,0.5,candidate,80.1480596354362,218.8630012661083,30.454227447509766,256.0,0.0,128.0,224.84280735533684
i48_ig_inverse_response_g2_p0,48,ig_inverse_response,ig,0.8,0.1,heun64,0.5,candidate,77.27611101866574,216.87545099556553,30.910842895507812,256.0,0.0,128.0,222.50764182396233
i48_ig_inverse_response_g2_p1,48,ig_inverse_response,ig,0.8,0.5,heun64,0.5,candidate,77.80367043119571,217.21089842534775,30.947147369384766,256.0,0.0,128.0,211.1081990627572
i48_ig_inverse_response_g2_p2,48,ig_inverse_response,ig,0.8,2.0,heun64,0.5,candidate,79.10812518569901,218.10156872132188,30.663434982299805,256.0,0.0,128.0,205.7789788544178
i48_ig_inverse_response_g3_p0,48,ig_inverse_response,ig,0.95,0.1,heun64,0.5,candidate,75.99782166387632,215.9660753957088,31.324588775634766,256.0,0.0,128.0,193.7046963647008
i48_ig_inverse_response_g3_p1,48,ig_inverse_response,ig,0.95,0.5,heun64,0.5,candidate,76.53509938694435,216.43517092489742,31.085622787475586,256.0,0.0,128.0,193.87792456615716
i48_ig_inverse_response_g3_p2,48,ig_inverse_response,ig,0.95,2.0,heun64,0.5,candidate,77.84892811612525,217.4163228583153,30.699432373046875,256.0,0.0,128.0,194.02307828096673
i49_ig_conservative_error_g0_p0,49,ig_conservative_error,ig,0.5,0.25,heun64,0.5,candidate,66.8566296749018,209.47718022489926,35.31327819824219,128.0,0.0,0.0,105.29876245744526
i49_ig_conservative_error_g0_p1,49,ig_conservative_error,ig,0.5,0.5,heun64,0.5,candidate,66.83349533835315,209.46731273774833,35.35090637207031,128.0,0.0,0.0,104.63158345595002
i49_ig_conservative_error_g0_p2,49,ig_conservative_error,ig,0.5,1.0,heun64,0.5,candidate,66.87694363314114,209.4246072481816,35.21565628051758,128.0,0.0,0.0,104.55939170066267
i49_ig_conservative_error_g1_p0,49,ig_conservative_error,ig,0.65,0.25,heun64,0.5,candidate,65.28569693900084,208.98088457994902,34.99961853027344,128.0,0.0,0.0,103.69167294818908
i49_ig_conservative_error_g1_p1,49,ig_conservative_error,ig,0.65,0.5,heun64,0.5,candidate,65.2967262224567,208.9632786558791,34.994388580322266,128.0,0.0,0.0,104.32476453436539
i49_ig_conservative_error_g1_p2,49,ig_conservative_error,ig,0.65,1.0,heun64,0.5,candidate,65.27597696602419,208.93064469827573,34.94087600708008,128.0,0.0,0.0,105.55240935413167
i49_ig_conservative_error_g2_p0,49,ig_conservative_error,ig,0.8,0.25,heun64,0.5,candidate,65.62783386164614,209.35822389669863,35.23856735229492,128.0,0.0,0.0,104.23876533424482
i49_ig_conservative_error_g2_p1,49,ig_conservative_error,ig,0.8,0.5,heun64,0.5,candidate,65.6521635415877,209.34330297839358,35.25886535644531,128.0,0.0,0.0,104.86482785642147
i49_ig_conservative_error_g2_p2,49,ig_conservative_error,ig,0.8,1.0,heun64,0.5,candidate,65.70917259166845,209.29918483706774,35.42341613769531,128.0,0.0,0.0,107.69360558781773
i49_ig_conservative_error_g3_p0,49,ig_conservative_error,ig,0.95,0.25,heun64,0.5,candidate,67.22903357892062,211.23056691762702,34.878780364990234,128.0,0.0,0.0,105.3755187462084
i49_ig_conservative_error_g3_p1,49,ig_conservative_error,ig,0.95,0.5,heun64,0.5,candidate,67.21036503998243,211.1774779805794,34.81925964355469,128.0,0.0,0.0,104.78867958812043
i49_ig_conservative_error_g3_p2,49,ig_conservative_error,ig,0.95,1.0,heun64,0.5,candidate,67.17752540847204,211.15802294358184,34.705745697021484,128.0,0.0,0.0,105.1070628319867
i50_ig_robust_head_consensus_g0_p0,50,ig_robust_head_consensus,ig,0.5,0.1,heun64,0.5,candidate,69.5400037353204,209.8347036002574,32.59601974487305,128.0,0.0,0.0,116.31325811613351
i50_ig_robust_head_consensus_g0_p1,50,ig_robust_head_consensus,ig,0.5,0.3,heun64,0.5,candidate,69.54129429174895,209.8239632127071,32.54523468017578,128.0,0.0,0.0,113.27773436624557
i50_ig_robust_head_consensus_g0_p2,50,ig_robust_head_consensus,ig,0.5,1.0,heun64,0.5,candidate,71.09372788756104,209.99434215649603,31.94734001159668,128.0,0.0,0.0,113.49322472466156
i50_ig_robust_head_consensus_g1_p0,50,ig_robust_head_consensus,ig,0.65,0.1,heun64,0.5,candidate,68.14957070811124,208.88344254668323,32.744197845458984,128.0,0.0,0.0,112.49013399006799
i50_ig_robust_head_consensus_g1_p1,50,ig_robust_head_consensus,ig,0.65,0.3,heun64,0.5,candidate,68.17678412779708,208.88058711206122,32.690582275390625,128.0,0.0,0.0,112.73384467279539
i50_ig_robust_head_consensus_g1_p2,50,ig_robust_head_consensus,ig,0.65,1.0,heun64,0.5,candidate,70.00590787476096,208.96404639689717,32.28276824951172,128.0,0.0,0.0,113.67730870749801
i50_ig_robust_head_consensus_g2_p0,50,ig_robust_head_consensus,ig,0.8,0.1,heun64,0.5,candidate,68.22471303583063,209.00748064687173,33.52409744262695,128.0,0.0,0.0,113.19189684046432
i50_ig_robust_head_consensus_g2_p1,50,ig_robust_head_consensus,ig,0.8,0.3,heun64,0.5,candidate,68.2191283571367,209.00220887224748,33.532958984375,128.0,0.0,0.0,113.41127794608474
i50_ig_robust_head_consensus_g2_p2,50,ig_robust_head_consensus,ig,0.8,1.0,heun64,0.5,candidate,69.72760173879936,208.91795256672572,31.897449493408203,128.0,0.0,0.0,112.9318118263036
i50_ig_robust_head_consensus_g3_p0,50,ig_robust_head_consensus,ig,0.95,0.1,heun64,0.5,candidate,69.43462767122304,210.16468863790465,32.99767303466797,128.0,0.0,0.0,112.49017664324492
i50_ig_robust_head_consensus_g3_p1,50,ig_robust_head_consensus,ig,0.95,0.3,heun64,0.5,candidate,69.39338780076594,210.15388706202498,33.0303955078125,128.0,0.0,0.0,113.17047660471871
i50_ig_robust_head_consensus_g3_p2,50,ig_robust_head_consensus,ig,0.95,1.0,heun64,0.5,candidate,70.32821385112135,209.75769300284503,32.21144485473633,128.0,0.0,0.0,112.76222090935335
