tau,fitted_tau,relative_fit_residual,derivative_cosine,pointwise_cosine_median,pointwise_cosine_q10
0.002,0.0020000000002731964,1.828218677985514e-20,0.9999973255895654,0.9999989118314352,0.9999958332317531
0.01,0.010000000004938508,2.205864756701662e-19,0.9999366270126522,0.9999741791534945,0.9999019712546178
0.03,0.03000000003448831,9.947368893256512e-19,0.9994953309528151,0.9997925075820899,0.9992382633653485
0.1,0.10000000018030325,1.4709862961067408e-18,0.9960758726178058,0.9984028422502917,0.994486279022017
0.3,0.3000000017988761,6.568567802445347e-18,0.9836063386658531,0.993619659298056,0.9783406160903501
1.0,0.999999994705992,8.635134246433725e-19,0.9598964402508062,0.9844839127060993,0.9219357821595513
2.0,1.9999999967269364,2.3456562625874936e-20,0.949440268664481,0.9792483337694079,0.9045270667622118
