weak,t,id,split,fit_type,delta,tau,squared_residual,squared_gap
depth10,0.15,843,test,finite_signed,0.001,0.03211111111111112,7.1814751103478895e-06,7.34285852065158e-06
depth10,0.15,3732,test,finite_signed,0.001,0.03211111111111112,6.8409657843980206e-06,6.7513489558996446e-06
depth10,0.15,3823,test,finite_signed,0.001,0.03211111111111112,5.716709874321987e-06,5.687993755927535e-06
depth10,0.15,2922,test,finite_signed,0.001,0.03211111111111112,4.794731670988015e-06,4.830403412238444e-06
depth10,0.15,1517,test,finite_signed,0.001,0.03211111111111112,4.78930623153685e-06,4.854914137445983e-06
depth10,0.15,1686,test,finite_signed,0.001,0.03211111111111112,4.074184380938949e-06,4.073774686799463e-06
depth10,0.15,4998,test,finite_signed,0.001,0.03211111111111112,8.734662835123519e-06,8.784037067533648e-06
depth10,0.15,151,test,finite_signed,0.001,0.03211111111111112,3.3429001689251764e-06,3.425901359376872e-06
depth10,0.15,3630,test,finite_signed,0.001,0.03211111111111112,1.1683321205316461e-05,1.170564204219148e-05
depth10,0.15,1841,test,finite_signed,0.001,0.03211111111111112,6.51927518755981e-06,6.443445019493054e-06
depth10,0.15,3028,test,finite_signed,0.001,0.03211111111111112,1.5997690628959663e-05,1.623421094113604e-05
depth10,0.15,2347,test,finite_signed,0.001,0.03211111111111112,4.331409000273653e-06,4.46585695136641e-06
depth10,0.15,4021,test,finite_signed,0.001,0.03211111111111112,6.247980824870962e-06,6.225614151496004e-06
external_v500,0.15,713,fit,finite_nonnegative,0.0,0.0,3.456163251815636e-07,3.456163251815636e-07
external_v500,0.15,3623,fit,finite_nonnegative,0.0,0.0,8.636478776980393e-07,8.636478776980393e-07
external_v500,0.15,3296,fit,finite_nonnegative,0.0,0.0,2.897187813940288e-06,2.897187813940288e-06
external_v500,0.15,4345,fit,finite_nonnegative,0.0,0.0,3.482721831178564e-07,3.482721831178564e-07
external_v500,0.15,2364,fit,finite_nonnegative,0.0,0.0,7.753116365453572e-07,7.753116365453572e-07
external_v500,0.15,3510,fit,finite_nonnegative,0.0,0.0,6.165956850088031e-07,6.165956850088031e-07
external_v500,0.15,4640,fit,finite_nonnegative,0.0,0.0,4.268624568001554e-07,4.268624568001554e-07
external_v500,0.15,1298,fit,finite_nonnegative,0.0,0.0,5.695285407987116e-07,5.695285407987116e-07
external_v500,0.15,708,fit,finite_nonnegative,0.0,0.0,4.2598189494958333e-07,4.2598189494958333e-07
external_v500,0.15,1505,fit,finite_nonnegative,0.0,0.0,3.1325461297551545e-06,3.1325461297551545e-06
external_v500,0.15,2304,fit,finite_nonnegative,0.0,0.0,1.7272471691504236e-06,1.7272471691504236e-06
external_v500,0.15,307,fit,finite_nonnegative,0.0,0.0,5.587834168622184e-07,5.587834168622184e-07
external_v500,0.15,4093,fit,finite_nonnegative,0.0,0.0,6.083585368390112e-07,6.083585368390112e-07
external_v500,0.15,769,fit,finite_nonnegative,0.0,0.0,1.0786663108738893e-06,1.0786663108738893e-06
external_v500,0.15,3769,fit,finite_nonnegative,0.0,0.0,8.286031098975298e-07,8.286031098975298e-07
external_v500,0.15,1780,fit,finite_nonnegative,0.0,0.0,8.315056120394737e-07,8.315056120394737e-07
external_v500,0.15,2797,test,finite_nonnegative,0.0,0.0,2.2357993191986652e-06,2.2357993191986652e-06
external_v500,0.15,2744,test,finite_nonnegative,0.0,0.0,8.038903603774482e-07,8.038903603774482e-07
external_v500,0.15,2114,test,finite_nonnegative,0.0,0.0,2.0724527252656585e-07,2.0724527252656585e-07
external_v500,0.15,843,test,finite_nonnegative,0.0,0.0,1.684676037213002e-06,1.684676037213002e-06
external_v500,0.15,3732,test,finite_nonnegative,0.0,0.0,3.023753799176066e-06,3.023753799176066e-06
external_v500,0.15,3823,test,finite_nonnegative,0.0,0.0,1.1103784796934548e-06,1.1103784796934548e-06
external_v500,0.15,2922,test,finite_nonnegative,0.0,0.0,3.8600538710119947e-07,3.8600538710119947e-07
external_v500,0.15,1517,test,finite_nonnegative,0.0,0.0,6.759456388224287e-07,6.759456388224287e-07
external_v500,0.15,1686,test,finite_nonnegative,0.0,0.0,3.7446022287961766e-07,3.7446022287961766e-07
external_v500,0.15,4998,test,finite_nonnegative,0.0,0.0,1.2180779908769576e-06,1.2180779908769576e-06
external_v500,0.15,151,test,finite_nonnegative,0.0,0.0,1.5430141325098774e-07,1.5430141325098774e-07
external_v500,0.15,3630,test,finite_nonnegative,0.0,0.0,9.011522811142846e-07,9.011522811142846e-07
external_v500,0.15,1841,test,finite_nonnegative,0.0,0.0,1.5559489949435852e-06,1.5559489949435852e-06
external_v500,0.15,3028,test,finite_nonnegative,0.0,0.0,2.291961526414036e-06,2.291961526414036e-06
external_v500,0.15,2347,test,finite_nonnegative,0.0,0.0,2.3393495093835304e-07,2.3393495093835304e-07
external_v500,0.15,4021,test,finite_nonnegative,0.0,0.0,4.5851924974880527e-07,4.5851924974880527e-07
external_v500,0.15,713,fit,finite_signed,0.0,0.0,3.456163251815636e-07,3.456163251815636e-07
external_v500,0.15,3623,fit,finite_signed,0.0,0.0,8.636478776980393e-07,8.636478776980393e-07
external_v500,0.15,3296,fit,finite_signed,0.0,0.0,2.897187813940288e-06,2.897187813940288e-06
external_v500,0.15,4345,fit,finite_signed,0.0,0.0,3.482721831178564e-07,3.482721831178564e-07
external_v500,0.15,2364,fit,finite_signed,0.0,0.0,7.753116365453572e-07,7.753116365453572e-07
external_v500,0.15,3510,fit,finite_signed,0.0,0.0,6.165956850088031e-07,6.165956850088031e-07
external_v500,0.15,4640,fit,finite_signed,0.0,0.0,4.268624568001554e-07,4.268624568001554e-07
external_v500,0.15,1298,fit,finite_signed,0.0,0.0,5.695285407987116e-07,5.695285407987116e-07
external_v500,0.15,708,fit,finite_signed,0.0,0.0,4.2598189494958333e-07,4.2598189494958333e-07
external_v500,0.15,1505,fit,finite_signed,0.0,0.0,3.1325461297551545e-06,3.1325461297551545e-06
external_v500,0.15,2304,fit,finite_signed,0.0,0.0,1.7272471691504236e-06,1.7272471691504236e-06
external_v500,0.15,307,fit,finite_signed,0.0,0.0,5.587834168622184e-07,5.587834168622184e-07
external_v500,0.15,4093,fit,finite_signed,0.0,0.0,6.083585368390112e-07,6.083585368390112e-07
external_v500,0.15,769,fit,finite_signed,0.0,0.0,1.0786663108738893e-06,1.0786663108738893e-06
external_v500,0.15,3769,fit,finite_signed,0.0,0.0,8.286031098975298e-07,8.286031098975298e-07
external_v500,0.15,1780,fit,finite_signed,0.0,0.0,8.315056120394737e-07,8.315056120394737e-07
external_v500,0.15,2797,test,finite_signed,0.0,0.0,2.2357993191986652e-06,2.2357993191986652e-06
external_v500,0.15,2744,test,finite_signed,0.0,0.0,8.038903603774482e-07,8.038903603774482e-07
external_v500,0.15,2114,test,finite_signed,0.0,0.0,2.0724527252656585e-07,2.0724527252656585e-07
external_v500,0.15,843,test,finite_signed,0.0,0.0,1.684676037213002e-06,1.684676037213002e-06
external_v500,0.15,3732,test,finite_signed,0.0,0.0,3.023753799176066e-06,3.023753799176066e-06
external_v500,0.15,3823,test,finite_signed,0.0,0.0,1.1103784796934548e-06,1.1103784796934548e-06
external_v500,0.15,2922,test,finite_signed,0.0,0.0,3.8600538710119947e-07,3.8600538710119947e-07
external_v500,0.15,1517,test,finite_signed,0.0,0.0,6.759456388224287e-07,6.759456388224287e-07
external_v500,0.15,1686,test,finite_signed,0.0,0.0,3.7446022287961766e-07,3.7446022287961766e-07
external_v500,0.15,4998,test,finite_signed,0.0,0.0,1.2180779908769576e-06,1.2180779908769576e-06
external_v500,0.15,151,test,finite_signed,0.0,0.0,1.5430141325098774e-07,1.5430141325098774e-07
external_v500,0.15,3630,test,finite_signed,0.0,0.0,9.011522811142846e-07,9.011522811142846e-07
external_v500,0.15,1841,test,finite_signed,0.0,0.0,1.5559489949435852e-06,1.5559489949435852e-06
external_v500,0.15,3028,test,finite_signed,0.0,0.0,2.291961526414036e-06,2.291961526414036e-06
external_v500,0.15,2347,test,finite_signed,0.0,0.0,2.3393495093835304e-07,2.3393495093835304e-07
external_v500,0.15,4021,test,finite_signed,0.0,0.0,4.5851924974880527e-07,4.5851924974880527e-07
depth4,0.3,713,fit,finite_nonnegative,0.01,0.054444444444444455,0.0004850676584011432,0.00048383268203245727
depth4,0.3,3623,fit,finite_nonnegative,0.01,0.054444444444444455,0.0005590588504375036,0.0005796663071248953
depth4,0.3,3296,fit,finite_nonnegative,0.01,0.054444444444444455,0.0013556892601903014,0.0014292960322427391
depth4,0.3,4345,fit,finite_nonnegative,0.01,0.054444444444444455,0.0005022097431349595,0.0004948454622709323
depth4,0.3,2364,fit,finite_nonnegative,0.01,0.054444444444444455,0.0007322760139368638,0.0007751016293746582
depth4,0.3,3510,fit,finite_nonnegative,0.01,0.054444444444444455,0.0019165691894461366,0.001901973515337769
depth4,0.3,4640,fit,finite_nonnegative,0.01,0.054444444444444455,0.0009416708806712858,0.0008935894369467536
depth4,0.3,1298,fit,finite_nonnegative,0.01,0.054444444444444455,0.0005730649232027257,0.0005665718389828609
depth4,0.3,708,fit,finite_nonnegative,0.01,0.054444444444444455,0.0007086084314939523,0.0007103694199100713
depth4,0.3,1505,fit,finite_nonnegative,0.01,0.054444444444444455,0.0014659393153361483,0.0015687982944352762
depth4,0.3,2304,fit,finite_nonnegative,0.01,0.054444444444444455,0.0013426437634137356,0.0013832965426241626
depth4,0.3,307,fit,finite_nonnegative,0.01,0.054444444444444455,0.0005921937021521755,0.000576232857774081
depth4,0.3,4093,fit,finite_nonnegative,0.01,0.054444444444444455,0.0005225407474486784,0.0005015701617812417
depth4,0.3,769,fit,finite_nonnegative,0.01,0.054444444444444455,0.0015305311362528813,0.0015475352931080726
depth4,0.3,3769,fit,finite_nonnegative,0.01,0.054444444444444455,0.0007810937744810869,0.0007837616130908471
depth4,0.3,1780,fit,finite_nonnegative,0.01,0.054444444444444455,0.0008974022576635434,0.0009189794342805148
depth4,0.3,2797,test,finite_nonnegative,0.01,0.054444444444444455,0.001132223229881219,0.001163749151157642
depth4,0.3,2744,test,finite_nonnegative,0.01,0.054444444444444455,0.0030487695450325523,0.0031182164961637607
depth4,0.3,2114,test,finite_nonnegative,0.01,0.054444444444444455,0.0003830069664190049,0.0003598650021623143
depth4,0.3,843,test,finite_nonnegative,0.01,0.054444444444444455,0.0015489287170862586,0.0016065862272940988
depth4,0.3,3732,test,finite_nonnegative,0.01,0.054444444444444455,0.001243394985431122,0.0012787659384867422
depth4,0.3,3823,test,finite_nonnegative,0.01,0.054444444444444455,0.0010615465957297262,0.001067767417347222
depth4,0.3,2922,test,finite_nonnegative,0.01,0.054444444444444455,0.000715769847610721,0.0006718564182748164
depth4,0.3,1517,test,finite_nonnegative,0.01,0.054444444444444455,0.0006730884622434389,0.0006752533571344305
depth4,0.3,1686,test,finite_nonnegative,0.01,0.054444444444444455,0.00044406428156552435,0.00046897608186748487
depth4,0.3,4998,test,finite_nonnegative,0.01,0.054444444444444455,0.0004615371393074876,0.0004791584553514742
depth4,0.3,151,test,finite_nonnegative,0.01,0.054444444444444455,0.00042575496712142166,0.0004435131104648205
depth4,0.3,3630,test,finite_nonnegative,0.01,0.054444444444444455,0.000686106483014271,0.0007167710657161161
depth4,0.3,1841,test,finite_nonnegative,0.01,0.054444444444444455,0.0013754766282004411,0.00142665907076737
depth4,0.3,3028,test,finite_nonnegative,0.01,0.054444444444444455,0.0013518260761474963,0.001443976925296295
depth4,0.3,2347,test,finite_nonnegative,0.01,0.054444444444444455,0.000659086717814821,0.0006701809282536366
depth4,0.3,4021,test,finite_nonnegative,0.01,0.054444444444444455,0.0009135788848148561,0.0008974972906436231
depth4,0.3,713,fit,finite_signed,0.01,0.054444444444444455,0.0004850676584011432,0.00048383268203245727
depth4,0.3,3623,fit,finite_signed,0.01,0.054444444444444455,0.0005590588504375036,0.0005796663071248953
depth4,0.3,3296,fit,finite_signed,0.01,0.054444444444444455,0.0013556892601903014,0.0014292960322427391
depth4,0.3,4345,fit,finite_signed,0.01,0.054444444444444455,0.0005022097431349595,0.0004948454622709323
depth4,0.3,2364,fit,finite_signed,0.01,0.054444444444444455,0.0007322760139368638,0.0007751016293746582
depth4,0.3,3510,fit,finite_signed,0.01,0.054444444444444455,0.0019165691894461366,0.001901973515337769
depth4,0.3,4640,fit,finite_signed,0.01,0.054444444444444455,0.0009416708806712858,0.0008935894369467536
depth4,0.3,1298,fit,finite_signed,0.01,0.054444444444444455,0.0005730649232027257,0.0005665718389828609
depth4,0.3,708,fit,finite_signed,0.01,0.054444444444444455,0.0007086084314939523,0.0007103694199100713
depth4,0.3,1505,fit,finite_signed,0.01,0.054444444444444455,0.0014659393153361483,0.0015687982944352762
depth4,0.3,2304,fit,finite_signed,0.01,0.054444444444444455,0.0013426437634137356,0.0013832965426241626
depth4,0.3,307,fit,finite_signed,0.01,0.054444444444444455,0.0005921937021521755,0.000576232857774081
depth4,0.3,4093,fit,finite_signed,0.01,0.054444444444444455,0.0005225407474486784,0.0005015701617812417
depth4,0.3,769,fit,finite_signed,0.01,0.054444444444444455,0.0015305311362528813,0.0015475352931080726
depth4,0.3,3769,fit,finite_signed,0.01,0.054444444444444455,0.0007810937744810869,0.0007837616130908471
depth4,0.3,1780,fit,finite_signed,0.01,0.054444444444444455,0.0008974022576635434,0.0009189794342805148
depth4,0.3,2797,test,finite_signed,0.01,0.054444444444444455,0.001132223229881219,0.001163749151157642
depth4,0.3,2744,test,finite_signed,0.01,0.054444444444444455,0.0030487695450325523,0.0031182164961637607
depth4,0.3,2114,test,finite_signed,0.01,0.054444444444444455,0.0003830069664190049,0.0003598650021623143
depth4,0.3,843,test,finite_signed,0.01,0.054444444444444455,0.0015489287170862586,0.0016065862272940988
depth4,0.3,3732,test,finite_signed,0.01,0.054444444444444455,0.001243394985431122,0.0012787659384867422
depth4,0.3,3823,test,finite_signed,0.01,0.054444444444444455,0.0010615465957297262,0.001067767417347222
depth4,0.3,2922,test,finite_signed,0.01,0.054444444444444455,0.000715769847610721,0.0006718564182748164
depth4,0.3,1517,test,finite_signed,0.01,0.054444444444444455,0.0006730884622434389,0.0006752533571344305
depth4,0.3,1686,test,finite_signed,0.01,0.054444444444444455,0.00044406428156552435,0.00046897608186748487
depth4,0.3,4998,test,finite_signed,0.01,0.054444444444444455,0.0004615371393074876,0.0004791584553514742
depth4,0.3,151,test,finite_signed,0.01,0.054444444444444455,0.00042575496712142166,0.0004435131104648205
depth4,0.3,3630,test,finite_signed,0.01,0.054444444444444455,0.000686106483014271,0.0007167710657161161
depth4,0.3,1841,test,finite_signed,0.01,0.054444444444444455,0.0013754766282004411,0.00142665907076737
depth4,0.3,3028,test,finite_signed,0.01,0.054444444444444455,0.0013518260761474963,0.001443976925296295
depth4,0.3,2347,test,finite_signed,0.01,0.054444444444444455,0.000659086717814821,0.0006701809282536366
depth4,0.3,4021,test,finite_signed,0.01,0.054444444444444455,0.0009135788848148561,0.0008974972906436231
depth6,0.3,713,fit,finite_nonnegative,0.01,0.054444444444444455,0.0004891016670866299,0.0005022813513504698
depth6,0.3,3623,fit,finite_nonnegative,0.01,0.054444444444444455,0.0005460501803523494,0.0005756384121651272
depth6,0.3,3296,fit,finite_nonnegative,0.01,0.054444444444444455,0.0011995532047513174,0.0012895630433587112
depth6,0.3,4345,fit,finite_nonnegative,0.01,0.054444444444444455,0.00045389270822401525,0.00045766649535170347
depth6,0.3,2364,fit,finite_nonnegative,0.01,0.054444444444444455,0.000629367684412266,0.0006761817696207628
depth6,0.3,3510,fit,finite_nonnegative,0.01,0.054444444444444455,0.0017750769119024162,0.001750935855229802
depth6,0.3,4640,fit,finite_nonnegative,0.01,0.054444444444444455,0.000982028753063584,0.0009360454676169663
depth6,0.3,1298,fit,finite_nonnegative,0.01,0.054444444444444455,0.0005503833554494538,0.0005430082723840807
depth6,0.3,708,fit,finite_nonnegative,0.01,0.054444444444444455,0.0006543844002251886,0.0006803249414228266
depth6,0.3,1505,fit,finite_nonnegative,0.01,0.054444444444444455,0.0013837901782772885,0.0014984377253678158
depth6,0.3,2304,fit,finite_nonnegative,0.01,0.054444444444444455,0.001142832932375353,0.001178679395802128
depth6,0.3,307,fit,finite_nonnegative,0.01,0.054444444444444455,0.0006411652168543643,0.0006056435402530852
depth6,0.3,4093,fit,finite_nonnegative,0.01,0.054444444444444455,0.00047953513744014483,0.0004531432128362673
depth6,0.3,769,fit,finite_nonnegative,0.01,0.054444444444444455,0.0014387830237729772,0.0015164936219599745
depth6,0.3,3769,fit,finite_nonnegative,0.01,0.054444444444444455,0.0006741846882143195,0.0006791788964209226
depth6,0.3,1780,fit,finite_nonnegative,0.01,0.054444444444444455,0.0007637638344846563,0.0007750814929131369
depth6,0.3,2797,test,finite_nonnegative,0.01,0.054444444444444455,0.0009868495000178842,0.000991182022440451
depth6,0.3,2744,test,finite_nonnegative,0.01,0.054444444444444455,0.002436777982367299,0.0024999218817624755
depth6,0.3,2114,test,finite_nonnegative,0.01,0.054444444444444455,0.00041225910312736613,0.0003611092106686513
depth6,0.3,843,test,finite_nonnegative,0.01,0.054444444444444455,0.0013905899506223922,0.0014643899066376239
depth6,0.3,3732,test,finite_nonnegative,0.01,0.054444444444444455,0.0010604792458969157,0.0010942014186251375
depth6,0.3,3823,test,finite_nonnegative,0.01,0.054444444444444455,0.0008345673552789133,0.0008524891097138436
depth6,0.3,2922,test,finite_nonnegative,0.01,0.054444444444444455,0.0007167082740732595,0.0006822017131787698
depth6,0.3,1517,test,finite_nonnegative,0.01,0.054444444444444455,0.0005487047911601579,0.0005694350647198394
depth6,0.3,1686,test,finite_nonnegative,0.01,0.054444444444444455,0.0003510292378751039,0.00035592380089878746
depth6,0.3,4998,test,finite_nonnegative,0.01,0.054444444444444455,0.0004310792323354707,0.0004470990013589057
depth6,0.3,151,test,finite_nonnegative,0.01,0.054444444444444455,0.0004362637071411251,0.0004448495275729534
depth6,0.3,3630,test,finite_nonnegative,0.01,0.054444444444444455,0.0006094400990929365,0.0006018787056234921
depth6,0.3,1841,test,finite_nonnegative,0.01,0.054444444444444455,0.00112938965798681,0.0011872475479625033
depth6,0.3,3028,test,finite_nonnegative,0.01,0.054444444444444455,0.0013738107778739342,0.001479919650157457
depth6,0.3,2347,test,finite_nonnegative,0.01,0.054444444444444455,0.0007326520233129953,0.0007465391706452836
depth6,0.3,4021,test,finite_nonnegative,0.01,0.054444444444444455,0.0008546921597312086,0.0008277067793052123
depth6,0.3,713,fit,finite_signed,0.01,0.054444444444444455,0.0004891016670866299,0.0005022813513504698
depth6,0.3,3623,fit,finite_signed,0.01,0.054444444444444455,0.0005460501803523494,0.0005756384121651272
depth6,0.3,3296,fit,finite_signed,0.01,0.054444444444444455,0.0011995532047513174,0.0012895630433587112
depth6,0.3,4345,fit,finite_signed,0.01,0.054444444444444455,0.00045389270822401525,0.00045766649535170347
depth6,0.3,2364,fit,finite_signed,0.01,0.054444444444444455,0.000629367684412266,0.0006761817696207628
depth6,0.3,3510,fit,finite_signed,0.01,0.054444444444444455,0.0017750769119024162,0.001750935855229802
depth6,0.3,4640,fit,finite_signed,0.01,0.054444444444444455,0.000982028753063584,0.0009360454676169663
depth6,0.3,1298,fit,finite_signed,0.01,0.054444444444444455,0.0005503833554494538,0.0005430082723840807
depth6,0.3,708,fit,finite_signed,0.01,0.054444444444444455,0.0006543844002251886,0.0006803249414228266
depth6,0.3,1505,fit,finite_signed,0.01,0.054444444444444455,0.0013837901782772885,0.0014984377253678158
depth6,0.3,2304,fit,finite_signed,0.01,0.054444444444444455,0.001142832932375353,0.001178679395802128
depth6,0.3,307,fit,finite_signed,0.01,0.054444444444444455,0.0006411652168543643,0.0006056435402530852
depth6,0.3,4093,fit,finite_signed,0.01,0.054444444444444455,0.00047953513744014483,0.0004531432128362673
depth6,0.3,769,fit,finite_signed,0.01,0.054444444444444455,0.0014387830237729772,0.0015164936219599745
depth6,0.3,3769,fit,finite_signed,0.01,0.054444444444444455,0.0006741846882143195,0.0006791788964209226
depth6,0.3,1780,fit,finite_signed,0.01,0.054444444444444455,0.0007637638344846563,0.0007750814929131369
depth6,0.3,2797,test,finite_signed,0.01,0.054444444444444455,0.0009868495000178842,0.000991182022440451
depth6,0.3,2744,test,finite_signed,0.01,0.054444444444444455,0.002436777982367299,0.0024999218817624755
depth6,0.3,2114,test,finite_signed,0.01,0.054444444444444455,0.00041225910312736613,0.0003611092106686513
depth6,0.3,843,test,finite_signed,0.01,0.054444444444444455,0.0013905899506223922,0.0014643899066376239
depth6,0.3,3732,test,finite_signed,0.01,0.054444444444444455,0.0010604792458969157,0.0010942014186251375
depth6,0.3,3823,test,finite_signed,0.01,0.054444444444444455,0.0008345673552789133,0.0008524891097138436
depth6,0.3,2922,test,finite_signed,0.01,0.054444444444444455,0.0007167082740732595,0.0006822017131787698
depth6,0.3,1517,test,finite_signed,0.01,0.054444444444444455,0.0005487047911601579,0.0005694350647198394
depth6,0.3,1686,test,finite_signed,0.01,0.054444444444444455,0.0003510292378751039,0.00035592380089878746
depth6,0.3,4998,test,finite_signed,0.01,0.054444444444444455,0.0004310792323354707,0.0004470990013589057
depth6,0.3,151,test,finite_signed,0.01,0.054444444444444455,0.0004362637071411251,0.0004448495275729534
depth6,0.3,3630,test,finite_signed,0.01,0.054444444444444455,0.0006094400990929365,0.0006018787056234921
depth6,0.3,1841,test,finite_signed,0.01,0.054444444444444455,0.00112938965798681,0.0011872475479625033
depth6,0.3,3028,test,finite_signed,0.01,0.054444444444444455,0.0013738107778739342,0.001479919650157457
depth6,0.3,2347,test,finite_signed,0.01,0.054444444444444455,0.0007326520233129953,0.0007465391706452836
depth6,0.3,4021,test,finite_signed,0.01,0.054444444444444455,0.0008546921597312086,0.0008277067793052123
depth8,0.3,713,fit,finite_nonnegative,0.01,0.054444444444444455,0.0003657830844794265,0.0003776945342009964
depth8,0.3,3623,fit,finite_nonnegative,0.01,0.054444444444444455,0.0004900347837682019,0.0005097177759838527
depth8,0.3,3296,fit,finite_nonnegative,0.01,0.054444444444444455,0.0009953502454970438,0.0010722360033577011
depth8,0.3,4345,fit,finite_nonnegative,0.01,0.054444444444444455,0.00033202261543965894,0.00035058919714969577
depth8,0.3,2364,fit,finite_nonnegative,0.01,0.054444444444444455,0.0005633801024862174,0.0006054428259811068
depth8,0.3,3510,fit,finite_nonnegative,0.01,0.054444444444444455,0.0015636076806814572,0.001525060587720696
depth8,0.3,4640,fit,finite_nonnegative,0.01,0.054444444444444455,0.0007207667373370442,0.0006972856312700171
depth8,0.3,1298,fit,finite_nonnegative,0.01,0.054444444444444455,0.0004248290028916646,0.0004243683944899932
depth8,0.3,708,fit,finite_nonnegative,0.01,0.054444444444444455,0.0005323162714469224,0.0005737413388214199
depth8,0.3,1505,fit,finite_nonnegative,0.01,0.054444444444444455,0.0010412339281349495,0.0011407916990795854
depth8,0.3,2304,fit,finite_nonnegative,0.01,0.054444444444444455,0.0008439206651999484,0.0009250354659926103
depth8,0.3,307,fit,finite_nonnegative,0.01,0.054444444444444455,0.0006405758996536894,0.0006038397544810387
depth8,0.3,4093,fit,finite_nonnegative,0.01,0.054444444444444455,0.00041149706673733824,0.0003997883337653821
depth8,0.3,769,fit,finite_nonnegative,0.01,0.054444444444444455,0.001213141608292486,0.0013058380371081624
depth8,0.3,3769,fit,finite_nonnegative,0.01,0.054444444444444455,0.0005138390745589789,0.0005238113491142316
depth8,0.3,1780,fit,finite_nonnegative,0.01,0.054444444444444455,0.0005615127429477987,0.0005697255069142999
depth8,0.3,2797,test,finite_nonnegative,0.01,0.054444444444444455,0.0006794832364609028,0.0007115685712869256
depth8,0.3,2744,test,finite_nonnegative,0.01,0.054444444444444455,0.0018329950741210708,0.0018768291110357789
depth8,0.3,2114,test,finite_nonnegative,0.01,0.054444444444444455,0.00041875300338725565,0.00035754956012916644
depth8,0.3,843,test,finite_nonnegative,0.01,0.054444444444444455,0.0012850674698244207,0.0013743739482320045
depth8,0.3,3732,test,finite_nonnegative,0.01,0.054444444444444455,0.0008457313300904556,0.0008952452304716391
depth8,0.3,3823,test,finite_nonnegative,0.01,0.054444444444444455,0.0005780540042696886,0.000589865173505269
depth8,0.3,2922,test,finite_nonnegative,0.01,0.054444444444444455,0.0004756167857285027,0.0004465393571848242
depth8,0.3,1517,test,finite_nonnegative,0.01,0.054444444444444455,0.00036985128502117103,0.0003725234117053583
depth8,0.3,1686,test,finite_nonnegative,0.01,0.054444444444444455,0.00028262533573824856,0.0002938260098394474
depth8,0.3,4998,test,finite_nonnegative,0.01,0.054444444444444455,0.00039679770651004974,0.0003956763712991811
depth8,0.3,151,test,finite_nonnegative,0.01,0.054444444444444455,0.0004375219002058053,0.00042058264110907964
depth8,0.3,3630,test,finite_nonnegative,0.01,0.054444444444444455,0.0004586008690563669,0.0004928867268005541
depth8,0.3,1841,test,finite_nonnegative,0.01,0.054444444444444455,0.0008320843958937977,0.0008622902532850224
depth8,0.3,3028,test,finite_nonnegative,0.01,0.054444444444444455,0.001024506703156563,0.0011030273899943306
depth8,0.3,2347,test,finite_nonnegative,0.01,0.054444444444444455,0.000541538677336842,0.0005747403372877821
depth8,0.3,4021,test,finite_nonnegative,0.01,0.054444444444444455,0.0007602631710835722,0.00072891838966421
depth8,0.3,713,fit,finite_signed,0.01,0.054444444444444455,0.0003657830844794265,0.0003776945342009964
depth8,0.3,3623,fit,finite_signed,0.01,0.054444444444444455,0.0004900347837682019,0.0005097177759838527
depth8,0.3,3296,fit,finite_signed,0.01,0.054444444444444455,0.0009953502454970438,0.0010722360033577011
depth8,0.3,4345,fit,finite_signed,0.01,0.054444444444444455,0.00033202261543965894,0.00035058919714969577
depth8,0.3,2364,fit,finite_signed,0.01,0.054444444444444455,0.0005633801024862174,0.0006054428259811068
depth8,0.3,3510,fit,finite_signed,0.01,0.054444444444444455,0.0015636076806814572,0.001525060587720696
depth8,0.3,4640,fit,finite_signed,0.01,0.054444444444444455,0.0007207667373370442,0.0006972856312700171
depth8,0.3,1298,fit,finite_signed,0.01,0.054444444444444455,0.0004248290028916646,0.0004243683944899932
depth8,0.3,708,fit,finite_signed,0.01,0.054444444444444455,0.0005323162714469224,0.0005737413388214199
depth8,0.3,1505,fit,finite_signed,0.01,0.054444444444444455,0.0010412339281349495,0.0011407916990795854
depth8,0.3,2304,fit,finite_signed,0.01,0.054444444444444455,0.0008439206651999484,0.0009250354659926103
depth8,0.3,307,fit,finite_signed,0.01,0.054444444444444455,0.0006405758996536894,0.0006038397544810387
depth8,0.3,4093,fit,finite_signed,0.01,0.054444444444444455,0.00041149706673733824,0.0003997883337653821
depth8,0.3,769,fit,finite_signed,0.01,0.054444444444444455,0.001213141608292486,0.0013058380371081624
depth8,0.3,3769,fit,finite_signed,0.01,0.054444444444444455,0.0005138390745589789,0.0005238113491142316
depth8,0.3,1780,fit,finite_signed,0.01,0.054444444444444455,0.0005615127429477987,0.0005697255069142999
depth8,0.3,2797,test,finite_signed,0.01,0.054444444444444455,0.0006794832364609028,0.0007115685712869256
depth8,0.3,2744,test,finite_signed,0.01,0.054444444444444455,0.0018329950741210708,0.0018768291110357789
depth8,0.3,2114,test,finite_signed,0.01,0.054444444444444455,0.00041875300338725565,0.00035754956012916644
depth8,0.3,843,test,finite_signed,0.01,0.054444444444444455,0.0012850674698244207,0.0013743739482320045
depth8,0.3,3732,test,finite_signed,0.01,0.054444444444444455,0.0008457313300904556,0.0008952452304716391
depth8,0.3,3823,test,finite_signed,0.01,0.054444444444444455,0.0005780540042696886,0.000589865173505269
depth8,0.3,2922,test,finite_signed,0.01,0.054444444444444455,0.0004756167857285027,0.0004465393571848242
depth8,0.3,1517,test,finite_signed,0.01,0.054444444444444455,0.00036985128502117103,0.0003725234117053583
