weak,t,q,delta,tau,fit_ratio,test_ratio
depth4,0.9,0.012345679012345671,2.0,0.024691358024691343,0.4962217545675262,0.47500977010026335
depth4,0.9,0.012345679012345671,4.0,0.049382716049382686,0.3875824092475994,0.3584306534376272
depth6,0.9,0.012345679012345671,-0.75,-0.009259259259259254,1.716441793450619,1.6502888828593585
depth6,0.9,0.012345679012345671,-0.5,-0.006172839506172836,1.391683246497278,1.3666004901402728
depth6,0.9,0.012345679012345671,-0.25,-0.003086419753086418,1.1620493870730781,1.158426757090198
depth6,0.9,0.012345679012345671,-0.1,-0.0012345679012345672,1.0584917850614919,1.0584080927034853
depth6,0.9,0.012345679012345671,-0.03,-0.00037037037037037014,1.0167713131630487,1.0168708412180532
depth6,0.9,0.012345679012345671,-0.01,-0.0001234567901234567,1.0055202833042411,1.0055589703547942
depth6,0.9,0.012345679012345671,0.0,0.0,1.0,1.0
depth6,0.9,0.012345679012345671,0.01,0.0001234567901234567,0.994549216553908,0.9944972783896524
depth6,0.9,0.012345679012345671,0.03,0.00037037037037037014,0.9838468327383751,0.9836537602746813
depth6,0.9,0.012345679012345671,0.1,0.0012345679012345672,0.9483898136699175,0.9474589230640813
depth6,0.9,0.012345679012345671,0.25,0.003086419753086418,0.8815919209454958,0.878266814441948
depth6,0.9,0.012345679012345671,0.5,0.006172839506172836,0.7922818184347038,0.7842552948374432
depth6,0.9,0.012345679012345671,1.0,0.012345679012345671,0.6693559798456025,0.6527975921854596
depth6,0.9,0.012345679012345671,2.0,0.024691358024691343,0.5402311955099571,0.5136558036499698
depth6,0.9,0.012345679012345671,4.0,0.049382716049382686,0.4547218590086989,0.41961329785691126
depth8,0.9,0.012345679012345671,-0.75,-0.009259259259259254,1.7868191637145447,1.7198120624084077
depth8,0.9,0.012345679012345671,-0.5,-0.006172839506172836,1.4206763809945315,1.395964004104713
depth8,0.9,0.012345679012345671,-0.25,-0.003086419753086418,1.1705837572381976,1.1676492989327827
depth8,0.9,0.012345679012345671,-0.1,-0.0012345679012345672,1.0608821270088529,1.06111941585087
depth8,0.9,0.012345679012345671,-0.03,-0.00037037037037037014,1.0173702392466175,1.0175667796976826
depth8,0.9,0.012345679012345671,-0.01,-0.0001234567901234567,1.0057094314217605,1.0057792992121701
depth8,0.9,0.012345679012345671,0.0,0.0,1.0,1.0
depth8,0.9,0.012345679012345671,0.01,0.0001234567901234567,0.9943701683964175,0.9942864313410115
depth8,0.9,0.012345679012345671,0.03,0.00037037037037037014,0.9833401633745356,0.9830520349340728
depth8,0.9,0.012345679012345671,0.1,0.0012345679012345672,0.9470164361457676,0.9457801857411202
depth8,0.9,0.012345679012345671,0.25,0.003086419753086418,0.8796145293732314,0.8755876314917638
depth8,0.9,0.012345679012345671,0.5,0.006172839506172836,0.7919659440691083,0.7828846328643931
depth8,0.9,0.012345679012345671,1.0,0.012345679012345671,0.6777032518244335,0.660263886395928
depth8,0.9,0.012345679012345671,2.0,0.024691358024691343,0.5724338152615971,0.546679892978608
depth8,0.9,0.012345679012345671,4.0,0.049382716049382686,0.5312919264158141,0.5000083792621887
depth10,0.9,0.012345679012345671,-0.75,-0.009259259259259254,2.2150626245443137,2.0977621122854404
depth10,0.9,0.012345679012345671,-0.5,-0.006172839506172836,1.587861195981498,1.5485287610565641
depth10,0.9,0.012345679012345671,-0.25,-0.003086419753086418,1.2167204826485865,1.2125546252469406
depth10,0.9,0.012345679012345671,-0.1,-0.0012345679012345672,1.073048218307058,1.0734998600406147
depth10,0.9,0.012345679012345671,-0.03,-0.00037037037037037014,1.0202892664387078,1.0206079677963398
depth10,0.9,0.012345679012345671,-0.01,-0.0001234567901234567,1.0066179799843415,1.006727049984093
depth10,0.9,0.012345679012345671,0.0,0.0,1.0,1.0
depth10,0.9,0.012345679012345671,0.01,0.0001234567901234567,0.9935238853146223,0.9933896460747051
depth10,0.9,0.012345679012345671,0.03,0.00037037037037037014,0.9809844507987598,0.9805453428099329
depth10,0.9,0.012345679012345671,0.1,0.0012345679012345672,0.941144062595702,0.9392673793803864
depth10,0.9,0.012345679012345671,0.25,0.003086419753086418,0.8738011962488559,0.8679566048709453
depth10,0.9,0.012345679012345671,0.5,0.006172839506172836,0.8024837600514703,0.7899167623314088
depth10,0.9,0.012345679012345671,1.0,0.012345679012345671,0.7522868379504437,0.7302326137707356
depth10,0.9,0.012345679012345671,2.0,0.024691358024691343,0.8085780613064082,0.7804636238192005
depth10,0.9,0.012345679012345671,4.0,0.049382716049382686,1.0536569813746153,1.0249878865789854
external_v500,0.9,0.012345679012345671,-0.75,-0.009259259259259254,7.693081549633724,6.923801781668591
external_v500,0.9,0.012345679012345671,-0.5,-0.006172839506172836,3.3278153960527357,3.124301120393856
external_v500,0.9,0.012345679012345671,-0.25,-0.003086419753086418,1.5077560720842147,1.4935372827716729
external_v500,0.9,0.012345679012345671,-0.1,-0.0012345679012345672,1.095769222067882,1.0979161777791198
external_v500,0.9,0.012345679012345671,-0.03,-0.00037037037037037014,1.0164279908486078,1.0175376089696464
external_v500,0.9,0.012345679012345671,-0.01,-0.0001234567901234567,1.0043957568122779,1.0047844441984932
external_v500,0.9,0.012345679012345671,0.0,0.0,1.0,1.0
external_v500,0.9,0.012345679012345671,0.01,0.0001234567901234567,0.9966465547890739,0.9962100276400493
external_v500,0.9,0.012345679012345671,0.03,0.00037037037037037014,0.9929627706928014,0.9916650611297453
external_v500,0.9,0.012345679012345671,0.1,0.0012345679012345672,1.0091104207815054,1.0048543861860995
external_v500,0.9,0.012345679012345671,0.25,0.003086419753086418,1.1685347110275852,1.1610348074494106
external_v500,0.9,0.012345679012345671,0.5,0.006172839506172836,1.689541006289591,1.6933764033685095
external_v500,0.9,0.012345679012345671,1.0,0.012345679012345671,3.187230591628169,3.2621628183706965
external_v500,0.9,0.012345679012345671,2.0,0.024691358024691343,6.494278891180526,6.75732348589309
external_v500,0.9,0.012345679012345671,4.0,0.049382716049382686,11.913705878919178,12.426707321527783
