weak,t,id,split,fit_type,delta,tau,squared_residual,squared_gap
depth4,0.15,713,fit,derivative_nonnegative,0.001206714901051215,0.03874895626708902,9.299962563991538e-06,9.103848122471275e-06
depth4,0.15,3623,fit,derivative_nonnegative,0.001206714901051215,0.03874895626708902,8.604851713558033e-06,8.627523903532674e-06
depth4,0.15,3296,fit,derivative_nonnegative,0.001206714901051215,0.03874895626708902,3.5027055895167227e-05,3.5363973633877636e-05
depth4,0.15,4345,fit,derivative_nonnegative,0.001206714901051215,0.03874895626708902,1.1816331611114724e-05,1.1849654485712192e-05
depth4,0.15,2364,fit,derivative_nonnegative,0.001206714901051215,0.03874895626708902,2.1841289071526383e-05,2.207739903236446e-05
depth4,0.15,3510,fit,derivative_nonnegative,0.001206714901051215,0.03874895626708902,4.8798488611164105e-05,4.8587619234339296e-05
depth4,0.15,4640,fit,derivative_nonnegative,0.001206714901051215,0.03874895626708902,1.6415379210424666e-05,1.602815189763442e-05
depth4,0.15,1298,fit,derivative_nonnegative,0.001206714901051215,0.03874895626708902,1.2109614072297584e-05,1.222811850182629e-05
depth4,0.15,708,fit,derivative_nonnegative,0.001206714901051215,0.03874895626708902,9.497158546455411e-06,9.345226534790834e-06
depth4,0.15,1505,fit,derivative_nonnegative,0.001206714901051215,0.03874895626708902,7.431592689914019e-05,7.505231938716765e-05
depth4,0.15,2304,fit,derivative_nonnegative,0.001206714901051215,0.03874895626708902,1.2392082269773634e-05,1.2607476781127962e-05
depth4,0.15,307,fit,derivative_nonnegative,0.001206714901051215,0.03874895626708902,1.2120170367888375e-05,1.2101642437827666e-05
depth4,0.15,4093,fit,derivative_nonnegative,0.001206714901051215,0.03874895626708902,1.0041341840156141e-05,1.005856610375218e-05
depth4,0.15,769,fit,derivative_nonnegative,0.001206714901051215,0.03874895626708902,2.3058104706635664e-05,2.3027994035207183e-05
depth4,0.15,3769,fit,derivative_nonnegative,0.001206714901051215,0.03874895626708902,1.485164974322934e-05,1.4797025971154463e-05
depth4,0.15,1780,fit,derivative_nonnegative,0.001206714901051215,0.03874895626708902,2.7789915846943545e-05,2.7819166101106216e-05
depth4,0.15,2797,test,derivative_nonnegative,0.001206714901051215,0.03874895626708902,2.114999450305334e-05,2.1303135352610483e-05
depth4,0.15,2744,test,derivative_nonnegative,0.001206714901051215,0.03874895626708902,1.7779402604770174e-05,1.7879417234784892e-05
depth4,0.15,2114,test,derivative_nonnegative,0.001206714901051215,0.03874895626708902,9.588049987565127e-06,9.433437340106173e-06
depth4,0.15,843,test,derivative_nonnegative,0.001206714901051215,0.03874895626708902,1.7267519928991803e-05,1.7493141720583782e-05
depth4,0.15,3732,test,derivative_nonnegative,0.001206714901051215,0.03874895626708902,2.1818143638447416e-05,2.2022737157250928e-05
depth4,0.15,3823,test,derivative_nonnegative,0.001206714901051215,0.03874895626708902,2.3140157055018634e-05,2.282204282528569e-05
depth4,0.15,2922,test,derivative_nonnegative,0.001206714901051215,0.03874895626708902,1.1346857417484729e-05,1.0962878626122006e-05
depth4,0.15,1517,test,derivative_nonnegative,0.001206714901051215,0.03874895626708902,1.6727015124147842e-05,1.674576638466745e-05
depth4,0.15,1686,test,derivative_nonnegative,0.001206714901051215,0.03874895626708902,9.623936186005707e-06,9.55937914311851e-06
depth4,0.15,4998,test,derivative_nonnegative,0.001206714901051215,0.03874895626708902,1.3332624382308945e-05,1.3487786395283678e-05
depth4,0.15,151,test,derivative_nonnegative,0.001206714901051215,0.03874895626708902,8.095636113630032e-06,7.879338698634633e-06
depth4,0.15,3630,test,derivative_nonnegative,0.001206714901051215,0.03874895626708902,1.529489799379489e-05,1.5221850618042944e-05
depth4,0.15,1841,test,derivative_nonnegative,0.001206714901051215,0.03874895626708902,2.492923872551752e-05,2.5127343563170343e-05
depth4,0.15,3028,test,derivative_nonnegative,0.001206714901051215,0.03874895626708902,5.1722359620634694e-05,5.22328685785162e-05
depth4,0.15,2347,test,derivative_nonnegative,0.001206714901051215,0.03874895626708902,1.082959028128147e-05,1.0793919207157839e-05
depth4,0.15,4021,test,derivative_nonnegative,0.001206714901051215,0.03874895626708902,1.5120574201970015e-05,1.4926762339910402e-05
depth4,0.15,713,fit,derivative_signed,0.001206714901051215,0.03874895626708902,9.299962563991538e-06,9.103848122471275e-06
depth4,0.15,3623,fit,derivative_signed,0.001206714901051215,0.03874895626708902,8.604851713558033e-06,8.627523903532674e-06
depth4,0.15,3296,fit,derivative_signed,0.001206714901051215,0.03874895626708902,3.5027055895167227e-05,3.5363973633877636e-05
depth4,0.15,4345,fit,derivative_signed,0.001206714901051215,0.03874895626708902,1.1816331611114724e-05,1.1849654485712192e-05
depth4,0.15,2364,fit,derivative_signed,0.001206714901051215,0.03874895626708902,2.1841289071526383e-05,2.207739903236446e-05
depth4,0.15,3510,fit,derivative_signed,0.001206714901051215,0.03874895626708902,4.8798488611164105e-05,4.8587619234339296e-05
depth4,0.15,4640,fit,derivative_signed,0.001206714901051215,0.03874895626708902,1.6415379210424666e-05,1.602815189763442e-05
depth4,0.15,1298,fit,derivative_signed,0.001206714901051215,0.03874895626708902,1.2109614072297584e-05,1.222811850182629e-05
depth4,0.15,708,fit,derivative_signed,0.001206714901051215,0.03874895626708902,9.497158546455411e-06,9.345226534790834e-06
depth4,0.15,1505,fit,derivative_signed,0.001206714901051215,0.03874895626708902,7.431592689914019e-05,7.505231938716765e-05
depth4,0.15,2304,fit,derivative_signed,0.001206714901051215,0.03874895626708902,1.2392082269773634e-05,1.2607476781127962e-05
depth4,0.15,307,fit,derivative_signed,0.001206714901051215,0.03874895626708902,1.2120170367888375e-05,1.2101642437827666e-05
depth4,0.15,4093,fit,derivative_signed,0.001206714901051215,0.03874895626708902,1.0041341840156141e-05,1.005856610375218e-05
depth4,0.15,769,fit,derivative_signed,0.001206714901051215,0.03874895626708902,2.3058104706635664e-05,2.3027994035207183e-05
depth4,0.15,3769,fit,derivative_signed,0.001206714901051215,0.03874895626708902,1.485164974322934e-05,1.4797025971154463e-05
depth4,0.15,1780,fit,derivative_signed,0.001206714901051215,0.03874895626708902,2.7789915846943545e-05,2.7819166101106216e-05
depth4,0.15,2797,test,derivative_signed,0.001206714901051215,0.03874895626708902,2.114999450305334e-05,2.1303135352610483e-05
depth4,0.15,2744,test,derivative_signed,0.001206714901051215,0.03874895626708902,1.7779402604770174e-05,1.7879417234784892e-05
depth4,0.15,2114,test,derivative_signed,0.001206714901051215,0.03874895626708902,9.588049987565127e-06,9.433437340106173e-06
depth4,0.15,843,test,derivative_signed,0.001206714901051215,0.03874895626708902,1.7267519928991803e-05,1.7493141720583782e-05
depth4,0.15,3732,test,derivative_signed,0.001206714901051215,0.03874895626708902,2.1818143638447416e-05,2.2022737157250928e-05
depth4,0.15,3823,test,derivative_signed,0.001206714901051215,0.03874895626708902,2.3140157055018634e-05,2.282204282528569e-05
depth4,0.15,2922,test,derivative_signed,0.001206714901051215,0.03874895626708902,1.1346857417484729e-05,1.0962878626122006e-05
depth4,0.15,1517,test,derivative_signed,0.001206714901051215,0.03874895626708902,1.6727015124147842e-05,1.674576638466745e-05
depth4,0.15,1686,test,derivative_signed,0.001206714901051215,0.03874895626708902,9.623936186005707e-06,9.55937914311851e-06
depth4,0.15,4998,test,derivative_signed,0.001206714901051215,0.03874895626708902,1.3332624382308945e-05,1.3487786395283678e-05
depth4,0.15,151,test,derivative_signed,0.001206714901051215,0.03874895626708902,8.095636113630032e-06,7.879338698634633e-06
depth4,0.15,3630,test,derivative_signed,0.001206714901051215,0.03874895626708902,1.529489799379489e-05,1.5221850618042944e-05
depth4,0.15,1841,test,derivative_signed,0.001206714901051215,0.03874895626708902,2.492923872551752e-05,2.5127343563170343e-05
depth4,0.15,3028,test,derivative_signed,0.001206714901051215,0.03874895626708902,5.1722359620634694e-05,5.22328685785162e-05
depth4,0.15,2347,test,derivative_signed,0.001206714901051215,0.03874895626708902,1.082959028128147e-05,1.0793919207157839e-05
depth4,0.15,4021,test,derivative_signed,0.001206714901051215,0.03874895626708902,1.5120574201970015e-05,1.4926762339910402e-05
depth6,0.15,713,fit,finite_nonnegative,0.0,0.0,9.837187884100102e-06,9.837187884100102e-06
depth6,0.15,3623,fit,finite_nonnegative,0.0,0.0,1.0506334384264395e-05,1.0506334384264395e-05
depth6,0.15,3296,fit,finite_nonnegative,0.0,0.0,2.5112766159472856e-05,2.5112766159472856e-05
depth6,0.15,4345,fit,finite_nonnegative,0.0,0.0,1.2320176392052988e-05,1.2320176392052988e-05
depth6,0.15,2364,fit,finite_nonnegative,0.0,0.0,1.7149371365192637e-05,1.7149371365192637e-05
depth6,0.15,3510,fit,finite_nonnegative,0.0,0.0,4.355388618787266e-05,4.355388618787266e-05
depth6,0.15,4640,fit,finite_nonnegative,0.0,0.0,1.6956444214918526e-05,1.6956444214918526e-05
depth6,0.15,1298,fit,finite_nonnegative,0.0,0.0,1.2610373741275412e-05,1.2610373741275412e-05
depth6,0.15,708,fit,finite_nonnegative,0.0,0.0,9.177444545461867e-06,9.177444545461867e-06
depth6,0.15,1505,fit,finite_nonnegative,0.0,0.0,6.383023127249317e-05,6.383023127249317e-05
depth6,0.15,2304,fit,finite_nonnegative,0.0,0.0,1.5821942867893038e-05,1.5821942867893038e-05
depth6,0.15,307,fit,finite_nonnegative,0.0,0.0,1.243592437775732e-05,1.243592437775732e-05
depth6,0.15,4093,fit,finite_nonnegative,0.0,0.0,1.1746172999271554e-05,1.1746172999271554e-05
depth6,0.15,769,fit,finite_nonnegative,0.0,0.0,2.3313809909910458e-05,2.3313809909910458e-05
depth6,0.15,3769,fit,finite_nonnegative,0.0,0.0,1.0691619203359864e-05,1.0691619203359864e-05
depth6,0.15,1780,fit,finite_nonnegative,0.0,0.0,2.5296236365774836e-05,2.5296236365774836e-05
depth6,0.15,2797,test,finite_nonnegative,0.0,0.0,1.8767383751234378e-05,1.8767383751234378e-05
depth6,0.15,2744,test,finite_nonnegative,0.0,0.0,1.7600675850337755e-05,1.7600675850337755e-05
depth6,0.15,2114,test,finite_nonnegative,0.0,0.0,1.0213275730859249e-05,1.0213275730859249e-05
depth6,0.15,843,test,finite_nonnegative,0.0,0.0,1.712447956761374e-05,1.712447956761374e-05
depth6,0.15,3732,test,finite_nonnegative,0.0,0.0,2.1060958008471135e-05,2.1060958008471135e-05
depth6,0.15,3823,test,finite_nonnegative,0.0,0.0,2.149332308314243e-05,2.149332308314243e-05
depth6,0.15,2922,test,finite_nonnegative,0.0,0.0,1.2769713639561402e-05,1.2769713639561402e-05
depth6,0.15,1517,test,finite_nonnegative,0.0,0.0,1.5500897123399925e-05,1.5500897123399925e-05
depth6,0.15,1686,test,finite_nonnegative,0.0,0.0,1.0642164032856362e-05,1.0642164032856362e-05
depth6,0.15,4998,test,finite_nonnegative,0.0,0.0,1.3681225521937615e-05,1.3681225521937615e-05
depth6,0.15,151,test,finite_nonnegative,0.0,0.0,8.395385001129164e-06,8.395385001129164e-06
depth6,0.15,3630,test,finite_nonnegative,0.0,0.0,1.9998515166620254e-05,1.9998515166620254e-05
depth6,0.15,1841,test,finite_nonnegative,0.0,0.0,1.976851941358102e-05,1.976851941358102e-05
depth6,0.15,3028,test,finite_nonnegative,0.0,0.0,4.986042767324486e-05,4.986042767324486e-05
depth6,0.15,2347,test,finite_nonnegative,0.0,0.0,1.4446228416954073e-05,1.4446228416954073e-05
depth6,0.15,4021,test,finite_nonnegative,0.0,0.0,1.8676890937180665e-05,1.8676890937180665e-05
depth6,0.15,713,fit,finite_signed,0.0,0.0,9.837187884100102e-06,9.837187884100102e-06
depth6,0.15,3623,fit,finite_signed,0.0,0.0,1.0506334384264395e-05,1.0506334384264395e-05
depth6,0.15,3296,fit,finite_signed,0.0,0.0,2.5112766159472856e-05,2.5112766159472856e-05
depth6,0.15,4345,fit,finite_signed,0.0,0.0,1.2320176392052988e-05,1.2320176392052988e-05
depth6,0.15,2364,fit,finite_signed,0.0,0.0,1.7149371365192637e-05,1.7149371365192637e-05
depth6,0.15,3510,fit,finite_signed,0.0,0.0,4.355388618787266e-05,4.355388618787266e-05
depth6,0.15,4640,fit,finite_signed,0.0,0.0,1.6956444214918526e-05,1.6956444214918526e-05
depth6,0.15,1298,fit,finite_signed,0.0,0.0,1.2610373741275412e-05,1.2610373741275412e-05
depth6,0.15,708,fit,finite_signed,0.0,0.0,9.177444545461867e-06,9.177444545461867e-06
depth6,0.15,1505,fit,finite_signed,0.0,0.0,6.383023127249317e-05,6.383023127249317e-05
depth6,0.15,2304,fit,finite_signed,0.0,0.0,1.5821942867893038e-05,1.5821942867893038e-05
depth6,0.15,307,fit,finite_signed,0.0,0.0,1.243592437775732e-05,1.243592437775732e-05
depth6,0.15,4093,fit,finite_signed,0.0,0.0,1.1746172999271554e-05,1.1746172999271554e-05
depth6,0.15,769,fit,finite_signed,0.0,0.0,2.3313809909910458e-05,2.3313809909910458e-05
depth6,0.15,3769,fit,finite_signed,0.0,0.0,1.0691619203359864e-05,1.0691619203359864e-05
depth6,0.15,1780,fit,finite_signed,0.0,0.0,2.5296236365774836e-05,2.5296236365774836e-05
depth6,0.15,2797,test,finite_signed,0.0,0.0,1.8767383751234378e-05,1.8767383751234378e-05
depth6,0.15,2744,test,finite_signed,0.0,0.0,1.7600675850337755e-05,1.7600675850337755e-05
depth6,0.15,2114,test,finite_signed,0.0,0.0,1.0213275730859249e-05,1.0213275730859249e-05
depth6,0.15,843,test,finite_signed,0.0,0.0,1.712447956761374e-05,1.712447956761374e-05
depth6,0.15,3732,test,finite_signed,0.0,0.0,2.1060958008471135e-05,2.1060958008471135e-05
depth6,0.15,3823,test,finite_signed,0.0,0.0,2.149332308314243e-05,2.149332308314243e-05
depth6,0.15,2922,test,finite_signed,0.0,0.0,1.2769713639561402e-05,1.2769713639561402e-05
depth6,0.15,1517,test,finite_signed,0.0,0.0,1.5500897123399925e-05,1.5500897123399925e-05
depth6,0.15,1686,test,finite_signed,0.0,0.0,1.0642164032856362e-05,1.0642164032856362e-05
depth6,0.15,4998,test,finite_signed,0.0,0.0,1.3681225521937615e-05,1.3681225521937615e-05
depth6,0.15,151,test,finite_signed,0.0,0.0,8.395385001129164e-06,8.395385001129164e-06
depth6,0.15,3630,test,finite_signed,0.0,0.0,1.9998515166620254e-05,1.9998515166620254e-05
depth6,0.15,1841,test,finite_signed,0.0,0.0,1.976851941358102e-05,1.976851941358102e-05
depth6,0.15,3028,test,finite_signed,0.0,0.0,4.986042767324486e-05,4.986042767324486e-05
depth6,0.15,2347,test,finite_signed,0.0,0.0,1.4446228416954073e-05,1.4446228416954073e-05
depth6,0.15,4021,test,finite_signed,0.0,0.0,1.8676890937180665e-05,1.8676890937180665e-05
depth6,0.15,713,fit,derivative_nonnegative,0.0015949912602019078,0.0512169415775946,1.0067568090147095e-05,9.837187884100102e-06
depth6,0.15,3623,fit,derivative_nonnegative,0.0015949912602019078,0.0512169415775946,1.0175757712784026e-05,1.0506334384264395e-05
depth6,0.15,3296,fit,derivative_nonnegative,0.0015949912602019078,0.0512169415775946,2.4687344219918153e-05,2.5112766159472856e-05
depth6,0.15,4345,fit,derivative_nonnegative,0.0015949912602019078,0.0512169415775946,1.194624874069772e-05,1.2320176392052988e-05
depth6,0.15,2364,fit,derivative_nonnegative,0.0015949912602019078,0.0512169415775946,1.6557974933290122e-05,1.7149371365192637e-05
depth6,0.15,3510,fit,derivative_nonnegative,0.0015949912602019078,0.0512169415775946,4.3956957229934326e-05,4.355388618787266e-05
depth6,0.15,4640,fit,derivative_nonnegative,0.0015949912602019078,0.0512169415775946,1.751133511879173e-05,1.6956444214918526e-05
depth6,0.15,1298,fit,derivative_nonnegative,0.0015949912602019078,0.0512169415775946,1.2398805387009771e-05,1.2610373741275412e-05
depth6,0.15,708,fit,derivative_nonnegative,0.0015949912602019078,0.0512169415775946,9.253823583724782e-06,9.177444545461867e-06
depth6,0.15,1505,fit,derivative_nonnegative,0.0015949912602019078,0.0512169415775946,6.284079047541375e-05,6.383023127249317e-05
depth6,0.15,2304,fit,derivative_nonnegative,0.0015949912602019078,0.0512169415775946,1.607799147261631e-05,1.5821942867893038e-05
depth6,0.15,307,fit,derivative_nonnegative,0.0015949912602019078,0.0512169415775946,1.2627709431006114e-05,1.243592437775732e-05
depth6,0.15,4093,fit,derivative_nonnegative,0.0015949912602019078,0.0512169415775946,1.2063992995829526e-05,1.1746172999271554e-05
depth6,0.15,769,fit,derivative_nonnegative,0.0015949912602019078,0.0512169415775946,2.288264412016154e-05,2.3313809909910458e-05
depth6,0.15,3769,fit,derivative_nonnegative,0.0015949912602019078,0.0512169415775946,1.0699889528853268e-05,1.0691619203359864e-05
depth6,0.15,1780,fit,derivative_nonnegative,0.0015949912602019078,0.0512169415775946,2.5394467165658772e-05,2.5296236365774836e-05
depth6,0.15,2797,test,derivative_nonnegative,0.0015949912602019078,0.0512169415775946,1.904367517013958e-05,1.8767383751234378e-05
depth6,0.15,2744,test,derivative_nonnegative,0.0015949912602019078,0.0512169415775946,1.7469995700241938e-05,1.7600675850337755e-05
depth6,0.15,2114,test,derivative_nonnegative,0.0015949912602019078,0.0512169415775946,1.0601803333226257e-05,1.0213275730859249e-05
depth6,0.15,843,test,derivative_nonnegative,0.0015949912602019078,0.0512169415775946,1.688428985207836e-05,1.712447956761374e-05
depth6,0.15,3732,test,derivative_nonnegative,0.0015949912602019078,0.0512169415775946,2.125244310545359e-05,2.1060958008471135e-05
depth6,0.15,3823,test,derivative_nonnegative,0.0015949912602019078,0.0512169415775946,2.1821411609685436e-05,2.149332308314243e-05
depth6,0.15,2922,test,derivative_nonnegative,0.0015949912602019078,0.0512169415775946,1.3324615038507285e-05,1.2769713639561402e-05
depth6,0.15,1517,test,derivative_nonnegative,0.0015949912602019078,0.0512169415775946,1.496222021246786e-05,1.5500897123399925e-05
depth6,0.15,1686,test,derivative_nonnegative,0.0015949912602019078,0.0512169415775946,1.0889386710101062e-05,1.0642164032856362e-05
depth6,0.15,4998,test,derivative_nonnegative,0.0015949912602019078,0.0512169415775946,1.3294427522755206e-05,1.3681225521937615e-05
depth6,0.15,151,test,derivative_nonnegative,0.0015949912602019078,0.0512169415775946,8.684763740508094e-06,8.395385001129164e-06
depth6,0.15,3630,test,derivative_nonnegative,0.0015949912602019078,0.0512169415775946,2.0863271748513096e-05,1.9998515166620254e-05
depth6,0.15,1841,test,derivative_nonnegative,0.0015949912602019078,0.0512169415775946,1.9455099077028282e-05,1.976851941358102e-05
depth6,0.15,3028,test,derivative_nonnegative,0.0015949912602019078,0.0512169415775946,4.886444959662768e-05,4.986042767324486e-05
depth6,0.15,2347,test,derivative_nonnegative,0.0015949912602019078,0.0512169415775946,1.417217476559952e-05,1.4446228416954073e-05
depth6,0.15,4021,test,derivative_nonnegative,0.0015949912602019078,0.0512169415775946,1.9330606609491367e-05,1.8676890937180665e-05
depth6,0.15,713,fit,derivative_signed,0.0015949912602019078,0.0512169415775946,1.0067568090147095e-05,9.837187884100102e-06
depth6,0.15,3623,fit,derivative_signed,0.0015949912602019078,0.0512169415775946,1.0175757712784026e-05,1.0506334384264395e-05
depth6,0.15,3296,fit,derivative_signed,0.0015949912602019078,0.0512169415775946,2.4687344219918153e-05,2.5112766159472856e-05
depth6,0.15,4345,fit,derivative_signed,0.0015949912602019078,0.0512169415775946,1.194624874069772e-05,1.2320176392052988e-05
depth6,0.15,2364,fit,derivative_signed,0.0015949912602019078,0.0512169415775946,1.6557974933290122e-05,1.7149371365192637e-05
depth6,0.15,3510,fit,derivative_signed,0.0015949912602019078,0.0512169415775946,4.3956957229934326e-05,4.355388618787266e-05
depth6,0.15,4640,fit,derivative_signed,0.0015949912602019078,0.0512169415775946,1.751133511879173e-05,1.6956444214918526e-05
depth6,0.15,1298,fit,derivative_signed,0.0015949912602019078,0.0512169415775946,1.2398805387009771e-05,1.2610373741275412e-05
depth6,0.15,708,fit,derivative_signed,0.0015949912602019078,0.0512169415775946,9.253823583724782e-06,9.177444545461867e-06
depth6,0.15,1505,fit,derivative_signed,0.0015949912602019078,0.0512169415775946,6.284079047541375e-05,6.383023127249317e-05
depth6,0.15,2304,fit,derivative_signed,0.0015949912602019078,0.0512169415775946,1.607799147261631e-05,1.5821942867893038e-05
depth6,0.15,307,fit,derivative_signed,0.0015949912602019078,0.0512169415775946,1.2627709431006114e-05,1.243592437775732e-05
depth6,0.15,4093,fit,derivative_signed,0.0015949912602019078,0.0512169415775946,1.2063992995829526e-05,1.1746172999271554e-05
depth6,0.15,769,fit,derivative_signed,0.0015949912602019078,0.0512169415775946,2.288264412016154e-05,2.3313809909910458e-05
depth6,0.15,3769,fit,derivative_signed,0.0015949912602019078,0.0512169415775946,1.0699889528853268e-05,1.0691619203359864e-05
depth6,0.15,1780,fit,derivative_signed,0.0015949912602019078,0.0512169415775946,2.5394467165658772e-05,2.5296236365774836e-05
depth6,0.15,2797,test,derivative_signed,0.0015949912602019078,0.0512169415775946,1.904367517013958e-05,1.8767383751234378e-05
depth6,0.15,2744,test,derivative_signed,0.0015949912602019078,0.0512169415775946,1.7469995700241938e-05,1.7600675850337755e-05
