grid_index,noise_time,heat_variance,heat_step_from_previous,cumulative_log_weight_mean,cumulative_log_weight_std,increment_mean,increment_std,potential_mean,potential_std,potential_q10,potential_median,potential_q90,potential_min,potential_max,k4_ess_mean,k4_ess_min,k4_ess_fraction_mean,k4_ess_fraction_min,k4_entropy_ess_fraction_mean,k4_max_weight_mean,k4_max_weight_max,k4_log_weight_range_mean,k4_log_weight_range_max,k8_ess_mean,k8_ess_min,k8_ess_fraction_mean,k8_ess_fraction_min,k8_entropy_ess_fraction_mean,k8_max_weight_mean,k8_max_weight_max,k8_log_weight_range_mean,k8_log_weight_range_max
46,0.9037656784057617,88.19657307513434,7.408217237135787,91.30045634443519,15.427256175871893,7.893379900245306,1.2673694044441943,1.1516875717788935,0.18362104791599365,0.9337324261665344,1.1646522283554077,1.3614657402038575,0.7877260446548462,1.5249319076538086,1.0369890187727913,1.0000000006152003,0.2592472546931978,0.2500000001538001,0.26792444835779294,0.9826882153996349,0.9999999996923998,34.86210877893811,44.64229508823641,1.004520091638361,1.000005290012148,0.12556501145479512,0.1250006612515185,0.12681358594252434,0.997761795203131,0.9999973550009417,40.21261267291378,52.69996620192077
47,0.9002123475074768,81.38349172275576,6.813081352378575,99.83864945844681,16.64431734477055,8.53819311401163,1.353440562132072,1.3547240421175957,0.21409373912699106,1.1103630423545838,1.3618952631950378,1.6045971393585206,0.935078501701355,1.7794181108474731,1.0394770839726806,1.0000000006533143,0.25986927099317014,0.2500000001633286,0.26885127140196796,0.9815945417952866,0.9999999996733429,36.607000073636186,46.21210454716105,1.002149982775506,1.0000118925025707,0.12526874784693826,0.12500148656282134,0.12597718363616991,0.9989298413373586,0.999994053784127,42.25166309985278,56.325638613358606
48,0.8965517282485962,75.1111177691711,6.272373953584662,109.07735823257318,17.941615277671723,9.238708774126373,1.4547809610562585,1.5911171473562717,0.2500487269878962,1.308107042312622,1.5920515656471252,1.8908323645591736,1.1104167699813843,2.0741970539093018,1.0483458208199732,1.0000000007370007,0.2620864552049933,0.25000000018425017,0.27196609807410926,0.9777587725556158,0.9999999996314997,38.25888528838989,49.314499577055344,1.001017359927558,1.0000271865290178,0.12512716999094475,0.12500339831612722,0.1255260494984492,0.9994922639965617,0.9999864069204344,44.50170787461073,60.07258700932927
49,0.8927790522575378,69.33119724362425,5.779920525546856,119.06353074898875,19.33527151605464,9.98617251641557,1.5564548083207124,1.8643533810973167,0.2886542921442575,1.5257545948028564,1.8617018461227417,2.2276170015335084,1.31864333152771,2.4170868396759033,1.0683888953220007,1.0000000008833458,0.26709722383050016,0.25000000022083646,0.27828059961271157,0.9693899505077511,0.9999999995583271,39.90945320581347,52.50140963991207,1.0005678978271653,1.000021575120164,0.12507098722839566,0.1250026968900205,0.12532376693799208,0.9997162494871215,0.9999892125563035,47.383721667192546,63.93866878118884
50,0.8888888955116272,64.00000858306964,5.331188660554602,129.85257893118302,20.836063234097754,10.789048182194257,1.6550056057783178,2.183167301118374,0.33241559345565674,1.7786082029342651,2.1887930631637573,2.6239089488983156,1.5656650066375732,2.8181653022766113,1.1114326525669425,1.000000001126545,0.2778581631417356,0.25000000028163627,0.2894323568178516,0.9523652719212111,0.9999999994367275,41.64906428865932,55.786877194336,1.0004758683840804,1.0000107368787086,0.12505948354801005,0.12500134210983857,0.1252730267942324,0.9997621774939074,0.9999946315894724,50.40241904776501,67.9220910686372
51,0.8848758339881897,59.078801326558775,4.921207256510868,141.51467480182808,22.450220980111943,11.662095870645075,1.7622746025404215,2.5563591048121452,0.38397229929754406,2.0749387741088867,2.5725252628326416,3.0644004583358764,1.858652949333191,3.2893269062042236,1.1945683888777838,1.0000000015525434,0.29864209721944596,0.25000000038813586,0.30515347585631625,0.9191161168954827,0.9999999992237283,43.49115372464296,59.17410637647775,1.000593547615109,1.0000052703256126,0.12507419345188864,0.12500065879070157,0.12532107540208376,0.9997034266338904,0.999997364844141,53.556928751742625,72.02113935482144
52,0.8807339668273926,54.5325670897836,4.546234236775177,154.12892552682757,24.187516610251006,12.614250724999476,1.8839886908047243,2.992959327995777,0.4450327883399524,2.4265528678894044,3.017748713493347,3.5652549266815186,2.2062697410583496,3.843257188796997,1.2469446273805194,1.000000001898695,0.31173615684512984,0.25000000047467374,0.31264907249864005,0.8854651497606196,0.9999999990506525,45.469777289412285,62.66208699726924,1.0009116137377965,1.0000025537643789,0.12511395171722456,0.12500031922054736,0.12546154559793699,0.9995446573197818,0.9999987231194427,56.84168025218105,76.23421074827753
53,0.8764568567276001,50.329636340683116,4.2029307491004815,167.78316276436186,26.06026574523738,13.65423723753432,2.021666285277074,3.504524476826191,0.5171940227463666,2.840739393234253,3.5406832695007324,4.148932838439942,2.6187689304351807,4.49260139465332,1.1266444739544264,1.000000002065251,0.2816611184886066,0.25000000051631277,0.29317631630067437,0.9464301946630534,0.9999999989673745,47.77201726499683,66.26084765365465,1.0015839612996948,1.0000012389743929,0.12519799516246186,0.1250001548717991,0.1257467460956827,0.999209275993265,0.9999993805131883,60.25189866512638,80.55776859119652
54,0.8720378875732422,46.44167838717311,3.8879579535100035,182.57117456660268,28.080542261665617,14.788011802240808,2.173131824502142,4.102559745311737,0.6009254840524341,3.3199042320251464,4.153630495071411,4.8310455799102785,3.1081392765045166,5.24992561340332,1.0352676172131028,1.0000000024982523,0.2588169043032757,0.25000000062456307,0.26789725348917615,0.9833786468444374,0.9999999987508739,50.22344631888669,69.98948087030429,1.0031327163655424,1.000000618611631,0.1253915895456928,0.12500007732645388,0.12633942526211372,0.9984385913698913,0.9999996906942807,63.79387870034037,84.985216695398
55,0.8674699068069458,42.842995545460504,3.598682841712609,198.59644812009148,30.263181367886023,16.025273553488802,2.340279156258403,4.803628578782082,0.7000029006800851,3.8766051530838013,4.8645453453063965,5.638520765304565,3.688901424407959,6.129275798797607,1.0084806634876013,1.000000003220193,0.25212016587190034,0.25000000080504825,0.25604193343914317,0.9958067107646675,0.9999999983899035,52.859918707857624,73.86962354741942,1.0072498222031008,1.0000003294211173,0.1259062277753876,0.12500004117763966,0.12767551909805702,0.9964074884669327,0.999999835289469,67.49178358891774,89.50794882737534
56,0.8627451062202454,39.51020954093205,3.332786004528451,215.97607195941725,32.62578021956913,17.379623839325788,2.527364265185855,5.62585823237896,0.8170145912514005,4.548983955383301,5.6964802742004395,6.596171712875366,4.379019737243652,7.148265361785889,1.0032250028246017,1.0000000041908206,0.2508062507061504,0.25000000104770514,0.2527107362573312,0.9983933589406488,0.9999999979045897,55.714983989192056,77.92401746299211,1.0199484887588761,1.0000001966483103,0.12749356109485951,0.1250000245810388,0.13094276333696636,0.9903236481634442,0.9999999016758551,71.38083822635642,94.11502465934316
57,0.8578553795814514,36.422294523817605,3.0879150171144474,234.83856694127653,35.18494202391978,18.86249498185925,2.7344774528673312,6.591119810938835,0.9544748579789012,5.328695392608642,6.678349256515503,7.816555023193359,5.199934959411621,8.329323768615723,1.0025995104185526,1.0000000052241824,0.25064987760463814,0.2500000013060456,0.25211571181707937,0.9987063581285511,0.9999999973879088,58.80599350751474,82.17466613970407,1.0650837199908234,1.0000001423269504,0.13313546499885293,0.1250000177908688,0.13921993324848828,0.9705465777132237,0.9999999288365304,75.48927531129095,98.792728859009
58,0.8527919054031372,33.56006212151636,2.8622324023012453,255.32933426546612,37.95769540794751,20.490767324189562,2.9629704383118685,7.726912021636963,1.1163822707354345,6.244311237335205,7.837670803070068,9.27713384628296,6.057600975036621,9.738194465637207,1.0024300591676891,1.00000000600689,0.2506075147919223,0.2500000015017225,0.25195135210530106,0.9987907683686562,0.999999996996555,62.135152416967,86.64169953194008,1.2093509073771362,1.0000001410362875,0.15116886342214203,0.12500001762953594,0.1543652796374944,0.9121953710045874,0.9999999294818623,79.91807857562947,103.52718279279773
59,0.8475452661514282,30.906083727407534,2.653978394108826,277.61382321545426,40.9634102858725,22.284488949988166,3.2153674244740666,9.066358789801598,1.3071861072037811,7.341587972640991,9.203490257263184,11.028843688964844,7.05272102355957,11.440032958984375,1.0019859368240818,1.000000006312177,0.25049648420602044,0.25000000157804425,0.25163879310703585,0.9990109324895078,0.9999999968439115,65.69774658994453,91.33747141544382,1.164898976339165,1.0000002180826422,0.14561237204239563,0.12500002726033027,0.1507124965850675,0.9314275749083568,0.9999998909586937,85.04076754992553,108.3065925967129
60,0.8421052694320679,28.444447128861203,2.461636598546331,301.88143631520893,44.22424937490215,24.2676130997547,3.4935300577547195,10.650290787220001,1.5317599747479689,8.676334476470947,10.775381088256836,13.112954521179201,8.22912883758545,13.485816955566406,1.0013594283941696,1.000000006234496,0.2503398570985424,0.250000001558624,0.25119804191430517,0.9993220534334493,0.999999996882752,69.49126682435931,96.25992001817687,1.0301435963497758,1.000000550918668,0.12876794954372198,0.1250000688648335,0.13313549761112922,0.9856532117799621,0.9999997245407527,90.67284124012143,113.12065722109654
61,0.836461067199707,26.160686994515093,2.2837601343461102,328.34915125635246,47.76561480910105,26.467714941143537,3.799652729417185,12.52877652645111,1.7964063966478403,10.20864839553833,12.63405179977417,15.325201129913331,9.624309539794922,15.894861221313477,1.0011673389855356,1.0000000029872944,0.2502918347463839,0.2500000007468236,0.25113116315821504,0.9994170484768812,0.9999999985063528,73.51850053288118,101.40077608017907,1.0064652582776294,1.0000021747036447,0.12580815728470368,0.1250002718379556,0.12759849443006205,0.996784882061584,0.999998912649426,96.70571514812953,117.95647535427332
62,0.8306010961532593,24.04162442211597,2.119062572399123,357.2617924218906,51.61849469802515,28.912641165538105,4.137466046375925,14.759366393089294,2.109271409148424,12.039042949676514,14.941533088684082,17.944558906555176,11.285344123840332,18.76619529724121,1.011692816908882,1.0000000000460312,0.2529232042272205,0.2500000000115078,0.25736606164496345,0.9942775672965929,0.9999999999769844,78.07461691791515,106.75652416421389,1.0207864555709176,1.0000129017425647,0.1275983069463647,0.1250016127178206,0.13092382329375735,0.98998244692255,0.9999935491710167,103.12050369335712,128.9347975051034
63,0.8245124816894531,22.07506567306174,1.9665587490542293,388.89905348833736,55.823397647148326,31.63726106644673,4.515264795188689,17.415885001420975,2.483500836415327,14.219539833068847,17.683679580688477,21.054251098632815,13.2696533203125,22.394481658935547,1.2490725101592286,1.0000000000003761,0.31226812753980715,0.25000000000009404,0.3124888125313695,0.8806185539503026,0.9999999999998119,82.94966747499356,112.61735595907635,1.2138910356249057,1.0001169392548646,0.15173637945311322,0.12501461740685807,0.1539480571643223,0.9098870396084136,0.9999415338041389,109.96341597294224,141.11389525904434
64,0.8181818127632141,20.24999852478511,1.8250671482766307,423.57475055560906,60.42041969278343,34.67569706727174,4.933543156714374,20.583480775356293,2.92371885110942,16.82759246826172,20.892823219299316,24.754024887084963,15.641202926635742,26.74311065673828,1.0084359625096124,1.0000000000000013,0.2521089906274031,0.25000000000000033,0.2555301730255388,0.9958504402650612,0.9999999999999993,89.14724785623234,120.91161096560518,1.0374575366824113,1.0001003356704556,0.1296821920853014,0.12501254195880696,0.13420766663458275,0.9824541885905234,0.9999498346813348,117.90586257115335,154.48907353120387
65,0.8115941882133484,18.556209453518967,1.693789071266142,461.64946800444403,65.45769483403215,38.07471744883496,5.400413699525305,24.374558091163635,3.453827718013458,19.95777988433838,24.723953247070312,29.166312408447265,18.4628849029541,31.96930503845215,1.0000815652900528,1.0,0.2500203913225132,0.25,0.2501017295170101,0.9999592231520749,1.0,95.81063710679318,129.6558461518399,1.0122070512528354,1.0000224767471717,0.12652588140660442,0.12500280959339646,0.12897119789093764,0.9940162441060554,0.9999887617527143,126.62355194082359,169.2105826014224
66,0.8047336935997009,16.98438195256041,1.571827500958559,503.53607162838716,71.00049244680714,41.8866036239431,5.931932531118634,28.922134578227997,4.094842622340637,23.72392635345459,29.338847160339355,34.442557907104494,21.804533004760742,38.27110290527344,1.000001443865284,1.0,0.250000360966321,0.25,0.25000259170321515,0.9999992780686182,1.0,102.98602524157513,138.9491704210443,1.249891025636444,1.0000042198185108,0.1562363782045555,0.12500052747731386,0.15662017242448967,0.8802658819098558,0.9999978900951975,136.10021546281382,185.4866382976527
67,0.7975830435752869,15.52594501988918,1.458436932671228,549.7064252926103,77.1228079562806,46.17035366422323,6.536679213118919,34.392709732055664,4.870029865220104,28.259411239624022,34.880516052246094,40.77166213989258,25.77706527709961,45.89637756347656,1.0000001682266915,1.0,0.25000004205667287,0.25,0.250000340391734,0.9999999158866796,1.0,110.75635686548597,148.89280571219444,1.010548527703603,1.0000002210867698,0.12631856596295038,0.12500002763584622,0.12872924703143673,0.9947809266745682,0.9999998894566273,147.56356506789655,203.5733239358335
68,0.790123462677002,14.173011386901665,1.352933632987515,600.7065458124131,83.90640912920077,51.00012051980271,7.222390148822231,40.999193131923676,5.807600493484745,33.75845375061035,41.49734306335449,48.60250968933106,30.55226707458496,55.15508270263672,1.0000000361882029,1.0,0.2500000090470507,0.25,0.25000008345099944,0.9999999819058993,1.0,119.21567899405852,159.59239968050224,1.0514586537651454,1.0000000005078764,0.13143233172064317,0.12500000006348455,0.13646359682007458,0.9764411194330047,0.9999999997460618,160.21174804302305,223.73930773591485
69,0.7823343873023987,12.918294846816526,1.2547165400851394,657.1756293439346,91.44370962649141,56.46908353152153,7.999372778032891,49.0117084980011,6.944341477289153,40.44663505554199,49.55379867553711,58.130767059326175,36.342105865478516,66.43608856201172,1.000000049910215,1.0,0.25000001247755377,0.25,0.2500001115503116,0.999999975044894,1.0,128.4720344403243,171.17841298261112,1.2410275108069482,1.000000000000436,0.15512843885086852,0.1250000000000545,0.155679926700091,0.8918971948338799,0.999999999999782,174.27580630950527,246.52769157056946
70,0.774193525314331,11.755098937899831,1.1631959089166948,719.8623069331445,99.84214616491072,62.686677589209864,8.882045470100833,58.7718163728714,8.328559826190302,48.6064640045166,59.300384521484375,69.70761184692383,43.390506744384766,80.22901153564453,1.0000002137627244,1.0,0.2500000534406811,0.25,0.2500004270562818,0.9999998931186755,1.0,138.65034530274016,183.81367646541344,1.020511371489877,1.0,0.12756392143623463,0.125,0.13065252515757053,0.9901324662807615,1.0,190.53855973560957,274.6136674443667
71,0.7656765580177307,10.677245430800262,1.0778535070995687,789.6460153751306,109.22818472339486,69.78370844198616,9.888735909654047,70.71462678909302,10.02152063139547,58.599701690673825,71.31378555297852,83.82684783935547,52.00288391113281,97.15655517578125,1.000001295774803,1.0,0.25000032394370075,0.25,0.2500022586220229,0.9999993521142254,1.0,149.89487354787653,197.69248562653672,1.0009761586494241,1.0,0.12512201983117802,0.125,0.1254777035243177,0.9995125204614892,1.0,208.66108146466357,306.1101127336317
72,0.7567567229270935,9.67900878804293,0.9982366427573321,867.5646470858818,119.74973743894995,77.9186317107512,11.040590015494114,85.39791882038116,12.099857214748422,70.89927368164062,86.22892379760742,101.12281799316406,62.57737350463867,118.01973724365234,1.0000086895104996,1.0,0.2500021723776249,0.25,0.25001300737257026,0.9999956553199653,1.0,162.37133124193008,213.0392087699297,1.0029273812190127,1.0,0.1253659226523766,0.125,0.12614424713544334,0.9985446807374465,1.0,230.18847785238745,341.4574569510115
73,0.7474048137664795,8.755110698645971,0.9238980893969586,954.8451165144925,131.57796402200998,87.28046942861067,12.361246697094911,103.54168486595154,14.6603363970177,86.12660522460938,104.51015853881836,122.41631927490235,75.63436889648438,143.8518829345703,1.0000590786444392,1.0,0.2500147696611098,0.25,0.2500742177322192,0.9999704641660123,1.0,176.2683664748453,230.10782982993226,1.0000002601612485,1.0,0.12500003252015607,0.125,0.1250002518595129,0.999999869919443,1.0,256.6168963880543,381.17055253984176
74,0.73758864402771,7.900656723951227,0.8544539746947448,1052.9471669600298,144.91244705919735,98.10205044553732,13.879778603740057,126.08344030380249,17.829186753449747,105.09891128540039,127.23449325561523,148.77841796875,91.85640716552734,175.98983764648438,1.0003904351306185,1.0,0.25009760878265463,0.25,0.2503989885228449,0.9998049346329726,1.0,193.14289548739671,249.18544834045088,1.0000000024370785,1.0,0.12500000030463482,0.125,0.12500000306756892,0.9999999987814607,1.0,286.4406204488345,425.8563956572732
75,0.7272727489471436,7.111112665247243,0.7895440587039833,1163.616345168138,159.99128828490564,110.66917820810816,15.634982951303837,154.25348830223083,21.777558320829154,128.89449157714844,155.64691925048828,181.61646728515626,112.14443969726562,216.18179321289062,1.0024119567366168,1.0,0.2506029891841542,0.25,0.25193052712529423,0.9987997834368206,1.0,212.65662234154337,270.60346336718294,1.0000000000139697,1.0,0.12500000000174621,0.125,0.1250000000220904,0.9999999999930151,1.0,320.1538474058733,476.2359682601077
76,0.7164179682731628,6.382275101256526,0.7288375639907176,1288.9556899383588,177.10179789566996,125.33934477022096,17.676211375157294,189.68966436386108,26.72959029745866,158.94784393310547,191.3951873779297,222.90700531005862,137.697021484375,266.74658203125,1.0132986185517419,1.0,0.25332465463793546,0.25,0.25798843096453716,0.9935184925587175,1.0,234.7491127228016,294.75885245450013,1.0000000000003477,1.0,0.12500000000004347,0.125,0.12500000000063877,0.9999999999998261,1.0,358.3694840926795,533.1719322330654
77,0.7049808502197266,5.710238215412752,0.6720368858437737,1431.5240131037474,196.58798913072192,142.56832316538834,20.06096955649875,234.59753227233887,32.974742060243315,197.18695831298828,236.68655395507812,275.1011138916016,170.12255859375,330.792236328125,1.0611582898896423,1.0,0.2652895724724106,0.25,0.2759720823642771,0.9723796675050143,1.0,259.8369917872772,322.1424892392606,1.0000000029393994,1.0,0.12500000036742492,0.125,0.12500000366541553,0.9999999985303003,1.0,401.8238402254329,597.7051263425947
78,0.6929134130477905,5.091388547892361,0.618849667520391,1594.4533163124481,218.86063445920354,162.92930320870096,22.857569831605236,291.9578227996826,40.899294262751354,246.19198455810547,294.5095520019531,341.58704528808596,211.6019744873047,412.5105285644531,1.189567905149675,1.0,0.29739197628741876,0.25,0.3040015665524382,0.9213479841765688,1.0,288.42624986898716,353.37053524948874,1.0002399337276093,1.0,0.12502999171595117,0.125,0.1251298045210921,0.9998800906491785,1.0,451.38836831479284,671.0982408131233
79,0.6801619529724121,4.522352588473443,0.569035959418918,1781.6073057985832,244.41562454817188,187.15398948613495,26.153268726656037,365.8353672027588,51.02562960660928,309.5129333496094,368.96144104003906,427.003158569336,265.1317443847656,517.6038818359375,1.2443765830272346,1.0,0.31109414575680866,0.25,0.31178974881859356,0.8883315673472107,1.0,321.1932119041265,389.4367767414569,1.001010370836329,1.0,0.12512629635454112,0.125,0.12545740072869863,0.9994958313177725,1.0,509.6652957380265,754.8960837306847
80,0.6666666865348816,4.000000715255812,0.5223518732176311,1997.7827876399488,273.8600502852528,216.17548184136547,30.060828664610554,461.86524200439453,64.07708271266492,392.1778076171875,465.7234649658203,537.758123779297,334.8804016113281,653.909912109375,1.1881827435046157,1.0,0.29704568587615393,0.25,0.30378169155528456,0.9219501778028558,1.0,358.9479119714707,431.476314814219,1.0000000000469527,1.0,0.12500000000586908,0.125,0.1250000000706893,0.9999999999765237,1.0,579.058328534431,850.9951829802594
81,0.6523604989051819,3.52141391804415,0.478586797211662,2249.006487599624,307.9531111746642,251.2236999596752,34.732269603106054,587.991132736206,81.07417063834808,501.2213500976562,592.7820434570312,682.8280761718751,426.73016357421875,832.3582153320312,1.1850125697552354,1.0,0.29625314243880885,0.25,0.3032736409816745,0.9233140886762607,1.0,402.43252956354183,479.8341163984196,1.0,1.0,0.125,0.125,0.125,1.0,1.0,661.1330950299142,961.7397048667119
82,0.6371681094169617,3.0838777852456554,0.43753613279849457,2542.9284491368544,347.6538190221247,293.92196153723063,40.366760545084695,755.5411586761475,103.45237071593283,646.7278747558594,761.5309448242188,874.9664794921875,549.1068725585938,1068.4071044921875,1.248326384247175,1.0,0.31208159606179375,0.25,0.31229015411900535,0.8822440418325557,1.0,452.828273617308,535.9422770159422,1.0,1.0,0.125,0.125,0.125,1.0,1.0,757.0961049279153,1090.044812409739
83,0.621004581451416,2.6848602693479657,0.39901751589768963,2889.368876992386,394.17918036129794,346.44042785553114,47.22308167442459,980.9261093139648,133.25534554585212,843.39619140625,988.5025329589844,1133.0656860351562,714.2901611328125,1384.26318359375,1.1026861181461198,1.0,0.27567152953652996,0.25,0.2871592853255685,0.955786290492986,1.0,512.0179947759,603.1799070610709,1.0,1.0,0.125,0.125,0.125,1.0,1.0,869.295077087575,1239.5684435159978
84,0.6037735939025879,2.321995639502398,0.3628646298455678,3301.0914147435615,449.0847872898748,411.7225377511759,55.64280951936602,1288.3638896942139,173.44669900579026,1113.0448974609376,1298.1294555664062,1484.7288696289063,940.5130004882812,1812.3533935546875,1.005843400813347,1.0,0.25146085020333675,0.25,0.254065730941795,0.9971116604969764,1.0,581.8755293519387,683.7776472181172,1.0,1.0,0.125,0.125,0.125,1.0,1.0,1001.2268117743371,1414.9503827468461
85,0.5853658318519592,1.993079226637708,0.32891641286469,3794.9056788745056,514.3793196402708,493.8142641309438,66.08476459575179,1714.3094024658203,228.41040977777752,1487.5703735351562,1727.2353515625,1977.8437255859376,1255.412109375,2400.89208984375,1.000060057128463,1.0,0.25001501428211576,0.25,0.2500753113566013,0.9999699750417608,1.0,664.9454281598163,791.0227077160966,1.0,1.0,0.125,0.125,0.125,1.0,1.0,1159.685348328485,1622.1435620298917
86,0.5656565427780151,1.6960516040844584,0.29702762255324955,4393.290906286358,592.6910416811942,598.3852274118531,79.17874540811822,2314.846015930176,304.7687802920383,2012.2656982421875,2328.0946044921875,2694.0647460937503,1701.852294921875,3223.0517578125,1.0000000661700845,1.0,0.25000001654252113,0.25,0.25000013927071413,0.9999999669149622,1.0,764.603285278936,926.8926129280821,1.0,1.0,0.125,0.125,0.125,1.0,1.0,1349.303579328303,1868.8831245426595
87,0.5445026159286499,1.4289866345212705,0.2670649695631879,5126.807303001824,687.5075419786103,733.516396715465,95.8025516633212,3178.322166442871,412.7444506498876,2768.7643310546873,3188.7635498046875,3733.8907714843754,2348.053955078125,4392.43310546875,1.0000000000035802,1.0,0.25000000000089506,0.25,0.2500000000119323,0.9999999999982099,1.0,885.3414647325515,1091.3884153286208,1.0,1.0,0.125,0.125,0.125,1.0,1.0,1577.4847882875117,2165.337205216273
88,0.52173912525177,1.190082595188936,0.2389040393323345,6037.747579296009,803.5243592469313,910.940276294185,117.19763012650954,4447.670921325684,568.5004018721161,3884.3527587890626,4449.932861328125,5279.951318359375,3305.806396484375,6089.95458984375,1.0,1.0,0.25,0.25,0.25,1.0,1.0,1033.2058369834126,1292.3505153694032,1.0,1.0,0.125,0.125,0.125,1.0,1.0,1854.3636264238876,2524.9986333193356
89,0.5,1.0,0.190082595188936,7040.824662398531,929.222816515975,1003.0770831025217,127.01058739839354,6106.447219848633,768.0406472297741,5345.0380859375,6092.4833984375,7251.254394531251,4569.2587890625,8278.5712890625,1.0,1.0,0.25,0.25,0.25,1.0,1.0,1193.506994454467,1509.417715618537,1.0,1.0,0.125,0.125,0.125,1.0,1.0,2151.304382417382,2911.1360879706326
