grid_index,noise_time,heat_variance,heat_step_from_previous,cumulative_log_weight_mean,cumulative_log_weight_std,increment_mean,increment_std,potential_mean,potential_std,potential_q10,potential_median,potential_q90,potential_min,potential_max,k4_ess_mean,k4_ess_min,k4_ess_fraction_mean,k4_ess_fraction_min,k4_entropy_ess_fraction_mean,k4_max_weight_mean,k4_max_weight_max,k4_log_weight_range_mean,k4_log_weight_range_max,k8_ess_mean,k8_ess_min,k8_ess_fraction_mean,k8_ess_fraction_min,k8_entropy_ess_fraction_mean,k8_max_weight_mean,k8_max_weight_max,k8_log_weight_range_mean,k8_log_weight_range_max
36,0.9343065619468689,202.2715561896933,18.46341853546923,34.38349679425181,7.161526300574186,3.546932030891833,0.6060641032225241,0.20990543300285935,0.035660320472165,0.15974599570035936,0.20533626526594162,0.25844981968402864,0.14065542817115784,0.28503891825675964,1.2187537784201152,1.0000000266856512,0.3046884446050288,0.2500000066714128,0.30849304994128635,0.9073012356049649,0.9999999866571745,19.141089531191938,33.447289419586625,1.2386826357761338,1.0000003099739598,0.15483532947201673,0.12500003874674498,0.1715276766418848,0.9171279576814776,0.9999998450130498,22.491409716906936,33.447289419586625
37,0.9316081404685974,185.54861859660508,16.722937593088233,38.24792771995667,7.713063055816217,3.8644309257048595,0.6545418308050409,0.2522658696398139,0.042762597648591284,0.19093015938997268,0.24435929208993912,0.31525499522686007,0.16909503936767578,0.33737707138061523,1.2472329977521088,1.000000011541066,0.3118082494380272,0.2500000028852665,0.3122215772328105,0.8843990435837725,0.9999999942294671,20.4723332771991,34.74888850961577,1.2005649142967862,1.0000001948659014,0.15007061428709828,0.12500002435823768,0.16627456368990617,0.928455480739876,0.9999999025670612,24.079361223490686,34.74888850961577
38,0.9288389086723328,170.37097132686793,15.17764726973715,42.45267902069584,8.303914342953405,4.204751300739168,0.7151150928276481,0.3018056838773191,0.051568615530563196,0.22758630365133287,0.29290634393692017,0.3768824070692062,0.2022610604763031,0.3991006016731262,1.2426149559870143,1.0000000053812936,0.3106537389967536,0.2500000013453234,0.3115989130418392,0.8903236884261325,0.9999999973093532,21.87373570320155,35.94204513430273,1.1618125721240098,1.0000001407336814,0.14522657151550122,0.12500001759171017,0.1602371500030872,0.9396282992442591,0.9999999296331655,25.671766896002694,35.94204513430273
39,0.9259962439537048,156.57085549214645,13.800115834721481,47.016655141309876,8.947972984904327,4.563976120614038,0.7823877871252877,0.3596345786936581,0.06188685689631442,0.2705714672803879,0.350770503282547,0.448863896727562,0.24088884890079498,0.47787314653396606,1.2053063580944698,1.0000000027816491,0.30132658952361746,0.2500000006954123,0.30643211213546406,0.9141650249364597,0.9999999986091754,23.341042357379692,37.08589648493464,1.1256636538464315,1.0000001233432518,0.14070795673080394,0.12500001541790648,0.153877933634688,0.9505004219295892,0.9999999383283789,27.289638426565062,37.08589648493464
40,0.9230769276618958,144.00001859665088,12.570836895495574,51.96082888010464,9.656382656387251,4.944173738794768,0.8502365570237734,0.4269755380228162,0.07343200679863393,0.32092916071414945,0.41738924384117126,0.5232866406440735,0.2859277129173279,0.5695667266845703,1.1567824197272771,1.0000000016270287,0.2891956049318193,0.2500000004067572,0.2984421393407323,0.9348377805630099,0.9999999991864856,24.851958641439644,38.22506286670946,1.093807224749794,1.0000001360664224,0.13672590309372426,0.1250000170083028,0.1477118747077108,0.9609632971939768,0.9999999319667943,28.9577881308477,38.22506286670946
41,0.9200779795646667,132.53066123571912,11.469357360931753,57.309263443647275,10.435595974490644,5.348434563542629,0.916966442161913,0.5056721065193415,0.08651501829927748,0.37974963486194613,0.4951147139072418,0.6089426875114441,0.33859968185424805,0.6752083897590637,1.1141806685455247,1.000000001089664,0.27854516713638117,0.250000000272416,0.28982647736792955,0.951335810734723,0.999999999455168,26.41718048689092,39.37800248831538,1.0667818443855124,1.0000001869993127,0.13334773054818905,0.1250000233749141,0.14209863670354073,0.9707874855899805,0.9999999065003532,30.69212104470389,39.37800248831538
42,0.9169960021972656,122.04974155666854,10.480919679050587,63.09239484315574,11.288330244305897,5.783131399508471,0.9846375537951124,0.5978820808231831,0.10143505319101434,0.4486233055591583,0.5893529653549194,0.7080593824386596,0.4004971981048584,0.8006318807601929,1.0823898203940119,1.00000000083498,0.27059745509850297,0.250000000208745,0.28204928117479194,0.9637630464867943,0.99999999958251,28.03702420404401,40.5379382105464,1.0448181823732714,1.0000003058503446,0.13060227279665892,0.12500003823129308,0.1372480600937557,0.9795503985301339,0.9999998470748522,32.49305324055986,40.5379382105464
43,0.913827657699585,112.45863310786716,9.591108448801378,69.34464550016182,12.214208342808051,6.252250657006071,1.0531760653954827,0.705877685919404,0.11824562329318583,0.5390646576881408,0.7020205855369568,0.8295649647712707,0.47364985942840576,0.9462301731109619,1.0605045717998198,1.0000000007085168,0.26512614294995496,0.2500000001771292,0.2757853028970656,0.9726497186177288,0.9999999996457416,29.699735954513024,41.6798073691618,1.028107044143237,1.0000005654730262,0.12851338051790462,0.12500007068412827,0.1332997982826996,0.9867439104122173,0.9999997172635688,34.34858947996065,42.567824040655076
44,0.9105690717697144,103.66933511958335,8.789297988283806,76.10327392873432,13.212329082668075,6.758628428572518,1.1221497034051922,0.832044554874301,0.13716409739554197,0.6487345397472382,0.8327167630195618,0.9785370469093323,0.5605531930923462,1.113066554069519,1.0467540238253399,1.0000000006422751,0.26168850595633497,0.2500000001605688,0.27135260355393676,0.9784469208456458,0.9999999996788624,31.38680124063314,42.77399853836677,1.0164253698874237,1.0000011353114082,0.12705317123592796,0.12500014191392603,0.1303085337745516,0.9920672243747588,0.9999994323446217,36.244163009749656,45.82074000863918
45,0.9072164297103882,95.60479031227013,8.064544807313226,83.40707644418987,14.283087288275203,7.303802515455546,1.1925493720162144,0.9792920276522636,0.15866089773737205,0.7799550354480743,0.9847294688224792,1.1546735167503357,0.6641343235969543,1.3045166730880737,1.0393557994578373,1.0000000006128604,0.2598389498644593,0.2500000001532151,0.2687733836974087,0.9816502605637631,0.9999999996935698,33.07886884066555,43.79053725851803,1.0089345950173612,1.0000024075829645,0.12611682437717014,0.12500030094787057,0.1281989399848428,0.9956172276185996,0.9999987962099748,38.16805324517212,49.19773872882069
