sample_id,amount,time,grid,cfg,projected,conditional_value,projected_value
0,0.0,0.125,4,0.000288970477413,0.000288970477413,-5.4726755479e-05,-5.4726755479e-05
0,0.0,0.25,4,0.00021780846873200002,0.00021780846873200002,1.9394050468000002e-05,1.9394050468000002e-05
0,0.0,0.375,4,0.001203847234137,0.001203847234137,0.00024647184181999994,0.00024647184181999994
0,0.0,0.5,4,0.006227380130439,0.006227380130439,0.0009765462018539997,0.0009765462018539997
0,0.0,0.625,4,0.022998511791229,0.022998511791229,0.003608437255025,0.003608437255025
0,1.25,0.125,4,0.00019372961833100002,0.00019843765767200001,-7.080147043000002e-06,-2.3721077020000118e-06
0,1.25,0.25,4,0.00018177450692700002,0.000181142706423,4.8947273172e-05,4.831547266799998e-05
0,1.25,0.375,4,0.0020247143693260003,0.0020217031706120004,0.00047353410627700007,0.00047052290756300014
0,1.25,0.5,4,0.076154418289661,0.07617341727018301,0.012155935168266005,0.012174934148788008
0,1.25,0.625,4,0.44210952520370406,0.44211012125015203,0.07619136571884105,0.07619196176528903
0,2.75,0.125,4,0.0058005284518,0.005796152632683,0.0011190264485779998,0.0011146506294609998
0,2.75,0.25,4,0.0054009607993060005,0.005385522730648001,9.789923205999994e-05,8.246116340200008e-05
0,2.75,0.375,4,0.003266593441367,0.0032879996579140004,-0.00023606070317300004,-0.0002146544866259998
0,2.75,0.5,4,0.5096914172172541,0.5106269717216491,0.17552316188812206,0.17645871639251703
0,2.75,0.625,4,0.891914367675781,0.8920853734016411,0.0022379159927369274,0.002408921718596968
1,0.0,0.125,4,0.000230696663493,0.000230696663493,-1.7128040781000012e-05,-1.7128040781000012e-05
1,0.0,0.25,4,0.0008117647957980001,0.0008117647957980001,0.00010250165360000004,0.00010250165360000004
1,0.0,0.375,4,0.001076861517503,0.001076861517503,0.0003618699265639999,0.0003618699265639999
1,0.0,0.5,4,0.065112017095088,0.065112017095088,0.02589226141572,0.02589226141572
1,0.0,0.625,4,0.276655167341232,0.276655167341232,0.020653903484344982,0.020653903484344982
1,1.25,0.125,4,0.004776777699589001,0.004566910210996001,0.0024113650433720004,0.0022014975547790003
1,1.25,0.25,4,0.025319125503301003,0.02500981092453,0.007832953706384,0.007523639127612999
1,1.25,0.375,4,0.70883172750473,0.7088912725448601,0.01535737514495894,0.015416920185089
1,1.25,0.5,4,0.756862938404083,0.756705462932586,0.007847845554351918,0.0076903700828548915
1,1.25,0.625,4,0.77753734588623,0.7775850296020501,0.0006734132766719192,0.0007210969924920096
1,2.75,0.125,4,0.019194418564438,0.019308097660541,0.005600510165095,0.005714189261197999
1,2.75,0.25,4,0.819867253303527,0.816383779048919,0.03800427913665705,0.034520804882049005
1,2.75,0.375,4,0.787072360515594,0.7868799567222591,-0.009410977363585982,-0.009603381156920943
1,2.75,0.5,4,0.761248767375946,0.7611674070358271,-0.00036561489105202405,-0.00044697523117098736
1,2.75,0.625,4,0.7716244459152221,0.7716909646987911,0.0022614598274229847,0.0023279786109919876
2,0.0,0.125,4,0.00046702352119600005,0.00046702352119600005,-2.4884589947000025e-05,-2.4884589947000025e-05
2,0.0,0.25,4,0.0006797490641470001,0.0006797490641470001,-0.00013587786816099997,-0.00013587786816099997
2,0.0,0.375,4,0.0013715940294780002,0.0013715940294780002,0.00022171391174200016,0.00022171391174200016
2,0.0,0.5,4,0.0008806877885940001,0.0008806877885940001,0.00010329921497000008,0.00010329921497000008
2,0.0,0.625,4,0.001582594471983,0.001582594471983,7.438159082100008e-05,7.438159082100008e-05
2,1.25,0.125,4,0.0008101634448390001,0.0008099666447370001,0.00021521619055400005,0.00021501939045200005
2,1.25,0.25,4,0.0038207049947230004,0.0036267843097440005,0.0026460163062440004,0.0024520956212650004
2,1.25,0.375,4,0.067520335316658,0.067767769098281,0.0009603053331379979,0.0012077391147609917
2,1.25,0.5,4,0.18073092401027602,0.180792093276977,0.030289292335510004,0.030350461602211
2,1.25,0.625,4,0.47064748406410206,0.47088968753814703,0.031635582447052,0.03187778592109697
2,2.75,0.125,4,0.001123996800743,0.001085168914869,2.799264620999991e-05,-1.0835239664000072e-05
2,2.75,0.25,4,0.014487762004137001,0.015193372033536,-0.0024960152804850005,-0.001790405251086001
2,2.75,0.375,4,0.045160762965679,0.046035841107368004,0.011851601302623999,0.012726679444313
2,2.75,0.5,4,0.40718424320220903,0.40767085552215504,0.06109988689422602,0.06158649921417203
2,2.75,0.625,4,0.650187730789184,0.650337636470794,0.016546070575714,0.016695976257323997
3,0.0,0.125,4,0.0008027493604450001,0.0008027493604450001,0.00035947945434600006,0.00035947945434600006
3,0.0,0.25,4,0.0013794411206610002,0.0013794411206610002,0.00023464253172200016,0.00023464253172200016
3,0.0,0.375,4,0.00132816506084,0.00132816506084,0.000147166079842,0.000147166079842
3,0.0,0.5,4,0.004267717711627,0.004267717711627,0.0007917121984059999,0.0007917121984059999
3,0.0,0.625,4,0.038446433842182,0.038446433842182,0.007954135537147997,0.007954135537147997
3,1.25,0.125,4,0.0008399742655450001,0.0008384410757570001,0.0002872687764460001,0.000285735586658
3,1.25,0.25,4,0.0017048279987640002,0.001706826966255,-0.00013196712825499991,-0.00012996816076400004
3,1.25,0.375,4,0.0026496450882400003,0.002664199098944,0.0006093340925870001,0.0006238881032909998
3,1.25,0.5,4,0.061303034424781,0.061536721885204,0.02220693975687,0.022440627217293
3,1.25,0.625,4,0.46157029271125705,0.46210816502571106,0.032198429107666016,0.03273630142212003
