field,antisymmetric_frobenius_sq,jacobian_frobenius_sq,ratio_sq
cfg,1772.5949189383919,9462.206951005552,0.18733419466692364
conditional,472.5425737659273,8317.033485641352,0.05681624037966562
fixed_cfg_a0,472.5425737659273,8317.033485641352,0.05681624037966562
fixed_cfg_a125,1227.7327989621606,9061.29559497096,0.13549197088808748
fixed_cfg_a275,3208.065452481631,11045.474890706535,0.29044160474990893
gap,260.3942192423775,264.5005355623712,0.984475206028362
null,454.2819585984635,8316.74998633973,0.0546225339639429
orthogonal,257.07849815012537,260.0608482437858,0.9885321065673648
projected,1729.4185459875605,9460.550398898306,0.18280316398810725
