variant,metric,spearman,within_time_amount_rank_correlation
cfg,antisymmetric_frobenius_sq,0.2578861019362063,0.3884652981427176
cfg,jacobian_frobenius_sq,-0.11339469789365403,0.36026392961876835
projected,antisymmetric_frobenius_sq,0.2571991414893293,0.4012218963831867
projected,jacobian_frobenius_sq,-0.11143364337518825,0.36759530791788864
