step_index,time,next_time,cohort_second_moment_before,target_second_moment,lambda_ideal_fp64,lambda_applied_fp32,active,cohort_second_moment_after,cohort_correction_rms,energy_bound_excess_after,lambda_roundoff
0,1.0,0.9987389445304871,0.9975423636741462,0.9974810660816975,0.9999692752226007,0.9999693036079407,True,0.9974811225902189,3.065871955168335e-05,5.6508521417697466e-08,2.838533996740722e-08
1,0.9987389445304871,0.9974554777145386,0.9949400771399062,0.9949238903621273,0.9999918654178339,0.9999918937683105,True,0.9949239469378687,8.085655496954023e-06,5.657574142503563e-08,2.8350476632965638e-08
2,0.9974554777145386,0.996148943901062,0.9923434148433213,0.9923275164175989,0.9999919894216243,0.9999920129776001,True,0.9923275633303562,7.956345808247515e-06,4.6912757345474176e-08,2.355597583658664e-08
3,0.996148943901062,0.9948186874389648,0.9897067283053401,0.9896910077742873,0.9999920579536189,0.9999920725822449,True,0.9896910362416687,7.886798529969892e-06,2.8467381341101827e-08,1.4628625977231025e-08
4,0.9948186874389648,0.9934640526771545,0.9870289671420259,0.987013448521111,0.9999921386897294,0.9999921321868896,True,0.9870134358500123,7.816576869590106e-06,0.0,-6.502839711153285e-09
5,0.9934640526771545,0.9920844435691833,0.9843094812715651,0.9842940612639305,0.9999921670631442,0.9999921917915344,True,0.9842941094527272,7.746997436578481e-06,4.81887967307415e-08,2.4728390224382224e-08
6,0.9920844435691833,0.9906790852546692,0.9815471922157497,0.9815317381415078,0.9999921276657942,0.9999921321868896,True,0.9815317471834335,7.794839831585894e-06,9.041925652653049e-09,4.521095497977967e-09
7,0.9906790852546692,0.9892473220825195,0.9787409524198388,0.9787256297841077,0.9999921722414575,0.9999921917915344,True,0.978725667571404,7.725049033969144e-06,3.778729629200228e-08,1.9550076890695323e-08
8,0.9892473220825195,0.9877883195877075,0.9758898248717701,0.9758745611429411,0.9999921795534061,0.9999921917915344,True,0.9758745845429556,7.713792111902451e-06,2.340001448164486e-08,1.2238128288544203e-08
9,0.9877883195877075,0.9863013625144958,0.9729926144555686,0.9729776172363903,0.9999922932215796,0.999992311000824,True,0.9729776513370682,7.584751856729669e-06,3.410067783704562e-08,1.7779244410043304e-08
