arm,source,role,strength,fid,full_calls_per_image,prefix_calls_per_image,sum_batch_gpu_seconds,complete
cfg_original_00,cfg,control,1.25,45.70736897194166,224.0,0.0,155.791904295329,True
cfg_real_00,cfg,control,1.25,45.53883751132355,224.0,0.0,160.35071943327785,True
cfg_posterior_00,cfg,candidate,1.25,45.66880160631331,224.0,0.0,154.33000498777255,True
cfg_independent_00,cfg,control,1.25,46.640139657526674,224.0,0.0,160.82384574972093,True
cfg_cfg_00,cfg,control,1.25,45.05692632076864,224.0,0.0,164.92983915936202,True
cfg_half_00,cfg,control,0.625,51.00760605121866,224.0,0.0,159.2762434561737,True
cfg_apg_07,cfg,control,2.0,44.50375731042027,224.0,0.0,177.64459775900468,True
