index,k,objective,iteration,coarse_relative_mse,shift_rms,closure_calls,per_sample_rejections
0,8,write,34,0.00454185763373971,0.03998483344912529,71,0
1,8,write,34,0.005942005198448896,0.048301391303539276,71,0
0,8,write,35,0.004226101562380791,0.04050808027386665,73,0
1,8,write,35,0.0057413214817643166,0.0487985797226429,73,0
0,8,write,36,0.003875100053846836,0.041118089109659195,75,0
1,8,write,36,0.005521675571799278,0.049312710762023926,75,0
0,8,write,37,0.0037609278224408627,0.0413968563079834,77,0
1,8,write,37,0.005116687621921301,0.04946465045213699,77,0
0,8,write,38,0.0036514343228191137,0.041341789066791534,79,0
1,8,write,38,0.00488830404356122,0.049334559589624405,79,0
0,8,write,39,0.0034664522390812635,0.04133812338113785,81,0
1,8,write,39,0.004623392131179571,0.049266744405031204,81,0
0,8,write,40,0.003210812108591199,0.04164627194404602,83,0
1,8,write,40,0.004412386100739241,0.04955865070223808,83,0
0,8,write,41,0.0028611142188310623,0.04247812554240227,85,0
1,8,write,41,0.004097943659871817,0.05032679811120033,85,0
0,8,write,42,0.0027747408021241426,0.04313361644744873,88,0
1,8,write,42,0.003825367195531726,0.05100227892398834,88,0
0,8,write,43,0.0026255720295011997,0.043454479426145554,90,0
1,8,write,43,0.0036089520435780287,0.05129756033420563,90,0
0,8,write,44,0.00240470957942307,0.04397130012512207,92,0
1,8,write,44,0.003382299095392227,0.051741693168878555,92,0
0,8,write,45,0.0022530583664774895,0.04422714561223984,94,0
1,8,write,45,0.003231783863157034,0.05193455144762993,94,0
0,8,write,46,0.0022530583664774895,0.04422714561223984,96,1
1,8,write,46,0.002923823893070221,0.052592191845178604,96,1
0,8,write,47,0.0022530583664774895,0.04422714561223984,98,1
1,8,write,47,0.002839649561792612,0.05259549990296364,98,1
0,8,write,48,0.002230139682069421,0.044222310185432434,101,0
1,8,write,48,0.0027904415037482977,0.052609436213970184,101,0
0,8,write,49,0.0022177547216415405,0.04422071948647499,103,0
1,8,write,49,0.002769632264971733,0.05260726064443588,103,0
0,8,write,50,0.0021812659688293934,0.044219207018613815,105,0
1,8,write,50,0.0027246582321822643,0.05260799825191498,105,0
0,8,write,51,0.0021370763424783945,0.04422227665781975,107,0
1,8,write,51,0.0026625317987054586,0.05261613428592682,107,0
0,8,write,52,0.0020586804021149874,0.04424703121185303,109,0
1,8,write,52,0.002555983141064644,0.05264011025428772,109,0
0,8,write,53,0.002026536036282778,0.0442546047270298,112,0
1,8,write,53,0.002521625254303217,0.05264698714017868,112,0
0,8,write,54,0.0019946249667555094,0.04426683485507965,114,0
1,8,write,54,0.002479737624526024,0.052658144384622574,114,0
0,8,write,55,0.001962356036528945,0.044275615364313126,116,0
1,8,write,55,0.0024487192276865244,0.052663493901491165,116,0
0,8,write,56,0.0019261684501543641,0.044281866401433945,118,0
1,8,write,56,0.0024161275941878557,0.052665919065475464,118,0
0,8,write,57,0.0018620708724483848,0.04428856447339058,120,0
1,8,write,57,0.0023512602783739567,0.05267388001084328,120,0
0,8,write,58,0.0017407251289114356,0.04430009797215462,122,0
1,8,write,58,0.0022426091600209475,0.05272849276661873,122,0
0,8,write,59,0.0016735461540520191,0.0443253330886364,125,0
1,8,write,59,0.0021430295892059803,0.052799176424741745,125,0
0,8,write,60,0.0015221821377053857,0.044379498809576035,127,0
1,8,write,60,0.0020706134382635355,0.0528932549059391,127,0
0,8,write,61,0.0014597612898796797,0.044400300830602646,129,0
1,8,write,61,0.002017945982515812,0.052937187254428864,129,0
0,8,write,62,0.0013803128385916352,0.04450313746929169,131,0
1,8,write,62,0.0019740171264857054,0.05300945043563843,131,0
0,8,write,63,0.0013475455343723297,0.044594358652830124,133,0
1,8,write,63,0.0018944129114970565,0.05310119688510895,133,0
0,8,write,64,0.0013073069276288152,0.04463046416640282,135,0
1,8,write,64,0.001857510767877102,0.053108636289834976,135,0
0,8,local,1,0.46661531925201416,0.01804463006556034,4,0
1,8,local,1,0.7254982590675354,0.011710274033248425,4,0
0,8,local,2,0.266026109457016,0.03692319989204407,6,0
1,8,local,2,0.41898494958877563,0.03207476809620857,6,0
0,8,local,3,0.21171322464942932,0.04596148803830147,8,0
1,8,local,3,0.2554764449596405,0.05311444401741028,8,0
0,8,local,4,0.17280051112174988,0.057112012058496475,11,0
1,8,local,4,0.1604703813791275,0.0715799555182457,11,0
0,8,local,5,0.14751850068569183,0.06363188475370407,13,0
1,8,local,5,0.11253198236227036,0.0791485458612442,13,0
0,8,local,6,0.1274012327194214,0.07509873062372208,15,0
1,8,local,6,0.0860891118645668,0.09449998289346695,15,0
0,8,local,7,0.11252378672361374,0.08208805322647095,17,0
1,8,local,7,0.06819704920053482,0.10462427139282227,17,0
0,8,local,8,0.10376176983118057,0.08618831634521484,19,0
1,8,local,8,0.057844702154397964,0.11059180647134781,19,0
0,8,local,9,0.08226819336414337,0.10102049261331558,21,0
1,8,local,9,0.050166208297014236,0.12775857746601105,21,0
0,8,local,10,0.0719262883067131,0.11002640426158905,23,0
1,8,local,10,0.04283294826745987,0.13237549364566803,23,0
0,8,local,11,0.06554900109767914,0.1338571310043335,25,0
1,8,local,11,0.03577987849712372,0.1452374905347824,25,0
0,8,local,12,0.06016682833433151,0.13427011668682098,27,0
1,8,local,12,0.03511204570531845,0.1409483402967453,27,0
0,8,local,13,0.056494250893592834,0.1314692348241806,29,0
1,8,local,13,0.0332624614238739,0.1403588205575943,29,0
0,8,local,14,0.05488043650984764,0.13412806391716003,31,0
1,8,local,14,0.0320485457777977,0.14228688180446625,31,0
0,8,local,15,0.05203063413500786,0.13987956941127777,33,0
1,8,local,15,0.029853813350200653,0.1453051120042801,33,0
0,8,local,16,0.04890948906540871,0.14596675336360931,35,0
1,8,local,16,0.02811828814446926,0.14882759749889374,35,0
0,8,local,17,0.04482155293226242,0.15665476024150848,37,0
1,8,local,17,0.025795243680477142,0.15557916462421417,37,0
0,8,local,18,0.042976368218660355,0.16398674249649048,40,0
1,8,local,18,0.02485790103673935,0.161275714635849,40,0
0,8,local,19,0.04218494892120361,0.16463179886341095,42,0
1,8,local,19,0.024171732366085052,0.16212615370750427,42,0
0,8,local,20,0.04071491211652756,0.16902343928813934,44,0
1,8,local,20,0.023221556097269058,0.16628652811050415,44,0
0,8,local,21,0.03864895552396774,0.17684197425842285,46,0
1,8,local,21,0.02250184863805771,0.17297910153865814,46,0
0,8,local,22,0.03634427487850189,0.19343043863773346,48,1
1,8,local,22,0.02250184863805771,0.17297910153865814,48,1
0,8,local,23,0.03620034083724022,0.19341261684894562,50,0
1,8,local,23,0.022439464926719666,0.17299285531044006,50,0
0,8,local,24,0.03556618466973305,0.19328975677490234,52,0
1,8,local,24,0.021986158564686775,0.17299333214759827,52,0
0,8,local,25,0.03526291996240616,0.1932862401008606,54,0
1,8,local,25,0.02175605483353138,0.17295362055301666,54,0
0,8,local,26,0.03455044701695442,0.19337394833564758,56,0
1,8,local,26,0.021098338067531586,0.17257875204086304,56,0
0,8,local,27,0.03355877846479416,0.19385261833667755,58,0
1,8,local,27,0.020757481455802917,0.1722339540719986,58,0
0,8,local,28,0.03310773894190788,0.19444222748279572,60,0
1,8,local,28,0.020588485524058342,0.17181608080863953,60,0
0,8,local,29,0.03290049359202385,0.19437766075134277,62,0
1,8,local,29,0.020083267241716385,0.17200973629951477,62,0
0,8,local,30,0.032651305198669434,0.19459082186222076,64,0
1,8,local,30,0.019833318889141083,0.17220763862133026,64,0
0,8,local,31,0.03213295713067055,0.1953611522912979,66,0
1,8,local,31,0.01935218647122383,0.17275087535381317,66,0
0,8,local,32,0.03130257502198219,0.1972210556268692,68,0
1,8,local,32,0.018628984689712524,0.17417708039283752,68,0
0,8,local,33,0.029712988063693047,0.20233993232250214,70,0
1,8,local,33,0.017835009843111038,0.1785702407360077,70,0
0,8,local,34,0.029078589752316475,0.20565547049045563,73,0
1,8,local,34,0.01741962321102619,0.1815960854291916,73,0
0,8,local,35,0.02846539579331875,0.20753949880599976,75,0
1,8,local,35,0.017022639513015747,0.18336021900177002,75,0
0,8,local,36,0.027750885114073753,0.21163232624530792,77,0
1,8,local,36,0.016466433182358742,0.1869603395462036,77,0
0,8,local,37,0.026982100680470467,0.21682298183441162,79,0
1,8,local,37,0.015987372025847435,0.1910594254732132,79,0
0,8,local,38,0.026195403188467026,0.23089393973350525,81,1
1,8,local,38,0.015987372025847435,0.1910594254732132,81,1
0,8,local,39,0.026057405397295952,0.23089905083179474,83,0
1,8,local,39,0.015955692157149315,0.19108866155147552,83,0
0,8,local,40,0.025568101555109024,0.23101194202899933,85,0
1,8,local,40,0.015838880091905594,0.19125929474830627,85,0
0,8,local,41,0.025355225428938866,0.2311599999666214,87,0
1,8,local,41,0.01576581597328186,0.19137045741081238,87,0
0,8,local,42,0.024723608046770096,0.23190191388130188,89,0
1,8,local,42,0.015493813902139664,0.1918340027332306,89,0
0,8,local,43,0.024134568870067596,0.23315221071243286,91,0
1,8,local,43,0.015417283400893211,0.19270184636116028,91,0
0,8,local,44,0.024131199344992638,0.23454852402210236,93,0
1,8,local,44,0.015229732729494572,0.19327369332313538,93,0
0,8,local,45,0.023902181535959244,0.23421235382556915,95,0
1,8,local,45,0.015056874603033066,0.1931789219379425,95,0
0,8,local,46,0.023769577965140343,0.23445390164852142,97,0
1,8,local,46,0.015000173822045326,0.1933734267950058,97,0
0,8,local,47,0.02352798916399479,0.2354653924703598,99,0
1,8,local,47,0.014864318072795868,0.19409900903701782,99,0
0,8,local,48,0.023229362443089485,0.23732759058475494,101,0
1,8,local,48,0.014667880721390247,0.19545279443264008,101,0
0,8,local,49,0.02270546741783619,0.24151314795017242,103,0
1,8,local,49,0.014321081340312958,0.19855789840221405,103,0
0,8,local,50,0.0224296897649765,0.24431441724300385,106,0
1,8,local,50,0.014204392209649086,0.20060531795024872,106,0
0,8,local,51,0.02211575396358967,0.24759075045585632,108,0
1,8,local,51,0.013988411985337734,0.202886700630188,108,0
0,8,local,52,0.021935364231467247,0.24968130886554718,110,0
1,8,local,52,0.013861860148608685,0.20421774685382843,110,0
0,8,local,53,0.02178877405822277,0.2504309117794037,112,0
1,8,local,53,0.013742268085479736,0.2045782506465912,112,0
0,8,local,54,0.021556707099080086,0.25210538506507874,114,0
1,8,local,54,0.013568084686994553,0.2055235058069229,114,0
0,8,local,55,0.0212605781853199,0.2601543068885803,116,0
1,8,local,55,0.013255569152534008,0.21063350141048431,116,0
0,8,local,56,0.02055238001048565,0.2643603980541229,118,0
1,8,local,56,0.013095337897539139,0.21318571269512177,118,0
0,8,local,57,0.020269088447093964,0.2656857371330261,120,0
1,8,local,57,0.012952437624335289,0.21413397789001465,120,0
0,8,local,58,0.019945817068219185,0.27138280868530273,122,0
1,8,local,58,0.012729544192552567,0.21779121458530426,122,0
0,8,local,59,0.01960589364171028,0.28228235244750977,124,0
1,8,local,59,0.012709643691778183,0.225308358669281,124,0
0,8,local,60,0.01925828866660595,0.28349897265434265,126,0
1,8,local,60,0.012395854108035564,0.22585172951221466,126,0
0,8,local,61,0.018804268911480904,0.29095369577407837,128,0
1,8,local,61,0.012112360447645187,0.23048245906829834,128,0
0,8,local,62,0.01844044402241707,0.2963019013404846,130,0
1,8,local,62,0.011941834352910519,0.234058678150177,130,0
0,8,local,63,0.017952367663383484,0.3071153461933136,132,0
1,8,local,63,0.011655332520604134,0.2413678616285324,132,0
0,8,local,64,0.017475148662924767,0.314346581697464,134,0
1,8,local,64,0.011476682499051094,0.24617920815944672,134,0
2,8,agreement,1,0.9420936107635498,0.0002669986861292273,2,0
3,8,agreement,1,0.9890328049659729,0.00010203597776126117,2,0
2,8,agreement,2,0.8975668549537659,0.0006722966791130602,4,0
3,8,agreement,2,0.9540842771530151,0.0004427720559760928,4,0
2,8,agreement,3,0.8077360987663269,0.001889340579509735,6,0
3,8,agreement,3,0.8435519933700562,0.0016944169765338302,6,0
2,8,agreement,4,0.6194623112678528,0.006590709090232849,8,0
3,8,agreement,4,0.5930647253990173,0.00626120762899518,8,0
2,8,agreement,5,0.4775635004043579,0.014441601932048798,10,0
3,8,agreement,5,0.35613611340522766,0.016065243631601334,10,0
2,8,agreement,6,0.3716631531715393,0.020213456824421883,12,0
3,8,agreement,6,0.2637596130371094,0.022088563069701195,12,0
2,8,agreement,7,0.32805192470550537,0.02307763881981373,14,0
3,8,agreement,7,0.22736749053001404,0.0240924134850502,14,0
2,8,agreement,8,0.24380263686180115,0.03720799461007118,16,0
3,8,agreement,8,0.143085315823555,0.03636303171515465,16,0
2,8,agreement,9,0.22215498983860016,0.04193298891186714,19,0
3,8,agreement,9,0.13642288744449615,0.040757156908512115,19,0
2,8,agreement,10,0.21504732966423035,0.0433088093996048,22,0
3,8,agreement,10,0.13634614646434784,0.04187612235546112,22,0
2,8,agreement,11,0.1980310082435608,0.04567651078104973,26,0
3,8,agreement,11,0.11974161118268967,0.04417291656136513,26,0
2,8,agreement,12,0.1880444884300232,0.0478832870721817,28,0
3,8,agreement,12,0.11372674256563187,0.04615155979990959,28,0
2,8,agreement,13,0.17034703493118286,0.055715080350637436,30,0
3,8,agreement,13,0.0923948660492897,0.05298938602209091,30,0
2,8,agreement,14,0.16854803264141083,0.06048641353845596,32,0
3,8,agreement,14,0.08485861122608185,0.057177379727363586,32,0
2,8,agreement,15,0.160834401845932,0.06412584334611893,34,1
3,8,agreement,15,0.08485861122608185,0.057177379727363586,34,1
2,8,agreement,16,0.15911845862865448,0.0641196146607399,36,0
3,8,agreement,16,0.08460570126771927,0.05718313902616501,36,0
2,8,agreement,17,0.1494782269001007,0.06408710032701492,39,0
3,8,agreement,17,0.0816158577799797,0.05717093124985695,39,0
2,8,agreement,18,0.12639456987380981,0.06428244709968567,41,0
3,8,agreement,18,0.07250148057937622,0.057369768619537354,41,0
2,8,agreement,19,0.12170656025409698,0.06461556255817413,44,0
3,8,agreement,19,0.07192204892635345,0.05745156854391098,44,0
2,8,agreement,20,0.11887364834547043,0.0652046874165535,46,0
3,8,agreement,20,0.06814666092395782,0.057697974145412445,46,0
2,8,agreement,21,0.11463144421577454,0.06605899333953857,48,0
3,8,agreement,21,0.0650424137711525,0.058004800230264664,48,0
2,8,agreement,22,0.10918918997049332,0.07061857730150223,50,0
3,8,agreement,22,0.06445827335119247,0.059698715806007385,50,0
2,8,agreement,23,0.10533556342124939,0.06980977952480316,52,0
3,8,agreement,23,0.060299769043922424,0.05950853228569031,52,0
2,8,agreement,24,0.09827494621276855,0.07032312452793121,54,0
3,8,agreement,24,0.058106061071157455,0.05991511046886444,54,0
2,8,agreement,25,0.09279376268386841,0.0721769630908966,56,0
3,8,agreement,25,0.05679399520158768,0.060863982886075974,56,0
2,8,agreement,26,0.0824018195271492,0.07627096772193909,58,0
3,8,agreement,26,0.05426698178052902,0.06277410686016083,58,0
2,8,agreement,27,0.07314250618219376,0.089900441467762,60,0
3,8,agreement,27,0.049412183463573456,0.06934433430433273,60,0
2,8,agreement,28,0.07314250618219376,0.089900441467762,62,1
3,8,agreement,28,0.04584081470966339,0.07218878716230392,62,1
2,8,agreement,29,0.07214909791946411,0.08990445733070374,64,0
3,8,agreement,29,0.045151788741350174,0.07220827788114548,64,0
2,8,agreement,30,0.06987844407558441,0.08996572345495224,67,0
3,8,agreement,30,0.0423600934445858,0.07232196629047394,67,0
2,8,agreement,31,0.06872288882732391,0.09003181755542755,69,0
3,8,agreement,31,0.041373856365680695,0.07227818667888641,69,0
2,8,agreement,32,0.06756271421909332,0.09012163430452347,72,1
3,8,agreement,32,0.041373856365680695,0.07227818667888641,72,1
2,8,agreement,33,0.06710053980350494,0.09014035016298294,74,0
