sample_id,label,index,noise_time,future_time,pullback_raw_cosine,pullback_current_cosine,raw_current_cosine,k4_k8_cosine,norm_ratio,finite_work_relative_error,work_current,work_raw_future,work_pullback,pullback_rms,future_gap_rms
3,411,47,0.9002123475074768,0.6502123475074768,0.40845373979219657,0.25659393579197864,0.4865501687206695,0.16323748039688588,1.0,0.29574988347039033,0.029824700382046977,0.04747582969844922,0.11623306440198064,0.5518755316734314,0.19798484444618225
3,411,73,0.7474048137664795,0.4974048137664795,0.8794333600696468,0.7628635601167582,0.8193591224990536,0.9992958983994816,1.0,0.00012312560696146915,0.028493040539488472,0.03284693612899471,0.03735011282661756,0.17884200811386108,0.1789577603340149
4,548,20,0.9696969985961914,0.7196969985961914,0.35443475075428865,0.0687872015429472,0.1557000863082065,0.8181075095303669,1.0,0.13015003872894168,0.010353537538189479,0.05334790868919277,0.15051545753902787,0.8171233534812927,0.21713273227214813
4,548,47,0.9002123475074768,0.6502123475074768,0.5412172200773961,0.3683284253731517,0.5385045671685522,0.9615404470619882,1.0000001192092896,0.0753140362429044,0.0366844246729941,0.05390363514138688,0.09959705359445986,0.4209252595901489,0.20804128050804138
4,548,73,0.7474048137664795,0.4974048137664795,0.9070375827154727,0.7761412519969518,0.8184672788340854,0.9995175472698576,1.0,6.218635925082476e-06,0.03200325582988198,0.037400610430743705,0.04123380024211754,0.18559126555919647,0.1886868178844452
5,685,20,0.9696969985961914,0.7196969985961914,0.32725830552295654,0.25526799225566604,0.2675907233864192,0.8608711580989233,1.0000001192092896,0.005222991743466369,0.04526846677441285,0.05803501295966787,0.17733704068350675,0.8367071151733398,0.22514693439006805
5,685,47,0.9002123475074768,0.6502123475074768,0.6342051626246827,0.45301770490481286,0.5503974678691196,0.9133751655156954,0.9999998807907104,0.10257724889541703,0.03973946696103696,0.05563353672242776,0.08772166023312289,0.331040620803833,0.21291479468345642
5,685,73,0.7474048137664795,0.4974048137664795,0.9015188194019402,0.7678896584800579,0.8156896015396503,0.9994323568931434,1.0,0.0038375719998648395,0.03251668243151445,0.03817527580502322,0.04234551503104046,0.18507203459739685,0.19293375313282013
6,822,20,0.9696969985961914,0.7196969985961914,0.21980241673250378,0.05580524188464829,0.14481107688921632,0.6678055058193239,1.0,0.21156638178508946,0.009317313942828087,0.036698490331240605,0.16696127384073262,1.3825366497039795,0.2080027461051941
6,822,47,0.9002123475074768,0.6502123475074768,0.5106833271663148,0.29014232262201617,0.4206329954175589,0.9406400199687287,1.0,0.003300650447767735,0.02740553111155011,0.04823683786047113,0.0944554760192808,0.4472666382789612,0.2023196518421173
6,822,73,0.7474048137664795,0.4974048137664795,0.8801262953867541,0.7416852819729941,0.7970335721071334,0.9991169666265276,0.9999999403953552,5.470764721335257e-05,0.028866929220005673,0.03425515418098122,0.03892072229557848,0.1826280653476715,0.18492205440998077
7,959,20,0.9696969985961914,0.7196969985961914,0.4341128142271006,0.20129683708804882,0.13174824088606896,0.24238293024869254,1.0,0.19820617780463803,0.0170926552653668,0.03686168533364157,0.08491268429984984,0.5640579462051392,0.2046213001012802
7,959,47,0.9002123475074768,0.6502123475074768,0.6133570313619165,0.3740313465976568,0.5060943045487399,0.9644095794128161,0.9999999403953552,0.11028138031877274,0.02664572717068674,0.04369511695364092,0.07123928461424026,0.33355313539505005,0.19793486595153809
7,959,73,0.7474048137664795,0.4974048137664795,0.8772922796137567,0.7391243746160255,0.8045906129949132,0.9991752178975406,0.9999999403953552,0.0007721705935207936,0.02744365488964081,0.032573819635663304,0.03712995388107271,0.17999760806560516,0.1816985160112381
