t,z,posterior_clean_mean,remaining_endpoint
0.0,1.2,0.0,1.2
0.25,0.9486832980505138,0.37947331922020544,1.2
0.5,0.848528137423857,0.8485281374238568,1.2
0.75,0.9486832980505138,1.1384199576606162,1.2
1.0,1.2,1.2,1.2
