family,gamma,response,actual_rms_mean,actual_rms_std,actual_rms_q05,actual_rms_median,actual_rms_q95,actual_rms_min,actual_rms_max,linear_rms_mean,linear_rms_std,linear_rms_q05,linear_rms_median,linear_rms_q95,linear_rms_min,linear_rms_max,residual_rms_mean,residual_rms_std,residual_rms_q05,residual_rms_median,residual_rms_q95,residual_rms_min,residual_rms_max,relative_residual_mean,relative_residual_std,relative_residual_q05,relative_residual_median,relative_residual_q95,relative_residual_min,relative_residual_max,cosine_mean,cosine_std,cosine_q05,cosine_median,cosine_q95,cosine_min,cosine_max,magnitude_ratio_mean,magnitude_ratio_std,magnitude_ratio_q05,magnitude_ratio_median,magnitude_ratio_q95,magnitude_ratio_min,magnitude_ratio_max
x800,0.20000000298023224,frozen,0.041807770234299824,0.017707259299136982,0.02388657843694091,0.03754272684454918,0.07481985986232757,0.02011493779718876,0.12036605924367905,0.04410381683555897,0.024228675406799155,0.024055518209934235,0.03843250870704651,0.08032885603606699,0.020030871033668518,0.181428924202919,0.015088026886587613,0.022872786802098644,0.002041673625353724,0.008147574961185455,0.046732775494456286,0.0009972205152735114,0.15021912753582,0.28185484040295705,0.2528703907462833,0.0783204272389412,0.20714516192674637,0.710194391012191,0.04915136098861694,1.852334976196289,0.9511415301822126,0.08023802147721001,0.8026830017566681,0.9822000861167908,0.9971819132566452,0.5607877373695374,0.9988099336624146,0.9798159312922508,0.16280831454527678,0.7722067058086395,0.9744352102279663,1.1774906635284423,0.43043252825737,1.9069974422454834
x800,0.20000000298023224,closed,0.045348448751610704,0.02129678817249446,0.02469910942018032,0.03897426463663578,0.0875748001039028,0.020500419661402702,0.1341010332107544,0.04410381683555897,0.024228675406799155,0.024055518209934235,0.03843250870704651,0.08032885603606699,0.020030871033668518,0.181428924202919,0.019112347725240397,0.025727822575741032,0.003042076446581632,0.009705547709017992,0.06171667668968429,0.001784903695806861,0.1555604338645935,0.33187198190717027,0.23825136437586314,0.11738620474934579,0.25220707058906555,0.7514939397573471,0.08706668764352798,1.6352530717849731,0.928676818497479,0.1015425639618581,0.7379708081483841,0.9699549078941345,0.9931120246648788,0.5081343054771423,0.9962039589881897,1.0529931290075183,0.22967746163237532,0.8160392284393311,1.0057421922683716,1.3453581631183622,0.5196604132652283,2.2494935989379883
x800,0.5,frozen,0.09389239165466279,0.033166961176986524,0.05661941058933735,0.08501113578677177,0.15420673415064806,0.048897530883550644,0.25339511036872864,0.11025954084470868,0.06057168614617857,0.060138790868222713,0.09608126804232597,0.20082214251160616,0.050077181309461594,0.45357227325439453,0.054290988144202856,0.06241608163929209,0.011093496112152934,0.03566469997167587,0.16483152136206602,0.0050581516698002815,0.4028898775577545,0.4989973356714472,0.36521152138591123,0.18420632779598237,0.41611702740192413,1.0534660041332242,0.10098311305046082,2.632040500640869,0.8956707753241062,0.1109984136546963,0.6817082464694977,0.9330930411815643,0.9859818428754806,0.4043257534503937,0.9951415061950684,0.9028773715253919,0.17252205507664234,0.6107215404510498,0.9074385166168213,1.1355756700038906,0.3481476306915283,1.68490731716156
x800,0.5,closed,0.10626685552415438,0.042314980845773766,0.06006094291806221,0.0961826890707016,0.1848063692450523,0.051064632833004,0.2981581389904022,0.11025954084470868,0.06057168614617857,0.060138790868222713,0.09608126804232597,0.20082214251160616,0.050077181309461594,0.45357227325439453,0.06937154800107237,0.0672072985452184,0.01837525423616171,0.04964208044111729,0.20409021750092501,0.010393519885838032,0.41032636165618896,0.5763763365102932,0.3050259609655506,0.27336741238832474,0.525483250617981,1.011524114012718,0.20119667053222656,2.3912854194641113,0.838305315002799,0.1304202080830471,0.585808539390564,0.8760263025760651,0.9631915152072906,0.3383071720600128,0.9795766472816467,1.016700778156519,0.24079105108097712,0.6777386516332626,1.0049693584442139,1.3172907829284668,0.3942211866378784,2.4389734268188477
x800,0.75,frozen,0.1288652762887068,0.037448463972010085,0.08066974952816963,0.12097648903727531,0.19622721299529075,0.07061445713043213,0.2870561182498932,0.165389311441686,0.090857532441756,0.09020818583667278,0.1441219002008438,0.3012332186102866,0.07511577010154724,0.6803584694862366,0.08979834238562034,0.09239735117146547,0.02226848714053631,0.06381445750594139,0.23861113488674157,0.010619251988828182,0.6176879405975342,0.6289474974619225,0.4464571685595923,0.25666791796684263,0.5219481587409973,1.3668142259120932,0.14303866028785706,3.1975581645965576,0.8690832378342748,0.11210057650508805,0.6541351258754731,0.9010909497737885,0.9748336553573608,0.37585780024528503,0.9904986619949341,0.8422035719268024,0.17349962801886532,0.526816463470459,0.8618100583553314,1.0497566699981689,0.29101982712745667,1.588592767715454
x800,0.75,closed,0.15027784154517576,0.04916683326644377,0.09163658581674099,0.142457515001297,0.26166090369224543,0.0755019560456276,0.3570859134197235,0.165389311441686,0.090857532441756,0.09020818583667278,0.1441219002008438,0.3012332186102866,0.07511577010154724,0.6803584694862366,0.11805629789887462,0.09674074625430604,0.03932863473892212,0.09082554653286934,0.2886340573430061,0.022763865068554878,0.6418347954750061,0.7228938990738243,0.35299554525333454,0.3751977369189262,0.6637736558914185,1.274622583389282,0.29118239879608154,2.811408042907715,0.7729893634095788,0.13694061175916725,0.4996825039386749,0.7976574897766113,0.9304241985082626,0.30468037724494934,0.9568995833396912,0.9784319545142353,0.2287684219492494,0.6002172023057938,0.987178772687912,1.3249499917030332,0.33900198340415955,1.8226585388183594
x800,1.0,frozen,0.16053772257873788,0.04075611540507707,0.10571424290537834,0.15470106899738312,0.23853014558553692,0.09166987985372543,0.3189763128757477,0.22051908168941736,0.12114337229235714,0.12027758173644543,0.19216253608465195,0.4016442850232123,0.10015436261892319,0.9071445465087891,0.12844617642986123,0.12331514174776093,0.03567018304020166,0.09518808498978615,0.31300034075975386,0.017594942823052406,0.8348209857940674,0.7384298969991505,0.5190866936795036,0.3055363744497299,0.606450080871582,1.638492017984389,0.18018504977226257,3.684842109680176,0.8454706659540534,0.11607434516404058,0.6150031328201294,0.873545229434967,0.9625583618879318,0.3639504015445709,0.9853751063346863,0.7960866198409349,0.17388256945929537,0.4577923431992531,0.8155393898487091,1.037546807527542,0.2545091211795807,1.3405767679214478
x800,1.0,closed,0.19220335100544617,0.05457540951876177,0.12460088767111302,0.1817074939608574,0.2983501881361007,0.10007863491773605,0.3922745883464813,0.22051908168941736,0.12114337229235714,0.12027758173644543,0.19216253608465195,0.4016442850232123,0.10015436261892319,0.9071445465087891,0.1722171860456001,0.12608272520526487,0.06616805717349053,0.1376049891114235,0.38474728763103455,0.03995085135102272,0.873255729675293,0.8427015074994415,0.398948343799936,0.4605048358440399,0.7658137679100037,1.5045497834682455,0.37857159972190857,3.2367236614227295,0.712040570564568,0.14118032536995964,0.4448211669921875,0.7419665455818176,0.8937754720449447,0.28131258487701416,0.9264172911643982,0.9521635246928781,0.24202081545609525,0.5351493746042252,0.9652887284755707,1.2758003056049345,0.2958551347255707,1.9842522144317627
v500,-0.009999999776482582,frozen,0.001378203308377124,0.0006747971623151618,0.0007241645333124324,0.0011964896693825722,0.0030093302601017047,0.0005693586426787078,0.004328402690589428,0.0013812631286782562,0.0006867366349423695,0.0007234354969114065,0.0011964150471612811,0.0029324878472834826,0.0005688232486136258,0.004393402021378279,3.4914962995458154e-05,5.959592804594423e-05,3.4144788855883237e-06,1.9402852558414452e-05,9.088356309803202e-05,1.3013091120228637e-06,0.00045973958913236856,0.01988153751790378,0.018583757625577745,0.003874718712177128,0.013805286027491093,0.051060759462416144,0.001588065060786903,0.12219412624835968,0.9996935897506773,0.0006945153387299581,0.9987170159816742,0.9999099373817444,0.9999928325414658,0.9938286542892456,0.9999987483024597,0.9993605883792043,0.010519108249441326,0.9876793444156646,1.0003040432929993,1.0102395713329315,0.9346241354942322,1.041320562362671
v500,-0.009999999776482582,closed,0.00137655001708481,0.0006726158050074365,0.0007243277184898033,0.0011959292460232973,0.002998238522559403,0.0005685280193574727,0.004310627467930317,0.0013812631286782562,0.0006867366349423695,0.0007234354969114065,0.0011964150471612811,0.0029324878472834826,0.0005688232486136258,0.004393402021378279,3.6521822606161436e-05,5.968158409287405e-05,4.26163571773941e-06,2.0057397705386393e-05,9.799177059903738e-05,2.3625339053978678e-06,0.0004488949489314109,0.02096494482611888,0.018530181869660888,0.004983444721437991,0.015244489070028067,0.05145149417221543,0.002883478067815304,0.11880011111497879,0.9996788781136274,0.0006851425115090378,0.9987051725387573,0.9998979568481445,0.9999879151582718,0.9940103888511658,0.9999957084655762,0.9984884178265929,0.010959259465475494,0.9827714323997497,0.9996416866779327,1.0103025674819945,0.9324172139167786,1.037180781364441
