family,sampling_progress,kappa,gamma,strong_error_rms,guided_error_l2,relative_equality_residual
growing_ratio,0.41000000000000003,1.882702996290655,1.1328838852957972,0.29801261718256156,8.473409486550036e-16,2.791579537115352e-16
growing_ratio,0.42,1.8950250709279723,1.1172871380722205,0.2944648479303882,2.220446049250313e-16,2.2750186981856663e-16
growing_ratio,0.43,1.9075191553171609,1.101905115876612,0.2909170786782148,7.529898907871222e-16,5.647152137681505e-16
growing_ratio,0.44,1.9201876506248752,1.0867348625260578,0.28736930942604144,1.2412670766236366e-16,5.3883785383937635e-16
growing_ratio,0.45,1.9330329915368074,1.071773462536293,0.28382154017386807,2.0770370905276122e-16,1.031494793037787e-15
growing_ratio,0.46,1.946057646725596,1.0570180405613803,0.28027377092169475,2.498001805406602e-16,5.165790845145266e-16
growing_ratio,0.47000000000000003,1.9592641193252645,1.0424657608411219,0.2767260016695214,3.5652682413747997e-16,5.212687300996828e-16
growing_ratio,0.48,1.9726549474122854,1.0281138266560659,0.2731782324173481,3.5652682413747997e-16,4.899555574066954e-16
growing_ratio,0.49,1.9862327044933592,1.0139594797900298,0.26963046316517475,2.482534153247273e-16,3.5138297203217093e-16
growing_ratio,0.5,2.0,0.9999999999999999,0.2660826939130014,2.482534153247273e-16,1.0858164523815608e-15
growing_ratio,0.51,2.013959479790029,0.98623270449336,0.262534924660828,2.830524433501838e-16,4.3928030483762674e-16
growing_ratio,0.52,2.0281138266560665,0.9726549474122853,0.2589871554086547,5.551115123125783e-17,6.755468267047563e-16
growing_ratio,0.53,2.0424657608411216,0.9592641193252637,0.2554393861564813,3.3306690738754696e-16,2.8226126912368217e-16
growing_ratio,0.54,2.0570180405613803,0.9460576467255952,0.25189161690430795,5.185169430563076e-16,4.4047769045396897e-16
growing_ratio,0.55,2.071773462536293,0.9330329915368076,0.24834384765213463,1.5700924586837752e-16,2.795649762460666e-16
growing_ratio,0.56,2.0867348625260584,0.9201876506248741,0.24479607839996123,3.554447978966673e-16,6.626042857818499e-16
growing_ratio,0.5700000000000001,2.101905115876611,0.9075191553171613,0.2412483091477879,4.440892098500626e-16,4.346931588672895e-16
growing_ratio,0.58,2.1172871380722196,0.8950250709279713,0.2377005398956146,8.635508522760763e-16,5.564981372022882e-16
growing_ratio,0.59,2.1328838852957985,0.8827029962906543,0.23415277064344123,3.3766115072321297e-16,3.2566523217694543e-16
growing_ratio,0.6,2.148698354997035,0.8705505632961235,0.2306050013912679,4.002966042486721e-16,2.837437017605988e-16
growing_ratio,0.61,2.164733586468456,0.8585654364377528,0.22705723213909454,4.126162952233366e-16,4.241560955704773e-16
growing_ratio,0.62,2.1809926614295305,0.8467453123625265,0.2235094628869212,3.521787733787174e-16,3.8425145501730624e-16
growing_ratio,0.63,2.197478704618929,0.8350879194283687,0.2199616936347478,4.509747244882934e-16,5.381668349129584e-16
growing_ratio,0.64,2.214194884395047,0.8235910172675732,0.21641392438257448,1.2412670766236366e-16,2.7442806641796417e-16
growing_ratio,0.65,2.231144413344916,0.8122523963562349,0.2128661551304011,3.152427400121712e-16,6.022265023532889e-16
growing_ratio,0.66,2.248330548901612,0.8010698775896226,0.20931838587822776,3.1401849173675503e-16,6.360380233790818e-16
growing_ratio,0.67,2.2657565939702797,0.7900413118633772,0.20577061662605442,1.1102230246251565e-16,1.9025749644231121e-16
growing_ratio,0.68,2.2834258975629043,0.7791645796605001,0.20222284737388105,1.2412670766236366e-16,3.4515454964021047e-16
growing_ratio,0.6900000000000001,2.3013418554419336,0.768437590644006,0.1986750781217077,1.1443916996305594e-16,1.4618063102904048e-16
growing_ratio,0.7000000000000001,2.319507910772894,0.7578582832551991,0.19512730886953433,1.5700924586837752e-16,3.8899101969351245e-16
growing_ratio,0.71,2.337927554786112,0.7474246243174696,0.19157953961736102,6.206335383118183e-17,1.250368094558692e-16
growing_ratio,0.72,2.3566043274476716,0.7371346086455509,0.18803177036518767,1.6653345369377348e-16,2.4782485468396833e-16
growing_ratio,0.73,2.3755418181397436,0.7269862586601556,0.1844840011130143,2.7894008272968645e-16,3.870208377703395e-16
growing_ratio,0.74,2.394743666350405,0.7169776240079138,0.18093623186084096,1.2412670766236366e-16,2.661110081485919e-16
growing_ratio,0.75,2.414213562373095,0.7071067811865476,0.17738846260866756,1.1443916996305594e-16,1.287496124650507e-16
growing_ratio,0.76,2.4339552480158275,0.6973718331752028,0.17384069335649424,1.2719202621569003e-16,9.254433467255588e-16
growing_ratio,0.77,2.4539725173203104,0.6877709090698714,0.17029292410432087,3.521787733787174e-16,2.001347645948237e-16
growing_ratio,0.78,2.474269217291101,0.6783021637238357,0.16674515485214747,2.498001805406602e-16,4.1356381462451405e-16
growing_ratio,0.79,2.4948492486349387,0.6689637773930556,0.16319738559997413,1.6653345369377348e-16,2.867932627696486e-16
growing_ratio,0.8,2.515716566510398,0.6597539553864475,0.15964961634780078,2.7894008272968645e-16,2.1201455036738476e-16
growing_ratio,0.81,2.5368751812880124,0.6506709277209671,0.15610184709562744,2.0206364052201326e-16,1.0692392901175709e-16
growing_ratio,0.8200000000000001,2.5583291593209996,0.6417129487814518,0.15255407784345407,1.6883057536160649e-16,3.726499189401498e-16
growing_ratio,0.8300000000000001,2.5800826237267547,0.6328782969851399,0.14900630859128072,5.551115123125783e-17,4.1714054364457067e-16
