family,sampling_progress,kappa,gamma,strong_error_rms,guided_error_l2,relative_equality_residual
falling_ratio,0.26,2.394743666350405,0.7169776240079143,0.3512291559651619,4.126162952233366e-16,4.1377537836690004e-16
falling_ratio,0.27,2.3755418181397436,0.7269862586601555,0.3476813867129885,2.7755575615628914e-16,3.746186361963402e-16
falling_ratio,0.28,2.3566043274476716,0.7371346086455508,0.34413361746081517,1.6653345369377348e-16,1.383681058931738e-16
falling_ratio,0.29,2.337927554786112,0.7474246243174696,0.3405858482086418,3.002224531865041e-16,4.558112661598426e-16
falling_ratio,0.3,2.319507910772894,0.7578582832551995,0.33703807895646837,4.509747244882934e-16,2.0383259394057953e-16
falling_ratio,0.31,2.3013418554419336,0.7684375906440063,0.3334903097042951,7.850462293418876e-17,3.3487516995396204e-16
falling_ratio,0.32,2.2834258975629043,0.7791645796605,0.32994254045212174,5.551115123125783e-17,4.820286494979347e-16
falling_ratio,0.33,2.2657565939702797,0.7900413118633774,0.3263947711999484,2.0206364052201326e-16,3.1271801312822584e-16
falling_ratio,0.34,2.248330548901612,0.8010698775896227,0.32284700194777505,5.474255194514172e-16,1.9580290290114072e-16
falling_ratio,0.35000000000000003,2.231144413344916,0.8122523963562359,0.3192992326956017,2.7755575615628914e-16,4.432852821860925e-16
falling_ratio,0.36,2.214194884395047,0.823591017267573,0.3157514634434283,1.6653345369377348e-16,4.143068556618272e-16
falling_ratio,0.37,2.197478704618929,0.8350879194283694,0.31220369419125493,0.0,1.8311132661407796e-16
falling_ratio,0.38,2.1809926614295305,0.8467453123625275,0.3086559249390816,3.554447978966673e-16,3.2379315637057813e-16
falling_ratio,0.39,2.164733586468456,0.8585654364377545,0.30510815568690824,8.491573300505515e-16,2.3539240639885916e-16
falling_ratio,0.4,2.148698354997035,0.8705505632961241,0.30156038643473493,1.6653345369377348e-16,3.3678074678720987e-16
falling_ratio,0.41000000000000003,2.1328838852957985,0.8827029962906553,0.29801261718256156,2.2887833992611187e-16,4.53404678320085e-16
falling_ratio,0.42,2.11728713807222,0.8950250709279729,0.2944648479303882,4.002966042486721e-16,4.2740216384402754e-16
falling_ratio,0.43,2.101905115876611,0.9075191553171612,0.2909170786782148,3.5652682413747997e-16,5.43596646164527e-16
falling_ratio,0.44,2.086734862526058,0.9201876506248753,0.28736930942604144,1.7554167342883506e-16,2.7273121885873947e-16
falling_ratio,0.45,2.071773462536293,0.9330329915368075,0.28382154017386807,1.2412670766236366e-16,4.0549493742962923e-16
falling_ratio,0.46,2.0570180405613803,0.9460576467255963,0.28027377092169475,1.7554167342883506e-16,2.43409356658472e-16
falling_ratio,0.47000000000000003,2.0424657608411216,0.9592641193252645,0.2767260016695214,1.1443916996305594e-16,1.6664761322754308e-16
falling_ratio,0.48,2.0281138266560665,0.9726549474122865,0.2731782324173481,5.688200336284365e-16,1.0082159046997822e-15
falling_ratio,0.49,2.013959479790029,0.9862327044933594,0.26963046316517475,1.2719202621569003e-16,5.411868648711549e-16
falling_ratio,0.5,2.0,0.9999999999999999,0.2660826939130014,2.482534153247273e-16,1.0858164523815608e-15
falling_ratio,0.51,1.9862327044933592,1.0139594797900298,0.262534924660828,4.041272810440265e-16,7.925835418335507e-16
falling_ratio,0.52,1.9726549474122854,1.028113826656066,0.2589871554086547,2.0770370905276122e-16,3.6020627698524594e-16
falling_ratio,0.53,1.9592641193252645,1.0424657608411219,0.2554393861564813,3.3422138886441676e-16,9.09124371354753e-16
falling_ratio,0.54,1.946057646725596,1.0570180405613798,0.25189161690430795,3.597533769998862e-16,5.728150436012225e-16
falling_ratio,0.55,1.9330329915368074,1.0717734625362927,0.24834384765213463,3.002224531865041e-16,9.956036378894397e-16
falling_ratio,0.56,1.9201876506248752,1.0867348625260582,0.24479607839996123,1.6653345369377348e-16,6.769910945551109e-16
falling_ratio,0.5700000000000001,1.9075191553171607,1.1019051158766113,0.2412483091477879,2.482534153247273e-16,4.913344019761501e-16
falling_ratio,0.58,1.8950250709279723,1.1172871380722196,0.2377005398956146,3.3306690738754696e-16,9.263432343324353e-16
falling_ratio,0.59,1.882702996290655,1.1328838852957979,0.23415277064344123,1.7554167342883506e-16,3.4727077336786185e-16
falling_ratio,0.6,1.8705505632961241,1.148698354997036,0.2306050013912679,5.147892387644517e-16,6.585379944513296e-16
falling_ratio,0.61,1.8585654364377537,1.1647335864684554,0.22705723213909454,3.040470972244059e-16,1.776869471378256e-15
falling_ratio,0.62,1.8467453123625273,1.1809926614295296,0.2235094628869212,3.521787733787174e-16,8.727811632290632e-17
falling_ratio,0.63,1.8350879194283694,1.1974787046189281,0.2199616936347478,3.521787733787174e-16,7.444119331639117e-16
falling_ratio,0.64,1.8235910172675731,1.214194884395046,0.21641392438257448,3.002224531865041e-16,5.1842822056451e-16
falling_ratio,0.65,1.8122523963562354,1.2311444133449174,0.2128661551304011,4.47545209131181e-16,8.697361051438059e-16
falling_ratio,0.66,1.801069877589622,1.2483305489016119,0.20931838587822776,1.1443916996305594e-16,4.681849548360355e-16
falling_ratio,0.67,1.7900413118633771,1.2657565939702802,0.20577061662605442,2.7755575615628914e-17,3.387874869631875e-16
falling_ratio,0.68,1.7791645796604998,1.2834258975629023,0.20222284737388105,7.468261590855957e-16,1.0608881115207727e-15
falling_ratio,0.6900000000000001,1.7684375906440062,1.3013418554419336,0.1986750781217077,2.7755575615628914e-17,8.8014431251049555e-16
falling_ratio,0.7000000000000001,1.757858283255199,1.3195079107728966,0.19512730886953433,8.728676222655933e-16,9.037975199504685e-16
falling_ratio,0.71,1.7474246243174694,1.3379275547861103,0.19157953961736102,5.530259263078839e-16,2.564204958878947e-16
falling_ratio,0.72,1.7371346086455506,1.3566043274476718,0.18803177036518767,5.551115123125783e-17,6.443617868979615e-16
falling_ratio,0.73,1.7269862586601552,1.3755418181397427,0.1844840011130143,2.498001805406602e-16,1.1249186184866167e-15
falling_ratio,0.74,1.7169776240079138,1.3947436663504065,0.18093623186084096,2.830524433501838e-16,2.356928679542908e-16
falling_ratio,0.75,1.7071067811865475,1.414213562373096,0.17738846260866756,2.830524433501838e-16,3.5313737281559345e-16
falling_ratio,0.76,1.6973718331752026,1.4339552480158289,0.17384069335649424,3.5652682413747997e-16,5.297614275719661e-16
falling_ratio,0.77,1.6877709090698718,1.4539725173203117,0.17029292410432087,1.5700924586837752e-16,5.894777800049305e-16
falling_ratio,0.78,1.6783021637238358,1.4742692172911005,0.16674515485214747,4.509747244882934e-16,1.105575487813956e-15
falling_ratio,0.79,1.668963777393056,1.4948492486349365,0.16319738559997413,4.611102534756203e-16,4.05731058546231e-16
falling_ratio,0.8,1.659753955386447,1.5157165665104022,0.15964961634780078,9.730298868281309e-16,2.0277334971005497e-15
falling_ratio,0.81,1.6506709277209666,1.5368751812880115,0.15610184709562744,3.510833468576701e-16,1.7156185809261824e-15
falling_ratio,0.8200000000000001,1.6417129487814521,1.558329159321002,0.15255407784345407,5.474255194514172e-16,7.422717719391859e-16
falling_ratio,0.8300000000000001,1.6328782969851399,1.5800826237267531,0.14900630859128072,3.7238012298709097e-16,1.4820063012452478e-15
falling_ratio,0.84,1.624165274450806,1.602139755179246,0.1454585393391074,3.040470972244059e-16,2.882470280352829e-15
falling_ratio,0.85,1.615572206672458,1.6245047927124723,0.14191077008693403,2.7755575615628914e-16,1.0430028848476044e-15
falling_ratio,0.86,1.6070974421975235,1.6471820345351431,0.1383630008347607,5.578801654593729e-16,4.499313425707263e-16
falling_ratio,0.87,1.5987393523094644,1.6701758388567407,0.13481523158258735,3.554447978966673e-16,7.243403126618087e-16
falling_ratio,0.88,1.5904963307147653,1.6934906247250523,0.131267462330414,2.7755575615628914e-16,1.2931309121176557e-15
falling_ratio,0.89,1.582366793234228,1.7171308728755088,0.12771969307824063,2.0770370905276122e-16,1.6487125569627424e-15
falling_ratio,0.9,1.5743491774985174,1.741101126592253,0.12417192382606729,7.027150473277823e-16,6.179066820125414e-16
falling_ratio,0.91,1.5664419426478993,1.7654059925813106,0.12062415457389392,7.850462293418876e-17,6.275685553312831e-16
falling_ratio,0.92,1.5586435690361098,1.7900501418559391,0.11707638532172056,8.98526478567621e-16,6.132925674529563e-16
falling_ratio,0.93,1.5509525579383054,1.8150383106343195,0.11352861606954721,2.0014830212433605e-16,1.2386422035424435e-15
falling_ratio,0.9400000000000001,1.543367431263029,1.8403753012497526,0.10998084681737387,2.2887833992611187e-16,8.560438369113377e-16
falling_ratio,0.9500000000000001,1.5358867312681466,1.8660659830736162,0.10643307756520051,3.1401849173675503e-16,2.5164511602292685e-15
falling_ratio,0.96,1.5285090202806901,1.8921152934511944,0.10288530831302721,2.220446049250313e-16,1.2595085278911783e-15
falling_ratio,0.97,1.5212328804205608,1.9185282386505207,0.09933753906085385,8.54583310691029e-16,2.343701224495875e-15
falling_ratio,0.98,1.5140569133280333,1.9453098948245726,0.0957897698086805,3.002224531865041e-16,1.4756971379799136e-15
falling_ratio,0.99,1.5069797398950144,1.9724654089867257,0.09224200055650712,6.643968266432001e-16,5.280828947995792e-16
falling_ratio,1.0,1.5,1.9999999999999973,0.08869423130433378,2.7755575615628914e-16,1.068878297313125e-15
