start,method,k,index,gap_rms,clean_gap_rms,noise_gap_rms,modified_rms,correction_rms,sign_disagreement,guidance_flip_fraction,best_scalar_alpha,orthogonal_fraction,sample_id
0,smc_high,0,0,0.143663540482521,0.143663540482521,0.0,0.1293089687824249,0.2000000178813934,0.0,0.8681640625,-0.06395556115463241,0.9974723806097315,0
0,smc_high,0,1,0.1984607875347137,0.1984607875347137,0.0,0.1294213235378265,0.2000000178813934,0.0,0.710693359375,0.2048478610846351,0.9493821577984849,1
0,smc_high,0,2,0.07440897077322,0.07440897077322,0.0,0.1431742310523986,0.2000000178813934,0.0,0.99609375,-1.2610819230854275,0.7552854944924178,2
0,smc_high,0,3,0.1536676585674286,0.1536676585674286,0.0,0.1300052404403686,0.2000000178813934,0.0,0.79248046875,0.010906880408507081,0.9999168939992282,3
0,smc_high,0,4,0.0836357548832893,0.0836357548832893,0.0,0.1434651017189026,0.2000000178813934,0.0,0.9892578125,-0.8879871123622017,0.8555808210745238,4
0,smc_high,0,5,0.0900990888476371,0.0900990888476371,0.0,0.1492633372545242,0.2000000178813934,0.0,0.941162109375,-0.5914510891428374,0.9340987690816449,5
0,smc_high,0,6,0.1346650570631027,0.1346650570631027,0.0,0.1093244552612304,0.2000000178813934,0.0,0.887939453125,-0.27332972944522416,0.9416171435090568,6
0,smc_high,0,7,0.1165487021207809,0.1165487021207809,0.0,0.1133501008152961,0.2000000178813934,0.0,0.955322265625,-0.4994317362703648,0.8580745786388828,7
0,smc_high,1,0,0.144786849617958,0.1425245553255081,0.0022622945252805,0.2568736970424652,0.2000000178813934,0.77587890625,0.088134765625,1.1197538933876108,0.7756614192454988,0
0,smc_high,1,1,0.1912084221839904,0.1882207840681076,0.0029876315966248,0.2151963859796524,0.2000000178813934,0.546875,0.169189453125,0.5862877921639158,0.8535968180245928,1
0,smc_high,1,2,0.0731102377176284,0.0719678923487663,0.0011423474643379,0.2571875751018524,0.2000000178813934,0.909912109375,0.088623046875,2.945736102503104,0.5466227774116927,2
0,smc_high,1,3,0.1587493568658828,0.1562688946723938,0.0024804587010294,0.2391429096460342,0.2000000029802322,0.683349609375,0.0947265625,0.8410397533660309,0.8296362362117006,3
0,smc_high,1,4,0.0824726521968841,0.0811840146780014,0.0012886351905763,0.2475234270095825,0.2000000029802322,0.852783203125,0.122314453125,2.063412513066832,0.7261738725754019,4
0,smc_high,1,5,0.0805543437600135,0.0792956799268722,0.0012586616212502,0.2319413125514984,0.2000000178813934,0.78466796875,0.177490234375,1.5630883362853163,0.8398179287138269,5
0,smc_high,1,6,0.1426800489425659,0.1404506713151931,0.0022293757647275,0.2585295140743255,0.2000000029802322,0.68017578125,0.1982421875,1.1591521899879793,0.7686035651276801,6
0,smc_high,1,7,0.1319120973348617,0.1298509687185287,0.0020611265208572,0.2714148163795471,0.2000000029802322,0.7744140625,0.14453125,1.4673692762566024,0.7009954154647902,7
0,smc_high,2,0,0.1408733874559402,0.1364710927009582,0.0044022933579981,0.1364386677742004,0.2000000178813934,0.090576171875,0.769775390625,-0.03877958305865328,0.9991980756126205,0
0,smc_high,2,1,0.2017685621976852,0.1954632997512817,0.0063052675686776,0.1614403128623962,0.2000000178813934,0.106201171875,0.6181640625,0.3288277656026461,0.911648923884885,1
0,smc_high,2,2,0.0762714594602584,0.0738879740238189,0.002383483108133,0.153719887137413,0.2000000178813934,0.134765625,0.862060546875,-0.9070190185583153,0.8930098195810915,2
0,smc_high,2,3,0.1662309318780899,0.1610362082719802,0.0051947166211903,0.129150390625,0.2000000178813934,0.10009765625,0.659423828125,0.07803318919877256,0.9949433793899877,3
0,smc_high,2,4,0.0760988667607307,0.0737207755446434,0.0023780895862728,0.1632474660873413,0.2000000178813934,0.197998046875,0.78515625,-0.6526666782321947,0.9525938770180757,4
0,smc_high,2,5,0.0874429941177368,0.0847104042768478,0.0027325935661792,0.176601231098175,0.2000000178813934,0.3125,0.67626953125,-0.07622893293752803,0.9992874308247943,5
0,smc_high,2,6,0.1537661403417587,0.1489609479904174,0.0048051918856799,0.1391585618257522,0.2000000178813934,0.159423828125,0.6552734375,0.06363391968856484,0.9975249344518874,6
0,smc_high,2,7,0.1441439092159271,0.1396394073963165,0.0045044971629977,0.1109504103660583,0.2000000178813934,0.069580078125,0.818359375,-0.16634720616208484,0.9763681378312241,7
0,smc_high,3,0,0.1331843137741089,0.126941293478012,0.0062430147081613,0.2490121871232986,0.2000000178813934,0.707763671875,0.171630859375,1.1203344785848948,0.8005907305258468,0
0,smc_high,3,1,0.1774021387100219,0.1690864115953445,0.0083157252520322,0.2020734697580337,0.2000000178813934,0.45703125,0.284912109375,0.5132449919606816,0.8927348178394909,1
0,smc_high,3,2,0.0779936537146568,0.0743376985192298,0.0036559524014592,0.2507316768169403,0.2000000178813934,0.79541015625,0.20166015625,2.37952728440289,0.6724023944748755,2
0,smc_high,3,3,0.1601778119802475,0.1526694744825363,0.0075083347037434,0.229958638548851,0.2000000029802322,0.564208984375,0.223388671875,0.7510232814835864,0.8522555587564464,3
0,smc_high,3,4,0.0760851874947547,0.0725186914205551,0.0035664932802319,0.2381523549556732,0.2000000029802322,0.720703125,0.268310546875,1.9438306046121314,0.7837969117758014,4
0,smc_high,3,5,0.101539023220539,0.0967793837189674,0.004759641829878,0.2363676279783249,0.2000000029802322,0.557861328125,0.43701171875,1.269611431343382,0.8381753489604169,5
0,smc_high,3,6,0.1667883396148681,0.1589701324701309,0.0078182034194469,0.2153690308332443,0.2000000178813934,0.454345703125,0.287841796875,0.6147410295069926,0.8794051235721757,6
0,smc_high,3,7,0.1460473090410232,0.1392013430595398,0.0068459678441286,0.2390905320644378,0.2000000029802322,0.598388671875,0.265625,0.9023541728164133,0.8343739898362972,7
0,smc_high,4,0,0.122150719165802,0.1145163029432296,0.0076344199478626,0.1498592644929886,0.2000000178813934,0.15966796875,0.72607421875,-0.08784415456855685,0.9974332810554247,0
0,smc_high,4,1,0.1815564185380935,0.170209139585495,0.0113472761586308,0.1800281107425689,0.2000000178813934,0.251220703125,0.49560546875,0.38487170543257226,0.9216008502613785,1
0,smc_high,4,2,0.0886439755558967,0.0831037238240242,0.0055402484722435,0.1692697405815124,0.2000000178813934,0.227783203125,0.752197265625,-0.22207411271501776,0.9932145035767027,2
0,smc_high,4,3,0.1426218450069427,0.1337079852819442,0.0089138653129339,0.1372019499540329,0.2000000178813934,0.126953125,0.713623046875,-0.020516242831885665,0.9997725601345165,3
0,smc_high,4,4,0.0693711638450622,0.0650354623794555,0.0043356977403163,0.1803754270076751,0.2000000178813934,0.314208984375,0.68359375,-0.2755773682503424,0.994367709068344,4
0,smc_high,4,5,0.1150185838341713,0.1078299209475517,0.0071886614896357,0.2120370864868164,0.2000000178813934,0.42041015625,0.53857421875,0.6874524126612246,0.9278693133922523,5
0,smc_high,4,6,0.1855841130018234,0.1739851087331771,0.0115990070626139,0.165951520204544,0.2000000178813934,0.221923828125,0.488037109375,0.3191119219465448,0.9341563963875769,6
0,smc_high,4,7,0.1460876315832138,0.1369571536779403,0.0091304769739508,0.1261138319969177,0.2000000178813934,0.112548828125,0.690185546875,-0.0645151472483487,0.99720357933798,7
0,smc_high,5,0,0.1125811412930488,0.1037857383489608,0.0087954020127654,0.2333742678165435,0.2000000178813934,0.6435546875,0.2783203125,1.0705758200963864,0.8563160358820366,0
0,smc_high,5,1,0.153848648071289,0.1418292224407196,0.0120194256305694,0.1900299191474914,0.2000000178813934,0.413818359375,0.373046875,0.4178552073293408,0.9410395689210345,1
0,smc_high,5,2,0.0882900282740593,0.0813923701643943,0.0068976585753262,0.2329614460468292,0.2000000178813934,0.65283203125,0.32763671875,1.4153811323764398,0.8439542804626412,2
