method,noise_variance,sigma,gamma,variance,target_variance,variance_ratio
constant_0.5,0.0001584893192461111,0.012589254117941663,0.5,1.4141510526426506,1.0001584893192461,1.4139269603212457
constant_0.5,0.00014125375446227524,0.011885022274370176,0.5,1.414135820422729,1.0001412537544623,1.4139360966405088
constant_0.5,0.0001258925411794166,0.011220184543019629,0.5,1.4141222447090263,1.0001258925411793,1.4139442396756077
constant_0.5,0.0001122018454301963,0.010592537251772886,0.5,1.414110145354633,1.0001122018454303,1.4139514973872773
constant_0.5,0.0001,0.01,0.5,1.4140993618041486,1.0001,1.4139579660075479
constant_2,100.0,10.0,2.0,101.00000000000003,101.0,1.0000000000000002
constant_2,89.12509381337455,9.440608762859233,2.0,89.81896697985776,90.12509381337455,0.9966033119016697
constant_2,79.43282347242814,8.912509381337454,2.0,79.85684252634266,80.43282347242814,0.9928389813857159
constant_2,70.79457843841381,8.413951416451951,2.0,70.98137462499672,71.79457843841381,0.9886731863170606
constant_2,63.09573444801933,7.943282347242815,2.0,63.07471672972823,64.09573444801933,0.9840704264162987
constant_2,56.23413251903491,7.498942093324558,2.0,56.031861144391534,57.23413251903491,0.9789938045406118
constant_2,50.11872336272722,7.079457843841379,2.0,49.759242265585094,51.11872336272722,0.9734054176686778
constant_2,44.6683592150963,6.6834391756861455,2.0,44.173491093829774,45.6683592150963,0.9672668747693397
