family,arm,subset,samples,fid,official_pooled5k_fid,sample_sha256,feature_row_start,feature_row_stop
legacy,official100,pooled5k,5000,7.1042797503952215,7.1042797503952215,f00fba3155be6b8e48b3026dd1a6b31594fd7131a24087cec422217a6b0c85aa,0,5000
legacy,official100,new4k,4000,8.884733223461353,,781f50de68c060183ece3d059e8d938807f00f3592b1a4562f53ebf3a9d7e88b,1000,5000
legacy,global_proximal100,pooled5k,5000,7.111888882120297,7.111888882120297,87c6cc9f38f6ef02f45047b891254b73f0a00e266911e791cfd7066429fb8763,0,5000
legacy,global_proximal100,new4k,4000,8.900605927862784,,5c4e413aa5b82d61bac69b0e6f447f8bbfc235e9ab5a47809bb01bca9f0b58c7,1000,5000
legacy,energy100,pooled5k,5000,7.118126183564186,7.118126183564186,96a8de46d78d86ade71faa3fe9da0bb8992f19da0cffc68e88e73b4a04cab45f,0,5000
legacy,energy100,new4k,4000,8.906294863606263,,9cffca37fdbdca30bac3604647504316ee3c878db415deed8a0291d79ab61b36,1000,5000
