branch,sample_path,sample_sha256,fid_reference,evaluator_root,evaluator_commit,inception_score,fid
tangent,/data/users/zhoushunyu/eqvae/experiments/raev2_radius_direction_20260905/screen_seed202609051/tangent/samples.npz,e284a08b97fac65a04b351b704a7883ce7ee32a233721a30b0cef45f15a5fae4,imagenet_256_fid_stats,/data/users/zhoushunyu/eqvae/external_sources/nanogen-evals,19dfb4c2705333eb8b97e454fb354d47d1fe135b,54.77687759399414,39.449084207249825
