step_index,time,next_time,cohort_second_moment_before,target_second_moment,lambda_ideal_fp64,lambda_applied_fp32,active,cohort_second_moment_after,cohort_correction_rms,energy_bound_excess_after,lambda_roundoff
35,0.9369369745254517,0.9343065619468689,0.8772348936551717,0.8772348783427444,0.9999999912723334,1.0,False,0.8772348936551717,0.0,1.531242732610849e-08,8.727666589436467e-09
36,0.9343065619468689,0.9316081404685974,0.8725601427975485,0.8725608761109033,1.0,1.0,False,0.8725601427975485,0.0,0.0,0.0
37,0.9316081404685974,0.9288389086723328,0.8677920130261011,0.867794470649303,1.0,1.0,False,0.8677920130261011,0.0,0.0,0.0
38,0.9288389086723328,0.9259962439537048,0.8629283716951669,0.8629335427031569,1.0,1.0,False,0.8629283716951669,0.0,0.0,0.0
39,0.9259962439537048,0.9230769276618958,0.8579665219737789,0.8579751463987326,1.0,1.0,False,0.8579665219737789,0.0,0.0,0.0
40,0.9230769276618958,0.9200779795646667,0.852904136561206,0.8529169552361308,1.0,1.0,False,0.852904136561206,0.0,0.0,0.0
41,0.9200779795646667,0.9169960021972656,0.8477379464530288,0.8477561636189671,1.0,1.0,False,0.8477379464530288,0.0,0.0,0.0
42,0.9169960021972656,0.913827657699585,0.8424659736676458,0.8424903124149452,1.0,1.0,False,0.8424659736676458,0.0,0.0,0.0
43,0.913827657699585,0.9105690717697144,0.8370850283853277,0.8371163174695376,1.0,1.0,False,0.8370850283853277,0.0,0.0,0.0
44,0.9105690717697144,0.9072164297103882,0.8315921488978174,0.8316314883947953,1.0,1.0,False,0.8315921488978174,0.0,0.0,0.0
45,0.9072164297103882,0.9037656784057617,0.8259848574490368,0.8260330572771978,1.0,1.0,False,0.8259848574490368,0.0,0.0,0.0
46,0.9037656784057617,0.9002123475074768,0.8202601722528643,0.8203179238934184,1.0,1.0,False,0.8202601722528643,0.0,0.0,0.0
47,0.9002123475074768,0.8965517282485962,0.8144148804735953,0.8144829861517152,1.0,1.0,False,0.8144148804735953,0.0,0.0,0.0
48,0.8965517282485962,0.8927790522575378,0.8084462310599154,0.8085254578037662,1.0,1.0,False,0.8084462310599154,0.0,0.0,0.0
49,0.8927790522575378,0.8888888955116272,0.8023508592468337,0.8024419662289957,1.0,1.0,False,0.8023508592468337,0.0,0.0,0.0
50,0.8888888955116272,0.8848758339881897,0.7961252314103677,0.7962296365038085,1.0,1.0,False,0.7961252314103677,0.0,0.0,0.0
51,0.8848758339881897,0.8807339668273926,0.7897675119029839,0.789885391006742,1.0,1.0,False,0.7897675119029839,0.0,0.0,0.0
52,0.8807339668273926,0.8764568567276001,0.7832731612578409,0.783405927590805,1.0,1.0,False,0.7832731612578409,0.0,0.0,0.0
53,0.8764568567276001,0.8720378875732422,0.7766400645262678,0.7767883304044613,1.0,1.0,False,0.7766400645262678,0.0,0.0,0.0
54,0.8720378875732422,0.8674699068069458,0.7698655254898492,0.7700295959421117,1.0,1.0,False,0.7698655254898492,0.0,0.0,0.0
55,0.8674699068069458,0.8627451062202454,0.7629461015428659,0.7631265490001167,1.0,1.0,False,0.7629461015428659,0.0,0.0,0.0
56,0.8627451062202454,0.8578553795814514,0.7558790398521769,0.7560764624603091,1.0,1.0,False,0.7558790398521769,0.0,0.0,0.0
57,0.8578553795814514,0.8527919054031372,0.7486622659678673,0.7488765485189739,1.0,1.0,False,0.7486622659678673,0.0,0.0,0.0
58,0.8527919054031372,0.8475452661514282,0.7412926001197848,0.7415242541728173,1.0,1.0,False,0.7412926001197848,0.0,0.0,0.0
59,0.8475452661514282,0.8421052694320679,0.7337676013214031,0.7340171439595754,1.0,1.0,False,0.7337676013214031,0.0,0.0,0.0
60,0.8421052694320679,0.836461067199707,0.7260861303281071,0.7263532185263348,1.0,1.0,False,0.7260861303281071,0.0,0.0,0.0
61,0.836461067199707,0.8306010961532593,0.7182469822697224,0.7185309933226653,1.0,1.0,False,0.7182469822697224,0.0,0.0,0.0
62,0.8306010961532593,0.8245124816894531,0.7102491554550285,0.7105489022774913,1.0,1.0,False,0.7102491554550285,0.0,0.0,0.0
63,0.8245124816894531,0.8181818127632141,0.702092157330263,0.7024065527627665,1.0,1.0,False,0.702092157330263,0.0,0.0,0.0
64,0.8181818127632141,0.8115941882133484,0.6937762416716147,0.6941037276706128,1.0,1.0,False,0.6937762416716147,0.0,0.0,0.0
65,0.8115941882133484,0.8047336935997009,0.6853033405793431,0.6856413045136798,1.0,1.0,False,0.6853033405793431,0.0,0.0,0.0
66,0.8047336935997009,0.7975830435752869,0.6766762098040193,0.6770211315393686,1.0,1.0,False,0.6766762098040193,0.0,0.0,0.0
67,0.7975830435752869,0.790123462677002,0.6678993561238322,0.6682462720738764,1.0,1.0,False,0.6678993561238322,0.0,0.0,0.0
68,0.790123462677002,0.7823343873023987,0.6589765040507426,0.6593211058127159,1.0,1.0,False,0.6589765040507426,0.0,0.0,0.0
69,0.7823343873023987,0.774193525314331,0.6499160918703129,0.6502519237466154,1.0,1.0,False,0.6499160918703129,0.0,0.0,0.0
70,0.774193525314331,0.7656765580177307,0.6407277797391615,0.6410471842997241,1.0,1.0,False,0.6407277797391615,0.0,0.0,0.0
71,0.7656765580177307,0.7567567229270935,0.6314234169409332,0.6317177685912406,1.0,1.0,False,0.6314234169409332,0.0,0.0,0.0
72,0.7567567229270935,0.7474048137664795,0.6220210657507012,0.6222778140436089,1.0,1.0,False,0.6220210657507012,0.0,0.0,0.0
73,0.7474048137664795,0.73758864402771,0.612538163042772,0.6127451280363422,1.0,1.0,False,0.612538163042772,0.0,0.0,0.0
74,0.73758864402771,0.7272727489471436,0.6029993051014613,0.603142051700213,1.0,1.0,False,0.6029993051014613,0.0,0.0,0.0
75,0.7272727489471436,0.7164179682731628,0.593436784795978,0.5934964264199386,1.0,1.0,False,0.593436784795978,0.0,0.0,0.0
76,0.7164179682731628,0.7049808502197266,0.5838903629456225,0.5838426813938282,0.9999591682546068,0.9999591708183289,True,0.5838426843374147,3.119872665983045e-05,2.943586485670835e-09,2.5637220124608007e-09
77,0.7049808502197266,0.6929134130477905,0.5743604921798634,0.5742235570180714,0.9998807862601802,0.9998807907104492,True,0.5742235621410006,9.034463190031631e-05,5.122929191969661e-09,4.45026904216661e-09
78,0.6929134130477905,0.6801619529724121,0.5648661947752006,0.5646914459461442,0.9998453064212558,0.9998453259468079,True,0.5646914680021737,0.00011624927748500472,2.2056029558292778e-08,1.9525552064081353e-08
79,0.6801619529724121,0.6666666865348816,0.5555375229297517,0.5553109499214344,0.9997960568770567,0.9997960329055786,True,0.5553109232921486,0.000152025630333153,0.0,-2.3971478135820234e-08
80,0.6666666865348816,0.6523604989051819,0.5464436764153306,0.5461613764021123,0.9997416600330438,0.9997416734695435,True,0.5461613910801195,0.00019095969822512256,1.467800725407642e-08,1.3436499690655523e-08
81,0.6523604989051819,0.6371681094169617,0.5376904474383708,0.5373403504149312,0.9996743906909509,0.999674379825592,True,0.5373403387316771,0.00023876874110778044,0.0,-1.086535883487727e-08
82,0.6371681094169617,0.621004581451416,0.5294009475973076,0.5289679893678417,0.9995910030111892,0.9995909929275513,True,0.5289679786965427,0.0002975933175175117,0.0,-1.0083637924651612e-08
83,0.621004581451416,0.6037735939025879,0.521726828350245,0.5211922812693639,0.9994875823490333,0.999487578868866,True,0.5211922776423982,0.00037012516506932573,0.0,-3.480167376501697e-09
84,0.6037735939025879,0.5853658318519592,0.51484602291362,0.5141961532625929,0.9993686706046292,0.9993686676025391,True,0.5141961501720689,0.00045299849428079184,0.0,-3.0020901320426674e-09
85,0.5853658318519592,0.5656565427780151,0.5089954211845841,0.5082062276728003,0.9992244530835275,0.9992244243621826,True,0.508206198457878,0.0005533260240053307,0.0,-2.8721344857984832e-08
86,0.5656565427780151,0.5445026159286499,0.5044685211322664,0.5035041885644598,0.9990437521684615,0.9990437626838684,True,0.5035041991663877,0.0006791766120048509,1.0601927891151774e-08,1.0515406878575106e-08
87,0.5445026159286499,0.52173912525177,0.5015988412789509,0.500441606359487,0.9988457876521707,0.9988458156585693,True,0.5004416344244402,0.0008174353971311748,2.8064953250250824e-08,2.800639864464216e-08
88,0.52173912525177,0.4971751570701599,0.5009024715365028,0.49945933027254136,0.9985584197540404,0.9985584020614624,True,0.49945931257202575,0.0010202832113072363,0.0,-1.769257795825041e-08
89,0.4971751570701599,0.47058823704719543,0.5028538333697247,0.5011130545228054,0.9982675999453244,0.9982675909996033,True,0.5011130455434644,0.0012284891171641637,0.0,-8.945721163833298e-09
90,0.47058823704719543,0.4417177736759186,0.5082421501015894,0.5061074525214397,0.9978977109469185,0.9978976845741272,True,0.5061074257726833,0.0014987638738218443,0.0,-2.6372791284146047e-08
91,0.4417177736759186,0.41025641560554504,0.5178951002651135,0.5153421212859277,0.9975321903966028,0.9975321888923645,True,0.5153421197355692,0.0017759585082903417,0.0,-1.5042382894847606e-09
92,0.41025641560554504,0.3758389353752136,0.5330404254976532,0.5299742587558007,0.9971197411676395,0.9971197247505188,True,0.5299742413050801,0.0021028779435677642,0.0,-1.6417120662914897e-08
93,0.3758389353752136,0.3380281627178192,0.5552056031239637,0.5515050093128435,0.996661794488089,0.9966617822647095,True,0.5515049957879959,0.0024873768039260415,0.0,-1.222337953077357e-08
94,0.3380281627178192,0.29629629850387573,0.5864340767044857,0.5819001808767147,0.9961268510206175,0.9961268305778503,True,0.5819001569903737,0.0029660337878814015,0.0,-2.0442767145745222e-08
95,0.29629629850387573,0.25,0.6294725805260931,0.6237616167744054,0.9954533554189311,0.9954533576965332,True,0.6237616196272637,0.0036072745450482537,2.85285828294235e-09,2.2776021069148555e-09
96,0.25,0.1983470916748047,0.6881739017899239,0.6805741208828369,0.9944629697470099,0.9944629669189453,True,0.6805741170147735,0.0045933148714497165,0.0,-2.828064560311816e-09
97,0.1983470916748047,0.14035087823867798,0.7677780525599156,0.7570680286629415,0.9930008182764123,0.9930008053779602,True,0.7570680089912528,0.006132900470491774,0.0,-1.2898452084186829e-08
98,0.14035087823867798,0.07476635277271271,0.8802061430485191,0.8597626392410699,0.9883188687871178,0.9883188605308533,True,0.8597626248737094,0.010959163518778408,0.0,-8.256264560912996e-09
99,0.07476635277271271,0.0,0.9936595424816809,0.9977984298211653,1.0,1.0,False,0.9936595424816809,0.0,0.0,0.0
