provider,evidence_label,known_best_fid1k_gain,time,rms,centroid,dc_fraction,low_fraction,mid_fraction,high_fraction
depth8_v,useful,12.4539,0.03999999910593033,0.10804736614227295,0.3314284086227417,0.0812014490365982,0.228042334318161,0.108536496758461,0.6634211540222168
depth8_x,useful,5.6779,0.03999999910593033,0.06747105717658997,0.22025829553604126,0.1805822253227234,0.473423570394516,0.11569193750619888,0.4108844995498657
depth8_epsilon,useful,7.191,0.03999999910593033,1.567582368850708,0.37961894273757935,0.01386837475001812,0.07612248510122299,0.13273079693317413,0.7911467552185059
depth10_v,depth_probe,nan,0.03999999910593033,0.07510361075401306,0.3122254014015198,0.09929236024618149,0.25643372535705566,0.11859750002622604,0.6249687671661377
depth12_v,depth_probe,nan,0.03999999910593033,0.012954138219356537,0.35608530044555664,0.08589287102222443,0.14390994608402252,0.10606975853443146,0.7500202655792236
depth12_x,failed,0.0458,0.03999999910593033,0.03676323592662811,0.2645890712738037,0.1103479191660881,0.37490665912628174,0.11359047144651413,0.5115028619766235
external_v500,useful,6.6,0.03999999910593033,0.02020704187452793,0.1364503800868988,0.2866247892379761,0.6747754812240601,0.09542186558246613,0.22980257868766785
final_linear_x,failed,-0.3325,0.03999999910593033,0.1915142834186554,0.36133986711502075,0.0770428255200386,0.13425645232200623,0.10191487520933151,0.763828694820404
raw_final_h4,depth_probe,nan,0.03999999910593033,5.9537177085876465,0.4013647437095642,0.006483083125203848,0.03622692450881004,0.11190469563007355,0.8518683910369873
raw_final_h6,depth_probe,nan,0.03999999910593033,4.791609764099121,0.40031275153160095,0.007709972560405731,0.038626864552497864,0.11166688799858093,0.8497062921524048
raw_final_h8,failed,-0.039,0.03999999910593033,2.983097553253174,0.3991411328315735,0.009360210970044136,0.042561519891023636,0.11116990447044373,0.8462685346603394
raw_final_h10,depth_probe,nan,0.03999999910593033,0.7269159555435181,0.3966031074523926,0.011910572648048401,0.048840928822755814,0.1114853173494339,0.8396737575531006
depth4_v,depth_probe,nan,0.05000000074505806,0.11873799562454224,0.2571547031402588,0.15764380991458893,0.3989354968070984,0.10340352356433868,0.4976609945297241
depth6_v,depth_probe,nan,0.05000000074505806,0.118854820728302,0.28837066888809204,0.12007962912321091,0.325948029756546,0.11015935242176056,0.5638926029205322
depth8_v,useful,12.4539,0.05000000074505806,0.11182401329278946,0.3206029534339905,0.09376625716686249,0.25569599866867065,0.10733084380626678,0.6369731426239014
depth8_x,useful,5.6779,0.05000000074505806,0.07449571788311005,0.2136232703924179,0.1870601773262024,0.4883764982223511,0.11541146785020828,0.39621204137802124
depth8_epsilon,useful,7.191,0.05000000074505806,1.4727227687835693,0.3772497773170471,0.016028834506869316,0.08313683420419693,0.1323220133781433,0.7845411896705627
depth10_v,depth_probe,nan,0.05000000074505806,0.0773267075419426,0.30186766386032104,0.10888513177633286,0.28052693605422974,0.11872225254774094,0.6007508039474487
depth12_v,depth_probe,nan,0.05000000074505806,0.01334022544324398,0.3582025170326233,0.07938380539417267,0.13705788552761078,0.10671250522136688,0.7562296390533447
depth12_x,failed,0.0458,0.05000000074505806,0.03808414936065674,0.2635328769683838,0.11719857156276703,0.3744398355484009,0.11442602425813675,0.511134147644043
external_v500,useful,6.6,0.05000000074505806,0.022222762927412987,0.12949183583259583,0.2690775990486145,0.6914904713630676,0.09752656519412994,0.21098294854164124
final_linear_x,failed,-0.3325,0.05000000074505806,0.18617931008338928,0.3594968616962433,0.07873820513486862,0.13941386342048645,0.10221629589796066,0.7583698034286499
