name,group,hypothesis_id,kind,provider,amplitude,interval,band,order,gamma,rms_matched,reverse,depth,depths,num_samples,integrator,fid,sfid,inception_score,noise_sha256,label_sha256,total_nfe,elapsed_seconds,fid_improvement_vs_matched_baseline
screen_map_depth12_x_native_late_mid,screen,causal_map,band_time,depth12_x,native,late,mid,,0.08,,,,[],1000,dopri5,84.87925145474355,222.34495587566323,29.425472259521484,ab8419c7fdfd5b15dacbf4d37a3d567158e4332f25fd94580d3df73bac87e2c2,7c3ae6894e7ebab5c9b6524606f03b6a56b38dccbe472ff40edde26e48654fe6,6874,56.09122961899266,0.08945293909238217
screen_order_depth12_x_equal_action_fine_to_coarse,screen,causal_order,ordered_bands,depth12_x,equal_action,,,fine_to_coarse,0.08,,,,[],1000,dopri5,84.87959145212699,222.32189546856432,29.614248275756836,ab8419c7fdfd5b15dacbf4d37a3d567158e4332f25fd94580d3df73bac87e2c2,7c3ae6894e7ebab5c9b6524606f03b6a56b38dccbe472ff40edde26e48654fe6,6640,59.308502355008386,0.08911294170894735
screen_spectral_delay_native_gamma0p8,screen,idea3_spectral_delay,spectral_delay,,,,,,0.8,False,,,[],1000,fixed_euler,84.8824773881733,218.5487956617137,29.256637573242188,ab8419c7fdfd5b15dacbf4d37a3d567158e4332f25fd94580d3df73bac87e2c2,7c3ae6894e7ebab5c9b6524606f03b6a56b38dccbe472ff40edde26e48654fe6,12500,85.22368493501563,0.9396742563578186
screen_map_depth12_x_native_late_low,screen,causal_map,band_time,depth12_x,native,late,low,,0.08,,,,[],1000,dopri5,84.89930044946288,222.1212946103965,29.559720993041992,ab8419c7fdfd5b15dacbf4d37a3d567158e4332f25fd94580d3df73bac87e2c2,7c3ae6894e7ebab5c9b6524606f03b6a56b38dccbe472ff40edde26e48654fe6,6640,53.69914228998823,0.06940394437305031
screen_map_depth12_x_native_early_low,screen,causal_map,band_time,depth12_x,native,early,low,,0.08,,,,[],1000,dopri5,84.90525669149321,222.03877854729353,29.45781135559082,ab8419c7fdfd5b15dacbf4d37a3d567158e4332f25fd94580d3df73bac87e2c2,7c3ae6894e7ebab5c9b6524606f03b6a56b38dccbe472ff40edde26e48654fe6,6718,53.184086269000545,0.06344770234272801
screen_map_depth12_x_native_mid_mid,screen,causal_map,band_time,depth12_x,native,mid,mid,,0.08,,,,[],1000,dopri5,84.91073805784538,222.3222694469407,29.565420150756836,ab8419c7fdfd5b15dacbf4d37a3d567158e4332f25fd94580d3df73bac87e2c2,7c3ae6894e7ebab5c9b6524606f03b6a56b38dccbe472ff40edde26e48654fe6,6706,53.44397534703603,0.05796633599055667
screen_map_depth12_x_equal_action_mid_mid,screen,causal_map,band_time,depth12_x,equal_action,mid,mid,,0.08,,,,[],1000,dopri5,84.92135372183554,222.32061575213288,29.52634048461914,ab8419c7fdfd5b15dacbf4d37a3d567158e4332f25fd94580d3df73bac87e2c2,7c3ae6894e7ebab5c9b6524606f03b6a56b38dccbe472ff40edde26e48654fe6,6658,55.50910290097818,0.047350672000391114
screen_map_depth12_x_equal_action_early_high,screen,causal_map,band_time,depth12_x,equal_action,early,high,,0.08,,,,[],1000,dopri5,84.9231643337522,222.2673247499007,29.57610321044922,ab8419c7fdfd5b15dacbf4d37a3d567158e4332f25fd94580d3df73bac87e2c2,7c3ae6894e7ebab5c9b6524606f03b6a56b38dccbe472ff40edde26e48654fe6,6652,53.97300299903145,0.0455400600837379
screen_map_depth12_x_equal_action_mid_low,screen,causal_map,band_time,depth12_x,equal_action,mid,low,,0.08,,,,[],1000,dopri5,84.93011538573319,222.22529827292362,29.545358657836914,ab8419c7fdfd5b15dacbf4d37a3d567158e4332f25fd94580d3df73bac87e2c2,7c3ae6894e7ebab5c9b6524606f03b6a56b38dccbe472ff40edde26e48654fe6,6640,52.453132482012734,0.0385890081027469
screen_map_depth12_x_native_early_high,screen,causal_map,band_time,depth12_x,native,early,high,,0.08,,,,[],1000,dopri5,84.93442834522938,222.2865578746339,29.581497192382812,ab8419c7fdfd5b15dacbf4d37a3d567158e4332f25fd94580d3df73bac87e2c2,7c3ae6894e7ebab5c9b6524606f03b6a56b38dccbe472ff40edde26e48654fe6,6652,53.25645229202928,0.0342760486065572
screen_map_depth12_x_native_mid_low,screen,causal_map,band_time,depth12_x,native,mid,low,,0.08,,,,[],1000,dopri5,84.93458268266409,222.22739841438522,29.54210662841797,ab8419c7fdfd5b15dacbf4d37a3d567158e4332f25fd94580d3df73bac87e2c2,7c3ae6894e7ebab5c9b6524606f03b6a56b38dccbe472ff40edde26e48654fe6,6640,54.71669607900549,0.034121711171849256
screen_map_depth12_x_equal_action_late_low,screen,causal_map,band_time,depth12_x,equal_action,late,low,,0.08,,,,[],1000,dopri5,84.93970719818128,222.22677260905527,29.5812931060791,ab8419c7fdfd5b15dacbf4d37a3d567158e4332f25fd94580d3df73bac87e2c2,7c3ae6894e7ebab5c9b6524606f03b6a56b38dccbe472ff40edde26e48654fe6,6616,53.095955587981734,0.02899719565465375
screen_map_depth12_x_equal_action_late_high,screen,causal_map,band_time,depth12_x,equal_action,late,high,,0.08,,,,[],1000,dopri5,84.94229758870404,222.28608775063026,29.420976638793945,ab8419c7fdfd5b15dacbf4d37a3d567158e4332f25fd94580d3df73bac87e2c2,7c3ae6894e7ebab5c9b6524606f03b6a56b38dccbe472ff40edde26e48654fe6,6634,53.150410952046514,0.026406805131898636
screen_map_depth12_x_native_early_mid,screen,causal_map,band_time,depth12_x,native,early,mid,,0.08,,,,[],1000,dopri5,84.95473579515613,222.25799398234858,29.535938262939453,ab8419c7fdfd5b15dacbf4d37a3d567158e4332f25fd94580d3df73bac87e2c2,7c3ae6894e7ebab5c9b6524606f03b6a56b38dccbe472ff40edde26e48654fe6,6634,53.35183202801272,0.01396859867980993
screen_baseline_adaptive,screen,baseline,baseline,,,,,,0.0,,,,[],1000,dopri5,84.96870439383594,222.24807118471665,29.523860931396484,ab8419c7fdfd5b15dacbf4d37a3d567158e4332f25fd94580d3df73bac87e2c2,7c3ae6894e7ebab5c9b6524606f03b6a56b38dccbe472ff40edde26e48654fe6,6676,48.44030852103606,0.0
screen_map_depth12_x_equal_action_late_mid,screen,causal_map,band_time,depth12_x,equal_action,late,mid,,0.08,,,,[],1000,dopri5,84.98182819284744,222.27909687543092,29.49002456665039,ab8419c7fdfd5b15dacbf4d37a3d567158e4332f25fd94580d3df73bac87e2c2,7c3ae6894e7ebab5c9b6524606f03b6a56b38dccbe472ff40edde26e48654fe6,6658,52.96225142502226,-0.013123799011509618
screen_order_depth12_x_native_coarse_to_fine,screen,causal_order,ordered_bands,depth12_x,native,,,coarse_to_fine,0.08,,,,[],1000,dopri5,85.01444353715249,222.6082620907364,28.914573669433594,ab8419c7fdfd5b15dacbf4d37a3d567158e4332f25fd94580d3df73bac87e2c2,7c3ae6894e7ebab5c9b6524606f03b6a56b38dccbe472ff40edde26e48654fe6,7162,63.60952779301442,-0.0457391433165526
screen_map_depth12_x_native_late_high,screen,causal_map,band_time,depth12_x,native,late,high,,0.08,,,,[],1000,dopri5,85.05498001516719,222.75412909767056,28.938928604125977,ab8419c7fdfd5b15dacbf4d37a3d567158e4332f25fd94580d3df73bac87e2c2,7c3ae6894e7ebab5c9b6524606f03b6a56b38dccbe472ff40edde26e48654fe6,7084,55.601188396976795,-0.08627562133125366
screen_spectral_delay_native_gamma0p4,screen,idea3_spectral_delay,spectral_delay,,,,,,0.4,False,,,[],1000,fixed_euler,85.46156549884762,220.88598305185064,29.841236114501953,ab8419c7fdfd5b15dacbf4d37a3d567158e4332f25fd94580d3df73bac87e2c2,7c3ae6894e7ebab5c9b6524606f03b6a56b38dccbe472ff40edde26e48654fe6,12500,86.63170358201023,0.36058614568349867
screen_spectral_delay_native_gamma0p2,screen,idea3_spectral_delay,spectral_delay,,,,,,0.2,False,,,[],1000,fixed_euler,85.62396763147456,222.08131704408402,29.75240707397461,ab8419c7fdfd5b15dacbf4d37a3d567158e4332f25fd94580d3df73bac87e2c2,7c3ae6894e7ebab5c9b6524606f03b6a56b38dccbe472ff40edde26e48654fe6,12500,90.02346022101119,0.19818401305656153
screen_spectral_delay_native_gamma0p1,screen,idea3_spectral_delay,spectral_delay,,,,,,0.1,False,,,[],1000,fixed_euler,85.62699373378246,222.54435041762724,29.192346572875977,ab8419c7fdfd5b15dacbf4d37a3d567158e4332f25fd94580d3df73bac87e2c2,7c3ae6894e7ebab5c9b6524606f03b6a56b38dccbe472ff40edde26e48654fe6,12500,88.64984687900869,0.1951579107486623
screen_spectral_delay_rms_gamma0p1,screen,idea3_spectral_delay,spectral_delay,,,,,,0.1,True,,,[],1000,fixed_euler,85.81611930232953,222.73037305944695,29.101951599121094,ab8419c7fdfd5b15dacbf4d37a3d567158e4332f25fd94580d3df73bac87e2c2,7c3ae6894e7ebab5c9b6524606f03b6a56b38dccbe472ff40edde26e48654fe6,12500,92.94386394403409,0.006032342201592655
screen_euler_baseline,screen,idea3_spectral_delay,euler_baseline,,,,,,0.0,,,,[],1000,fixed_euler,85.82215164453112,223.1606200461108,28.833459854125977,ab8419c7fdfd5b15dacbf4d37a3d567158e4332f25fd94580d3df73bac87e2c2,7c3ae6894e7ebab5c9b6524606f03b6a56b38dccbe472ff40edde26e48654fe6,12500,73.89725094405003,0.0
screen_spectral_delay_rms_gamma0p2,screen,idea3_spectral_delay,spectral_delay,,,,,,0.2,True,,,[],1000,fixed_euler,85.95263470580255,222.55378091013768,29.751895904541016,ab8419c7fdfd5b15dacbf4d37a3d567158e4332f25fd94580d3df73bac87e2c2,7c3ae6894e7ebab5c9b6524606f03b6a56b38dccbe472ff40edde26e48654fe6,12500,98.67333144199802,-0.13048306127143405
screen_spectral_delay_rms_gamma0p4,screen,idea3_spectral_delay,spectral_delay,,,,,,0.4,True,,,[],1000,fixed_euler,89.4913779264669,222.99289438864878,28.779436111450195,ab8419c7fdfd5b15dacbf4d37a3d567158e4332f25fd94580d3df73bac87e2c2,7c3ae6894e7ebab5c9b6524606f03b6a56b38dccbe472ff40edde26e48654fe6,12500,89.89069845498307,-3.669226281935778
screen_spectral_delay_rms_gamma0p8,screen,idea3_spectral_delay,spectral_delay,,,,,,0.8,True,,,[],1000,fixed_euler,105.61213519402077,224.82139081920445,23.950897216796875,ab8419c7fdfd5b15dacbf4d37a3d567158e4332f25fd94580d3df73bac87e2c2,7c3ae6894e7ebab5c9b6524606f03b6a56b38dccbe472ff40edde26e48654fe6,12500,94.71389700897271,-19.789983549489648
screen_raw_compute_rms_fine_to_coarse,screen,idea4_unresolved_computation,raw_compute_schedule,,,,,fine_to_coarse,0.4,True,,,"[4, 8, 10]",1000,dopri5,112.59265115960318,251.52737320515757,19.068729400634766,ab8419c7fdfd5b15dacbf4d37a3d567158e4332f25fd94580d3df73bac87e2c2,7c3ae6894e7ebab5c9b6524606f03b6a56b38dccbe472ff40edde26e48654fe6,6166,55.981218329048716,-27.623946765767244
screen_raw_compute_rms_coarse_to_fine,screen,idea4_unresolved_computation,raw_compute_schedule,,,,,coarse_to_fine,0.4,True,,,"[4, 8, 10]",1000,dopri5,113.1726802038088,253.86494884699118,18.652978897094727,ab8419c7fdfd5b15dacbf4d37a3d567158e4332f25fd94580d3df73bac87e2c2,7c3ae6894e7ebab5c9b6524606f03b6a56b38dccbe472ff40edde26e48654fe6,6862,63.53040108300047,-28.20397580997286
screen_raw_compute_rms_static_h8,screen,idea4_unresolved_computation,raw_compute_schedule,,,,,coarse_to_fine,0.4,True,,,"[8, 8, 8]",1000,dopri5,115.27252364368383,255.4200525565833,18.370744705200195,ab8419c7fdfd5b15dacbf4d37a3d567158e4332f25fd94580d3df73bac87e2c2,7c3ae6894e7ebab5c9b6524606f03b6a56b38dccbe472ff40edde26e48654fe6,6064,54.79886571399402,-30.30381924984789
screen_raw_compute_native_fine_to_coarse,screen,idea4_unresolved_computation,raw_compute_schedule,,,,,fine_to_coarse,0.4,False,,,"[4, 8, 10]",1000,dopri5,373.89498191950366,351.69737036514135,2.233243465423584,ab8419c7fdfd5b15dacbf4d37a3d567158e4332f25fd94580d3df73bac87e2c2,7c3ae6894e7ebab5c9b6524606f03b6a56b38dccbe472ff40edde26e48654fe6,16660,116.20135849597864,-288.92627752566773
screen_raw_compute_native_static_h8,screen,idea4_unresolved_computation,raw_compute_schedule,,,,,coarse_to_fine,0.4,False,,,"[8, 8, 8]",1000,dopri5,402.0656804227424,354.7863796191794,1.7488675117492676,ab8419c7fdfd5b15dacbf4d37a3d567158e4332f25fd94580d3df73bac87e2c2,7c3ae6894e7ebab5c9b6524606f03b6a56b38dccbe472ff40edde26e48654fe6,6748,52.56012800196186,-317.09697602890645
screen_raw_compute_native_coarse_to_fine,screen,idea4_unresolved_computation,raw_compute_schedule,,,,,coarse_to_fine,0.4,False,,,"[4, 8, 10]",1000,dopri5,407.2514055031652,388.8329580095809,1.5425833463668823,ab8419c7fdfd5b15dacbf4d37a3d567158e4332f25fd94580d3df73bac87e2c2,7c3ae6894e7ebab5c9b6524606f03b6a56b38dccbe472ff40edde26e48654fe6,11392,83.5794584589894,-322.28270110932925
