step,model,elapsed_seconds,velocity,total,clean,epsilon,gate,gate_mean,consistency
1,B0_v,0.4657363323494792,1.9991955757141113,1.9991955757141113,,,,,
1,B1_x,0.4657363323494792,,0.9987068772315979,0.9987068772315979,,,,
1,B2_eps,0.4657363323494792,,1.0006376504898071,,1.0006376504898071,,,
1,D0_xeps,0.4657363323494792,,1.9993445873260498,0.9987068772315979,1.0006376504898071,,,
1,D1_scaled,0.4657363323494792,,2.165670156478882,0.9987068772315979,1.0006376504898071,0.1663256734609604,0.5,
1,D2_velocity,0.4657363323494792,,658.7830200195312,0.9987068772315979,1.0006376504898071,656.78369140625,0.5,
1,D4_safe,0.4657363323494792,,3.9985404014587402,0.9987068772315979,1.0006376504898071,1.9991956949234009,0.49705469608306885,
1,S0_xv,0.4657363323494792,1.9991955757141113,2.9979023933410645,0.9987068772315979,,,,0.665037989616394
1,S1_xv,0.4657363323494792,1.9991955757141113,3.064406156539917,0.9987068772315979,,,,0.665037989616394
500,B0_v,37.70579230738804,1.13046133518219,1.13046133518219,,,,,
500,B1_x,37.70579230738804,,0.11852752417325974,0.11852752417325974,,,,
500,B2_eps,37.70579230738804,,0.9648571014404297,,0.9648571014404297,,,
500,D0_xeps,37.70579230738804,,1.1173679828643799,0.11827477812767029,0.9990931749343872,,,
500,D1_scaled,37.70579230738804,,1.1320213079452515,0.1176348403096199,0.9991401433944702,0.015246281400322914,0.9464982748031616,
500,D2_velocity,37.70579230738804,,1.5889852046966553,0.15707683563232422,0.9992073178291321,0.43270111083984375,0.8481878042221069,
500,D4_safe,37.70579230738804,,1.4819152355194092,0.12079489976167679,0.9992307424545288,0.36188966035842896,0.8392811417579651,
500,S0_xv,37.70579230738804,1.128426432609558,1.2465908527374268,0.11816445738077164,,,,0.34961622953414917
500,S1_xv,37.70579230738804,1.128627896308899,1.281960368156433,0.11838768422603607,,,,0.3494472801685333
1000,B0_v,75.01144753117114,1.097413420677185,1.097413420677185,,,,,
1000,B1_x,75.01144753117114,,0.08394348621368408,0.08394348621368408,,,,
1000,B2_eps,75.01144753117114,,0.9396429061889648,,0.9396429061889648,,,
1000,D0_xeps,75.01144753117114,,1.0818349123001099,0.08393944054841995,0.9978954792022705,,,
1000,D1_scaled,75.01144753117114,,1.0834879875183105,0.08357380330562592,0.9979972839355469,0.0019168431172147393,0.9790002107620239,
1000,D2_velocity,75.01144753117114,,1.3641457557678223,0.10558353364467621,0.9980741739273071,0.2604880928993225,0.9031211137771606,
