parameter,clean_grad_norm,epsilon_grad_norm,cosine
net.0.weight,0.07439693808555603,0.019540566951036453,0.01781884767115116
net.0.bias,0.003979054745286703,0.00144566863309592,0.0052871000953018665
net.2.weight,0.09312593191862106,0.023611372336745262,-0.04422197863459587
net.2.bias,0.006373499985784292,0.0012428949121385813,0.00017819926142692566
net.4.weight,0.14610223472118378,0.024745039641857147,0.0012867596233263612
net.4.bias,0.007653168402612209,0.0011830358998849988,-0.007765386253595352
net.6.weight,0.08330799639225006,0.018483061343431473,0.031042933464050293
net.6.bias,0.004233827814459801,0.0009327584411948919,0.037822380661964417
ALL_TRUNK,0.2064615786075592,0.04357952997088432,-0.002086129505187273
