step,loss,real_loss,fake_loss,centering,real_logit,fake_logit,margin,grad_norm,elapsed_seconds,steps_per_second,peak_memory_mib
1,44.98067331314087,24.55249547958374,20.427576541900635,0.6010856255888939,-0.8959126882255077,-0.9212923869490623,0.0253797119949013,10687.5712890625,4.70638539805077,0.2124772867972451,18579.7109375
10,23.590628623962402,14.431943833827972,9.15847623348236,0.2084565833210945,-1.3101740777492523,-1.3070922866463661,-0.003081812523305416,9330.439453125,35.62434276600834,0.28070693305650807,18828.5810546875
20,21.92203152179718,13.420420050621033,8.501530438661575,0.08109675347805023,-1.1112814024090767,-1.1228588595986366,0.011577455326914787,2667.910888671875,70.3972784189973,0.28410189213512027,18828.5810546875
30,14.831080257892609,9.318087041378021,5.5129313468933105,0.061739638447761536,-0.7954386826604605,-0.7809466179460287,-0.014492059010080993,200155.015625,105.27231668902095,0.2849752047218769,18828.5810546875
40,10.959046959877014,6.330749571323395,4.628227204084396,0.0703213713131845,-0.39727832190692425,-0.4320466611534357,0.034768353682011366,37344.65625,139.89147069805767,0.28593594591864835,18828.5810546875
50,8.669660568237305,4.946534305810928,3.723018139600754,0.10803203843533993,-0.31521399784833193,-0.3004873348399997,-0.014726666267961264,14627.0595703125,174.40250562806614,0.2866931287479945,18828.5810546875
60,10.644070744514465,5.201702743768692,5.442236229777336,0.13209829572588205,-0.10617211274802685,-0.0998049583286047,-0.006367141148075461,213146.71875,209.27229409501888,0.28670780458285294,18828.5810546875
70,7.019762575626373,3.716777190566063,3.3028407096862793,0.1447905572131276,-0.0978048937395215,-0.12196479924023151,0.02415989781729877,310688.46875,243.60423059901223,0.28735133141108854,18828.5810546875
80,8.220095336437225,4.425698697566986,3.7942163944244385,0.18016043864190578,-0.0722367912530899,-0.05614766012877226,-0.016089131822809577,3671.980712890625,278.1230983060086,0.28764241620801645,18828.5810546875
90,5.452815890312195,3.126124918460846,2.3265028595924377,0.18815906532108784,-0.2087299032136798,-0.21348519623279572,0.004755301168188453,8600.3515625,313.0537327310303,0.28749058257460947,18828.5810546875
100,6.476384282112122,3.698923408985138,2.777253955602646,0.20697307027876377,-0.21151529625058174,-0.18660204112529755,-0.024913267814554274,8191.6484375,347.9070709280204,0.28743307726760553,18828.5810546875
110,5.057591527700424,2.280023619532585,2.777365207672119,0.20281045697629452,0.11143682477995753,0.12298786919564009,-0.011551048257388175,221.35513305664062,393.072356231045,0.27984669554157815,18828.5810546875
120,4.529805511236191,2.5152764096856117,2.0143202766776085,0.20873192325234413,-0.11087934812530875,-0.09701328258961439,-0.013866075780242682,97343.1796875,428.0831711089704,0.28031935871044433,18828.5810546875
130,3.9867009222507477,2.175042539834976,1.8114658668637276,0.1924469079822302,-0.08842852897942066,-0.07780038379132748,-0.01062813843600452,601.6781616210938,463.3819894780172,0.2805460785095256,18828.5810546875
140,3.29872465133667,1.7259978652000427,1.5725203305482864,0.20644883252680302,-0.03356363996863365,-0.028281517326831818,-0.005282123456709087,6409.90771484375,498.28701166796964,0.28096257121244833,18828.5810546875
150,3.26946160197258,1.7056307718157768,1.5636267513036728,0.20407747849822044,-0.02460132259875536,-0.033366088289767504,0.008764766389504075,499.7081298828125,533.2406814029673,0.28129886790585235,18828.5810546875
160,3.5003112852573395,1.9298006147146225,1.570312961935997,0.19771835207939148,-0.08512294525280595,-0.07211245177313685,-0.013010498136281967,3297.373046875,567.4103749970673,0.28198285940898943,18828.5810546875
170,2.903519570827484,1.5163337290287018,1.3869782239198685,0.20757673494517803,-0.02555556013248861,-0.032343835569918156,0.006788275437429547,1209.330078125,601.827939469018,0.282472761483935,18828.5810546875
180,3.1188638508319855,1.8225858360528946,1.2960387617349625,0.23920807242393494,-0.1140265241265297,-0.12622406519949436,0.012197543284855783,12244.869140625,635.956872396986,0.2830380609325939,18828.5810546875
190,2.7250054478645325,1.268329456448555,1.4564331769943237,0.24280620366334915,0.04499542247503996,0.05216630455106497,-0.007170872879214585,11660.208984375,670.5646237620385,0.2833433099021114,18828.5810546875
200,2.8040211498737335,1.4338659346103668,1.3699422925710678,0.21294112503528595,-0.007338667055591941,-0.015313803683966398,0.007975140353664756,463.1884460449219,705.3146746819839,0.2835613764738088,18828.5810546875
210,2.938879042863846,1.50865039229393,1.4300008565187454,0.22774475067853928,-0.035287328995764256,-0.015796519117429852,-0.019490809412673116,5753.38330078125,750.2328610660043,0.2799130921852869,18828.5810546875
220,2.6713381111621857,1.4615610539913177,1.2095347121357918,0.2423751763999462,-0.05506268539465964,-0.034823646768927574,-0.02023903763620183,185.19874572753906,784.9339522679802,0.28027835891712194,18828.5810546875
230,2.524225264787674,1.3966733366250992,1.1273200288414955,0.23189501091837883,-0.06167537672445178,-0.05837517976760864,-0.0033001996343955398,305.97052001953125,819.8205156680197,0.28054921242436537,18828.5810546875
240,2.417143940925598,1.33981154859066,1.0770957842469215,0.23661614581942558,-0.06409051734954119,-0.061131008900702,-0.0029595085070468485,6122.6298828125,854.3019710390363,0.2809311088304085,18828.5810546875
250,2.3912380039691925,1.1970647796988487,1.193947695195675,0.225523941218853,8.985353633761406e-05,0.006095791235566139,-0.006005939329043031,6840.3603515625,889.1842513090232,0.2811565765272602,18828.5810546875
260,2.4349843561649323,1.3226847797632217,1.1120378971099854,0.2616647370159626,-0.04949725780170411,-0.041735670529305935,-0.007761588902212679,33780.49609375,923.765051449067,0.2814568483535399,18828.5810546875
270,2.4412894546985626,1.3129119277000427,1.1281200349330902,0.2575014065951109,-0.04512495291419327,-0.03744997957255691,-0.0076749768340960145,1812.754638671875,958.396313291043,0.28172061625826306,18828.5810546875
280,2.554326742887497,1.34140644967556,1.212657704949379,0.2625148855149746,-0.03141153324395418,-0.0258343368768692,-0.005577199626713991,425.9892578125,992.7900354360463,0.2820334511889217,18828.5810546875
290,2.2644267082214355,1.113070696592331,1.1511035114526749,0.2524360101670027,0.010633078520186245,0.012269131257198751,-0.0016360525623895228,326.14251708984375,1027.4401568800677,0.28225488176422475,18828.5810546875
300,2.2737663984298706,1.2823510766029358,0.9911509230732918,0.26431403309106827,-0.07177099562250078,-0.06956066051498055,-0.0022103365045040846,2318.346923828125,1062.4642108100234,0.28236245225736106,18828.5810546875
310,2.1980753540992737,1.1100016981363297,1.087796837091446,0.2768033854663372,-0.011029460467398167,-0.0014235845301300287,-0.009605877712601796,357.26666259765625,1107.340449269046,0.27995003723076367,18828.5810546875
320,2.2157946825027466,1.1269972622394562,1.0885159820318222,0.2814117893576622,-0.0030139776645228267,-0.00744858814869076,0.004434609378222376,2911.78564453125,1142.1360057099955,0.28017679015475544,18828.5810546875
330,2.1984095573425293,1.0039249584078789,1.1942211836576462,0.26341264694929123,0.04742606170475483,0.048553437227383256,-0.0011273758136667311,3621.43896484375,1176.6431168260751,0.2804588709022965,18828.5810546875
340,2.560990422964096,1.3159255236387253,1.2448248863220215,0.24005010351538658,-0.01926615205593407,-0.020610322011634707,0.0013441700721159577,250.11660766601562,1211.078629218042,0.2807414744156852,18828.5810546875
350,2.1348522007465363,1.1672728955745697,0.9673019275069237,0.27735980600118637,-0.05283169657923281,-0.048413853510282934,-0.004417842661496252,165.8104705810547,1245.7083537960425,0.28096464066685134,18828.5810546875
360,2.1507670879364014,1.080259695649147,1.0702367275953293,0.270671833306551,-0.003987903706729412,0.0007945079123601317,-0.004782413598150015,4764.31787109375,1280.3319069560384,0.2811770901311772,18828.5810546875
370,2.1254567205905914,1.031366989016533,1.0938203409314156,0.26932112872600555,0.0198027603328228,0.012206936720758677,0.007595823262818158,435.2000732421875,1314.9042200379772,0.28138931669814976,18828.5810546875
380,2.0961826741695404,1.0515086501836777,1.044403001666069,0.2710418924689293,0.0013914054725319147,-0.0048618222353979945,0.006253227591514587,125.29602813720703,1349.4402640900807,0.28159823751533875,18828.5810546875
390,2.171231359243393,1.111961156129837,1.058967873454094,0.3023722693324089,-0.01757905085105449,-0.006919032079167664,-0.010660019848728552,117.15706634521484,1384.1905257140752,0.2817531205097702,18828.5810546875
400,2.2396431267261505,1.0942916795611382,1.1450863480567932,0.26509227603673935,0.012265651719644666,0.023388146422803402,-0.011122494586743414,69.4552230834961,1419.212659043027,0.2818464149479327,18828.5810546875
410,2.3056943118572235,1.1275392696261406,1.1778477653861046,0.3073199577629566,0.015221505425870419,0.0164410003926605,-0.0012194961891509593,123.9461441040039,1462.7903591450304,0.2802862333872888,18828.5810546875
420,2.0799822211265564,0.9980733767151833,1.0816202759742737,0.28859589993953705,0.019470879924483597,0.023791086161509156,-0.004320206033298746,133.58416748046875,1497.1633948980598,0.280530502837065,18828.5810546875
430,2.1737370789051056,1.146288588643074,1.0271606147289276,0.28784698620438576,-0.030092339497059584,-0.029935546219348907,-0.00015679193893447518,696.6101684570312,1532.2939625020372,0.28062500442008254,18828.5810546875
