direction,time_bin,time_low,time_high,samples,A_mean,A_se,B_mean,B_se,AB_mean,B2_mean,gamma_hat_mean,gamma_hat_sample_ls,predicted_reduction_gamma1_mean_residual,predicted_reduction_gamma1_sample_ls,B_positive_fraction,direction_rms,euclidean_B_mean,euclidean_cosine_mean,critic_seed
v_unique_to_x,overall,0.0,1.0,4096,-0.0008128565854832459,0.0004074946269409231,-4.899480865194761e-05,1.8700523777519665e-05,-8.182595834823083e-07,1.4344612604967474e-06,16.590667620679316,-0.5704298931007371,7.725101445961337e-08,-3.0709804274615298e-06,0.47265625,4.1792229222579556,-2.9380134794055266,-0.011374398575493242,seed0
v_unique_to_x,high_noise,0.0,0.5,2082,-0.0010556674468569015,0.0007511129663238108,1.4756631796333751e-05,2.941162325598054e-05,-7.310339818116081e-07,1.8003734534721312e-06,-71.53850969698786,-0.4060457458988656,-3.1373949807258266e-08,-3.26244141709512e-06,0.5225744476464937,3.0989878927466483,-1.9501674524906532,-0.009557167148143,seed0
v_unique_to_x,low_noise,0.5,1.0,2014,-0.0005618475420969745,0.0002898519632384771,-0.00011489873070424244,2.276243775313318e-05,-9.084302402243132e-07,1.0561945346900202e-06,4.88993689184618,-0.8600974634762015,1.1590942055503557e-07,-2.8730550151386284e-06,0.42105263157894735,5.059005670950059,-3.9592127981924015,-0.013252986376756003,seed0
v_unique_to_x,q0,0.0,0.25,994,-0.002382012566652756,0.0015318882581420497,2.067523768478049e-05,5.554066436007347e-05,-1.3488770427825763e-06,3.0635995052287535e-06,-115.21089154908287,-0.440291572211185,-9.892481742068288e-08,-5.761353590793758e-06,0.5291750503018109,2.017879988927751,-0.9482328000870089,-0.004193223433115634,seed0
v_unique_to_x,q1,0.25,0.5,1088,0.00015608535560364972,0.0003247554107597778,9.349376048984435e-06,2.4381946327170962e-05,-1.6657074412305768e-07,6.462864172165406e-07,16.694735005402237,-0.25773517698306747,2.831190538050636e-09,-9.794279054626555e-07,0.5165441176470589,3.8285341270731124,-2.8655378977932475,-0.01445768190249705,seed0
v_unique_to_x,q2,0.5,0.75,1017,-0.0006061631504738394,0.000379598220923697,-7.904892603370761e-05,2.8410416886779845e-05,-1.7873442193037695e-06,8.26314948990598e-07,7.6682022247255155,-2.1630302362157874,8.958435938524882e-08,-4.401003387598159e-06,0.4444444444444444,5.152262657140502,-3.507104031309383,-0.011970472806190461,seed0
v_unique_to_x,q3,0.75,1.0,997,-0.0005166429546152577,0.00043939124605304103,-0.00015146768892885018,3.567680511600077e-05,-1.1885088043965108e-08,1.290685546381406e-06,3.4109119791082536,-0.00920835293870486,1.335669678844449e-07,-1.3144557224693994e-06,0.3971915747241725,4.962072502372843,-4.420390948563545,-0.014561227401094176,seed0
random_orthogonal_matched_v500,overall,0.0,1.0,4096,-0.0008128565854832459,0.0004074946269409231,-8.545286237726657e-06,1.6261160128220002e-05,2.0235126088197633e-06,1.0828947430073166e-06,95.12338883331473,1.8686143061330676,1.3819162469466242e-08,2.9641304746322317e-06,0.488525390625,4.4044996113363615,-0.027546716140932404,-0.00010454153051991442,seed0
random_orthogonal_matched_v500,high_noise,0.0,0.5,2082,-0.0010556674468569015,0.0007511129663238108,-7.642028511739599e-06,9.371842360567084e-06,1.823451936733961e-07,1.828356048301507e-07,138.1396896432926,0.9973177480545423,1.6076480855817485e-08,1.8185478251682603e-07,0.4884726224783862,3.350184694884855,-0.004148168154740769,-7.493092680091126e-05,seed0
random_orthogonal_matched_v500,low_noise,0.5,1.0,2014,-0.0005618475420969745,0.0002898519632384771,-9.479041245425293e-06,3.162476623429666e-05,3.926844564298779e-06,2.0133431668826193e-06,59.272612867691585,1.9504099593607527,1.056169982742369e-08,5.840345961714963e-06,0.4885799404170804,5.2774561795594765,-0.051735284615237756,-0.000135151896430026,seed0
random_orthogonal_matched_v500,q0,0.0,0.25,994,-0.002382012566652756,0.0015318882581420497,-1.1153520286345917e-05,9.91607603361751e-06,1.7237547537628137e-07,9.776466497193018e-08,213.56598683635372,1.7631674534533839,5.301124995420697e-08,2.4698628578023046e-07,0.4818913480885312,2.2468839423057725,0.03917330795790348,0.00015008790545108382,seed0
random_orthogonal_matched_v500,q1,0.25,0.5,1088,0.00015608535560364972,0.0003247554107597778,-4.433919298542284e-06,1.5481745967117538e-05,1.914535576323411e-07,2.605566656932676e-07,-35.20257025313137,0.7347866427555685,-1.4037993812077033e-09,1.223504495714042e-07,0.4944852941176471,4.106758343093047,-0.04372679614735877,-0.0002805087937664287,seed0
random_orthogonal_matched_v500,q2,0.5,0.75,1017,-0.0006061631504738394,0.000379598220923697,-6.0652909166421816e-05,4.908425056402502e-05,8.740478948545955e-06,2.4514906472772515e-06,9.993966634158063,3.5653731570436826,6.985234162109355e-08,1.502946724981464e-05,0.48180924287118976,5.3980750225073475,0.02922016812988439,0.00014834304453965912,seed0
random_orthogonal_matched_v500,q3,0.75,1.0,997,-0.0005166429546152577,0.00043939124605304103,4.2721383705079686e-05,3.963413568057617e-05,-9.8335219475777e-07,1.5664063689274127e-06,-12.09331041760774,-0.6277759170700478,-4.596852043096561e-08,-3.53311075844298e-06,0.4954864593781344,5.151508770118032,-0.13431471835825604,-0.0004243337970982,seed0
v180_high_noise_only,overall,0.0,1.0,4096,-0.0008128565854832459,0.0004074946269409231,-1.614726613219375e-05,2.860981909031835e-05,-9.729637508682198e-07,3.3521072938227372e-06,50.340198695468715,-0.29025435810518274,2.5990089022664684e-08,-5.298034795559164e-06,0.259765625,3.9523222122231534,-4.286360104877531,-0.01446441463388934,seed0
v180_high_noise_only,high_noise,0.0,0.5,2082,-0.0010556674468569015,0.0007511129663238108,-3.176714797188549e-05,5.6289746851496374e-05,-1.9141496270683138e-06,6.594731736550399e-06,33.23142032741455,-0.29025435810518285,6.606193629654378e-08,-1.0423030990686869e-05,0.5110470701248799,5.543600873420876,-8.432723818241291,-0.028456408424789022,seed0
v180_high_noise_only,low_noise,0.5,1.0,2014,-0.0005618475420969745,0.0002898519632384771,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,seed0
v180_high_noise_only,q0,0.0,0.25,994,-0.002382012566652756,0.0015318882581420497,-0.00011446353291867346,0.00010875007629229805,-3.0572463323659014e-06,1.1756894940293817e-05,20.810231048391458,-0.2600385856888075,5.322052473032791e-07,-1.78713876050258e-05,0.4859154929577465,3.5134504752730393,-4.939360301304511,-0.023877134091151636,seed0
v180_high_noise_only,q1,0.25,0.5,1088,0.00015608535560364972,0.0003247554107597778,4.37845125401616e-05,4.1550527505755135e-05,-8.698131150593047e-07,1.8785642507774609e-06,3.564853107830755,-0.46302015738845487,1.1751158881147599e-08,-3.618190480896076e-06,0.5340073529411765,6.894206922063025,-11.62427100191331,-0.03264004692445406,seed0
v180_high_noise_only,q2,0.5,0.75,1017,-0.0006061631504738394,0.000379598220923697,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,seed0
v180_high_noise_only,q3,0.75,1.0,997,-0.0005166429546152577,0.00043939124605304103,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,seed0
v180_low_noise_only,overall,0.0,1.0,4096,-0.0008128565854832459,0.0004074946269409231,-0.00012506079826124505,2.0713554024195203e-05,-1.3055119373973887e-06,1.7726053599444687e-06,6.499691324416735,-0.736493280962598,1.8767278364314965e-07,-4.383629234739348e-06,0.20556640625,6.780134870251803,-9.248003142987727,-0.0159898015125083,seed0
v180_low_noise_only,high_noise,0.0,0.5,2082,-0.0010556674468569015,0.0007511129663238108,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,seed0
v180_low_noise_only,low_noise,0.5,1.0,2014,-0.0005618475420969745,0.0002898519632384771,-0.0002543441060963554,4.193748707119637e-05,-2.6551027286890286e-06,3.605060354683487e-06,2.209005550473125,-0.736493280962598,2.211142974082247e-07,-8.915265812061508e-06,0.41807348560079444,9.669156149238823,-18.80825266816173,-0.03251947715751441,seed0
v180_low_noise_only,q0,0.0,0.25,994,-0.002382012566652756,0.0015318882581420497,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,seed0
v180_low_noise_only,q1,0.25,0.5,1088,0.00015608535560364972,0.0003247554107597778,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,seed0
v180_low_noise_only,q2,0.5,0.75,1017,-0.0006061631504738394,0.000379598220923697,-0.00016972245127238532,5.545442087979892e-05,-3.393352080943427e-06,3.153201590301609e-06,3.571496557641724,-1.0761608428019493,1.7695328107291635e-07,-9.939905752188462e-06,0.45722713864306785,9.936142716975663,-18.91528119280158,-0.033114832363441704,seed0
v180_low_noise_only,q3,0.75,1.0,997,-0.0005166429546152577,0.00043939124605304103,-0.00034066328659382533,6.297455989047382e-05,-1.9020439611436704e-06,4.065983487458181e-06,1.516579493437618,-0.4677943152033603,2.3595109899664968e-07,-7.870071409745593e-06,0.3781344032096289,9.388995002098834,-18.69907713199451,-0.03191217901866981,seed0
v180,overall,0.0,1.0,4096,-9.533040018538941e-05,0.00034872710433799236,-0.00010150734898051184,3.565781315878104e-05,-2.2707884802665075e-06,5.217012864693525e-06,0.9391477675541667,-0.4352660304202462,9.049730503088927e-09,-9.75858982522654e-06,0.466064453125,7.847998453620958,-13.534363247865258,-0.030454216146397647,seed1
v180,high_noise,0.0,0.5,2082,-0.0002990502222328412,0.0006518985409918579,-4.513093216850634e-05,5.840407769816222e-05,-3.312541423185964e-06,7.100403324217919e-06,6.6262806430913255,-0.46652862829462255,2.4956029550735887e-08,-1.3725486170590028e-05,0.48222862632084534,5.543600873420876,-8.432723818241291,-0.028456408424789022,seed1
v180,low_noise,0.5,1.0,2014,0.00011526774753198627,0.0002211967769172874,-0.00015978723964714313,4.014690051257734e-05,-1.1938621509922727e-06,3.2700322605575816e-06,-0.7213826822875913,-0.36509185716372844,-6.236859235101331e-08,-5.657756562542151e-06,0.4493545183714002,9.669156149238823,-18.80825266816173,-0.03251947715751441,seed1
v180,q0,0.0,0.25,994,-0.0010206238986803424,0.0013141632020710816,-3.3475067004905985e-05,0.00010910564457245285,-6.822384053068151e-06,1.1821833965938392e-05,30.489077095223244,-0.5771003105546157,6.721032667928289e-08,-2.54666020720743e-05,0.4879275653923541,3.5134504752730393,-4.939360301304511,-0.023877134091151636,seed1
v180,q1,0.25,0.5,1088,0.00036018161084511494,0.00033862784168214925,-5.5779764863927994e-05,5.0606069404228935e-05,-1.0593887345903903e-07,2.786890403381382e-06,-6.457209199855186,-0.03801329012813047,-4.329307329077777e-08,-2.9987681502995132e-06,0.47702205882352944,6.894206922063025,-11.62427100191331,-0.03264004692445406,seed1
v180,q2,0.5,0.75,1017,0.0004312393882594849,0.000286141070446816,-8.714992590541627e-06,5.400413615051716e-05,-2.585485463311691e-07,2.9631858200012647e-06,-49.48247331013323,-0.08725357167477898,-7.592447242715398e-09,-3.4802829126635794e-06,0.5014749262536873,9.936142716975663,-18.91528119280158,-0.033114832363441704,seed1
v180,q3,0.75,1.0,997,-0.0002070423413545394,0.0003381658963344015,-0.00031389002325452904,5.914812891400192e-05,-2.1479383154259144e-06,3.5830340961100133e-06,0.6596015356201737,-0.5994747071365754,3.145010398616823e-08,-7.878910726961843e-06,0.39618856569709127,9.388995002098834,-18.69907713199451,-0.03191217901866981,seed1
v240,overall,0.0,1.0,4096,-9.533040018538941e-05,0.00034872710433799236,-0.00011140359604100425,3.194242123993029e-05,-1.1010805077718038e-06,4.1906140959810405e-06,0.8557210321137318,-0.2627492015615998,8.829537574493539e-09,-6.392775111524582e-06,0.4599609375,7.078485099081674,-13.187096007060973,-0.03214640908057684,seed1
v240,high_noise,0.0,0.5,2082,-0.0002990502222328412,0.0006518985409918579,-4.1344875015975566e-05,5.203473730662063e-05,-1.4545161381908773e-06,5.636253896640207e-06,7.2330663018642305,-0.25806433934034095,2.3018989433346426e-08,-8.545286173022122e-06,0.484149855907781,5.002349347244012,-7.95457434988832,-0.028917695993653198,seed1
v240,low_noise,0.5,1.0,2014,0.00011526774753198627,0.0002211967769172874,-0.0001838277555117638,3.6367416134157114e-05,-7.357115988678755e-07,2.69616421267797e-06,-0.627042130885452,-0.27287343827515925,-7.617146631989619e-08,-4.167587410413729e-06,0.43495531281032773,8.719704415400775,-18.596286717206684,-0.03548413532038569,seed1
v240,q0,0.0,0.25,994,-0.0010206238986803424,0.0013141632020710816,-3.10110772499292e-05,9.63721666726815e-05,-2.8137823738600514e-06,9.223543034534978e-06,32.91159125027404,-0.30506524047479694,6.233960621799908e-08,-1.4851107782255096e-05,0.48390342052313884,3.164073116562262,-4.3417916408172195,-0.022895099120818642,seed1
v240,q1,0.25,0.5,1088,0.00036018161084511494,0.00033862784168214925,-5.078586304855836e-05,4.655883088837521e-05,-2.1268650744164858e-07,2.35889598940914e-06,-7.092162842654286,-0.0901635800800707,-3.916347180756524e-08,-2.784269004292453e-06,0.484375,6.2240368353506605,-11.255223258727176,-0.03441995821019506,seed1
v240,q2,0.5,0.75,1017,0.0004312393882594849,0.000286141070446816,-6.681999695006434e-05,5.35406514681286e-05,-3.0661194634714553e-07,2.916931893378134e-06,-6.4537474998952336,-0.10511453731340108,-6.209574120889936e-08,-3.530155786072412e-06,0.47984267453294,8.925859008141243,-18.474385836307277,-0.03590445257545545,seed1
v240,q3,0.75,1.0,997,-0.0002070423413545394,0.0003381658963344015,-0.0003031827108349818,4.887333164908941e-05,-1.1734190678885203e-06,2.470967892445205e-06,0.6828962666912418,-0.47488236147307267,3.362356046973363e-08,-4.8178060282222395e-06,0.3891675025075226,8.504267043801184,-18.720632951785113,-0.03505538642529448,seed1
v270,overall,0.0,1.0,4096,-9.533040018538941e-05,0.00034872710433799236,-0.00011970021274576581,3.082342245620491e-05,-1.2618892559533248e-06,3.904919548917896e-06,0.7964096136392336,-0.3231537142174954,8.493997435278614e-09,-6.428698060824585e-06,0.4638671875,6.740280359463033,-12.79533518935932,-0.03296414447824442,seed1
v270,high_noise,0.0,0.5,2082,-0.0002990502222328412,0.0006518985409918579,-4.9750502128781686e-05,5.043333071066839e-05,-1.5982162136814925e-06,5.295541994177664e-06,6.010999074114561,-0.30180408642565715,2.7280684973549305e-08,-8.491974421540754e-06,0.4903938520653218,4.771979125549452,-7.726143888957391,-0.02989898805547468,seed1
v270,low_noise,0.5,1.0,2014,0.00011526774753198627,0.0002211967769172874,-0.0001920116812187355,3.4747518270568624e-05,-9.142066710526068e-07,2.4673446079889794e-06,-0.6003163286752111,-0.3705224913019893,-8.113399371227217e-08,-4.295757950094207e-06,0.43644488579940416,8.297954241455628,-18.03568091301216,-0.03613279178321293,seed1
v270,q0,0.0,0.25,994,-0.0010206238986803424,0.0013141632020710816,-6.378899702551492e-05,9.400578199192391e-05,-2.78546154678324e-06,8.77929647471924e-06,15.999999157724705,-0.3172761684041793,1.2614011353265855e-07,-1.4350219568285642e-05,0.4879275653923541,3.041533686291012,-4.228058380125394,-0.024363808343421892,seed1
v270,q1,0.25,0.5,1088,0.00036018161084511494,0.00033862784168214925,-3.692489190143533e-05,4.407289068629834e-05,-5.135453854616968e-07,2.1127736544181715e-06,-9.7544391411235,-0.24306692029588,-2.796278173261412e-08,-3.1398644253416213e-06,0.49264705882352944,5.926590930227493,-10.922005098313093,-0.034955944520346435,seed1
v270,q2,0.5,0.75,1017,0.0004312393882594849,0.000286141070446816,-7.69827122500257e-05,5.122769795361915e-05,-5.841148534219946e-07,2.6721918082146423e-06,-5.6017692239641885,-0.2185901669282701,-7.232229345988432e-08,-3.840421515058633e-06,0.4886922320550639,8.483493749408456,-17.88399008068832,-0.03656994395811759,seed1
v270,q3,0.75,1.0,997,-0.0002070423413545394,0.0003381658963344015,-0.0003093481520724746,4.65980403688563e-05,-1.2509201901402023e-06,2.2583881359433437e-06,0.6692858514507407,-0.5538995579330231,3.240005220691562e-08,-4.760228516223768e-06,0.3831494483450351,8.104317564041827,-18.190414690818926,-0.035686870256755515,seed1
v300,overall,0.0,1.0,4096,-9.533040018538941e-05,0.00034872710433799236,-0.00012132562917632761,2.825001674273392e-05,-1.5067583692599182e-06,3.282789719520679e-06,0.7857400026077075,-0.45898717188620913,8.412133269215179e-09,-6.296306458040512e-06,0.461669921875,6.406663926674144,-12.242971227427915,-0.03338000383489387,seed1
v300,high_noise,0.0,0.5,2082,-0.0002990502222328412,0.0006518985409918579,-4.281777044509644e-05,4.542351314370368e-05,-2.0687385390135986e-06,4.295551393349947e-06,6.984254881190081,-0.4816002299998705,2.3775966068352776e-08,-8.433028471377239e-06,0.49711815561959655,4.562072890038922,-7.402549257575321,-0.030451650498334495,seed1
v300,low_noise,0.5,1.0,2014,0.00011526774753198627,0.0002211967769172874,-0.00020248420011894096,3.302014062131696e-05,-9.258036952643053e-07,2.235833510527364e-06,-0.5692678612172061,-0.4140754179169346,-8.76796466148599e-08,-4.087440901055984e-06,0.42502482621648463,7.871550716775797,-17.24682353191307,-0.03640722908152575,seed1
v300,q0,0.0,0.25,994,-0.0010206238986803424,0.0013141632020710816,-6.0091468322666906e-05,8.340885861460864e-05,-3.899456320496264e-06,6.9119494160892065e-06,16.98450590689521,-0.5641615824646159,1.190505927886391e-07,-1.4710862057081562e-05,0.5120724346076458,2.919190655444354,-3.931793890563655,-0.025097180617660135,seed1
v300,q1,0.25,0.5,1088,0.00036018161084511494,0.00033862784168214925,-2.70364692591543e-05,4.185742099752433e-05,-3.9618938938697347e-07,1.905202464487058e-06,-13.322065370024628,-0.2079513315628848,-2.0207048768654453e-08,-2.6975812432610327e-06,0.4834558823529412,5.6605169404592335,-10.573441568981199,-0.03534350992975943,seed1
v300,q2,0.5,0.75,1017,0.0004312393882594849,0.000286141070446816,-9.035429597877821e-05,4.860663675477564e-05,-6.793801168594817e-07,2.408570717598299e-06,-4.77276020567712,-0.2820677474385822,-8.609256145083008e-08,-3.7673309513172474e-06,0.471976401179941,8.04309112222529,-17.154367016128383,-0.03696479624293895,seed1
v300,q3,0.75,1.0,997,-0.0002070423413545394,0.0003381658963344015,-0.0003168634503802705,4.4351968458389454e-05,-1.1771705751416432e-06,2.05963116389633e-06,0.6534118753869093,-0.5715443598720451,3.08058551259281e-08,-4.41397231417961e-06,0.37713139418254765,7.692629082292264,-17.34113474209665,-0.035838477022190514,seed1
v400,overall,0.0,1.0,4096,-9.533040018538941e-05,0.00034872710433799236,-0.00011977863428680458,2.505864164269375e-05,-1.5541184158702936e-06,2.585742879632203e-06,0.7958881878476343,-0.6010336248480174,8.490169048828893e-09,-5.693979711372766e-06,0.449951171875,5.319000997571289,-9.832972320211411,-0.03127220744411146,seed1
v400,high_noise,0.0,0.5,2082,-0.0002990502222328412,0.0006518985409918579,-3.412390257838417e-05,4.1958944142484626e-05,-3.0611723450027287e-06,3.6648752203091947e-06,8.763658305081288,-0.8352732797119533,1.924508057185616e-08,-9.78721991031471e-06,0.49375600384245916,3.891959355715456,-6.162058252229299,-0.027670898528129213,seed1
v400,low_noise,0.5,1.0,2014,0.00011526774753198627,0.0002211967769172874,-0.00020832538275598596,2.6622936284885502e-05,3.819161316266608e-09,1.4701750875321544e-06,-0.553306303855449,0.0025977595108603543,-9.142586034847083e-08,-1.4625367648996251e-06,0.40466732869910627,6.471475827566379,-13.62782986218696,-0.034995109709789224,seed1
v400,q0,0.0,0.25,994,-0.0010206238986803424,0.0013141632020710816,-7.615861676470447e-05,7.796551369624898e-05,-6.159366636665375e-06,6.041871111546055e-06,13.401292487147012,-1.0194468771263236,1.496584738134764e-07,-1.8360604384876815e-05,0.4859154929577465,2.5616197381024075,-3.0160536100447057,-0.01978640729241188,seed1
v400,q1,0.25,0.5,1088,0.00036018161084511494,0.00033862784168214925,4.279135933750374e-06,3.7063639940212706e-05,-2.306529278035838e-07,1.493244782910814e-06,84.17157492107059,-0.1544642448734809,3.0642211429473063e-09,-1.9545506385180197e-06,0.5009191176470589,4.794897472712229,-9.036257346283973,-0.03487419291076069,seed1
v400,q2,0.5,0.75,1017,0.0004312393882594849,0.000286141070446816,-0.00010329111288388071,3.7971328679346434e-05,-6.779274723061185e-07,1.4755600045025466e-06,-4.174990240876597,-0.45943741375307007,-9.975544666616281e-08,-2.8314149491147827e-06,0.4473942969518191,6.606383193020587,-13.563896950836144,-0.03554937590939934,seed1
v400,q3,0.75,1.0,997,-0.0002070423413545394,0.0003381658963344015,-0.00031546665904478335,3.702223004162875e-05,6.992417554927619e-07,1.464682148155135e-06,0.6563049863381849,0.4774017054645635,3.1110698446974663e-08,-6.61986371696153e-08,0.36108324974924777,6.330901019120593,-13.693045279282027,-0.03442972483014681,seed1
v500,overall,0.0,1.0,4096,-9.533040018538941e-05,0.00034872710433799236,-0.00011468518738633193,2.2536348576948748e-05,-2.7797366369395672e-08,2.092949986615064e-06,0.8312355096413331,-0.013281428866990014,8.713277411912723e-09,-2.1485447193538183e-06,0.4482421875,4.404499605723321,-7.74513122425742,-0.02936247895146568,seed1
v500,high_noise,0.0,0.5,2082,-0.0002990502222328412,0.0006518985409918579,-2.9055618369747977e-05,3.873192422200431e-05,-9.827101339191768e-07,3.1226812551060875e-06,10.29233721434768,-0.314700750296652,1.6533949302323087e-08,-5.088101522944663e-06,0.5096061479346782,3.350184692979558,-5.129990408724884,-0.02592487496663745,seed1
v500,low_noise,0.5,1.0,2014,0.00011526774753198627,0.0002211967769172874,-0.00020320592357924545,2.214479044137141e-05,9.59356745864291e-07,1.028451227430202e-06,-0.567246001010569,0.9328169584292705,-8.813882556996725e-08,8.902622642983725e-07,0.38480635551142006,5.2774561712825,-10.448568750542792,-0.03291614900926725,seed1
v500,q0,0.0,0.25,994,-0.0010206238986803424,0.0013141632020710816,-8.709339040498552e-05,7.346780969237633e-05,-1.8010289882808826e-06,5.367321686220497e-06,11.718729675517586,-0.335554508108701,1.7019393267661583e-07,-8.96937966278228e-06,0.4959758551307847,2.2468839673533747,-2.497636219310449,-0.017095373802719555,seed1
v500,q1,0.25,0.5,1088,0.00036018161084511494,0.00033862784168214925,2.3967860860974563e-05,3.1394992202905684e-05,-2.3509162175416232e-07,1.0719711553563423e-06,15.027691162525779,-0.21930778694881364,1.6691107112583773e-08,-1.5421543988646718e-06,0.5220588235294118,4.106758327598729,-7.534916938392117,-0.03399153319911391,seed1
v500,q2,0.5,0.75,1017,0.0004312393882594849,0.000286141070446816,-0.0001015504550055652,3.037703170147943e-05,-3.061352511282067e-07,9.478407747844073e-07,-4.246552989209669,-0.32298172780954604,-9.789760709998191e-08,-1.5601112770408099e-06,0.4473942969518191,5.398075015804064,-10.493120716824292,-0.03379868302438221,seed1
v500,q3,0.75,1.0,997,-0.0002070423413545394,0.0003381658963344015,-0.0003069006192055572,3.194640891259144e-05,2.2502347407904396e-06,1.1106787403096138e-06,0.6746234070510809,2.0259996514952308,3.2894855458198537e-08,3.3897907412712398e-06,0.320962888665998,5.151508760154289,-10.403123063774203,-0.03201591120247497,seed1
v600,overall,0.0,1.0,4096,-9.533040018538941e-05,0.00034872710433799236,-0.00010425007979208978,2.0197942371052693e-05,-4.282705557396095e-07,1.6814514864564336e-06,0.9144395896435834,-0.2547028916321375,9.008324515220306e-09,-2.5379925979356413e-06,0.43408203125,3.705995722410634,-6.3670177473759395,-0.028890035632863645,seed1
v600,high_noise,0.0,0.5,2082,-0.0002990502222328412,0.0006518985409918579,-7.074765453510873e-06,3.490945736567021e-05,-1.890360099488322e-06,2.536102766736131e-06,42.26998395889388,-0.7453799287168258,4.181368056013125e-09,-6.316822965712963e-06,0.5062439961575408,2.979350691220693,-4.478229705934966,-0.02601498802373237,seed1
v600,low_noise,0.5,1.0,2014,0.00011526774753198627,0.0002211967769172874,-0.0002047063878620606,1.9379845601385603e-05,1.0831844740939659e-06,7.979440557005593e-07,-0.5630881807638475,1.3574691939311188,-8.909679370007012e-08,1.3684248924873688e-06,0.35948361469712015,4.3308541442065165,-8.319578175518991,-0.031862155355908,seed1
v600,q0,0.0,0.25,994,-0.0010206238986803424,0.0013141632020710816,-6.038370213514511e-05,6.593706455197427e-05,-3.826547603106426e-06,4.320908797842646e-06,16.902307453691364,-0.8855886069654962,1.1961190749630274e-07,-1.1974004004055433e-05,0.4949698189134809,2.0518580162757702,-1.8206988632139305,-0.016807282935850574,seed1
v600,q1,0.25,0.5,1088,0.00036018161084511494,0.00033862784168214925,4.162843588982041e-05,2.8834550097285437e-05,-1.214535015136946e-07,9.054987272877153e-07,8.652297477580506,-0.13412884839439834,2.8254667516883334e-08,-1.1484057303151184e-06,0.5165441176470589,3.624882857627772,-6.9061577001120895,-0.034427174473506725,seed1
v600,q2,0.5,0.75,1017,0.0004312393882594849,0.000286141070446816,-0.00011206881203270582,2.5149747516572393e-05,-1.7268429147746944e-07,6.55189375580118e-07,-3.8479875037279174,-0.2635639372579435,-1.092163905183244e-07,-1.000557958535044e-06,0.4306784660766962,4.457751918549118,-8.573900343496774,-0.03334043434272995,seed1
v600,q3,0.75,1.0,997,-0.0002070423413545394,0.0003381658963344015,-0.0002992022901874907,2.9282593655424273e-05,2.3642461938393515e-06,9.435624204773787e-07,0.6919811383288522,2.5056595541853004,3.43730749446774e-08,3.7849299672013126e-06,0.2868605817452357,4.197460048869031,-8.060154258935837,-0.0303542218257195,seed1
x800,overall,0.0,1.0,4096,-9.533040018538941e-05,0.00034872710433799236,-0.0003614970384910876,4.762649168401662e-05,-4.123472775963023e-06,9.419297806810786e-06,0.2637100447165619,-0.437768595975538,-6.175679414744988e-08,-1.7666243358736866e-05,0.46826171875,10.785729470595298,-30.45666591396366,-0.0602833345166431,seed1
x800,high_noise,0.0,0.5,2082,-0.0002990502222328412,0.0006518985409918579,-3.047126540543181e-05,5.3418520908657384e-05,-4.602115442778088e-06,5.939141858614303e-06,9.8141714252383,-0.7748788549482191,1.729637936701228e-08,-1.5143372744170613e-05,0.5057636887608069,5.503681791564009,-15.01172457724867,-0.04881321672014962,seed1
x800,low_noise,0.5,1.0,2014,0.00011526774753198627,0.0002211967769172874,-0.0007036994513830118,7.886982244271878e-05,-3.628669383555393e-06,1.3016956537766635e-05,-0.16380252578774282,-0.2787648075053016,-6.574206192775803e-07,-2.027429530487741e-05,0.429493545183714,14.327542735705986,-46.423084912494254,-0.07214072540656337,seed1
x800,q0,0.0,0.25,994,-0.0010206238986803424,0.0013141632020710816,-0.00014147323165465426,9.440435751817976e-05,-8.555220660173571e-06,8.86981211466616e-06,7.214254504143614,-0.9645323429148611,2.687672472257496e-07,-2.5980253435013093e-05,0.5030181086519114,3.371640890585633,-6.349925874239602,-0.03700780886215609,seed1
x800,q1,0.25,0.5,1088,0.00036018161084511494,0.00033862784168214925,7.094045743622915e-05,5.473563078497685e-05,-9.905468893855224e-07,3.261672893066923e-06,5.077238346946025,-0.3036928968232984,4.607034796567921e-08,-5.242766671837996e-06,0.5082720588235294,6.897696099529732,-22.92516934819629,-0.05959867206100033,seed1
x800,q2,0.5,0.75,1017,0.0004312393882594849,0.000286141070446816,-0.00010044091676349038,5.508512319785736e-05,-1.2058493161149065e-06,3.093009108246982e-06,-4.293463283244718,-0.3898628403323206,-9.67165367629093e-08,-5.5047077404767725e-06,0.4729596853490659,10.38012149902028,-47.129916312420264,-0.07819988108418623,seed1
x800,q3,0.75,1.0,997,-0.0002070423413545394,0.0003381658963344015,-0.001319059461120277,0.00014658105712426768,-6.100091658968609e-06,2.3139980144408046e-05,0.15696209872047645,-0.2636169789645538,-1.1937155435385171e-06,-3.534016346234527e-05,0.38515546639919757,17.45756397739208,-45.70207434707324,-0.06596002197211757,seed1
