arm,kind,alpha,omega,solver,steps,samples,fid,sfid,inception_score,baseline,delta_fid,relative_fid_percent,full_calls_per_output,seconds
cfg_e64,baseline,1.25,0.0,euler,64,1000,44.87014636095978,209.5048432290664,62.4808464050293,cfg_e64,0.0,0.0,112,60.60937860049307
cfg_sg_w1,sg,1.25,1.0,euler,64,1000,44.89340744758181,212.42413620811794,62.04758071899414,cfg_e64,0.023261086622028415,0.05184089758679106,175,86.2314626951702
cfg_sg_prev_w1,sg_prev,1.25,1.0,euler,64,1000,44.97505253071097,211.44342183705635,62.12482452392578,cfg_e64,0.10490616975118883,0.23379948197018732,112,60.37110134633258
cfg_e100,baseline,1.25,0.0,euler,100,1000,44.84764691655357,209.56933141836828,63.14227294921875,cfg_e64,-0.022499444406207658,-0.050143461144989215,175,85.74846881721169
