parameter,clean_grad_norm,epsilon_grad_norm,cosine
net.0.weight,0.1144183874130249,0.024439217522740364,0.03374850004911423
net.0.bias,0.006740625482052565,0.0016074746381491423,0.04707120358943939
net.2.weight,0.13648219406604767,0.028226858004927635,0.006146809086203575
net.2.bias,0.009281795471906662,0.0013196161016821861,0.11651976406574249
net.4.weight,0.16908404231071472,0.029060648754239082,0.10920672118663788
net.4.bias,0.008761837147176266,0.0012362435227259994,0.14159458875656128
net.6.weight,0.10640493035316467,0.020605245605111122,0.05221351981163025
net.6.bias,0.00547123234719038,0.0009305557468906045,0.05961434915661812
ALL_TRUNK,0.2680833339691162,0.05167057365179062,0.05579777806997299
