arm,fid,independent_fid,inception_score,sampling_seconds,full_forwards_per_sample,prefix_forwards_per_sample,noise_sha256,label_sha256,pixel_sha256
ordinary,38.264238946601836,38.264263257648395,59.07736701965332,802.9826601501554,100,0.0,3bebe5620b03cd433af57362f9bb0fa7e4ea76881ef4d6d000e1c012378e58e1,702746827e553786bb026ac120cb58745fef3d3f554c33891809001cc37639f0,0de7afa03228b6d2bd068368a1e02977de4bc03df6aa9272d7b9b55af16f648e
norm_query,53.45870684372261,53.458726125236296,62.23271484375,996.6882291850634,100,89.0,3bebe5620b03cd433af57362f9bb0fa7e4ea76881ef4d6d000e1c012378e58e1,702746827e553786bb026ac120cb58745fef3d3f554c33891809001cc37639f0,6f8810f32f29a25db81c524dd29d946458cb58097bd7ba2aec7cf4e84c04e4c5
