arm,fid,independent_fid,mean_term,covariance_term,inception_score,sampling_seconds,full_per_image,prefix_per_image,noise_sha256,label_sha256,pixel_sha256
pfr,9.291876330919308,9.291876330920328,0.6132612661193058,8.678615064801022,126.33105010986328,5184.524760668166,100,50.0,e37923b88a937c6bc1d5e55b78e9a31992e50f1583b20ae8b8073222cf868e03,7880f6745ab864b6483071752367154af08721122db79ee5065bed00f95bcdb6,f9403b48820eb45f59148958fe6fa39499510f61598d164c1260aa690c4cc660
ordinary115,10.155902197075648,10.155902197074642,1.2814252020108543,8.874476995063787,109.6720802307129,5104.778543479275,115,0.0,e37923b88a937c6bc1d5e55b78e9a31992e50f1583b20ae8b8073222cf868e03,7880f6745ab864b6483071752367154af08721122db79ee5065bed00f95bcdb6,b15997510fdcbdeb83c0c8a5b44c433d9e961229b800c560cc92523e5f61c236
