target_variance,h,gamma,log_std_shift,revised_variance,native_w2_squared,revised_w2_squared,independent_ode_std_error
0.25,0.03125,0.35,0.0020584751635701094,0.25103135915225216,0.0,1.061513224984977e-06,1.5587531265737198e-12
0.25,0.015625,0.35,0.0010615976416985002,0.2505313627146406,0.0,2.8204667588583264e-07,2.043254454520138e-12
1.0,0.03125,0.35,-0.010930037113405656,0.9783771256495019,0.0,0.00011816823315606598,3.0730973321624333e-13
1.0,0.015625,0.35,-0.0054678387816688295,0.9891238995886065,0.0,2.9734307730211325e-05,3.9102054927298013e-13
4.0,0.03125,0.35,-0.02351014824558175,3.8162721326418096,0.0,0.0021596352260631773,4.761524508012371e-12
4.0,0.015625,0.35,-0.011898146908330331,3.905938421804585,0.0,0.0005595726365478181,4.758415883543421e-12
16.0,0.03125,0.35,-0.027523872460652604,15.143039346773666,0.0,0.011792693394771405,1.3254730646394819e-11
16.0,0.015625,0.35,-0.014458611005747598,15.543950075132692,0.0,0.0032968667970680677,2.1157298135676683e-11
