arm,fid,independent_fid,inception_score,sampling_seconds,full_forwards_per_sample,prefix_forwards_per_sample,noise_sha256,label_sha256,pixel_sha256
ordinary,38.264238946601836,38.264263257648395,59.07736701965332,802.9826601501554,100,0.0,3bebe5620b03cd433af57362f9bb0fa7e4ea76881ef4d6d000e1c012378e58e1,702746827e553786bb026ac120cb58745fef3d3f554c33891809001cc37639f0,0de7afa03228b6d2bd068368a1e02977de4bc03df6aa9272d7b9b55af16f648e
time_only,52.942739605750546,52.942758167089664,64.03311500549316,977.3888776572421,100,89.0,3bebe5620b03cd433af57362f9bb0fa7e4ea76881ef4d6d000e1c012378e58e1,702746827e553786bb026ac120cb58745fef3d3f554c33891809001cc37639f0,9ea8b2104d9030d460798ad568c8545b4dcbbda00b205e270d77485115dc6910
projected,52.06902837445517,52.06904707934791,64.94622955322265,983.1754054366611,100,89.0,3bebe5620b03cd433af57362f9bb0fa7e4ea76881ef4d6d000e1c012378e58e1,702746827e553786bb026ac120cb58745fef3d3f554c33891809001cc37639f0,659cde37f308594f1c393d30f8e581a873fc67fe8aff785e2431aab3997ec5b0
