seed,condition,samples,intrinsic_swd_independent_reference,mean_bayes_mse,unbiased_terminal_feature_gap_squared,unbiased_diagonal_defect_energy,unbiased_cross_time_energy
20260831,D2_gate_on_D0,512,0.14788393676280975,0.05392472539097071,0.017860384992449886,0.006224215101293801,0.011636169891156085
20260831,D3_oracle_bayes_gate,512,0.1473694145679474,0.04526137700304389,0.017275051983465586,0.005985079739082761,0.011289972244382825
20260831,D4_gate_on_D0,512,0.1349920630455017,0.06263118823990226,0.01472117921475806,0.004498292096819745,0.010222887117938315
20260901,D2_gate_on_D0,512,0.09172005951404572,0.03333290289156139,0.010256343493256418,0.0034446966206616377,0.0068116468725947805
20260901,D3_oracle_bayes_gate,512,0.0921088308095932,0.028959833784028888,0.010614651009983128,0.003690988836565349,0.006923662173417779
20260901,D4_gate_on_D0,512,0.08291397988796234,0.05792191382497549,0.008975636304327147,0.0028770171004245237,0.0060986192039026235
20260902,D2_gate_on_D0,512,0.11225856840610504,0.036831872444599865,0.015673326066544955,0.004333290987427975,0.011340035079116979
20260902,D3_oracle_bayes_gate,512,0.1107388511300087,0.03304858501069248,0.014709119682436003,0.003773247278830866,0.010935872403605138
20260902,D4_gate_on_D0,512,0.10260660946369171,0.055195844080299136,0.012069904239738524,0.0031641866337118406,0.008905717606026682
