model,arm,fid,independent_fid,inception_score,sampling_seconds,full_forwards_per_sample,prefix_forwards_per_sample,noise_sha256,label_sha256,strong_sha256,head_sha256
v,time_only,68.44713311764247,68.44716240453971,34.066349029541016,109.63610755139962,125.0,50.0,627ddf5c4d7419ed18bba5894aa789f68c6c6fc6913431e795aa261c705c2eca,12154f6cf76b0408c85f1fa0fc6b1e712e7e6d1db2c8a64dc2132d8b2e65c3b0,b7f7d7318ee4b480fe591bc451c2aceb09efaf4111e57fd9dbefcd1bcfd88caa,f33fca87577ad2f5e70470f05c1834811a28e7912aedcc26a3fdb8ae8c4fc5ad
v,ou,65.77988525999427,65.77991575291975,35.82984924316406,109.49791646609083,125.0,50.0,627ddf5c4d7419ed18bba5894aa789f68c6c6fc6913431e795aa261c705c2eca,12154f6cf76b0408c85f1fa0fc6b1e712e7e6d1db2c8a64dc2132d8b2e65c3b0,b7f7d7318ee4b480fe591bc451c2aceb09efaf4111e57fd9dbefcd1bcfd88caa,f33fca87577ad2f5e70470f05c1834811a28e7912aedcc26a3fdb8ae8c4fc5ad
x,time_only,68.02232713399837,68.0223576297783,32.98847961425781,109.15814346866682,125.0,50.0,627ddf5c4d7419ed18bba5894aa789f68c6c6fc6913431e795aa261c705c2eca,12154f6cf76b0408c85f1fa0fc6b1e712e7e6d1db2c8a64dc2132d8b2e65c3b0,22cd7a392b61465c0b1cd2b569eb8678cab169ab4fe492ab2973990dd2b5c79d,940b59685281ded5bd30ce9832a0dfaeadaff640991a8660e425d5ab5ef197bf
x,ou,65.44088381802908,65.44091417957128,37.25483322143555,115.3070653299801,125.0,50.0,627ddf5c4d7419ed18bba5894aa789f68c6c6fc6913431e795aa261c705c2eca,12154f6cf76b0408c85f1fa0fc6b1e712e7e6d1db2c8a64dc2132d8b2e65c3b0,22cd7a392b61465c0b1cd2b569eb8678cab169ab4fe492ab2973990dd2b5c79d,940b59685281ded5bd30ce9832a0dfaeadaff640991a8660e425d5ab5ef197bf
