model,arm,fid,independent_fid,inception_score,sampling_seconds,full_forwards_per_sample,prefix_forwards_per_sample,noise_sha256,label_sha256,strong_sha256,head_sha256
v,ordinary,71.16979062046266,71.16982051469404,32.106781005859375,78.34529629722238,100.0,0.0,627ddf5c4d7419ed18bba5894aa789f68c6c6fc6913431e795aa261c705c2eca,12154f6cf76b0408c85f1fa0fc6b1e712e7e6d1db2c8a64dc2132d8b2e65c3b0,b7f7d7318ee4b480fe591bc451c2aceb09efaf4111e57fd9dbefcd1bcfd88caa,f33fca87577ad2f5e70470f05c1834811a28e7912aedcc26a3fdb8ae8c4fc5ad
v,smooth,69.80380754282373,69.80383922281891,31.69011688232422,92.31773963291198,100.0,50.0,627ddf5c4d7419ed18bba5894aa789f68c6c6fc6913431e795aa261c705c2eca,12154f6cf76b0408c85f1fa0fc6b1e712e7e6d1db2c8a64dc2132d8b2e65c3b0,b7f7d7318ee4b480fe591bc451c2aceb09efaf4111e57fd9dbefcd1bcfd88caa,f33fca87577ad2f5e70470f05c1834811a28e7912aedcc26a3fdb8ae8c4fc5ad
v,compensated,71.9417993976632,71.94182714457759,31.29718017578125,90.07381986826658,100.0,50.0,627ddf5c4d7419ed18bba5894aa789f68c6c6fc6913431e795aa261c705c2eca,12154f6cf76b0408c85f1fa0fc6b1e712e7e6d1db2c8a64dc2132d8b2e65c3b0,b7f7d7318ee4b480fe591bc451c2aceb09efaf4111e57fd9dbefcd1bcfd88caa,f33fca87577ad2f5e70470f05c1834811a28e7912aedcc26a3fdb8ae8c4fc5ad
