sample,index,noise_time,h,H,native_rms,latent_rms,identity_residual_rms,contrast_rms,contrast_over_native,contrast_cos_native,clock_rms,clock_over_native,clock_cos_native,state_rms,state_over_native,state_cos_native,total_rms,total_over_native,total_cos_native,contrast_cos_clock,contrast_cos_state,clock_cos_state,contrast_over_latent,clock_over_latent,state_over_latent,total_over_latent
4,15,0.625,0.025,0.025,0.0212126858532428,0.7066116333007812,3.8948311242847917e-10,0.006909167394042,0.3257092237472534,-0.1760218441486358,0.0012372583150863,0.0583263412117958,0.5050420165061951,0.0008868039585649,0.0418053604662418,-0.1996881514787674,0.0068350955843925,0.3222173452377319,-0.1124170273542404,-0.2171401679515838,0.1554537713527679,-0.6962383389472961,0.009777885147131446,0.0017509735996090513,0.0012550089989636737,0.009673058384934664
5,15,0.625,0.025,0.025,0.0221771597862243,0.6794928312301636,4.3034975583111645e-10,0.0074895247817039,0.3377134203910827,0.1658145785331726,0.0011669074883684,0.052617534995079,0.4501073062419891,0.0009748708107508,0.0439583249390125,-0.1799018234014511,0.0074507882818579,0.3359667360782623,0.213631734251976,-0.00227185129188,-0.0782126784324646,-0.7511371374130249,0.011022227810917088,0.001717321264826023,0.0014347035994270608,0.01096521985135426
6,15,0.625,0.025,0.025,0.0241159666329622,0.6598130464553833,6.149130094001976e-10,0.0108154695481061,0.4484775364398956,0.4612801671028137,0.0009470216464251,0.0392694883048534,0.1235189512372016,0.0010558064095675,0.0437803901731967,0.0448099859058856,0.010669226758182,0.4424133896827698,0.4830010235309601,-0.1262892931699752,-0.0585157237946987,-0.6151488423347473,0.01639171823929287,0.0014352878463265394,0.0016001599471842118,0.0161700754713759
7,15,0.625,0.025,0.025,0.024509122595191,0.6743009686470032,5.330989538698816e-10,0.0096072824671864,0.3919880092144012,0.4917440414428711,0.0009711398161016,0.0396236069500446,0.2777913808822632,0.0010938711930066,0.0446311868727207,-0.0924777165055275,0.0094676809385418,0.3862921297550201,0.5168044567108154,0.1535101234912872,-0.3045371174812317,-0.5959868431091309,0.01424776607760713,0.0014402171452462973,0.0016222299001015406,0.014040734595916227
4,15,0.625,0.025,0.125,0.0212126858532428,0.7066116333007812,6.011062203548079e-10,0.006909167394042,0.3257092237472534,-0.1760218441486358,0.011446688324213,0.5396152138710022,0.6388234496116638,0.0013722981093451,0.0646923333406448,-0.6827414631843567,0.0081715220585465,0.3852186501026153,0.6313786506652832,-0.592734694480896,0.1955555826425552,-0.7583804726600647,0.009777885147131446,0.016199405422668046,0.0019420825311560613,0.011564375214677725
5,15,0.625,0.025,0.125,0.0221771597862243,0.6794928312301636,6.008750719210808e-10,0.0074895247817039,0.3377134203910827,0.1658145785331726,0.0101723205298185,0.4586845636367798,0.6140397191047668,0.0016366600757464,0.0737993568181991,-0.6838225722312927,0.0088897245004773,0.4008504450321197,0.7164334654808044,-0.3715309500694275,-0.2997171878814697,-0.5784859657287598,0.011022227810917088,0.014970460411484232,0.0024086495111116436,0.013082881955330148
6,15,0.625,0.025,0.125,0.0241159666329622,0.6598130464553833,6.569536581402247e-10,0.0108154695481061,0.4484775364398956,0.4612801671028137,0.0090372134000062,0.3747398257255554,0.3131497204303741,0.0022604931145906,0.0937342941761016,-0.6608927845954895,0.0090820081532001,0.3765973150730133,0.696433961391449,-0.4254282414913177,-0.537746250629425,-0.2891651391983032,0.01639171823929287,0.013696627322778012,0.0034259600150896,0.013764517391691537
7,15,0.625,0.025,0.125,0.024509122595191,0.6743009686470032,6.966463517166233e-10,0.0096072824671864,0.3919880092144012,0.4917440414428711,0.0092503698542714,0.3774255812168121,0.4920719265937805,0.0021325903944671,0.0870121046900749,-0.6657944321632385,0.0106335906311869,0.433862566947937,0.7388195991516113,-0.1629798859357834,-0.5321990847587585,-0.4706122577190399,0.01424776607760713,0.013718458499077097,0.0031626684427670036,0.015769798837043623
8,0,1.0,0.025,0.025,0.0252743605524301,0.9917300343513488,2.5216734256261475e-10,0.0030152448453009,0.1193005368113517,0.3007267415523529,0.0043544839136302,0.1722885817289352,-0.0549309067428112,0.0006162736099213,0.0243833512067794,0.9899969100952148,0.0043918848969042,0.1737683862447738,0.2909179329872131,-0.3739592432975769,0.2692205905914306,-0.0605295822024345,0.0030403887558704944,0.004390795642766124,0.0006214126713671429,0.004428508510157966
9,0,1.0,0.025,0.025,0.0256658643484115,1.0007438659667969,1.564986751301234e-10,0.002861576154828,0.1114934682846069,0.373309463262558,0.0016907737590372,0.0658763647079467,-0.2758283317089081,0.0006260713562369,0.0243931524455547,0.9761661887168884,0.0030189964454621,0.1176269128918647,0.4018023610115051,-0.2928231954574585,0.3398380279541015,-0.3349476158618927,0.0028594491079528064,0.0016895169848518436,0.0006256059892328854,0.0030167523860318776
