arm,fid,independent_fid,mean_term,covariance_term,inception_score,sampling_seconds,full_per_image,prefix_per_image,noise_sha256,label_sha256,pixel_sha256
ordinary100,42.212951488942224,42.21297963021641,1.2628858998607508,40.95009373035566,48.03421287536621,907.8810434737243,100,0.0,4728cd46e047b4307bc8f09f455b31aa15997146167194a698f0a745a980180d,702746827e553786bb026ac120cb58745fef3d3f554c33891809001cc37639f0,b6177af4dd7bb48a5052c5f183273a80513fd8c593efc763ca3442ac8487a30a
pfr,40.56542686774952,40.565452313801124,0.7282897490935012,39.837162564707626,52.141122817993164,1014.9882946875878,100,50.0,4728cd46e047b4307bc8f09f455b31aa15997146167194a698f0a745a980180d,702746827e553786bb026ac120cb58745fef3d3f554c33891809001cc37639f0,4a3729ccbb74b85c9beac8e6446394fd6af51fb068852785fee53b40c65aa44e
ordinary115,42.02390678019583,42.02393475638814,1.2139154607740381,40.8100192956141,48.11076889038086,1014.9698992189951,115,0.0,4728cd46e047b4307bc8f09f455b31aa15997146167194a698f0a745a980180d,702746827e553786bb026ac120cb58745fef3d3f554c33891809001cc37639f0,ccbc97842a8bde222b4eed972f275337893e841b609db0b40d241ffe3ec93460
