class_mean,iterations,quantile_nodes,conditional_target_w2_squared,endpoint_gap_mse,endpoint_gap_min,decoded_mean,decoded_std,latent_mean,latent_std,mean_local_derivative_squared,max_local_derivative,oracle_composition_max_error
0.5,0,8192,0.2640128934959942,0.2640128934959942,0.17045099929181973,0.0,1.117953563043568,0.0,0.9999195636649998,0.8006130466009675,0.965385857511182,2.1094237467877974e-15
0.5,1,8192,2.678086461681788e-31,0.21066923706152335,0.16436636021728024,0.49999999999999994,0.999919563665,0.4466563697305549,0.8946257587430326,0.8073670934954715,0.9673542889936668,1.8318679906315083e-15
0.5,2,8192,0.21066923706152352,0.16765767009530758,0.15884063367445922,0.9466563697305549,0.8946257587430327,0.8458475861045027,0.8040601672667431,0.8186245613579268,0.9691287348483332,2.6645352591003757e-15
0.5,4,8192,1.525131722728938,0.10925493409843748,0.14917463914285634,1.7043133504391514,0.7280121676024919,1.5286270812599163,0.6648675276989738,0.8459281998238575,0.9721936776442901,2.220446049250313e-15
0.5,8,8192,5.7438692486496645,0.056791907494032776,0.13394885386959388,2.8497758269833273,0.531914233770667,2.5859687657484507,0.5005381470410588,0.8915571071242903,0.9768848828474294,2.6645352591003757e-15
0.5,16,8192,15.865998712151342,0.02641815302187108,0.1133727005110785,4.4318829960053865,0.36706123755286535,4.093971449644412,0.355055968131861,0.9371425633090207,0.982842763750949,2.6645352591003757e-15
0.5,32,8192,37.33199397286411,0.012212107419374306,0.09024080493828102,6.563468223895107,0.25134407595832536,6.1738986081120775,0.2471985404047483,0.9675398808248648,0.9887887396776565,3.552713678800501e-15
0.5,64,8192,81.06579480212675,0.005791483645697287,0.06837224698713484,9.465390381366529,0.17372814991103594,9.041479134617514,0.17231973379647983,0.9838915790472911,0.9934299511270819,5.329070518200751e-15
2.0,0,8192,5.6464993734969005,5.6464993734969005,0.17360140036233496,0.0,2.236014325624883,0.0,0.9999195636649998,0.39339211479581376,0.9624876724509958,8.215650382226158e-15
2.0,1,8192,1.3819404991656777e-30,0.8261924286718072,0.1668419086580899,2.0,0.9999195636649998,0.7949250949397879,0.6066325356039638,0.601464056361201,0.965005126411955,2.6645352591003757e-15
2.0,2,8192,0.8261924286718081,0.23872754008611577,0.16079672917649557,2.7949250949397886,0.6066325356039638,1.269237460565199,0.4937244675112991,0.7085776181106298,0.9672106226938846,2.220446049250313e-15
2.0,4,8192,3.081348950671294,0.10516454832523872,0.1504093838274203,3.645381334030713,0.4286428753816822,1.9665298201407855,0.3843428658024271,0.811327452412305,0.9708906331889299,2.6645352591003757e-15
2.0,8,8192,8.071692091706348,0.049310142793516615,0.13444176150099718,4.746915340979208,0.3051624730953247,2.9682942071176703,0.2879138114266629,0.8899862494710284,0.9762475518042403,2.6645352591003757e-15
2.0,16,8192,18.571031045138508,0.023622762453494407,0.11340234879140354,6.23340295550625,0.21619130827601057,4.386963084412388,0.20972238749424782,0.9404399528807204,0.982668388432829,2.6645352591003757e-15
2.0,32,8192,40.13288162690629,0.011457161261409905,0.09015683778995864,8.276007856262076,0.15254087735609492,6.3830201267958095,0.1501899625485241,0.969146624849438,0.9887795429854905,5.329070518200751e-15
2.0,64,8192,83.8555417809971,0.005609012407359948,0.06831890978379285,11.112611283065434,0.10747602830048514,9.187499925555667,0.10663738187509494,0.9843695906463745,0.9934379304488998,5.329070518200751e-15
4.0,0,8192,26.456193206339453,26.456193206339453,0.17360140038058702,0.0,4.123067142238701,0.0,0.9999195636649998,0.3912198553147784,0.9624876724157378,1.6266987756807794e-12
4.0,1,8192,4.082999046973269e-28,0.8391924082416597,0.16684190866667414,4.000000000000001,0.999919563664998,0.797875260259125,0.6027556527813411,0.6023874409388308,0.9650051263943142,2.6645352591003757e-15
4.0,2,8192,0.839192408241664,0.23724265329305227,0.16079672918051813,4.797875260259126,0.6027556527813411,1.27109727739529,0.49150681695179727,0.7090421485736464,0.9672106226848697,1.7763568394002505e-15
4.0,4,8192,3.0908622015348084,0.1049857234857794,0.15040938382815838,5.646819489955057,0.42700384598533553,1.967734619141253,0.38300694087043685,0.8114980524332374,0.9708906331864792,1.7763568394002505e-15
4.0,8,8192,8.07957066009897,0.04927904773751127,0.13444176150073162,6.7477793055877875,0.3042446984109884,2.9690939671343015,0.2870712728961614,0.8900373704175241,0.9762475518040998,3.552713678800501e-15
4.0,16,8192,18.57792828516408,0.023616461255594044,0.11340234879117617,8.233964255379266,0.21561770765467686,4.38750477433171,0.20917015416900622,0.9404536443121657,0.9826683884328848,3.552713678800501e-15
4.0,32,8192,40.13913432799351,0.011455772257653145,0.09015683778983963,10.276386691274263,0.15216176220226998,6.383392616809034,0.14981744078761497,0.9691501027912894,0.9887795429855152,3.552713678800501e-15
4.0,64,8192,83.86135345472671,0.005608690347064662,0.06831890978374133,13.112872263506294,0.10721769600967575,9.18775877975482,0.10638119796622267,0.984370456567188,0.993437930448921,5.329070518200751e-15
