family,mode,sample,dimension,shell_before,shell_after,shell_change,norm_ratio,delta_rms,radial_displacement
sit,none,0,4096,-0.9905177942714276,-0.9905177942714276,0.0,1.0,0.0,0.0
sit,none,1,4096,1.498405734824226,1.498405734824226,0.0,1.0,0.0,0.0
sit,none,2,4096,-0.9821484920550786,-0.9821484920550786,0.0,1.0,0.0,0.0
sit,none,3,4096,-2.036715494995878,-2.036715494995878,0.0,1.0,0.0,0.0
sit,short,0,4096,-0.9905177942714276,-1.1042131408063318,-0.113695346534904,0.9987148965757424,0.0066635197785633,-0.0827259740188801
sit,short,1,4096,1.498405734824226,1.4484508641079756,-0.0499548707162504,0.9994656175478486,0.0060550907075833,-0.0359070717973181
sit,short,2,4096,-0.9821484920550786,-1.0930422901743309,-0.1108937981192524,0.9987468195638984,0.0059312335151116,-0.0804169172233789
sit,short,3,4096,-2.036715494995878,-2.008115200795736,0.028600294200142,1.0003308284242731,0.0056484669533043,0.0196497599404401
sit,asynchronous,0,4096,-0.9905177942714276,-0.9347273572845968,0.055790436986831,1.0006299980816673,0.0148729269782436,0.0327314573424026
sit,asynchronous,1,4096,1.498405734824226,1.6680670807963185,0.1696613459720922,1.0018127910057866,0.0109192837723123,0.1142768342176077
sit,asynchronous,2,4096,-0.9821484920550786,-0.89913821724025,0.0830102748148285,1.0009370495567798,0.0121078374953448,0.0546016868173506
sit,asynchronous,3,4096,-2.036715494995878,-1.9306191506537675,0.1060963443421109,1.0012266997468804,0.0110231078186833,0.0727899899580567
sit,time_only,0,4096,-0.9905177942714276,-0.8289943081081703,0.1615234861632573,1.001822872414118,0.0154993239201438,0.1077123246315332
sit,time_only,1,4096,1.498405734824226,1.7708990452279938,0.2724933104037675,1.0029099311576417,0.0117755282511254,0.1852035359074156
sit,time_only,2,4096,-0.9821484920550786,-0.7996994238307501,0.1824490682243284,1.002058396536659,0.0127179939129656,0.1252011059619517
sit,time_only,3,4096,-2.036715494995878,-1.8338700077052863,0.2028454872905916,1.00234401723123,0.0115054178660214,0.1424396115171365
sit,common_async,0,4096,-0.9905177942714276,-0.9125069995487824,0.0780107947226451,1.000880804905535,0.0190643535537001,0.0440159413000749
sit,common_async,1,4096,1.498405734824226,1.6006701478519534,0.1022644130277271,1.001093063853746,0.0083416075165577,0.0689529879146185
sit,common_async,2,4096,-0.9821484920550786,-0.9981301057922612,-0.0159816137371826,0.999819493034116,0.0122342532499383,-0.0162678659051021
sit,common_async,3,4096,-2.036715494995878,-1.9557682091652249,0.0809472858306532,1.000936059003059,0.0096924308674766,0.0554953656266418
sit,none,4,4096,0.8755216742811658,0.8755216742811658,0.0,1.0,0.0,0.0
sit,none,5,4096,-0.636773383799891,-0.636773383799891,0.0,1.0,0.0,0.0
sit,none,6,4096,0.2176411401253273,0.2176411401253273,0.0,1.0,0.0,0.0
sit,none,7,4096,-1.2095589766978645,-1.2095589766978645,0.0,1.0,0.0,0.0
sit,short,4,4096,0.8755216742811658,0.7024863904516948,-0.1730352838294709,0.9981227344717744,0.0072561120155543,-0.1228565321212403
sit,short,5,4096,-0.636773383799891,-0.8312206754255478,-0.1944472916256567,0.9978186007626294,0.0089570839689017,-0.14105825742267
sit,short,6,4096,0.2176411401253273,0.1247957101938339,-0.0928454299314933,0.998978581318583,0.0060891602653081,-0.0666779822948703
sit,short,7,4096,-1.2095589766978645,-1.297641426522075,-0.0880824498242106,0.998999591544733,0.0057114864685482,-0.0641912248722746
sit,asynchronous,4,4096,0.8755216742811658,0.9977254830551844,0.1222038087740187,1.0013236726833252,0.0141035987414641,0.0792827270164851
sit,asynchronous,5,4096,-0.636773383799891,-0.5757384736800477,0.0610349101198432,1.0006837371514576,0.0144510148350058,0.0367349415553839
sit,asynchronous,6,4096,0.2176411401253273,0.3525175562639033,0.134876416138576,1.0014819574828202,0.0105129516000343,0.0916152841392761
sit,asynchronous,7,4096,-1.2095589766978645,-1.0643508586831778,0.1452081180146866,1.0016470397174204,0.0110708149456038,0.1001024465934422
sit,time_only,4,4096,0.8755216742811658,1.1062405642216937,0.2307188899405277,1.0024976083886117,0.0151520965078967,0.154310605837854
sit,time_only,5,4096,-0.636773383799891,-0.4656108679584527,0.1711625158414383,1.0019162495570757,0.0151221344750086,0.1145210067454871
sit,time_only,6,4096,0.2176411401253273,0.4581698156237792,0.2405286754984519,1.0026412840015864,0.0110037392045581,0.1658066014087966
sit,time_only,7,4096,-1.2095589766978645,-0.96390506281657,0.2456539138812943,1.0027847748022565,0.0116447508204373,0.1716741090816381
sit,common_async,4,4096,0.8755216742811658,0.8109230879337791,-0.0645985863473867,0.9992995803262896,0.0151061741317401,-0.0524752127037831
sit,common_async,5,4096,-0.636773383799891,-0.5592649457154188,0.0775084380844722,1.0008682000652385,0.0133294945369316,0.0494704066002388
sit,common_async,6,4096,0.2176411401253273,0.2877672351556697,0.0701260950303424,1.000770785833979,0.0098645238051932,0.0463614070355128
sit,common_async,7,4096,-1.2095589766978645,-1.1134673572410572,0.0960916194568071,1.001090233479106,0.0084392708726371,0.0665635249891655
sit,none,8,4096,-0.6363583798819957,-0.6363583798819957,0.0,1.0,0.0,0.0
sit,none,9,4096,0.2523563241244744,0.2523563241244744,0.0,1.0,0.0,0.0
sit,none,10,4096,2.037029628538966,2.037029628538966,0.0,1.0,0.0,0.0
sit,none,11,4096,-1.0175641461362728,-1.0175641461362728,0.0,1.0,0.0,0.0
sit,short,8,4096,-0.6363583798819957,-0.7651574293853506,-0.1287990495033548,0.998555619254332,0.0052980802482612,-0.092626457046241
sit,short,9,4096,0.2523563241244744,0.0567077731208321,-0.1956485510036422,0.9978480401636451,0.0068539006399875,-0.1394593518808957
